property_id,transaction_id,address,ypred,list,url
345471,22114111,"2841 W Pima St, Phoenix, AZ 85009 ",0.8067283034324646,56500,https://www.zillow.com/homedetails/2841-W-Pima-St-Phoenix-AZ-85009/7501053_zpid/
211079,22064474,"414 N 32nd Pl, Phoenix, AZ 85008 ",0.7681794762611389,55000,https://www.zillow.com/homedetails/414-N-32nd-Pl-Phoenix-AZ-85008/7544573_zpid/
7365435,21992037,"93 6th Ave W, Buckeye, AZ 85326 ",0.6994208693504333,164999,https://www.zillow.com/homedetails/93-6th-Ave-W-Buckeye-AZ-85326/67761649_zpid/
7512692,17958341,"25944 N Sandstone Way, Surprise, AZ 85387 ",0.6980687379837036,269000,https://www.zillow.com/homedetails/25944-N-Sandstone-Way-Surprise-AZ-85387/71610062_zpid/
303079,22135487,"2508 W Shackleton Dr, Anthem, AZ 85086 ",0.690386950969696,180000,https://www.zillow.com/homedetails/2508-W-Shackleton-Dr-Anthem-AZ-85086/61797076_zpid/
5062208,21958814,"6319 W Branham Ln, Laveen, AZ 85339 ",0.6896743178367615,175000,https://www.zillow.com/homedetails/6319-W-Branham-Ln-Laveen-AZ-85339/67792568_zpid/
8953940,21780171,"26008 N Desert Mesa Dr, Surprise, AZ 85387 ",0.687417209148407,269900,https://www.zillow.com/homedetails/26008-N-Desert-Mesa-Dr-Surprise-AZ-85387/67796583_zpid/
8952447,17958353,"16503 W Tether Trl, Surprise, AZ 85387 ",0.687417209148407,274900,https://www.zillow.com/homedetails/16503-W-Tether-Trl-Surprise-AZ-85387/89456345_zpid/
8948294,22113596,"26011 N Sandstone Way, Surprise, AZ 85387 ",0.6847444176673889,264900,https://www.zillow.com/homedetails/26011-N-Sandstone-Way-Surprise-AZ-85387/71610017_zpid/
307667,21251802,"39927 N Peale Ct, Anthem, AZ 85086 ",0.6836135387420654,280000,https://www.zillow.com/homedetails/39927-N-Peale-Ct-Anthem-AZ-85086/60399647_zpid/
936062,22027148,"25794 W Siesta Way, Buckeye, AZ 85326 ",0.6744924783706665,161000,http://www.zillow.com/homedetails/25794-W-Siesta-Way-Buckeye-AZ-85326/81955514_zpid/
8936676,19987938,"11024 E Aspen Ave, Mesa, AZ 85208 ",0.6719345450401306,175000,https://www.zillow.com/homedetails/11024-E-Aspen-Ave-Mesa-AZ-85208/52841425_zpid/
8959673,21819903,"4857 S Emery Cir, Mesa, AZ 85212 ",0.6713029146194458,325000,https://www.zillow.com/homedetails/4857-S-Emery-Cir-Mesa-AZ-85212/81986514_zpid/
876732,21837701,"20742 N 265th Dr, Buckeye, AZ 85396 ",0.6679143309593201,275000,https://www.zillow.com/homedetails/20742-N-265th-Dr-Buckeye-AZ-85396/81973795_zpid/
1070775,18407006,"1404 E Kesler Ln, Chandler, AZ 85225 ",0.6661686301231384,292900,https://www.zillow.com/homedetails/1404-E-Kesler-Ln-Chandler-AZ-85225/49940430_zpid/
8959161,21814187,"17345 W Red Bird Rd, Surprise, AZ 85387 ",0.6634938716888428,269500,https://www.zillow.com/homedetails/17345-W-Red-Bird-Rd-Surprise-AZ-85387/71628786_zpid/
7409502,21698737,"16381 W Sand Hills Rd, Surprise, AZ 85387 ",0.6632280349731445,239000,https://www.zillow.com/homedetails/16381-W-Sand-Hills-Rd-Surprise-AZ-85387/89458177_zpid/
59128,22135467,"1735 W Kuralt Dr, Anthem, AZ 85086 ",0.6623507142066956,279000,https://www.zillow.com/homedetails/1735-W-Kuralt-Dr-Anthem-AZ-85086/67785800_zpid/
303291,22113393,"2594 W Kit Carson Trl, Anthem, AZ 85086 ",0.6606877446174622,309900,https://www.zillow.com/homedetails/2594-W-Kit-Carson-Trl-Anthem-AZ-85086/60116519_zpid/
505084,20686228,"4330 W Heyerdahl Dr, Phoenix, AZ 85087 ",0.6598869562149048,309900,https://www.zillow.com/homedetails/4330-W-Heyerdahl-Dr-Phoenix-AZ-85087/71601913_zpid/
306682,22031271,"39141 N Acadia Way, Anthem, AZ 85086 ",0.6596148610115051,273000,https://www.zillow.com/homedetails/39141-N-Acadia-Way-Anthem-AZ-85086/71628212_zpid/
1052642,21833203,"875 E Waterview Pl, Chandler, AZ 85249 ",0.6594338417053223,295000,https://www.zillow.com/homedetails/875-E-Waterview-Pl-Chandler-AZ-85249/60986730_zpid/
1273463,21982797,"4455 E Megan St, Gilbert, AZ 85295 ",0.6591242551803589,269755,https://www.zillow.com/homedetails/4455-E-Megan-St-Gilbert-AZ-85295/60987552_zpid/
516010,21924753,"12700 W Milton Dr, Peoria, AZ 85383 ",0.6588293313980103,315000,https://www.zillow.com/homedetails/12700-W-Milton-Dr-Peoria-AZ-85383/67401635_zpid/
62691,17192758,"39906 N Thunder Hills Ln, Anthem, AZ 85086 ",0.6578779220581055,259900,https://www.zillow.com/homedetails/39906-N-Thunder-Hills-Ln-Anthem-AZ-85086/67785840_zpid/
8955853,20728910,"4707 W Maldonado Rd, Laveen, AZ 85339 ",0.657818078994751,269000,https://www.zillow.com/homedetails/4707-W-Maldonado-Rd-Laveen-AZ-85339/71599728_zpid/
8955841,20728842,"3428 W Saint Kateri Dr, Phoenix, AZ 85041 ",0.6572703123092651,264995,https://www.zillow.com/homedetails/3428-W-Saint-Kateri-Dr-Phoenix-AZ-85041/95121001_zpid/
195512,20728828,"3215 W Saint Anne Ave, Phoenix, AZ 85041 ",0.6572703123092651,235000,https://www.zillow.com/homedetails/3215-W-Saint-Anne-Ave-Phoenix-AZ-85041/67764919_zpid/
8956662,21664244,"29232 N 122ND Dr, Peoria, AZ 85383 ",0.6566261649131775,290216,https://www.zillow.com/homedetails/29232-N-122ND-Dr-Peoria-AZ-85383/95146347_zpid/
8952007,22106699,"13708 W Chaparosa Way, Peoria, AZ 85383 ",0.6566261649131775,299900,https://www.zillow.com/homedetails/13708-W-Chaparosa-Way-Peoria-AZ-85383/89136833_zpid/
892224,21840170,"3700 N 292nd Ln, Buckeye, AZ 85396 ",0.6558762192726135,210000,https://www.zillow.com/homedetails/3700-N-292nd-Ln-Buckeye-AZ-85396/81977406_zpid/
581991,17927935,"10837 E Ramona Ave, Mesa, AZ 85212 ",0.6550857424736023,329900,https://www.zillow.com/homedetails/10837-E-Ramona-Ave-Mesa-AZ-85212/88788476_zpid/
8957070,21664358,"8349 W Bajada Rd, Peoria, AZ 85383 ",0.6541423797607422,325000,https://www.zillow.com/homedetails/8349-W-Bajada-Rd-Peoria-AZ-85383/59268544_zpid/
505081,22118587,"4328 W Powell Dr, Phoenix, AZ 85087 ",0.6534684896469116,265000,https://www.zillow.com/homedetails/4328-W-Powell-Dr-Phoenix-AZ-85087/71601840_zpid/
