property_id,transaction_id,address,zipcode,ypred,list,url
8955871,21959396,"6929 W Sophie Ln, Laveen, AZ 85339 ",85339,0.5796238780021667,249800,https://www.zillow.com/homedetails/6929-W-Sophie-Ln-Laveen-AZ-85339/81981174_zpid/
8947233,21959917,"7254 W St Charles Ave, Laveen, AZ 85339 ",85339,0.5790908932685852,225900,https://www.zillow.com/homedetails/7254-W-St-Charles-Ave-Laveen-AZ-85339/71605024_zpid/
8957403,21958196,"5423 W Pecan Rd, Laveen, AZ 85339 ",85339,0.5786513686180115,244900,https://www.zillow.com/homedetails/5423-W-Pecan-Rd-Laveen-AZ-85339/71551489_zpid/
7485224,21957925,"4830 W Donner Dr, Laveen, AZ 85339 ",85339,0.5781398415565491,224900,https://www.zillow.com/homedetails/4830-W-Donner-Dr-Laveen-AZ-85339/81954212_zpid/
8964834,22104744,"6925 W Beverly Rd, Laveen, AZ 85339 ",85339,0.5778123736381531,244900,https://www.zillow.com/homedetails/6925-W-Beverly-Rd-Laveen-AZ-85339/71613670_zpid/
7498975,21963340,"9009 S 57th Dr, Laveen, AZ 85339 ",85339,0.5772451162338257,245000,https://www.zillow.com/homedetails/9009-S-57th-Dr-Laveen-AZ-85339/82800929_zpid/
8947229,22128019,"6834 W Darrel Rd, Laveen, AZ 85339 ",85339,0.5765083432197571,255000,https://www.zillow.com/homedetails/6834-W-Darrel-Rd-Laveen-AZ-85339/64628549_zpid/
524890,22104506,"9133 W Vernon Ave, Phoenix, AZ 85037 ",85037,0.576286792755127,249900,https://www.zillow.com/homedetails/9133-W-Vernon-Ave-Phoenix-AZ-85037/67764436_zpid/
23272,21459102,"6925 W Maldonado Rd, Laveen, AZ 85339 ",85339,0.5759971141815186,230000,https://www.zillow.com/homedetails/6925-W-Maldonado-Rd-Laveen-AZ-85339/71604857_zpid/
7495347,21959590,"7028 W Shumway Farm Rd, Laveen, AZ 85339 ",85339,0.5754987597465515,255000,https://www.zillow.com/homedetails/7028-W-Shumway-Farm-Rd-Laveen-AZ-85339/81988315_zpid/
531811,21958567,"5820 W Gwen St, Laveen, AZ 85339 ",85339,0.5754314064979553,219900,https://www.zillow.com/homedetails/5820-W-Gwen-St-Laveen-AZ-85339/81956525_zpid/
633852,22042135,"7804 S 48th Ln, Laveen, AZ 85339 ",85339,0.5754314064979553,219900,https://www.zillow.com/homedetails/7804-S-48th-Ln-Laveen-AZ-85339/82799683_zpid/
8963809,22260228,"5533 W Pecan Rd, Laveen, AZ 85339 ",85339,0.5751246213912964,249900,https://www.zillow.com/homedetails/5533-W-Pecan-Rd-Laveen-AZ-85339/71598380_zpid/
8963825,22040749,"7227 S 74th Ln, Laveen, AZ 85339 ",85339,0.5749872922897339,242500,https://www.zillow.com/homedetails/7227-S-74th-Ln-Laveen-AZ-85339/67799939_zpid/
8963827,22040878,"7253 W St Catherine Ave, Laveen, AZ 85339 ",85339,0.5748872756958008,268000,https://www.zillow.com/homedetails/7253-W-St-Catherine-Ave-Laveen-AZ-85339/71605010_zpid/
524785,22076900,"9129 W Lewis Ave, Phoenix, AZ 85037 ",85037,0.5748746991157532,266000,https://www.zillow.com/homedetails/9129-W-Lewis-Ave-Phoenix-AZ-85037/67764411_zpid/
8955853,20728910,"4707 W Maldonado Rd, Laveen, AZ 85339 ",85339,0.5746822953224182,269000,https://www.zillow.com/homedetails/4707-W-Maldonado-Rd-Laveen-AZ-85339/71599728_zpid/
896109,21972222,"209 N 110th Dr, Avondale, AZ 85323 ",85323,0.5740017294883728,235900,https://www.zillow.com/homedetails/209-N-110th-Dr-Avondale-AZ-85323/71611987_zpid/
8955864,22104663,"5611 W Maldonado Rd, Laveen, AZ 85339 ",85339,0.5738205313682556,264000,https://www.zillow.com/homedetails/5611-W-Maldonado-Rd-Laveen-AZ-85339/67764799_zpid/
1499722,21995148,"17904 W Maui Ln, Surprise, AZ 85388 ",85388,0.5732365250587463,249000,https://www.zillow.com/homedetails/17904-W-Maui-Ln-Surprise-AZ-85388/67778887_zpid/
7487997,21975884,"2700 E Chester Dr, Chandler, AZ 85286 ",85286,0.5727766752243042,268888,https://www.zillow.com/homedetails/2700-E-Chester-Dr-Chandler-AZ-85286/67777014_zpid/
1492760,21797808,"17510 W Maui Ln, Surprise, AZ 85388 ",85388,0.5724220275878906,250000,https://www.zillow.com/homedetails/17510-W-Maui-Ln-Surprise-AZ-85388/67768959_zpid/
1528056,21923776,"10912 N 162nd Ln, Surprise, AZ 85379 ",85379,0.5724220275878906,239900,https://www.zillow.com/homedetails/10912-N-162nd-Ln-Surprise-AZ-85379/71609297_zpid/
8953258,18407974,"16121 W Miami St, Goodyear, AZ 85338 ",85338,0.5724220275878906,250000,https://www.zillow.com/homedetails/16121-W-Miami-St-Goodyear-AZ-85338/71624002_zpid/
892224,21840170,"3700 N 292nd Ln, Buckeye, AZ 85396 ",85396,0.5724220275878906,210000,https://www.zillow.com/homedetails/3700-N-292nd-Ln-Buckeye-AZ-85396/81977406_zpid/
8951911,21972867,"22124 W Cantilever Ct, Buckeye, AZ 85326 ",85326,0.5724220275878906,230000,https://www.zillow.com/homedetails/22124-W-Cantilever-Ct-Buckeye-AZ-85326/2094185244_zpid/
633087,22297394,"7503 S 45th Dr, Laveen, AZ 85339 ",85339,0.5717689990997314,255000,https://www.zillow.com/homedetails/7503-S-45th-Dr-Laveen-AZ-85339/67700728_zpid/
693830,22245056,"5420 W Glass Ln, Laveen, AZ 85339 ",85339,0.5717689990997314,259500,https://www.zillow.com/homedetails/5420-W-Glass-Ln-Laveen-AZ-85339/71617889_zpid/
7399929,22070550,"4450 S Brice, Mesa, AZ 85212 ",85212,0.5717054009437561,264800,https://www.zillow.com/homedetails/4450-S-Brice-Mesa-AZ-85212/71617144_zpid/
585279,22106164,"11149 E Stearn Ave, Mesa, AZ 85212 ",85212,0.5717054009437561,265000,https://www.zillow.com/homedetails/11149-E-Stearn-Ave-Mesa-AZ-85212/82824911_zpid/
435368,22104673,"2111 N 94th Gln, Phoenix, AZ 85037 ",85037,0.5716251134872437,259000,https://www.zillow.com/homedetails/2111-N-94th-Gln-Phoenix-AZ-85037/67772997_zpid/
868631,21972305,"210 N 110th Dr, Avondale, AZ 85323 ",85323,0.5714548826217651,247900,https://www.zillow.com/homedetails/210-N-110th-Dr-Avondale-AZ-85323/71611968_zpid/
7408336,22308099,"5633 W Carson Rd, Laveen, AZ 85339 ",85339,0.5713744163513184,268400,https://www.zillow.com/homedetails/5633-W-Carson-Rd-Laveen-AZ-85339/67764776_zpid/
8947232,21959737,"7127 W Irwin Ave, Laveen, AZ 85339 ",85339,0.5712710618972778,289900,https://www.zillow.com/homedetails/7127-W-Irwin-Ave-Laveen-AZ-85339/82823277_zpid/
7388461,21959145,"6628 S 76th Dr, Laveen, AZ 85339 ",85339,0.5711798667907715,239900,https://www.zillow.com/homedetails/6628-S-76th-Dr-Laveen-AZ-85339/95095797_zpid/
881720,21838661,"23837 W Adams St, Buckeye, AZ 85396 ",85396,0.5706885457038879,239989,https://www.zillow.com/homedetails/23837-W-Adams-St-Buckeye-AZ-85396/81966215_zpid/
1494862,21814203,"17618 W Eugene Ter, Surprise, AZ 85388 ",85388,0.570408821105957,248900,https://www.zillow.com/homedetails/17618-W-Eugene-Ter-Surprise-AZ-85388/71631155_zpid/
193698,22138371,"2507 W Maldonado Rd, Phoenix, AZ 85041 ",85041,0.5703979134559631,269000,https://www.zillow.com/homedetails/2507-W-Maldonado-Rd-Phoenix-AZ-85041/62727653_zpid/
8948290,21926693,"14216 W Boca Raton Rd, Surprise, AZ 85379 ",85379,0.5703174471855164,249900,https://www.zillow.com/homedetails/14216-W-Boca-Raton-Rd-Surprise-AZ-85379/67781119_zpid/
855442,22283943,"10941 W Locust Ln, Avondale, AZ 85323 ",85323,0.5702440142631531,239995,https://www.zillow.com/homedetails/10941-W-Locust-Ln-Avondale-AZ-85323/60046517_zpid/
8963823,22279885,"7103 W St Catherine Ave, Laveen, AZ 85339 ",85339,0.5702344179153442,208000,https://www.zillow.com/homedetails/7103-W-St-Catherine-Ave-Laveen-AZ-85339/67788999_zpid/
