property_id,transaction_id,address,zipcode,ypred,list,url,lat,long,date_listed,transaction_date
1107842,22737147,"1098 W Whitten St, Chandler, AZ 85224 ",85224,0.710112863779068,245000,https://www.zillow.com/homedetails/1098-W-Whitten-St-Chandler-AZ-85224/8207893_zpid/,33.2966,-111.86200000000001,2017-10-04,2017-10-04
422815,22722094,"8324 N 56th Ln, Glendale, AZ 85302 ",85302,0.7009065747261047,215000,https://www.zillow.com/homedetails/8324-N-56th-Ln-Glendale-AZ-85302/7732897_zpid/,33.5576,-112.181,2017-09-26,2017-09-26
360355,22733584,"8331 W Pima St, Tolleson, AZ 85353 ",85353,0.6996720612049103,205000,https://www.zillow.com/homedetails/8331-W-Pima-St-Tolleson-AZ-85353/58770098_zpid/,33.4334,-112.24,2017-10-02,2017-10-02
9016802,22737152,"11602 N 67th Dr, Peoria, AZ 85345 ",85345,0.6960938572883606,204999,https://www.zillow.com/homedetails/11602-N-67th-Dr-Peoria-AZ-85345/7699701_zpid/,33.5907,-112.20299999999999,2017-10-04,2017-10-04
1111878,22746069,"1380 W Whitten St, Chandler, AZ 85224 ",85224,0.6909520268440247,245000,https://www.zillow.com/homedetails/1380-W-Whitten-St-Chandler-AZ-85224/8207259_zpid/,33.2962,-111.866,2017-10-09,2017-10-09
382253,22737157,"12607 N 38th Ln, Phoenix, AZ 85029 ",85029,0.6905110239982605,199000,https://www.zillow.com/homedetails/12607-N-38th-Ln-Phoenix-AZ-85029/7743224_zpid/,33.5997,-112.14200000000001,2017-09-25,2017-09-25
43124,23755414,"7301 W Payson Rd, Phoenix, AZ 85043 ",85043,0.6898719191551208,195000,https://www.zillow.com/homedetails/7301-W-Payson-Rd-Phoenix-AZ-85043/60975135_zpid/,33.4225,-112.21700000000001,2017-10-18,2017-10-18
395768,23759963,"3820 W Bloomfield Rd, Phoenix, AZ 85029 ",85029,0.6895118594169617,205000,https://www.zillow.com/homedetails/3820-W-Bloomfield-Rd-Phoenix-AZ-85029/7743188_zpid/,33.5983,-112.141,2017-10-20,2017-10-20
359488,23526402,"2409 S 90th Gln, Tolleson, AZ 85353 ",85353,0.6882489264011383,204900,https://www.zillow.com/homedetails/2409-S-90th-Gln-Tolleson-AZ-85353/67772730_zpid/,33.425,-112.25399999999999,2017-10-11,2017-10-11
975705,23809139,"704 N Country Club Way, Chandler, AZ 85226 ",85226,0.6879201531410217,249900,https://www.zillow.com/homedetails/704-N-Country-Club-Way-Chandler-AZ-85226/8155320_zpid/,33.315,-111.904,2017-10-13,2017-10-13
1413516,22924606,"7311 N 73rd Dr, Glendale, AZ 85303 ",85303,0.6870536148548126,248700,https://www.zillow.com/homedetails/7311-N-73rd-Dr-Glendale-AZ-85303/59270763_zpid/,33.5425,-112.21600000000001,2017-10-07,2017-10-07
359160,23759845,"15 N 86th Ln, Tolleson, AZ 85353 ",85353,0.6864173948764801,219000,https://www.zillow.com/homedetails/15-N-86th-Ln-Tolleson-AZ-85353/95078499_zpid/,33.4485,-112.24600000000001,2017-10-21,2017-10-21
1859,23650472,"9128 W Alvarado St, Phoenix, AZ 85037 ",85037,0.6855326652526855,214000,https://www.zillow.com/homedetails/9128-W-Alvarado-St-Phoenix-AZ-85037/60047210_zpid/,33.4712,-112.257,2017-10-12,2017-10-12
353672,22728286,"2201 E Nisbet Rd, Phoenix, AZ 85022 ",85022,0.685151356458664,199900,https://www.zillow.com/homedetails/2201-E-Nisbet-Rd-Phoenix-AZ-85022/8010593_zpid/,33.6231,-112.035,2017-09-28,2017-09-28
501566,23807411,"7828 W Bonitos Dr, Phoenix, AZ 85035 ",85035,0.6832421898841858,162999,https://www.zillow.com/homedetails/7828-W-Bonitos-Dr-Phoenix-AZ-85035/82823203_zpid/,33.4717,-112.228,2017-10-19,2017-10-19
380868,23801450,"12018 N 42nd Dr, Phoenix, AZ 85029 ",85029,0.6823412716388703,189000,https://www.zillow.com/homedetails/12018-N-42nd-Dr-Phoenix-AZ-85029/7744164_zpid/,33.595,-112.15100000000001,2017-10-21,2017-10-21
9206,22707770,"1220 W Ironwood Dr, Phoenix, AZ 85021 ",85021,0.6821883738040924,175000,https://www.zillow.com/homedetails/1220-W-Ironwood-Dr-Phoenix-AZ-85021/7781692_zpid/,33.576,-112.089,2017-09-22,2017-09-22
1466674,22744636,"17713 N 89th Dr, Peoria, AZ 85382 ",85382,0.6821632444858551,199900,https://www.zillow.com/homedetails/17713-N-89th-Dr-Peoria-AZ-85382/71619900_zpid/,33.6439,-112.251,2017-10-07,2017-10-07
9019413,22734765,"7013 W Aire Libre Ave, Peoria, AZ 85382 ",85382,0.6781620562076569,243500,https://www.zillow.com/homedetails/7013-W-Aire-Libre-Ave-Peoria-AZ-85382/7903079_zpid/,33.635,-112.209,2017-10-03,2017-10-03
9015638,22704145,"8444 W Lewis Ave, Phoenix, AZ 85037 ",85037,0.6779343128204346,176900,https://www.zillow.com/homedetails/8444-W-Lewis-Ave-Phoenix-AZ-85037/82823102_zpid/,33.4743,-112.241,2017-09-21,2017-09-21
240420,23756210,"3114 W Lisbon Ln, Phoenix, AZ 85053 ",85053,0.6775334596633911,209999,https://www.zillow.com/homedetails/3114-W-Lisbon-Ln-Phoenix-AZ-85053/7953236_zpid/,33.6198,-112.125,2017-10-18,2017-10-18
9015637,22739690,"7843 W Palm Ln, Phoenix, AZ 85035 ",85035,0.6758648216724396,169980,https://www.zillow.com/homedetails/7843-W-Palm-Ln-Phoenix-AZ-85035/95123133_zpid/,33.4687,-112.228,2017-10-05,2017-10-05
8973255,23753390,"7811 W Palm Ln, Phoenix, AZ 85035 ",85035,0.6755787968635559,175900,https://www.zillow.com/homedetails/7811-W-Palm-Ln-Phoenix-AZ-85035/95151582_zpid/,33.4685,-112.228,2017-10-13,2017-10-13
342960,22744839,"1722 S 64th Ave, Phoenix, AZ 85043 ",85043,0.6749937415122986,177000,https://www.zillow.com/homedetails/1722-S-64th-Ave-Phoenix-AZ-85043/55257220_zpid/,33.4323,-112.198,2017-10-09,2017-10-09
1416084,22925102,"7583 W Krall St, Glendale, AZ 85303 ",85303,0.6748860657215119,230000,https://www.zillow.com/homedetails/7583-W-Krall-St-Glendale-AZ-85303/7463213_zpid/,33.5346,-112.22200000000001,2017-10-06,2017-10-06
8458,23753315,"2712 W Saint Moritz Ln, Phoenix, AZ 85053 ",85053,0.6737711906433106,235000,https://www.zillow.com/homedetails/2712-W-Saint-Moritz-Ln-Phoenix-AZ-85053/7943035_zpid/,33.6179,-112.118,2017-10-11,2017-10-11
345142,23753531,"1739 E Bluefield Ave, Phoenix, AZ 85022 ",85022,0.672769182920456,224900,https://www.zillow.com/homedetails/1739-E-Bluefield-Ave-Phoenix-AZ-85022/8001407_zpid/,33.6526,-112.044,2017-10-16,2017-10-16
410719,23804017,"4923 W Larkspur Dr, Glendale, AZ 85304 ",85304,0.6723813593387604,242000,https://www.zillow.com/homedetails/4923-W-Larkspur-Dr-Glendale-AZ-85304/7954371_zpid/,33.5993,-112.165,2017-10-19,2017-10-19
478447,23758543,"1819 N 77th Dr, Phoenix, AZ 85035 ",85035,0.6719760835170746,168000,https://www.zillow.com/homedetails/1819-N-77th-Dr-Phoenix-AZ-85035/95179476_zpid/,33.4679,-112.225,2017-10-20,2017-10-20
9021565,23760091,"6974 W Juniper Ave, Peoria, AZ 85382 ",85382,0.6713091969490051,219900,https://www.zillow.com/homedetails/6974-W-Juniper-Ave-Peoria-AZ-85382/7903019_zpid/,33.6365,-112.21,2017-10-21,2017-10-21
229448,22722705,"18611 N 22nd St LOT 82, Phoenix, AZ 85024 ",85024,0.6708643734455109,245000,https://www.zillow.com/homedetails/18611-N-22nd-St-LOT-82-Phoenix-AZ-85024/23725409_zpid/,33.6567,-112.03299999999999,2017-09-26,2017-09-26
9005657,22739452,"10439 W Papago St, Tolleson, AZ 85353 ",85353,0.6705936014652252,229900,https://www.zillow.com/homedetails/10439-W-Papago-St-Tolleson-AZ-85353/125986296_zpid/,33.4338,-112.24600000000001,2017-10-05,2017-10-05
520341,22734448,"8921 W Edgemont Ave, Phoenix, AZ 85037 ",85037,0.6705871820449829,199000,https://www.zillow.com/homedetails/8921-W-Edgemont-Ave-Phoenix-AZ-85037/7487901_zpid/,33.4783,-112.25200000000001,2017-10-02,2017-10-02
1118311,23754280,"2019 W Western Dr, Chandler, AZ 85224 ",85224,0.6704848051071167,236500,https://www.zillow.com/homedetails/2019-W-Western-Dr-Chandler-AZ-85224/8197093_zpid/,33.3558,-111.87899999999999,2017-10-12,2017-10-12
339560,23754868,"7015 N 23rd Ln, Phoenix, AZ 85021 ",85021,0.6703092396259308,179900,https://www.zillow.com/homedetails/7015-N-23rd-Ln-Phoenix-AZ-85021/7779135_zpid/,33.5393,-112.11,2017-10-17,2017-10-17
1367,22703940,"18821 N 45th Ave, Glendale, AZ 85308 ",85308,0.6696081459522247,214900,https://www.zillow.com/homedetails/18821-N-45th-Ave-Glendale-AZ-85308/7938702_zpid/,33.6571,-112.15700000000001,2017-09-20,2017-09-20
410834,22724941,"5015 W Rosewood Ave, Glendale, AZ 85304 ",85304,0.6680210947990417,229900,https://www.zillow.com/homedetails/5015-W-Rosewood-Ave-Glendale-AZ-85304/7954807_zpid/,33.6013,-112.166,2017-09-27,2017-09-27
450692,23753402,"8742 W Edgemont Ave, Phoenix, AZ 85037 ",85037,0.6680014073848725,190000,https://www.zillow.com/homedetails/8742-W-Edgemont-Ave-Phoenix-AZ-85037/7473770_zpid/,33.4794,-112.249,2017-10-12,2017-10-12
9011928,23753384,"7411 W Wolf St, Phoenix, AZ 85033 ",85033,0.6679624080657959,229900,https://www.zillow.com/homedetails/7411-W-Wolf-St-Phoenix-AZ-85033/95184996_zpid/,33.5059,-112.219,2017-10-12,2017-10-12
333549,23801782,"1415 W Cinnabar Ave, Phoenix, AZ 85021 ",85021,0.667726320028305,215000,https://www.zillow.com/homedetails/1415-W-Cinnabar-Ave-Phoenix-AZ-85021/7781704_zpid/,33.5764,-112.09100000000001,2017-10-20,2017-10-20
1414927,22731466,"7413 N 67th Dr, Glendale, AZ 85303 ",85303,0.6670884728431702,214900,https://www.zillow.com/homedetails/7413-N-67th-Dr-Glendale-AZ-85303/7705033_zpid/,33.5447,-112.20299999999999,2017-09-29,2017-09-29
40001,22747266,"2221 S 71st Dr, Phoenix, AZ 85043 ",85043,0.666181617975235,178000,https://www.zillow.com/homedetails/2221-S-71st-Dr-Phoenix-AZ-85043/50185990_zpid/,33.4261,-112.213,2017-10-10,2017-10-10
8973719,22726972,"9226 W Coolbrook Ave, Peoria, AZ 85382 ",85382,0.6661442518234253,239900,https://www.zillow.com/homedetails/9226-W-Coolbrook-Ave-Peoria-AZ-85382/95165053_zpid/,33.6421,-112.258,2017-09-27,2017-09-27
378956,23753283,"11206 N 37th Ave, Phoenix, AZ 85029 ",85029,0.6660992860794067,224900,https://www.zillow.com/homedetails/11206-N-37th-Ave-Phoenix-AZ-85029/7743882_zpid/,33.5877,-112.139,2017-10-11,2017-10-11
231292,23754709,"17406 N 28th Dr, Phoenix, AZ 85053 ",85053,0.66607586145401,199000,https://www.zillow.com/homedetails/17406-N-28th-Dr-Phoenix-AZ-85053/7942376_zpid/,33.644,-112.12100000000001,2017-10-17,2017-10-17
354125,22802972,"2231 E Everett Dr, Phoenix, AZ 85022 ",85022,0.6660709381103516,206900,https://www.zillow.com/homedetails/2231-E-Everett-Dr-Phoenix-AZ-85022/8014080_zpid/,33.6195,-112.03399999999999,2017-10-10,2017-10-10
231524,23650293,"17459 N 28th Ave, Phoenix, AZ 85053 ",85053,0.6657997131347656,199000,https://www.zillow.com/homedetails/17459-N-28th-Ave-Phoenix-AZ-85053/7942436_zpid/,33.6449,-112.119,2017-10-14,2017-10-14
1413126,22738304,"7263 W Palmaire Ave, Glendale, AZ 85303 ",85303,0.6652743458747864,249000,https://www.zillow.com/homedetails/7263-W-Palmaire-Ave-Glendale-AZ-85303/95127336_zpid/,33.5405,-112.215,2017-10-04,2017-10-04
43395,23752723,"7911 W Hilton Ave, Phoenix, AZ 85043 ",85043,0.6648001849651337,232000,https://www.zillow.com/homedetails/7911-W-Hilton-Ave-Phoenix-AZ-85043/50893343_zpid/,33.4289,-112.23,2017-10-15,2017-10-15
418693,22737337,"5215 W Hatcher Rd, Glendale, AZ 85302 ",85302,0.6645589292049408,224900,https://www.zillow.com/homedetails/5215-W-Hatcher-Rd-Glendale-AZ-85302/7734108_zpid/,33.5705,-112.17200000000001,2017-10-03,2017-10-03
420565,22722076,"5807 W Golden Ln, Glendale, AZ 85302 ",85302,0.6643224835395813,225000,https://www.zillow.com/homedetails/5807-W-Golden-Ln-Glendale-AZ-85302/7733220_zpid/,33.5649,-112.185,2017-09-26,2017-09-26
330786,22738433,"1001 E Bluefield Ave, Phoenix, AZ 85022 ",85022,0.664223825931549,207500,https://www.zillow.com/homedetails/1001-E-Bluefield-Ave-Phoenix-AZ-85022/8002596_zpid/,33.6522,-112.06,2017-10-04,2017-10-04
448390,23757850,"8403 W Lewis Ave, Phoenix, AZ 85037 ",85037,0.6642071068286896,160000,https://www.zillow.com/homedetails/8403-W-Lewis-Ave-Phoenix-AZ-85037/81985441_zpid/,33.4738,-112.24,2017-10-19,2017-10-19
638428,22747252,"2026 W Inlet Loop, Mesa, AZ 85202 ",85202,0.663853007555008,229999,https://www.zillow.com/homedetails/2026-W-Inlet-Loop-Mesa-AZ-85202/8250680_zpid/,33.3818,-111.87700000000001,2017-10-10,2017-10-10
1466628,23756048,"17464 N 92nd Gln, Peoria, AZ 85382 ",85382,0.6636303007602692,249900,https://www.zillow.com/homedetails/17464-N-92nd-Gln-Peoria-AZ-85382/95078061_zpid/,33.6427,-112.258,2017-10-18,2017-10-18
9012337,23512200,"3324 E Thunderbird Rd, Phoenix, AZ 85032 ",85032,0.6631764113903046,216000,https://www.zillow.com/homedetails/3324-E-Thunderbird-Rd-Phoenix-AZ-85032/8011849_zpid/,33.6116,-112.01100000000001,2017-10-05,2017-10-05
394581,23799121,"3626 W Rue De Lamour Ave, Phoenix, AZ 85029 ",85029,0.663066852092743,215000,https://www.zillow.com/homedetails/3626-W-Rue-De-Lamour-Ave-Phoenix-AZ-85029/7741437_zpid/,33.6102,-112.137,2017-10-17,2017-10-17
