property_id,transaction_id,address,zipcode,any_sell,good_sell,bayesian,list,url,lat,long,date_listed,transaction_date
9030467,23907928,"1105 S 6th Ave, Phoenix, AZ 85003 ",85003,0.5190394073724747,0.9987142384052277,0.5183720464363017,50000,https://www.zillow.com/homedetails/1105-S-6th-Ave-Phoenix-AZ-85003/2091048360_zpid/,33.437,-112.08200000000001,6619,2018-02-14
9034546,23940259,"10960 N 67th Ave LOT 77, Glendale, AZ 85304 ",85304,0.5008041113615036,0.998730331659317,0.500168256236424,51500,https://www.zillow.com/homedetails/10960-N-67th-Ave-LOT-77-Glendale-AZ-85304/2123701142_zpid/,33.5847,-112.205,6674,2018-04-10
9026868,23897793,"1302 W Cortez Ct, Chandler, AZ 85224 ",85224,0.5190394073724747,0.948827475309372,0.49247885048329776,249500,https://www.zillow.com/homedetails/1302-W-Cortez-Ct-Chandler-AZ-85224/8172446_zpid/,33.3554,-111.86399999999999,6624,2018-02-19
973060,23891307,"600 N Aspen Dr, Chandler, AZ 85226 ",85226,0.5190394073724747,0.9464520215988159,0.49124589639713,223900,https://www.zillow.com/homedetails/600-N-Aspen-Dr-Chandler-AZ-85226/8262023_zpid/,33.3128,-111.945,6624,2018-02-19
363090,23874641,"9025 W Hilton Ave, Tolleson, AZ 85353 ",85353,0.5190394073724747,0.9459177851676941,0.49096860663652375,189900,https://www.zillow.com/homedetails/9025-W-Hilton-Ave-Tolleson-AZ-85353/67772691_zpid/,33.4271,-112.25399999999999,6608,2018-02-03
1113596,23885766,"1567 W Kesler Ln, Chandler, AZ 85224 ",85224,0.5190394073724747,0.9444407820701599,0.4902019838240923,245000,https://www.zillow.com/homedetails/1567-W-Kesler-Ln-Chandler-AZ-85224/8226104_zpid/,33.2918,-111.869,6596,2018-01-22
9026756,23893480,"1033 W Orchid Ln, Chandler, AZ 85224 ",85224,0.5190394073724747,0.9436411559581757,0.48978694636080844,249900,https://www.zillow.com/homedetails/1033-W-Orchid-Ln-Chandler-AZ-85224/8203649_zpid/,33.3236,-111.86,6619,2018-02-14
1112872,23885785,"1482 W Orchid Ln, Chandler, AZ 85224 ",85224,0.5190394073724747,0.942941814661026,0.4894239606683848,249900,https://www.zillow.com/homedetails/1482-W-Orchid-Ln-Chandler-AZ-85224/8203452_zpid/,33.3237,-111.867,6614,2018-02-09
359281,23890314,"2013 S 86TH Ave, Tolleson, AZ 85353 ",85353,0.5190394073724747,0.9416636228561401,0.48876052875146847,211000,https://www.zillow.com/homedetails/2013-S-86TH-Ave-Tolleson-AZ-85353/59271375_zpid/,33.4287,-112.244,6624,2018-02-19
350839,23886786,"6514 W Sonora St, Phoenix, AZ 85043 ",85043,0.5190394073724747,0.9414635896682739,0.48865670364418357,175000,https://www.zillow.com/homedetails/6514-W-Sonora-St-Phoenix-AZ-85043/7500079_zpid/,33.4338,-112.2,6621,2018-02-16
