property_id,transaction_id,address,ypred,list,url
930303,20703245,"24813 W Durango St, Buckeye, AZ 85326 ",0.9910898208618164,52000,http://www.zillow.com/homedetails/24813-W-Durango-St-Buckeye-AZ-85326/8314520_zpid
1594939,20706734,"330 W Estrella Ave, Ajo, AZ 85321 ",0.991068959236145,55000,http://www.zillow.com/homedetails/330-W-Estrella-Ave-Ajo-AZ-85321/8662723_zpid
463908,21679536,"2807 W Cavalier Dr, Phoenix, AZ 85017 ",0.9910320043563843,55000,http://www.zillow.com/homedetails/2807-W-Cavalier-Dr-Phoenix-AZ-85017/7759863_zpid
41802,20715315,"6414 W Fillmore St, Phoenix, AZ 85043 ",0.9905117154121399,55000,http://www.zillow.com/homedetails/6414-W-Fillmore-St-Phoenix-AZ-85043/7495647_zpid
398444,21696677,"8822 N 36th Dr, Phoenix, AZ 85051 ",0.9904600381851196,50700,http://www.zillow.com/homedetails/8822-N-36th-Dr-Phoenix-AZ-85051/7754074_zpid
831381,21711915,"4009 W Missouri Ave, Phoenix, AZ 85019 ",0.9904448390007019,55000,http://www.zillow.com/homedetails/4009-W-Missouri-Ave-Phoenix-AZ-85019/7718737_zpid
486502,21323628,"4828 W Palm Ln, Phoenix, AZ 85035 ",0.9902160167694092,57500,http://www.zillow.com/homedetails/4828-W-Palm-Ln-Phoenix-AZ-85035/7494723_zpid
419743,20713625,"5530 W Hatcher Rd, Glendale, AZ 85302 ",0.9902024269104004,53000,http://www.zillow.com/homedetails/5530-W-Hatcher-Rd-Glendale-AZ-85302/7734783_zpid
412525,21688736,"5516 W Desert Cove Ave, Glendale, AZ 85304 ",0.9901026487350464,54500,http://www.zillow.com/homedetails/5516-W-Desert-Cove-Ave-Glendale-AZ-85304/7736432_zpid
800912,21719663,"854 E Marilyn Ave, Mesa, AZ 85204 ",0.9899095296859741,53000,http://www.zillow.com/homedetails/854-E-Marilyn-Ave-Mesa-AZ-85204/7629935_zpid
425081,20690676,"10109 W Reade Ave, Glendale, AZ 85307 ",0.9898674488067627,55000,http://www.zillow.com/homedetails/10109-W-Reade-Ave-Glendale-AZ-85307/7465076_zpid
1595010,20707263,"341 E Arroyo Ave, Ajo, AZ 85321 ",0.989624559879303,52000,http://www.zillow.com/homedetails/341-E-Arroyo-Ave-Ajo-AZ-85321/8663588_zpid
1468686,20716658,"7113 W Sherri Jean Ln, Peoria, AZ 85382 ",0.989614725112915,52000,http://www.zillow.com/homedetails/7113-W-Sherri-Jean-Ln-Peoria-AZ-85382/2134118876_zpid
258445,20714723,"608 W Oraibi Dr, Phoenix, AZ 85027 ",0.9884823560714722,55000,http://www.zillow.com/homedetails/608-W-Oraibi-Dr-Phoenix-AZ-85027/7968152_zpid
1401625,20712748,"5016 N 69th Dr, Glendale, AZ 85303 ",0.9882888793945312,54900,http://www.zillow.com/homedetails/5016-N-69th-Dr-Glendale-AZ-85303/2131841562_zpid
1595858,20717083,"740 W Esperanza Ave, Ajo, AZ 85321 ",0.9880155920982361,52900,http://www.zillow.com/homedetails/740-W-Esperanza-Ave-Ajo-AZ-85321/8662854_zpid
787260,21702824,"1651 E Juanita Ave, Mesa, AZ 85204 ",0.9878828525543213,53000,http://www.zillow.com/homedetails/1651-E-Juanita-Ave-Mesa-AZ-85204/7628726_zpid
258612,20718197,"814 W Hononegh Dr, Phoenix, AZ 85027 ",0.986401379108429,56700,http://www.zillow.com/homedetails/814-W-Hononegh-Dr-Phoenix-AZ-85027/7966963_zpid
411492,21350345,"5215 W Cortez St, Glendale, AZ 85304 ",0.9861001372337341,52300,http://www.zillow.com/homedetails/5215-W-Cortez-St-Glendale-AZ-85304/7737222_zpid
135135,20697261,"17200 W Bell Rd LOT 2181, Surprise, AZ 85374 ",0.9850330948829651,54950,http://www.zillow.com/homedetails/17200-W-Bell-Rd-LOT-2181-Surprise-AZ-85374/8318059_zpid
1558033,13912395,"493 W Mohave St, Wickenburg, AZ 85390 ",0.9778197407722473,54900,https://www.zillow.com/homedetails/493-W-Mohave-St-Wickenburg-AZ-85390/52436328_zpid/
7427606,19924182,"1016 W Vaughn St, Tempe, AZ 85283 ",0.9548227787017822,334900,https://www.zillow.com/homedetails/1016-W-Vaughn-St-Tempe-AZ-85283/8143329_zpid/
