property_id,transaction_id,address,zipcode,ypred,list,url,lat,long,date_listed,transaction_date
43124,23755414,"7301 W Payson Rd, Phoenix, AZ 85043 ",85043,0.74514519572258,195000,https://www.zillow.com/homedetails/7301-W-Payson-Rd-Phoenix-AZ-85043/60975135_zpid/,33.4225,-112.21700000000001,2017-10-18,2017-10-18
424819,23757935,"9632 N 53rd Ave, Glendale, AZ 85302 ",85302,0.7411358118057251,195000,https://www.zillow.com/homedetails/9632-N-53rd-Ave-Glendale-AZ-85302/7734288_zpid/,33.5739,-112.17399999999999,2017-10-20,2017-10-20
8987452,23806670,"13360 N 79th Ave, Peoria, AZ 85381 ",85381,0.7344680845737457,219000,https://www.zillow.com/homedetails/13360-N-79th-Ave-Peoria-AZ-85381/8100973_zpid/,33.6063,-112.229,2017-10-25,2017-10-25
421276,23815020,"6266 W Cochise Dr, Glendale, AZ 85302 ",85302,0.7314001560211182,232000,https://www.zillow.com/homedetails/6266-W-Cochise-Dr-Glendale-AZ-85302/7703780_zpid/,33.5806,-112.193,2017-10-30,2017-10-30
345142,23753531,"1739 E Bluefield Ave, Phoenix, AZ 85022 ",85022,0.7300749957561493,224900,https://www.zillow.com/homedetails/1739-E-Bluefield-Ave-Phoenix-AZ-85022/8001407_zpid/,33.6526,-112.044,2017-10-16,2017-10-16
1090459,23810641,"631 W Caroline Ln, Chandler, AZ 85225 ",85225,0.7299652934074402,230000,https://www.zillow.com/homedetails/631-W-Caroline-Ln-Chandler-AZ-85225/8183658_zpid/,33.3304,-111.851,2017-10-27,2017-10-27
409540,23803892,"4430 W Poinsettia Dr, Glendale, AZ 85304 ",85304,0.7296641767024994,214900,https://www.zillow.com/homedetails/4430-W-Poinsettia-Dr-Glendale-AZ-85304/7727257_zpid/,33.5933,-112.154,2017-10-24,2017-10-24
8958977,23756263,"2545 E Piute Ave, Phoenix, AZ 85050 ",85050,0.7277013421058655,159000,https://www.zillow.com/homedetails/2545-E-Piute-Ave-Phoenix-AZ-85050/7994601_zpid/,33.6629,-112.027,2017-10-13,2017-10-13
1859,23650472,"9128 W Alvarado St, Phoenix, AZ 85037 ",85037,0.7272455573081971,214000,https://www.zillow.com/homedetails/9128-W-Alvarado-St-Phoenix-AZ-85037/60047210_zpid/,33.4712,-112.257,2017-10-12,2017-10-12
401493,23754956,"11221 N 58th Ave, Glendale, AZ 85304 ",85304,0.7243930578231812,209000,https://www.zillow.com/homedetails/11221-N-58th-Ave-Glendale-AZ-85304/7736227_zpid/,33.588,-112.184,2017-10-17,2017-10-17
359488,23526402,"2409 S 90th Gln, Tolleson, AZ 85353 ",85353,0.7243863940238953,204900,https://www.zillow.com/homedetails/2409-S-90th-Gln-Tolleson-AZ-85353/67772730_zpid/,33.425,-112.25399999999999,2017-10-11,2017-10-11
9016183,23796927,"5349 W Sanna St, Glendale, AZ 85302 ",85302,0.7242498517036438,215000,https://www.zillow.com/homedetails/5349-W-Sanna-St-Glendale-AZ-85302/7734030_zpid/,33.5697,-112.175,2017-10-23,2017-10-23
397538,23810931,"4046 W Cactus Rd, Phoenix, AZ 85029 ",85029,0.7225973665714264,225000,https://www.zillow.com/homedetails/4046-W-Cactus-Rd-Phoenix-AZ-85029/7742480_zpid/,33.5968,-112.146,2017-10-27,2017-10-27
359160,23759845,"15 N 86th Ln, Tolleson, AZ 85353 ",85353,0.7218986093997956,219000,https://www.zillow.com/homedetails/15-N-86th-Ln-Tolleson-AZ-85353/95078499_zpid/,33.4485,-112.24600000000001,2017-10-21,2017-10-21
380868,23801450,"12018 N 42nd Dr, Phoenix, AZ 85029 ",85029,0.7218747675418854,189000,https://www.zillow.com/homedetails/12018-N-42nd-Dr-Phoenix-AZ-85029/7744164_zpid/,33.595,-112.15100000000001,2017-10-21,2017-10-21
8945113,23759637,"7920 W Sweetwater Ave, Peoria, AZ 85381 ",85381,0.7216484606266022,229900,https://www.zillow.com/homedetails/7920-W-Sweetwater-Ave-Peoria-AZ-85381/8100881_zpid/,33.6029,-112.23,2017-10-19,2017-10-19
1118311,23754280,"2019 W Western Dr, Chandler, AZ 85224 ",85224,0.7196824967861175,236500,https://www.zillow.com/homedetails/2019-W-Western-Dr-Chandler-AZ-85224/8197093_zpid/,33.3558,-111.87899999999999,2017-10-12,2017-10-12
501566,23807411,"7828 W Bonitos Dr, Phoenix, AZ 85035 ",85035,0.719265466928482,162999,https://www.zillow.com/homedetails/7828-W-Bonitos-Dr-Phoenix-AZ-85035/82823203_zpid/,33.4717,-112.228,2017-10-19,2017-10-19
9019581,23796917,"18428 N 55th Dr, Glendale, AZ 85308 ",85308,0.7188205182552337,199995,https://www.zillow.com/homedetails/18428-N-55th-Dr-Glendale-AZ-85308/7901123_zpid/,33.6531,-112.178,2017-10-23,2017-10-23
1413516,22924606,"7311 N 73rd Dr, Glendale, AZ 85303 ",85303,0.7173812627792359,248700,https://www.zillow.com/homedetails/7311-N-73rd-Dr-Glendale-AZ-85303/59270763_zpid/,33.5425,-112.21600000000001,2017-10-07,2017-10-07
