property_id,transaction_id,address,zipcode,ypred,list,url,lat,long
8995965,22560400,"3036 E Utopia Rd LOT 30, Phoenix, AZ 85050 ",85050,0.9283871054649353,54000,https://www.zillow.com/homedetails/3036-E-Utopia-Rd-LOT-30-Phoenix-AZ-85050/2126700431_zpid/,33.6633,-112.01700000000001
318396,22505944,"2141 E Mckinley St, Phoenix, AZ 85006 ",85006,0.8883374929428101,57900,https://www.zillow.com/homedetails/2141-E-Mckinley-St-Phoenix-AZ-85006/7528706_zpid/,33.4567,-112.035
8992559,22529123,"1745 W Sherman St, Phoenix, AZ 85007 ",85007,0.8883374929428101,54000,https://www.zillow.com/homedetails/1745-W-Sherman-St-Phoenix-AZ-85007/7522547_zpid/,33.44,-112.098
81134,22581813,"1749 W Gold Mine Way, Queen Creek, AZ 85142 ",85142,0.8115091919898987,174900,https://www.zillow.com/homedetails/1749-W-Gold-Mine-Way-Queen-Creek-AZ-85142/118632729_zpid/,33.1935,-111.585
1150392,22485910,"12637 W Charter Oak Rd, El Mirage, AZ 85335 ",85335,0.8115091919898987,169000,https://www.zillow.com/homedetails/12637-W-Charter-Oak-Rd-El-Mirage-AZ-85335/55284374_zpid/,,
8974235,22332118,"301 E Kinderman Dr, Avondale, AZ 85323 ",85323,0.7568764686584473,90000,https://www.zillow.com/homedetails/301-E-Kinderman-Dr-Avondale-AZ-85323/8291884_zpid/,,
1075101,22523275,"1780 E Oakland St, Chandler, AZ 85225 ",85225,0.7561743259429932,272900,https://www.zillow.com/homedetails/1780-E-Oakland-St-Chandler-AZ-85225/8282072_zpid/,33.3089,-111.84200000000001
1231317,22566617,"4084 E Page Ave, Gilbert, AZ 85234 ",85234,0.7561743259429932,293000,https://www.zillow.com/homedetails/4084-E-Page-Ave-Gilbert-AZ-85234/71614943_zpid/,33.354,-111.7
1272620,22499037,"4266 E Carla Vista Dr, Gilbert, AZ 85295 ",85295,0.7561743259429932,223500,https://www.zillow.com/homedetails/4266-E-Carla-Vista-Dr-Gilbert-AZ-85295/82240207_zpid/,33.3119,-111.698
1262206,22499034,"2675 E Harrison Ct, Gilbert, AZ 85295 ",85295,0.7561743259429932,310000,https://www.zillow.com/homedetails/2675-E-Harrison-Ct-Gilbert-AZ-85295/50197302_zpid/,33.3161,-111.736
