property_id,transaction_id,address,ypred,list,url
345471,22114111,"2841 W Pima St, Phoenix, AZ 85009 ",0.8819702863693237,56500,https://www.zillow.com/homedetails/2841-W-Pima-St-Phoenix-AZ-85009/7501053_zpid/
211079,22064474,"414 N 32nd Pl, Phoenix, AZ 85008 ",0.8367565274238586,55000,https://www.zillow.com/homedetails/414-N-32nd-Pl-Phoenix-AZ-85008/7544573_zpid/
303079,22135487,"2508 W Shackleton Dr, Anthem, AZ 85086 ",0.7904862761497498,180000,https://www.zillow.com/homedetails/2508-W-Shackleton-Dr-Anthem-AZ-85086/61797076_zpid/
302436,22135481,"1965 W Hemingway Ln, Anthem, AZ 85086 ",0.7415162920951843,237500,https://www.zillow.com/homedetails/1965-W-Hemingway-Ln-Anthem-AZ-85086/62726462_zpid/
62691,17192758,"39906 N Thunder Hills Ln, Anthem, AZ 85086 ",0.7375637292861938,259900,https://www.zillow.com/homedetails/39906-N-Thunder-Hills-Ln-Anthem-AZ-85086/67785840_zpid/
62428,22208693,"39517 N Hillerman Way, Anthem, AZ 85086 ",0.7371755838394165,262900,https://www.zillow.com/homedetails/39517-N-Hillerman-Way-Anthem-AZ-85086/62730961_zpid/
61400,21212816,"35127 N 34th Ave, Phoenix, AZ 85086 ",0.733565628528595,265000,http://www.zillow.com/homedetails/35127-N-34th-Ave-Phoenix-AZ-85086/71620304_zpid
59128,22135467,"1735 W Kuralt Dr, Anthem, AZ 85086 ",0.7281719446182251,279000,https://www.zillow.com/homedetails/1735-W-Kuralt-Dr-Anthem-AZ-85086/67785800_zpid/
8952005,17960839,"12330 W Cactus Blossom Trl, Peoria, AZ 85383 ",0.7155508995056152,259732,https://www.zillow.com/homedetails/12330-W-Cactus-Blossom-Trl-Peoria-AZ-85383/2094171832_zpid/
59166,22205328,"1806 W Twain Dr, Anthem, AZ 85086 ",0.71135413646698,282900,https://www.zillow.com/homedetails/1806-W-Twain-Dr-Anthem-AZ-85086/67716429_zpid/
309125,13611344,"41409 N Bent Creek Way, Anthem, AZ 85086 ",0.7045647501945496,258000,https://www.zillow.com/homedetails/41409-N-Bent-Creek-Way-Anthem-AZ-85086/71607216_zpid/
59084,21586234,"1713 W Owens Way, Anthem, AZ 85086 ",0.7016636729240417,210000,https://www.zillow.com/homedetails/1713-W-Owens-Way-Anthem-AZ-85086/62731099_zpid/
309120,22135633,"41407 N Fairgreen Way, Anthem, AZ 85086 ",0.6932527422904968,248000,https://www.zillow.com/homedetails/41407-N-Fairgreen-Way-Anthem-AZ-85086/50183829_zpid/
60826,21195309,"3316 W Florimond Rd, Phoenix, AZ 85086 ",0.6919437050819397,240000,http://www.zillow.com/homedetails/3316-W-Florimond-Rd-Phoenix-AZ-85086/95091654_zpid
