property_id,transaction_id,address,zipcode,any_sell,good_sell,bayesian,list,url,lat,long,date_listed,transaction_date
646296,17862449,"2248 W Del Oro Cir, Mesa, AZ 85202 ",85202,0.6697511672973633,0.9333341717720032,0.6251016510228169,230000,https://www.zillow.com/homedetails/2248-W-Del-Oro-Cir-Mesa-AZ-85202/7602090_zpid/,33.4019,-111.88,6291,2017-03-23
237883,17872058,"3009 W Charleston Ave, Phoenix, AZ 85053 ",85053,0.667305588722229,0.9333341717720032,0.6228191089688906,220000,https://www.zillow.com/homedetails/3009-W-Charleston-Ave-Phoenix-AZ-85053/7940776_zpid/,33.6487,-112.124,6284,2017-03-16
497391,17864024,"6741 W Virginia Ave, Phoenix, AZ 85035 ",85035,0.6633935272693634,0.9333341717720032,0.6191678483328591,145800,https://www.zillow.com/homedetails/6741-W-Virginia-Ave-Phoenix-AZ-85035/7475866_zpid/,33.4765,-112.205,6278,2017-03-10
240418,17871990,"17441 N 9th Ave, Phoenix, AZ 85023 ",85023,0.6590673327445984,0.9333341717720032,0.615130063149163,219900,https://www.zillow.com/homedetails/17441-N-9th-Ave-Phoenix-AZ-85023/7963646_zpid/,33.6458,-112.085,6284,2017-03-16
1410407,23835273,"7080 W Glenn Dr, Glendale, AZ 85303 ",85303,0.6981323659420013,0.8503918945789337,0.593686105340292,234900,https://www.zillow.com/homedetails/7080-W-Glenn-Dr-Glendale-AZ-85303/55173602_zpid/,33.5399,-112.211,6528,2017-11-15
392547,17866420,"3301 W Paradise Dr, Phoenix, AZ 85029 ",85029,0.6330172717571259,0.9333341717720032,0.5908166510528101,217500,https://www.zillow.com/homedetails/3301-W-Paradise-Dr-Phoenix-AZ-85029/7748604_zpid/,33.5947,-112.13,6275,2017-03-07
7414060,13288806,"2040 N 72nd Ln, Phoenix, AZ 85035 ",85035,0.632727861404419,0.9333341717720032,0.5905465344809642,200000,https://www.zillow.com/homedetails/2040-N-72nd-Ln-Phoenix-AZ-85035/2095313780_zpid/,33.4705,-112.215,6253,2017-02-13
9021585,23824122,"12612 N 79th Ave, Peoria, AZ 85381 ",85381,0.6915686726570129,0.8527638018131256,0.5897447305098513,225000,https://www.zillow.com/homedetails/12612-N-79th-Ave-Peoria-AZ-85381/8101178_zpid/,33.5997,-112.229,6522,2017-11-09
1935131,16185935,"4950 N Miller Rd, Scottsdale, AZ 85251 ",85251,0.631632924079895,0.9333341717720032,0.5895245920600374,171000,https://www.zillow.com/homedetails/4950-N-Miller-Rd-Scottsdale-AZ-85251/2116188615_zpid/,33.5086,-111.919,6250,2017-02-10
7449241,23819586,"11935 N 68th Ave, Peoria, AZ 85345 ",85345,0.689094066619873,0.8514770269393921,0.5867477671270649,245000,https://www.zillow.com/homedetails/11935-N-68th-Ave-Peoria-AZ-85345/7700139_zpid/,33.594,-112.204,6516,2017-11-03
9012841,23819608,"8121 W Hatcher Rd, Peoria, AZ 85345 ",85345,0.6879274249076843,0.8490667939186096,0.5840963331150526,239000,https://www.zillow.com/homedetails/8121-W-Hatcher-Rd-Peoria-AZ-85345/7682649_zpid/,33.57,-112.234,6515,2017-11-02
392666,23759961,"4208 W El Camino Dr, Phoenix, AZ 85051 ",85051,0.6911073327064514,0.8442808389663696,0.5834886786732127,215000,https://www.zillow.com/homedetails/4208-W-El-Camino-Dr-Phoenix-AZ-85051/7752812_zpid/,33.5573,-112.15,6503,2017-10-21
250889,23830838,"3634 W Banff Ln, Phoenix, AZ 85053 ",85053,0.6985971927642822,0.8283800780773163,0.5787039970866701,243000,https://www.zillow.com/homedetails/3634-W-Banff-Ln-Phoenix-AZ-85053/7944164_zpid/,33.621,-112.137,6527,2017-11-14
344420,17868383,"2408 W Mohave St, Phoenix, AZ 85009 ",85009,0.6141480505466461,0.9333341717720032,0.5732053621023443,120000,https://www.zillow.com/homedetails/2408-W-Mohave-St-Phoenix-AZ-85009/94639214_zpid/,33.4316,-112.111,6256,2017-02-16
395130,23830853,"3719 W Joan De Arc Ave, Phoenix, AZ 85029 ",85029,0.6923423409461975,0.8272076845169067,0.5727109047471188,205900,https://www.zillow.com/homedetails/3719-W-Joan-De-Arc-Ave-Phoenix-AZ-85029/7741718_zpid/,33.607,-112.139,6526,2017-11-13
