property_id,transaction_id,address,zipcode,good_sell,list,url,lat,long,date_listed,transaction_date
9030467,23907928,"1105 S 6th Ave, Phoenix, AZ 85003 ",85003,0.9997348785400391,50000,https://www.zillow.com/homedetails/1105-S-6th-Ave-Phoenix-AZ-85003/2091048360_zpid/,33.437,-112.08200000000001,6619,2018-02-14
9034546,23940259,"10960 N 67th Ave LOT 77, Glendale, AZ 85304 ",85304,0.9994723796844482,51500,https://www.zillow.com/homedetails/10960-N-67th-Ave-LOT-77-Glendale-AZ-85304/2123701142_zpid/,33.5847,-112.205,6674,2018-04-10
829750,23937780,"3719 W Hazelwood St, Phoenix, AZ 85019 ",85019,0.9849384129047394,210000,https://www.zillow.com/homedetails/3719-W-Hazelwood-St-Phoenix-AZ-85019/7507054_zpid/,33.5033,-112.14,6654,2018-03-21
9033773,23933768,"6501 W Highland Ave, Phoenix, AZ 85033 ",85033,0.9823795557022095,223000,https://www.zillow.com/homedetails/6501-W-Highland-Ave-Phoenix-AZ-85033/7712439_zpid/,33.5063,-112.2,6660,2018-03-27
359590,23947472,"2524 S 89TH Ln, Tolleson, AZ 85353 ",85353,0.9817646741867065,214900,https://www.zillow.com/homedetails/2524-S-89TH-Ln-Tolleson-AZ-85353/67772844_zpid/,33.4239,-112.25299999999999,6676,2018-04-12
9029911,23905288,"7550 W Ironwood Dr, Peoria, AZ 85345 ",85345,0.977706104516983,217500,https://www.zillow.com/homedetails/7550-W-Ironwood-Dr-Peoria-AZ-85345/7682225_zpid/,33.5754,-112.22200000000001,6621,2018-02-16
343441,23947479,"2417 S 65TH Dr, Phoenix, AZ 85043 ",85043,0.9774839282035828,224900,https://www.zillow.com/homedetails/2417-S-65TH-Dr-Phoenix-AZ-85043/62727407_zpid/,33.4259,-112.2,6677,2018-04-13
830024,23933620,"3736 W Thomas Rd, Phoenix, AZ 85019 ",85019,0.9768196940422058,152500,https://www.zillow.com/homedetails/3736-W-Thomas-Rd-Phoenix-AZ-85019/7507382_zpid/,33.4807,-112.14,6669,2018-04-05
9033772,23933816,"7139 W Montecito Ave, Phoenix, AZ 85033 ",85033,0.9739889204502106,199900,https://www.zillow.com/homedetails/7139-W-Montecito-Ave-Phoenix-AZ-85033/7711428_zpid/,33.4998,-112.213,6659,2018-03-26
402358,23919704,"14838 N 61ST Dr, Glendale, AZ 85306 ",85306,0.9715711772441864,239000,https://www.zillow.com/homedetails/14838-N-61ST-Dr-Glendale-AZ-85306/8098695_zpid/,33.6194,-112.191,6656,2018-03-23
833733,23937873,"6117 N 35TH Dr, Phoenix, AZ 85019 ",85019,0.9713374376296997,214900,https://www.zillow.com/homedetails/6117-N-35TH-Dr-Phoenix-AZ-85019/7759099_zpid/,33.525999999999996,-112.135,6656,2018-03-23
9034323,23937532,"4022 W Townley Ave, Phoenix, AZ 85051 ",85051,0.9710090458393097,197000,https://www.zillow.com/homedetails/4022-W-Townley-Ave-Phoenix-AZ-85051/7754506_zpid/,33.5662,-112.146,6674,2018-04-10
9034698,23941312,"8402 W Veliana Way, Tolleson, AZ 85353 ",85353,0.9701075553894043,211200,https://www.zillow.com/homedetails/8402-W-Veliana-Way-Tolleson-AZ-85353/58375295_zpid/,33.4239,-112.241,6669,2018-04-05
453648,23947319,"4513 W Verde Ln, Phoenix, AZ 85031 ",85031,0.9697684943675995,167000,https://www.zillow.com/homedetails/4513-W-Verde-Ln-Phoenix-AZ-85031/7509499_zpid/,33.4811,-112.15700000000001,6677,2018-04-13
9034654,23940894,"9141 W Kimberly Way, Peoria, AZ 85382 ",85382,0.9694374203681946,249900,https://www.zillow.com/homedetails/9141-W-Kimberly-Way-Peoria-AZ-85382/7896500_zpid/,33.6556,-112.257,6669,2018-04-05
2048293,23933730,"7602 W Devonshire Ave, Phoenix, AZ 85033 ",85033,0.9687404930591583,189000,https://www.zillow.com/homedetails/7602-W-Devonshire-Ave-Phoenix-AZ-85033/7467680_zpid/,33.4969,-112.22399999999999,6663,2018-03-30
557320,23944237,"2513 N 29TH Pl, Phoenix, AZ 85008 ",85008,0.9686640202999115,225000,https://www.zillow.com/homedetails/2513-N-29TH-Pl-Phoenix-AZ-85008/7542885_zpid/,33.4755,-112.01799999999999,6665,2018-04-01
469185,23937789,"3318 W Sells Dr, Phoenix, AZ 85017 ",85017,0.9675969779491425,198900,https://www.zillow.com/homedetails/3318-W-Sells-Dr-Phoenix-AZ-85017/7768178_zpid/,33.5016,-112.131,6661,2018-03-28
