property_id,transaction_id,address,zipcode,ypred,list,url,lat,long
8799151,21958021,"5107 W Glass Ln, Laveen, AZ 85339 ",85339,0.578664243221283,205000,https://www.zillow.com/homedetails/5107-W-Glass-Ln-Laveen-AZ-85339/67789279_zpid/,33.3843,-112.169
8955871,21959396,"6929 W Sophie Ln, Laveen, AZ 85339 ",85339,0.5771776437759399,249800,https://www.zillow.com/homedetails/6929-W-Sophie-Ln-Laveen-AZ-85339/81981174_zpid/,33.3765,-112.20700000000001
1603789,21949441,"18551 W Sunnyslope Ln, Waddell, AZ 85355 ",85355,0.5755739212036133,242777,https://www.zillow.com/homedetails/18551-W-Sunnyslope-Ln-Waddell-AZ-85355/71624880_zpid/,33.5692,-112.459
934976,22270988,"25702 W Forest Grove Ave, Buckeye, AZ 85326 ",85326,0.574158251285553,219000,https://www.zillow.com/homedetails/25702-W-Forest-Grove-Ave-Buckeye-AZ-85326/67796951_zpid/,33.4147,-112.604
916454,21972705,"21849 W Pima St, Buckeye, AZ 85326 ",85326,0.5724375247955322,205000,https://www.zillow.com/homedetails/21849-W-Pima-St-Buckeye-AZ-85326/71631306_zpid/,33.4333,-112.521
8966236,22232707,"6920 S 54th Ln, Laveen, AZ 85339 ",85339,0.5721717476844788,220000,https://www.zillow.com/homedetails/6920-S-54th-Ln-Laveen-AZ-85339/71619413_zpid/,33.3835,-112.176
889057,22029538,"30206 W Cheery Lynn Rd, Buckeye, AZ 85396 ",85396,0.5711597204208374,229999,https://www.zillow.com/homedetails/30206-W-Cheery-Lynn-Rd-Buckeye-AZ-85396/81983777_zpid/,33.4841,-112.70200000000001
7449805,21979289,"3623 S 256th Ave, Buckeye, AZ 85326 ",85326,0.5710611939430237,244978,https://www.zillow.com/homedetails/3623-S-256th-Ave-Buckeye-AZ-85326/95172982_zpid/,33.4135,-112.602
8959480,21975350,"25811 W Watkins St, Buckeye, AZ 85326 ",85326,0.5710611939430237,234900,https://www.zillow.com/homedetails/25811-W-Watkins-St-Buckeye-AZ-85326/2093856636_zpid/,33.4246,-112.60600000000001
7439631,22034300,"4630 W Dunbar Dr, Laveen, AZ 85339 ",85339,0.5709596872329712,227000,https://www.zillow.com/homedetails/4630-W-Dunbar-Dr-Laveen-AZ-85339/71605123_zpid/,33.3792,-112.15899999999999
8965862,22217760,"5312 W Glass Ln, Laveen, AZ 85339 ",85339,0.5706791281700134,220000,https://www.zillow.com/homedetails/5312-W-Glass-Ln-Laveen-AZ-85339/67789160_zpid/,33.3842,-112.17299999999999
7540228,21898609,"17825 W Lincoln St, Goodyear, AZ 85338 ",85338,0.5703698992729187,234900,https://www.zillow.com/homedetails/17825-W-Lincoln-St-Goodyear-AZ-85338/89221054_zpid/,33.4409,-112.44200000000001
932686,21974976,"253 N 222nd Dr, Buckeye, AZ 85326 ",85326,0.5703433752059937,215000,https://www.zillow.com/homedetails/253-N-222nd-Dr-Buckeye-AZ-85326/60997084_zpid/,33.45,-112.53
8965863,22387559,"7016 S 54th Ln, Laveen, AZ 85339 ",85339,0.5702306032180786,215000,https://www.zillow.com/homedetails/7016-S-54th-Ln-Laveen-AZ-85339/71619419_zpid/,33.3825,-112.176
7388461,21959145,"6628 S 76th Dr, Laveen, AZ 85339 ",85339,0.5699398517608643,239900,https://www.zillow.com/homedetails/6628-S-76th-Dr-Laveen-AZ-85339/95095797_zpid/,33.3858,-112.22399999999999
447369,22075810,"8308 W Sheridan St, Phoenix, AZ 85037 ",85037,0.56983482837677,176000,https://www.zillow.com/homedetails/8308-W-Sheridan-St-Phoenix-AZ-85037/81967429_zpid/,33.4752,-112.238
912985,22286715,"1842 S 222nd Ln, Buckeye, AZ 85326 ",85326,0.5697308778762817,235900,https://www.zillow.com/homedetails/1842-S-222nd-Ln-Buckeye-AZ-85326/71615713_zpid/,33.4299,-112.53
26685,22125543,"8462 W Lewis Ave, Phoenix, AZ 85037 ",85037,0.5693098306655884,159999,https://www.zillow.com/homedetails/8462-W-Lewis-Ave-Phoenix-AZ-85037/82823097_zpid/,33.4739,-112.242
