property_id,transaction_id,address,zipcode,ypred,list,url,lat,long
8977766,22385308,"1122 S Cerise, Mesa, AZ 85208 ",85208,0.7932630181312561,207000,https://www.zillow.com/homedetails/1122-S-Cerise-Mesa-AZ-85208/50193002_zpid/,,
8855020,22490981,"24662 W Sheraton Ln, Buckeye, AZ 85326 ",85326,0.7932630181312561,192900,https://www.zillow.com/homedetails/24662-W-Sheraton-Ln-Buckeye-AZ-85326/95124211_zpid/,,
987410,22489621,"1271 S Crossbow Pl, Chandler, AZ 85286 ",85286,0.7932630181312561,255000,https://www.zillow.com/homedetails/1271-S-Crossbow-Pl-Chandler-AZ-85286/8209231_zpid/,,
8989833,22512592,"9901 E Flower Ave, Mesa, AZ 85208 ",85208,0.7932630181312561,219900,https://www.zillow.com/homedetails/9901-E-Flower-Ave-Mesa-AZ-85208/8091315_zpid/,,
345471,22114111,"2841 W Pima St, Phoenix, AZ 85009 ",85009,0.7924776673316956,56500,https://www.zillow.com/homedetails/2841-W-Pima-St-Phoenix-AZ-85009/7501053_zpid/,33.433,-112.12100000000001
318396,22505944,"2141 E Mckinley St, Phoenix, AZ 85006 ",85006,0.7871279716491699,57900,https://www.zillow.com/homedetails/2141-E-Mckinley-St-Phoenix-AZ-85006/7528706_zpid/,33.4567,-112.035
8989713,22507463,"11968 W Rio Vista Ln, Avondale, AZ 85323 ",85323,0.7844871282577515,280575,https://www.zillow.com/homedetails/11968-W-Rio-Vista-Ln-Avondale-AZ-85323/95087975_zpid/,33.4222,-112.316
59189,22526303,"1819 W Owens Way, Anthem, AZ 85086 ",85086,0.7819084525108337,222900,https://www.zillow.com/homedetails/1819-W-Owens-Way-Anthem-AZ-85086/62731088_zpid/,33.8501,-112.098
872499,22388128,"1318 S 121st Ln, Avondale, AZ 85323 ",85323,0.7815999984741211,178000,https://www.zillow.com/homedetails/1318-S-121st-Ln-Avondale-AZ-85323/55282689_zpid/,33.4337,-112.321
8995965,22560400,"3036 E Utopia Rd LOT 30, Phoenix, AZ 85050 ",85050,0.7813429236412048,54000,https://www.zillow.com/homedetails/3036-E-Utopia-Rd-LOT-30-Phoenix-AZ-85050/2126700431_zpid/,33.6633,-112.01700000000001
669632,22522866,"9429 E Pampa Ave, Mesa, AZ 85212 ",85212,0.7774555087089539,229000,https://www.zillow.com/homedetails/9429-E-Pampa-Ave-Mesa-AZ-85212/10987613_zpid/,33.3598,-111.63
669725,22484825,"9447 E Pampa Ave, Mesa, AZ 85212 ",85212,0.7774555087089539,225000,https://www.zillow.com/homedetails/9447-E-Pampa-Ave-Mesa-AZ-85212/8228754_zpid/,33.3599,-111.63
587677,22420057,"11330 E Queensborough Ave, Mesa, AZ 85212 ",85212,0.7774555087089539,209000,https://www.zillow.com/homedetails/11330-E-Queensborough-Ave-Mesa-AZ-85212/53733260_zpid/,33.3497,-111.589
1235831,22489399,"509 N Citrus Ln, Gilbert, AZ 85234 ",85234,0.7774555087089539,215000,https://www.zillow.com/homedetails/509-N-Citrus-Ln-Gilbert-AZ-85234/71608481_zpid/,33.3583,-111.691
