property_id,transaction_id,address,zipcode,ypred,list,url,lat,long
8968767,22267743,"2558 N Beverly Pl, Buckeye, AZ 85396 ",85396,0.552720844745636,394290,https://www.zillow.com/homedetails/2558-N-Beverly-Pl-Buckeye-AZ-85396/125143240_zpid/,33.4752,-112.499
7520915,22080301,"7429 W Crabapple Dr, Peoria, AZ 85383 ",85383,0.5525663495063782,365000,https://www.zillow.com/homedetails/7429-W-Crabapple-Dr-Peoria-AZ-85383/109549846_zpid/,33.7113,-112.219
8959467,22239251,"20566 W Valley View Dr, Buckeye, AZ 85396 ",85396,0.55246901512146,326990,https://www.zillow.com/homedetails/20566-W-Valley-View-Dr-Buckeye-AZ-85396/125123497_zpid/,33.3657,-112.605
7429809,20720562,"13128 W Calle De Baca, Peoria, AZ 85383 ",85383,0.5507009029388428,385000,https://www.zillow.com/homedetails/13128-W-Calle-De-Baca-Peoria-AZ-85383/113978015_zpid/,33.7708,-112.34200000000001
8957018,21840057,"3535 N Carlton St, Buckeye, AZ 85396 ",85396,0.5503751039505005,333544,https://www.zillow.com/homedetails/3535-N-Carlton-St-Buckeye-AZ-85396/95086371_zpid/,33.4869,-112.506
7447964,22061356,"20560 W Nelson Pl, Buckeye, AZ 85396 ",85396,0.5501158833503723,254930,https://www.zillow.com/homedetails/20560-W-Nelson-Pl-Buckeye-AZ-85396/125123775_zpid/,33.4689,-112.501
1130436,21813670,"715 N Yucca St, Chandler, AZ 85224 ",85224,0.5487316846847534,385000,https://www.zillow.com/homedetails/715-N-Yucca-St-Chandler-AZ-85224/8189818_zpid/,,
5218084,22102301,"10417 E Sebring Ave, Mesa, AZ 85212 ",85212,0.5479408502578735,324900,https://www.zillow.com/homedetails/10417-E-Sebring-Ave-Mesa-AZ-85212/125119313_zpid/,33.3327,-111.59899999999999
1022711,21813236,"1432 E Mead Dr, Chandler, AZ 85249 ",85249,0.5473107695579529,400000,https://www.zillow.com/homedetails/1432-E-Mead-Dr-Chandler-AZ-85249/8212876_zpid/,,
1009141,21986611,"564 W Thompson Pl, Chandler, AZ 85286 ",85286,0.5473107695579529,374999,https://www.zillow.com/homedetails/564-W-Thompson-Pl-Chandler-AZ-85286/52430982_zpid/,,
1051251,22130022,"763 E Lynx Pl, Chandler, AZ 85249 ",85249,0.5473107695579529,385000,https://www.zillow.com/homedetails/763-E-Lynx-Pl-Chandler-AZ-85249/60986025_zpid/,,
1024299,22068987,"1640 E Yellowstone Pl, Chandler, AZ 85249 ",85249,0.5473107695579529,392000,https://www.zillow.com/homedetails/1640-E-Yellowstone-Pl-Chandler-AZ-85249/60987249_zpid/,,
584531,22101206,"11115 E Shepperd Ave, Mesa, AZ 85212 ",85212,0.5472623109817505,252900,http://www.zillow.com/homedetails/11115-E-Shepperd-Ave-Mesa-AZ-85212/95161400_zpid/,33.334,-111.594
956291,22133091,"220 S Rush Cir E, Chandler, AZ 85226 ",85226,0.5471441149711609,285000,https://www.zillow.com/homedetails/220-S-Rush-Cir-E-Chandler-AZ-85226/8166120_zpid/,,
1053792,22133219,"979 E Indian Wells Pl, Chandler, AZ 85249 ",85249,0.5453675985336304,319000,https://www.zillow.com/homedetails/979-E-Indian-Wells-Pl-Chandler-AZ-85249/60986632_zpid/,33.218,-111.82799999999999
876777,21837764,"20751 W Carlton Mnr, Buckeye, AZ 85396 ",85396,0.5451928973197937,275000,https://www.zillow.com/homedetails/20751-W-Carlton-Mnr-Buckeye-AZ-85396/95095261_zpid/,33.4699,-112.506
660568,22058036,"4327 S Marron, Mesa, AZ 85212 ",85212,0.544683039188385,344900,https://www.zillow.com/homedetails/4327-S-Marron-Mesa-AZ-85212/95145712_zpid/,33.3367,-111.59899999999999
7563175,22089860,"27264 N Skipping Rock Rd, Peoria, AZ 85383 ",85383,0.5446805953979492,329000,https://www.zillow.com/homedetails/27264-N-Skipping-Rock-Rd-Peoria-AZ-85383/2094544487_zpid/,33.7327,-112.28
511629,20693197,"12027 W Desert Sun Ln, Peoria, AZ 85383 ",85383,0.544525682926178,270000,http://www.zillow.com/homedetails/12027-W-Desert-Sun-Ln-Peoria-AZ-85383/2099076529_zpid,33.7242,-112.319
7849075,21931380,"21323 N 77th Ln, Peoria, AZ 85382 ",85382,0.5442860722541809,389000,https://www.zillow.com/homedetails/21323-N-77th-Ln-Peoria-AZ-85382/81964963_zpid/,33.6762,-112.226
8956658,22081383,"29206 N 70th Ave, Peoria, AZ 85383 ",85383,0.5441088080406189,339900,https://www.zillow.com/homedetails/29206-N-70th-Ave-Peoria-AZ-85383/95185833_zpid/,33.749,-112.21
