property_id,transaction_id,address,zipcode,any_sell,good_sell,bayesian,list,url,lat,long,date_listed,transaction_date
350177,22541766,"6408 W Cordes Rd, Phoenix, AZ 85043 ",85043,0.8080583393573761,0.8756194710731506,0.7075516157043542,169900,https://www.zillow.com/homedetails/6408-W-Cordes-Rd-Phoenix-AZ-85043/49641248_zpid/,33.4216,-112.197,6442,2017-08-21
42777,23846103,"7112 W Watkins St, Phoenix, AZ 85043 ",85043,0.812503308057785,0.8692852318286896,0.7062971265065888,205000,https://www.zillow.com/homedetails/7112-W-Watkins-St-Phoenix-AZ-85043/52424087_zpid/,33.4264,-112.213,6543,2017-11-30
1090459,23810641,"631 W Caroline Ln, Chandler, AZ 85225 ",85225,0.7767137289047241,0.90839404463768,0.7055621257253769,230000,https://www.zillow.com/homedetails/631-W-Caroline-Ln-Chandler-AZ-85225/8183658_zpid/,33.3304,-111.851,6509,2017-10-27
43395,23752723,"7911 W Hilton Ave, Phoenix, AZ 85043 ",85043,0.7965176671743393,0.8841985881328582,0.7042797967384287,232000,https://www.zillow.com/homedetails/7911-W-Hilton-Ave-Phoenix-AZ-85043/50893343_zpid/,33.4289,-112.23,6497,2017-10-15
1407463,23859178,"6826 N 77th Ln, Glendale, AZ 85303 ",85303,0.8157221853733063,0.85099076628685,0.6941720476080139,214500,https://www.zillow.com/homedetails/6826-N-77th-Ln-Glendale-AZ-85303/7463040_zpid/,33.5363,-112.227,6544,2017-12-01
342843,23840815,"1701 S 65th Dr, Phoenix, AZ 85043 ",85043,0.806766340136528,0.857991623878479,0.692198762264237,176000,https://www.zillow.com/homedetails/1701-S-65th-Dr-Phoenix-AZ-85043/52621334_zpid/,33.4331,-112.2,6537,2017-11-24
9021527,23824183,"7384 W Greer Ave, Peoria, AZ 85345 ",85345,0.7925686031579972,0.8729694247245788,0.6918881575535998,209900,https://www.zillow.com/homedetails/7384-W-Greer-Ave-Peoria-AZ-85345/7701234_zpid/,33.5882,-112.21799999999999,6522,2017-11-09
43124,23755414,"7301 W Payson Rd, Phoenix, AZ 85043 ",85043,0.7960272163152695,0.8690060794353485,0.6917524903739665,195000,https://www.zillow.com/homedetails/7301-W-Payson-Rd-Phoenix-AZ-85043/60975135_zpid/,33.4225,-112.21700000000001,6500,2017-10-18
9024040,23847794,"2215 S 99th Ln, Tolleson, AZ 85353 ",85353,0.791660264134407,0.873691201210022,0.6916666071218334,224000,https://www.zillow.com/homedetails/2215-S-99th-Ln-Tolleson-AZ-85353/95076703_zpid/,33.4261,-112.273,6547,2017-12-04
5088735,23778838,"1314 W Cortez Ct, Chandler, AZ 85224 ",85224,0.7750278890132904,0.891961520910263,0.6912950546321651,239900,https://www.zillow.com/homedetails/1314-W-Cortez-Ct-Chandler-AZ-85224/8172443_zpid/,33.3557,-111.865,6270,2017-03-02
