property_id,transaction_id,address,zipcode,ypred,list,url
589335,21819831,"11445 E Quade Ave, Mesa, AZ 85212 ",85212,0.5802140235900879,283000,https://www.zillow.com/homedetails/11445-E-Quade-Ave-Mesa-AZ-85212/55103220_zpid/
7468321,20720290,"10660 E Baywood Ave, Mesa, AZ 85208 ",85208,0.5794979333877563,289000,https://www.zillow.com/homedetails/10660-E-Baywood-Ave-Mesa-AZ-85208/8087452_zpid/
589647,22068575,"11459 E Ramblewood Ave, Mesa, AZ 85212 ",85212,0.5786011219024658,314995,https://www.zillow.com/homedetails/11459-E-Ramblewood-Ave-Mesa-AZ-85212/55275608_zpid/
864834,21821287,"12038 W Yuma St, Avondale, AZ 85323 ",85323,0.5785394310951233,170000,https://www.zillow.com/homedetails/12038-W-Yuma-St-Avondale-AZ-85323/55282905_zpid/
866038,21966815,"12355 W Jackson St, Avondale, AZ 85323 ",85323,0.5785394310951233,178000,https://www.zillow.com/homedetails/12355-W-Jackson-St-Avondale-AZ-85323/55205752_zpid/
7550648,22081876,"10504 E Dolphin Ave, Mesa, AZ 85208 ",85208,0.5784593224525452,299900,https://www.zillow.com/homedetails/10504-E-Dolphin-Ave-Mesa-AZ-85208/52429516_zpid/
926566,21973917,"23712 W La Salle St, Buckeye, AZ 85326 ",85326,0.5781877636909485,163000,https://www.zillow.com/homedetails/23712-W-La-Salle-St-Buckeye-AZ-85326/82828752_zpid/
928709,21974127,"24005 W Chambers St, Buckeye, AZ 85326 ",85326,0.5781877636909485,166000,https://www.zillow.com/homedetails/24005-W-Chambers-St-Buckeye-AZ-85326/82827236_zpid/
566402,21809064,"10650 E Arbor Ave, Mesa, AZ 85208 ",85208,0.577884316444397,314900,https://www.zillow.com/homedetails/10650-E-Arbor-Ave-Mesa-AZ-85208/8087382_zpid/
8953138,18260616,"902 S Stilton Cir, Mesa, AZ 85208 ",85208,0.577884316444397,319900,https://www.zillow.com/homedetails/902-S-Stilton-Cir-Mesa-AZ-85208/8089246_zpid/
909204,21817162,"1153 S 225th Ave, Buckeye, AZ 85326 ",85326,0.5776591897010803,159999,https://www.zillow.com/homedetails/1153-S-225th-Ave-Buckeye-AZ-85326/81989490_zpid/
8953047,21966684,"12210 W Del Rio Ln, Avondale, AZ 85323 ",85323,0.5776190757751465,305579,https://www.zillow.com/homedetails/12210-W-Del-Rio-Ln-Avondale-AZ-85323/95151089_zpid/
910215,21967367,"1316 S 230th Dr, Buckeye, AZ 85326 ",85326,0.5772561430931091,178000,https://www.zillow.com/homedetails/1316-S-230th-Dr-Buckeye-AZ-85326/60825515_zpid/
927870,21974002,"23870 W Twilight Trl, Buckeye, AZ 85326 ",85326,0.5772561430931091,174000,https://www.zillow.com/homedetails/23870-W-Twilight-Trl-Buckeye-AZ-85326/61631270_zpid/
8962364,21907107,"373 N 168th Dr, Goodyear, AZ 85338 ",85338,0.5768529176712036,149900,https://www.zillow.com/homedetails/373-N-168th-Dr-Goodyear-AZ-85338/88794367_zpid/
8951911,21972867,"22124 W Cantilever Ct, Buckeye, AZ 85326 ",85326,0.5765950679779053,230000,https://www.zillow.com/homedetails/22124-W-Cantilever-Ct-Buckeye-AZ-85326/2094185244_zpid/
931363,21974785,"25047 W Dove Trl, Buckeye, AZ 85326 ",85326,0.5765080451965332,165000,https://www.zillow.com/homedetails/25047-W-Dove-Trl-Buckeye-AZ-85326/67779597_zpid/
926897,21973945,"23769 W Tonto St, Buckeye, AZ 85326 ",85326,0.576241672039032,170000,https://www.zillow.com/homedetails/23769-W-Tonto-St-Buckeye-AZ-85326/61631071_zpid/
8928017,22279766,"16170 W Meade Ln, Goodyear, AZ 85338 ",85338,0.5759372711181641,200000,https://www.zillow.com/homedetails/16170-W-Meade-Ln-Goodyear-AZ-85338/63202198_zpid/
896109,21972222,"209 N 110th Dr, Avondale, AZ 85323 ",85323,0.5755351781845093,235900,https://www.zillow.com/homedetails/209-N-110th-Dr-Avondale-AZ-85323/71611987_zpid/
1951766,21898121,"16873 W Monroe St, Goodyear, AZ 85338 ",85338,0.5754925608634949,309900,https://www.zillow.com/homedetails/16873-W-Monroe-St-Goodyear-AZ-85338/95180153_zpid/
1049536,21831663,"6889 S Onyx Dr, Chandler, AZ 85249 ",85249,0.5749953389167786,319000,https://www.zillow.com/homedetails/6889-S-Onyx-Dr-Chandler-AZ-85249/67777869_zpid/
