property_id,transaction_id,address,zipcode,any_sell,good_sell,bayesian,list,url,lat,long,date_listed,transaction_date
646296,17862449,"2248 W Del Oro Cir, Mesa, AZ 85202 ",85202,0.7293075323104858,0.9564281105995178,0.6975302251737148,230000,https://www.zillow.com/homedetails/2248-W-Del-Oro-Cir-Mesa-AZ-85202/7602090_zpid/,33.4019,-111.88,6291,2017-03-23
240418,17871990,"17441 N 9th Ave, Phoenix, AZ 85023 ",85023,0.7036703824996948,0.9564281105995178,0.6730101344190231,219900,https://www.zillow.com/homedetails/17441-N-9th-Ave-Phoenix-AZ-85023/7963646_zpid/,33.6458,-112.085,6284,2017-03-16
237883,17872058,"3009 W Charleston Ave, Phoenix, AZ 85053 ",85053,0.6935544312000275,0.9564281105995178,0.6633349542305655,220000,https://www.zillow.com/homedetails/3009-W-Charleston-Ave-Phoenix-AZ-85053/7940776_zpid/,33.6487,-112.124,6284,2017-03-16
321332,17869476,"2862 N Greenfield Rd, Phoenix, AZ 85006 ",85006,0.6931145787239075,0.9564281105995178,0.6629142669578876,219900,https://www.zillow.com/homedetails/2862-N-Greenfield-Rd-Phoenix-AZ-85006/7530738_zpid/,33.4792,-112.03399999999999,6267,2017-02-27
1935131,16185935,"4950 N Miller Rd, Scottsdale, AZ 85251 ",85251,0.681289792060852,0.9564281105995178,0.6516047085914991,171000,https://www.zillow.com/homedetails/4950-N-Miller-Rd-Scottsdale-AZ-85251/2116188615_zpid/,33.5086,-111.919,6250,2017-02-10
9021086,23815044,"8137 W Aster Dr, Peoria, AZ 85381 ",85381,0.7403832077980042,0.8722803592681885,0.6458217304941769,239000,https://www.zillow.com/homedetails/8137-W-Aster-Dr-Peoria-AZ-85381/8100990_zpid/,33.6013,-112.235,6512,2017-10-30
497391,17864024,"6741 W Virginia Ave, Phoenix, AZ 85035 ",85035,0.6680715084075928,0.9564281105995178,0.6389623705316438,145800,https://www.zillow.com/homedetails/6741-W-Virginia-Ave-Phoenix-AZ-85035/7475866_zpid/,33.4765,-112.205,6278,2017-03-10
344420,17868383,"2408 W Mohave St, Phoenix, AZ 85009 ",85009,0.6611600816249847,0.9564281105995178,0.6323520876724071,120000,https://www.zillow.com/homedetails/2408-W-Mohave-St-Phoenix-AZ-85009/94639214_zpid/,33.4316,-112.111,6256,2017-02-16
9021586,23838024,"8142 W Sweetwater Ave, Peoria, AZ 85381 ",85381,0.7258904278278351,0.8688182234764099,0.6306668319439108,240000,https://www.zillow.com/homedetails/8142-W-Sweetwater-Ave-Peoria-AZ-85381/7913307_zpid/,33.6028,-112.235,6529,2017-11-16
1410407,23835273,"7080 W Glenn Dr, Glendale, AZ 85303 ",85303,0.7174553871154785,0.8771140575408936,0.6292902056974299,234900,https://www.zillow.com/homedetails/7080-W-Glenn-Dr-Glendale-AZ-85303/55173602_zpid/,33.5399,-112.211,6528,2017-11-15
9021585,23824122,"12612 N 79th Ave, Peoria, AZ 85381 ",85381,0.7200174033641815,0.8729842901229858,0.6285638817520756,225000,https://www.zillow.com/homedetails/12612-N-79th-Ave-Peoria-AZ-85381/8101178_zpid/,33.5997,-112.229,6522,2017-11-09
9023486,23827318,"9908 W Crosby Cir N, Sun City, AZ 85351 ",85351,0.734699547290802,0.8551980555057526,0.6283136242240506,140000,https://www.zillow.com/homedetails/9908-W-Crosby-Cir-N-Sun-City-AZ-85351/7694583_zpid/,33.5838,-112.273,6526,2017-11-13
1090459,23810641,"631 W Caroline Ln, Chandler, AZ 85225 ",85225,0.7130628824234009,0.8787784278392792,0.626624278766581,230000,https://www.zillow.com/homedetails/631-W-Caroline-Ln-Chandler-AZ-85225/8183658_zpid/,33.3304,-111.851,6509,2017-10-27
1864574,23822334,"9873 W Escuda Dr, Peoria, AZ 85382 ",85382,0.7040022611618042,0.8876253664493561,0.6248902650449217,245000,https://www.zillow.com/homedetails/9873-W-Escuda-Dr-Peoria-AZ-85382/7896125_zpid/,33.6652,-112.271,6519,2017-11-06
8977160,23825434,"16231 N 91st Dr, Peoria, AZ 85382 ",85382,0.7124890089035034,0.8753843605518341,0.6237017354592034,233000,https://www.zillow.com/homedetails/16231-N-91st-Dr-Peoria-AZ-85382/2123153916_zpid/,33.6316,-112.25200000000001,6526,2017-11-13
9023475,23827261,"12202 N Balboa Dr, Sun City, AZ 85351 ",85351,0.715520054101944,0.8694742619991302,0.6221262709858655,159500,https://www.zillow.com/homedetails/12202-N-Balboa-Dr-Sun-City-AZ-85351/7916635_zpid/,33.5958,-112.274,6526,2017-11-13
7389079,23836128,"12207 N Sun Valley Dr, Sun City, AZ 85351 ",85351,0.7202419936656952,0.8620157539844513,0.6208599452209986,209900,https://www.zillow.com/homedetails/12207-N-Sun-Valley-Dr-Sun-City-AZ-85351/7686174_zpid/,33.5952,-112.271,6530,2017-11-17
9012841,23819608,"8121 W Hatcher Rd, Peoria, AZ 85345 ",85345,0.710445761680603,0.8734259605407715,0.6205217718080007,239000,https://www.zillow.com/homedetails/8121-W-Hatcher-Rd-Peoria-AZ-85345/7682649_zpid/,33.57,-112.234,6515,2017-11-02
422412,23760087,"6622 W Golden Ln, Glendale, AZ 85302 ",85302,0.717832624912262,0.8636510372161865,0.6199568910530928,190000,https://www.zillow.com/homedetails/6622-W-Golden-Ln-Glendale-AZ-85302/50187805_zpid/,33.5652,-112.20200000000001,6502,2017-10-20
1114416,23820184,"1617 W Stottler Dr, Chandler, AZ 85224 ",85224,0.7066006064414978,0.8725062608718872,0.6165134530560792,229900,https://www.zillow.com/homedetails/1617-W-Stottler-Dr-Chandler-AZ-85224/8193816_zpid/,33.3325,-111.87,6516,2017-11-03
392547,17866420,"3301 W Paradise Dr, Phoenix, AZ 85029 ",85029,0.6445887088775635,0.9564281105995178,0.6165027609455507,217500,https://www.zillow.com/homedetails/3301-W-Paradise-Dr-Phoenix-AZ-85029/7748604_zpid/,33.5947,-112.13,6275,2017-03-07
1469883,23825764,"8507 W Oraibi Dr, Peoria, AZ 85382 ",85382,0.7052985429763794,0.8719868361949921,0.6150110450629107,237500,https://www.zillow.com/homedetails/8507-W-Oraibi-Dr-Peoria-AZ-85382/8105886_zpid/,33.6613,-112.242,6524,2017-11-11
9023482,23827286,"15606 N 99th Dr, Sun City, AZ 85351 ",85351,0.7168417572975159,0.8564530909061432,0.6139413387280488,192500,https://www.zillow.com/homedetails/15606-N-99th-Dr-Sun-City-AZ-85351/2092083796_zpid/,33.6257,-112.271,6526,2017-11-13
