property_id,transaction_id,address,zipcode,any_sell,good_sell,bayesian,list,url,lat,long,date_listed,transaction_date
240418,17871990,"17441 N 9th Ave, Phoenix, AZ 85023 ",85023,0.8047579824924469,0.9962913691997528,0.8017734322518306,219900,https://www.zillow.com/homedetails/17441-N-9th-Ave-Phoenix-AZ-85023/7963646_zpid/,33.6458,-112.085,6284,2017-03-16
237883,17872058,"3009 W Charleston Ave, Phoenix, AZ 85053 ",85053,0.7924154698848724,0.9962913691997528,0.789476693466665,220000,https://www.zillow.com/homedetails/3009-W-Charleston-Ave-Phoenix-AZ-85053/7940776_zpid/,33.6487,-112.124,6284,2017-03-16
1935131,16185935,"4950 N Miller Rd, Scottsdale, AZ 85251 ",85251,0.7835244834423065,0.9962913691997528,0.7806186804102646,171000,https://www.zillow.com/homedetails/4950-N-Miller-Rd-Scottsdale-AZ-85251/2116188615_zpid/,33.5086,-111.919,6250,2017-02-10
7414060,13288806,"2040 N 72nd Ln, Phoenix, AZ 85035 ",85035,0.7669733166694641,0.9962913691997528,0.764128895804296,200000,https://www.zillow.com/homedetails/2040-N-72nd-Ln-Phoenix-AZ-85035/2095313780_zpid/,33.4705,-112.215,6253,2017-02-13
646296,17862449,"2248 W Del Oro Cir, Mesa, AZ 85202 ",85202,0.752726286649704,0.9962913691997528,0.7499347027588792,230000,https://www.zillow.com/homedetails/2248-W-Del-Oro-Cir-Mesa-AZ-85202/7602090_zpid/,33.4019,-111.88,6291,2017-03-23
497391,17864024,"6741 W Virginia Ave, Phoenix, AZ 85035 ",85035,0.7327412664890289,0.9962913691997528,0.7300237996595156,145800,https://www.zillow.com/homedetails/6741-W-Virginia-Ave-Phoenix-AZ-85035/7475866_zpid/,33.4765,-112.205,6278,2017-03-10
9006564,23814082,"16612 N 28th Way, Phoenix, AZ 85032 ",85032,0.8181029558181763,0.8871038556098938,0.7257422863921548,194900,https://www.zillow.com/homedetails/16612-N-28th-Way-Phoenix-AZ-85032/8005824_zpid/,33.6376,-112.021,6511,2017-10-29
559942,16039077,"1331 W Baseline Rd, Mesa, AZ 85202 ",85202,0.7246736884117126,0.9962913691997528,0.7219861412507402,135000,http://www.zillow.com/homedetails/1331-W-Baseline-Rd-Mesa-AZ-85202/2103729629_zpid/,33.3778,-111.86200000000001,6242,2017-02-02
395883,23835126,"3830 W Sharon Ave, Phoenix, AZ 85029 ",85029,0.8078884184360504,0.8904570639133453,0.7193899490501616,179900,https://www.zillow.com/homedetails/3830-W-Sharon-Ave-Phoenix-AZ-85029/7741516_zpid/,33.6095,-112.14200000000001,6530,2017-11-17
354621,23808089,"2310 E Winchcomb Dr, Phoenix, AZ 85022 ",85022,0.8130578100681305,0.8799808323383331,0.7154752884429358,224900,https://www.zillow.com/homedetails/2310-E-Winchcomb-Dr-Phoenix-AZ-85022/8010116_zpid/,33.6168,-112.03399999999999,6507,2017-10-25
422412,23760087,"6622 W Golden Ln, Glendale, AZ 85302 ",85302,0.7941996455192566,0.8996164798736572,0.71447508941894,190000,https://www.zillow.com/homedetails/6622-W-Golden-Ln-Glendale-AZ-85302/50187805_zpid/,33.5652,-112.20200000000001,6502,2017-10-20
43395,23752723,"7911 W Hilton Ave, Phoenix, AZ 85043 ",85043,0.7748696208000183,0.9201096892356873,0.7129650459924797,232000,https://www.zillow.com/homedetails/7911-W-Hilton-Ave-Phoenix-AZ-85043/50893343_zpid/,33.4289,-112.23,6497,2017-10-15
344420,17868383,"2408 W Mohave St, Phoenix, AZ 85009 ",85009,0.7142639458179474,0.9962913691997528,0.7116150045489809,120000,https://www.zillow.com/homedetails/2408-W-Mohave-St-Phoenix-AZ-85009/94639214_zpid/,33.4316,-112.111,6256,2017-02-16
9018003,23819878,"1842 W Alamo Dr, Chandler, AZ 85224 ",85224,0.775613933801651,0.9173934459686279,0.7115431394715799,244500,https://www.zillow.com/homedetails/1842-W-Alamo-Dr-Chandler-AZ-85224/8199834_zpid/,33.3482,-111.875,6516,2017-11-03
1090459,23810641,"631 W Caroline Ln, Chandler, AZ 85225 ",85225,0.7682862281799316,0.9248157739639282,0.7105232227400506,230000,https://www.zillow.com/homedetails/631-W-Caroline-Ln-Chandler-AZ-85225/8183658_zpid/,33.3304,-111.851,6509,2017-10-27
392547,17866420,"3301 W Paradise Dr, Phoenix, AZ 85029 ",85029,0.7091380655765533,0.9962913691997528,0.7065081343049284,217500,https://www.zillow.com/homedetails/3301-W-Paradise-Dr-Phoenix-AZ-85029/7748604_zpid/,33.5947,-112.13,6275,2017-03-07
9019398,23819886,"2116 E Vista Dr, Phoenix, AZ 85022 ",85022,0.7992351353168488,0.8834978342056274,0.7061225110734775,249900,https://www.zillow.com/homedetails/2116-E-Vista-Dr-Phoenix-AZ-85022/8010925_zpid/,33.6222,-112.037,6516,2017-11-03
1356244,23823740,"6825 N 60th Ave, Glendale, AZ 85301 ",85301,0.7738019526004791,0.9015287458896637,0.6976047038948829,182000,https://www.zillow.com/homedetails/6825-N-60th-Ave-Glendale-AZ-85301/7707716_zpid/,33.5378,-112.189,6521,2017-11-08
9018879,23808777,"4021 W Roosevelt St, Phoenix, AZ 85009 ",85009,0.7813563644886017,0.8918262124061584,0.6968340870813154,179990,https://www.zillow.com/homedetails/4021-W-Roosevelt-St-Phoenix-AZ-85009/2092569655_zpid/,33.4585,-112.147,6508,2017-10-26
8977160,23825434,"16231 N 91st Dr, Peoria, AZ 85382 ",85382,0.7664768099784851,0.9083580374717712,0.6962353708796805,233000,https://www.zillow.com/homedetails/16231-N-91st-Dr-Peoria-AZ-85382/2123153916_zpid/,33.6316,-112.25200000000001,6526,2017-11-13
395130,23830853,"3719 W Joan De Arc Ave, Phoenix, AZ 85029 ",85029,0.7878158092498779,0.8818196952342987,0.6947114968134898,205900,https://www.zillow.com/homedetails/3719-W-Joan-De-Arc-Ave-Phoenix-AZ-85029/7741718_zpid/,33.607,-112.139,6526,2017-11-13
