property_id,transaction_id,address,zipcode,good_sell,list,url,lat,long,date_listed,transaction_date
9030467,23907928,"1105 S 6th Ave, Phoenix, AZ 85003 ",85003,0.9936533570289612,50000,https://www.zillow.com/homedetails/1105-S-6th-Ave-Phoenix-AZ-85003/2091048360_zpid/,33.437,-112.08200000000001,6619,2018-02-14
9034546,23940259,"10960 N 67th Ave LOT 77, Glendale, AZ 85304 ",85304,0.9936533570289612,51500,https://www.zillow.com/homedetails/10960-N-67th-Ave-LOT-77-Glendale-AZ-85304/2123701142_zpid/,33.5847,-112.205,6674,2018-04-10
312002,23922617,"1334 W Mohave St, Phoenix, AZ 85007 ",85007,0.7413285970687866,55000,https://www.zillow.com/homedetails/1334-W-Mohave-St-Phoenix-AZ-85007/7501448_zpid/,33.4315,-112.09100000000001,6656,2018-03-23
9035778,23948498,"2653 S El Paradiso, Mesa, AZ 85202 ",85202,0.7376254498958588,219900,https://www.zillow.com/homedetails/2653-S-El-Paradiso-Mesa-AZ-85202/8251626_zpid/,33.368,-111.875,6680,2018-04-16
9034698,23941312,"8402 W Veliana Way, Tolleson, AZ 85353 ",85353,0.7220801115036011,211200,https://www.zillow.com/homedetails/8402-W-Veliana-Way-Tolleson-AZ-85353/58375295_zpid/,33.4239,-112.241,6669,2018-04-05
359590,23947472,"2524 S 89TH Ln, Tolleson, AZ 85353 ",85353,0.715176910161972,214900,https://www.zillow.com/homedetails/2524-S-89TH-Ln-Tolleson-AZ-85353/67772844_zpid/,33.4239,-112.25299999999999,6676,2018-04-12
359488,23941112,"2409 S 90TH Gln, Tolleson, AZ 85353 ",85353,0.7117627859115601,213150,https://www.zillow.com/homedetails/2409-S-90TH-Gln-Tolleson-AZ-85353/67772730_zpid/,33.425,-112.25399999999999,6675,2018-04-11
360276,23947489,"8322 W Mohave St, Tolleson, AZ 85353 ",85353,0.6976105868816376,247500,https://www.zillow.com/homedetails/8322-W-Mohave-St-Tolleson-AZ-85353/59271604_zpid/,33.4321,-112.24,6677,2018-04-13
343441,23947479,"2417 S 65TH Dr, Phoenix, AZ 85043 ",85043,0.6947186291217804,224900,https://www.zillow.com/homedetails/2417-S-65TH-Dr-Phoenix-AZ-85043/62727407_zpid/,33.4259,-112.2,6677,2018-04-13
719270,23941741,"1413 N Ashland, Mesa, AZ 85203 ",85203,0.6917650997638702,234900,https://www.zillow.com/homedetails/1413-N-Ashland-Mesa-AZ-85203/7616793_zpid/,33.4462,-111.814,6670,2018-04-06
42022,23941222,"6524 W Toronto Way, Phoenix, AZ 85043 ",85043,0.6907933354377747,197000,https://www.zillow.com/homedetails/6524-W-Toronto-Way-Phoenix-AZ-85043/67773267_zpid/,33.4243,-112.20100000000001,6674,2018-04-10
1119924,23932299,"2207 W Bentrup St, Chandler, AZ 85224 ",85224,0.6846117675304413,239999,https://www.zillow.com/homedetails/2207-W-Bentrup-St-Chandler-AZ-85224/8196951_zpid/,33.35,-111.882,6674,2018-04-10
9034166,23935411,"3034 E Kings Ave, Phoenix, AZ 85032 ",85032,0.6816471219062805,239900,https://www.zillow.com/homedetails/3034-E-Kings-Ave-Phoenix-AZ-85032/62731424_zpid/,33.637,-112.016,6668,2018-04-04
9033246,23941275,"8421 W Cocopah St, Tolleson, AZ 85353 ",85353,0.6802956461906433,215000,https://www.zillow.com/homedetails/8421-W-Cocopah-St-Tolleson-AZ-85353/59271616_zpid/,33.4321,-112.241,6674,2018-04-10
643978,23950402,"647 W Medina Ave, Mesa, AZ 85210 ",85210,0.6770355999469757,240000,https://www.zillow.com/homedetails/647-W-Medina-Ave-Mesa-AZ-85210/8170696_zpid/,33.3717,-111.848,6691,2018-04-27
634391,23941763,"1814 W Onza Ave, Mesa, AZ 85202 ",85202,0.6757384240627289,239900,https://www.zillow.com/homedetails/1814-W-Onza-Ave-Mesa-AZ-85202/8191340_zpid/,33.3622,-111.87299999999999,6668,2018-04-04
213621,23945968,"1226 E Lawrence Ln, Phoenix, AZ 85020 ",85020,0.6754514873027802,108000,https://www.zillow.com/homedetails/1226-E-Lawrence-Ln-Phoenix-AZ-85020/7795617_zpid/,33.5654,-112.056,6676,2018-04-12
9034985,23943650,"4701 W Charleston Ave, Glendale, AZ 85308 ",85308,0.6727118194103241,237000,https://www.zillow.com/homedetails/4701-W-Charleston-Ave-Glendale-AZ-85308/7949395_zpid/,33.6492,-112.161,6675,2018-04-11
250505,23948555,"2307 W Village Dr, Phoenix, AZ 85023 ",85023,0.6723359823226929,245000,https://www.zillow.com/homedetails/2307-W-Village-Dr-Phoenix-AZ-85023/7964002_zpid/,33.6444,-112.10799999999999,6677,2018-04-13
9033601,23943714,"4446 W Wescott Dr, Glendale, AZ 85308 ",85308,0.6721360087394714,204900,https://www.zillow.com/homedetails/4446-W-Wescott-Dr-Glendale-AZ-85308/2090410076_zpid/,33.6585,-112.176,6668,2018-04-04
559553,23950439,"1257 W Keats Ave, Mesa, AZ 85202 ",85202,0.670053631067276,235000,https://www.zillow.com/homedetails/1257-W-Keats-Ave-Mesa-AZ-85202/92349037_zpid/,33.3765,-111.861,6692,2018-04-28
9034954,23943070,"8195 W Lynwood St, Phoenix, AZ 85043 ",85043,0.665556013584137,156000,https://www.zillow.com/homedetails/8195-W-Lynwood-St-Phoenix-AZ-85043/92351590_zpid/,33.4643,-112.235,6675,2018-04-11
435590,23948079,"2207 N 92ND Dr, Phoenix, AZ 85037 ",85037,0.662816971540451,220000,https://www.zillow.com/homedetails/2207-N-92ND-Dr-Phoenix-AZ-85037/60974814_zpid/,33.4739,-112.258,6678,2018-04-14
352728,23941243,"7209 W Hess Ave, Phoenix, AZ 85043 ",85043,0.6611887216567993,198000,https://www.zillow.com/homedetails/7209-W-Hess-Ave-Phoenix-AZ-85043/52424246_zpid/,33.4293,-112.215,6670,2018-04-06
445988,23949941,"4719 N 92nd Ave, Phoenix, AZ 85037 ",85037,0.660419762134552,130000,https://www.zillow.com/homedetails/4719-N-92nd-Ave-Phoenix-AZ-85037/7466534_zpid/,33.5063,-112.258,6664,2018-03-31
253843,23944784,"3834 W Marconi Ave, Phoenix, AZ 85053 ",85053,0.6599138379096985,230000,https://www.zillow.com/homedetails/3834-W-Marconi-Ave-Phoenix-AZ-85053/7945901_zpid/,33.63,-112.14200000000001,6676,2018-04-12
41583,23941216,"6321 W Mohave St, Phoenix, AZ 85043 ",85043,0.6583762466907501,189990,https://www.zillow.com/homedetails/6321-W-Mohave-St-Phoenix-AZ-85043/55257280_zpid/,33.4315,-112.196,6675,2018-04-11
965657,23939562,"4724 W Del Rio St, Chandler, AZ 85226 ",85226,0.658013105392456,230000,https://www.zillow.com/homedetails/4724-W-Del-Rio-St-Chandler-AZ-85226/8156655_zpid/,33.3162,-111.925,6668,2018-04-04
403996,23943370,"16225 N 45TH Ave, Glendale, AZ 85306 ",85306,0.6578717231750488,219900,https://www.zillow.com/homedetails/16225-N-45TH-Ave-Glendale-AZ-85306/7950687_zpid/,33.6331,-112.155,6676,2018-04-12
9024660,23923519,"20 Hillside Dr, Saint Johns, AZ 85936 ",85936,0.6577207148075104,59950,https://www.zillow.com/homedetails/20-Hillside-Dr-Saint-Johns-AZ-85936/7354311_zpid/,33.6469,-112.059,6638,2018-03-05
435208,23933527,"2030 N 90TH Ln, Phoenix, AZ 85037 ",85037,0.6576865911483765,199000,https://www.zillow.com/homedetails/2030-N-90TH-Ln-Phoenix-AZ-85037/7486901_zpid/,33.4698,-112.255,6673,2018-04-09
1416474,23938335,"7600 W Krall St, Glendale, AZ 85303 ",85303,0.6571206748485565,245000,https://www.zillow.com/homedetails/7600-W-Krall-St-Glendale-AZ-85303/7463234_zpid/,33.5348,-112.223,6666,2018-04-02
9033586,23948534,"18601 N 45TH Dr, Glendale, AZ 85308 ",85308,0.6560512483119965,210000,https://www.zillow.com/homedetails/18601-N-45TH-Dr-Glendale-AZ-85308/7938845_zpid/,33.6548,-112.15700000000001,6677,2018-04-13
449708,23933771,"8609 W Roma Ave, Phoenix, AZ 85037 ",85037,0.6558349430561066,239900,https://www.zillow.com/homedetails/8609-W-Roma-Ave-Phoenix-AZ-85037/7480544_zpid/,33.4999,-112.245,6670,2018-04-06
501169,23933727,"7736 W Bonitos Dr, Phoenix, AZ 85035 ",85035,0.6546362638473511,183000,https://www.zillow.com/homedetails/7736-W-Bonitos-Dr-Phoenix-AZ-85035/95177794_zpid/,33.4719,-112.226,6672,2018-04-08
1117500,23939304,"1985 N Lexington Dr, Chandler, AZ 85224 ",85224,0.6545340120792389,200000,https://www.zillow.com/homedetails/1985-N-Lexington-Dr-Chandler-AZ-85224/8193155_zpid/,33.3343,-111.887,6670,2018-04-06
1415192,23938322,"7434 W Fleetwood Ln, Glendale, AZ 85303 ",85303,0.6534320116043091,234900,https://www.zillow.com/homedetails/7434-W-Fleetwood-Ln-Glendale-AZ-85303/7706951_zpid/,33.5359,-112.219,6674,2018-04-10
9026610,23949668,"2304 W Los Arboles Pl, Chandler, AZ 85224 ",85224,0.653344988822937,210000,https://www.zillow.com/homedetails/2304-W-Los-Arboles-Pl-Chandler-AZ-85224/8192359_zpid/,33.5879,-111.96,6683,2018-04-19
246622,23937432,"3408 W Port Au Prince Ln, Phoenix, AZ 85053 ",85053,0.6526774764060974,194900,https://www.zillow.com/homedetails/3408-W-Port-Au-Prince-Ln-Phoenix-AZ-85053/7943618_zpid/,33.6233,-112.132,6674,2018-04-10
422747,23938363,"8312 N 62ND Dr, Glendale, AZ 85302 ",85302,0.6524119675159454,243000,https://www.zillow.com/homedetails/8312-N-62ND-Dr-Glendale-AZ-85302/7704216_zpid/,33.5576,-112.194,6674,2018-04-10
435528,23948075,"2203 N 92ND Dr, Phoenix, AZ 85037 ",85037,0.6509453356266022,225000,https://www.zillow.com/homedetails/2203-N-92ND-Dr-Phoenix-AZ-85037/60974813_zpid/,33.4737,-112.258,6677,2018-04-13
436306,23933539,"2401 N 88TH Ln, Phoenix, AZ 85037 ",85037,0.6500991582870483,229900,https://www.zillow.com/homedetails/2401-N-88TH-Ln-Phoenix-AZ-85037/7473957_zpid/,33.4742,-112.25,6670,2018-04-06
414833,23938275,"6605 W Shaw Butte Dr, Glendale, AZ 85304 ",85304,0.6494680941104889,225000,https://www.zillow.com/homedetails/6605-W-Shaw-Butte-Dr-Glendale-AZ-85304/67781952_zpid/,33.5954,-112.20100000000001,6670,2018-04-06
9028443,23939855,"3147 N Bentrup Cir, Chandler, AZ 85224 ",85224,0.6492162346839905,249900,https://www.zillow.com/homedetails/3147-N-Bentrup-Cir-Chandler-AZ-85224/8171571_zpid/,33.3509,-111.891,6675,2018-04-11
958511,23939467,"3541 W Galveston St, Chandler, AZ 85226 ",85226,0.6484968662261963,204900,https://www.zillow.com/homedetails/3541-W-Galveston-St-Chandler-AZ-85226/8155031_zpid/,33.3113,-111.906,6670,2018-04-06
9034167,23935435,"3036 E Kings Ave, Phoenix, AZ 85032 ",85032,0.6483950018882751,234000,https://www.zillow.com/homedetails/3036-E-Kings-Ave-Phoenix-AZ-85032/62731425_zpid/,33.6365,-112.01700000000001,6674,2018-04-10
41747,23941224,"6402 W Pima St, Phoenix, AZ 85043 ",85043,0.6481697261333466,179900,https://www.zillow.com/homedetails/6402-W-Pima-St-Phoenix-AZ-85043/7499989_zpid/,33.4351,-112.198,6675,2018-04-11
9034363,23938085,"17207 N 55TH Dr, Glendale, AZ 85308 ",85308,0.6481174528598785,215000,https://www.zillow.com/homedetails/17207-N-55TH-Dr-Glendale-AZ-85308/8099569_zpid/,33.6412,-112.179,6669,2018-04-05
226245,23937307,"14846 N 29TH Ave, Phoenix, AZ 85053 ",85053,0.6480295360088348,160000,https://www.zillow.com/homedetails/14846-N-29TH-Ave-Phoenix-AZ-85053/7953038_zpid/,33.6216,-112.12100000000001,6673,2018-04-09
415221,23938054,"10031 N 65TH Ln, Glendale, AZ 85302 ",85302,0.6476746201515198,195000,https://www.zillow.com/homedetails/10031-N-65TH-Ln-Glendale-AZ-85302/7706565_zpid/,33.5772,-112.2,6673,2018-04-09
418443,23938166,"5127 W Mountain View Rd, Glendale, AZ 85302 ",85302,0.647505909204483,130000,https://www.zillow.com/homedetails/5127-W-Mountain-View-Rd-Glendale-AZ-85302/7734363_zpid/,33.5744,-112.17,6661,2018-03-28
341648,23935239,"16614 N 19TH Pl, Phoenix, AZ 85022 ",85022,0.647300124168396,249900,https://www.zillow.com/homedetails/16614-N-19TH-Pl-Phoenix-AZ-85022/55267867_zpid/,33.6374,-112.041,6674,2018-04-10
1084418,23939425,"311 W Palomino Dr, Chandler, AZ 85225 ",85225,0.6470076739788055,210000,https://www.zillow.com/homedetails/311-W-Palomino-Dr-Chandler-AZ-85225/8177401_zpid/,33.3428,-111.84700000000001,6675,2018-04-11
410344,23937471,"4744 W Windrose Dr, Glendale, AZ 85304 ",85304,0.6459048986434937,193000,https://www.zillow.com/homedetails/4744-W-Windrose-Dr-Glendale-AZ-85304/7954514_zpid/,33.6011,-112.162,6672,2018-04-08
422914,23938354,"8401 N 51ST Dr, Glendale, AZ 85302 ",85302,0.6452466249465942,235000,https://www.zillow.com/homedetails/8401-N-51ST-Dr-Glendale-AZ-85302/7732527_zpid/,33.5585,-112.169,6671,2018-04-07
1418552,23938339,"7768 W Midway Ave, Glendale, AZ 85303 ",85303,0.6435230672359467,207777,https://www.zillow.com/homedetails/7768-W-Midway-Ave-Glendale-AZ-85303/7682779_zpid/,33.541,-112.227,6670,2018-04-06
418962,23938182,"5255 W Palo Verde Ave, Glendale, AZ 85302 ",85302,0.6434033513069153,205000,https://www.zillow.com/homedetails/5255-W-Palo-Verde-Ave-Glendale-AZ-85302/7734577_zpid/,33.5728,-112.17399999999999,6673,2018-04-09
