property_id,transaction_id,address,zipcode,ypred,list,url,lat,long
8959467,22239251,"20566 W Valley View Dr, Buckeye, AZ 85396 ",85396,0.549588680267334,326990,https://www.zillow.com/homedetails/20566-W-Valley-View-Dr-Buckeye-AZ-85396/125123497_zpid/,33.3657,-112.605
8962363,22252724,"327 N 169th Ave, Goodyear, AZ 85338 ",85338,0.548573911190033,140000,https://www.zillow.com/homedetails/327-N-169th-Ave-Goodyear-AZ-85338/88788226_zpid/,33.4507,-112.42200000000001
8962799,22186363,"9937 E Empress Ave, Mesa, AZ 85208 ",85208,0.5443890690803528,207900,https://www.zillow.com/homedetails/9937-E-Empress-Ave-Mesa-AZ-85208/71621505_zpid/,33.3996,-111.616
8962791,21938665,"325 S Aaron, Mesa, AZ 85208 ",85208,0.5432588458061218,190000,https://www.zillow.com/homedetails/325-S-Aaron-Mesa-AZ-85208/81989888_zpid/,33.4092,-111.625
7540228,21898609,"17825 W Lincoln St, Goodyear, AZ 85338 ",85338,0.5428614616394043,234900,https://www.zillow.com/homedetails/17825-W-Lincoln-St-Goodyear-AZ-85338/89221054_zpid/,33.4409,-112.44200000000001
7551363,22100886,"9637 E Baltimore St, Mesa, AZ 85207 ",85207,0.5424321293830872,200000,https://www.zillow.com/homedetails/9637-E-Baltimore-St-Mesa-AZ-85207/59264505_zpid/,33.4218,-111.62299999999999
585793,22243018,"11225 E Sylvan Ave, Mesa, AZ 85212 ",85212,0.5417748093605042,329999,https://www.zillow.com/homedetails/11225-E-Sylvan-Ave-Mesa-AZ-85212/71623105_zpid/,33.3314,-111.59100000000001
8962333,21906962,"16329 W Fillmore St, Goodyear, AZ 85338 ",85338,0.5417578816413879,365000,https://www.zillow.com/homedetails/16329-W-Fillmore-St-Goodyear-AZ-85338/59256408_zpid/,33.453,-112.41
8955871,21959396,"6929 W Sophie Ln, Laveen, AZ 85339 ",85339,0.5417360067367554,249800,https://www.zillow.com/homedetails/6929-W-Sophie-Ln-Laveen-AZ-85339/81981174_zpid/,33.3765,-112.20700000000001
8853030,21897584,"16139 W Hualapai St, Goodyear, AZ 85338 ",85338,0.5416771173477173,309900,https://www.zillow.com/homedetails/16139-W-Hualapai-St-Goodyear-AZ-85338/95119016_zpid/,33.4295,-112.406
7471728,21901687,"2623 S 172nd Dr, Goodyear, AZ 85338 ",85338,0.5416771173477173,259000,https://www.zillow.com/homedetails/2623-S-172nd-Dr-Goodyear-AZ-85338/95150127_zpid/,33.423,-112.43
584531,22101206,"11115 E Shepperd Ave, Mesa, AZ 85212 ",85212,0.541547954082489,252900,http://www.zillow.com/homedetails/11115-E-Shepperd-Ave-Mesa-AZ-85212/95161400_zpid/,33.334,-111.594
7448500,21942476,"10432 W Chickasaw St Tolleson, AZ 85353 ",85353,0.5413447022438049,260844,https://www.zillow.com/homedetails/10432-W-Chickasaw-St-Tolleson-AZ-85353/2095005880_zpid/,33.4299,-112.24600000000001
