property_id,transaction_id,address,zipcode,ypred,list,url,lat,long
8959467,22239251,"20566 W Valley View Dr, Buckeye, AZ 85396 ",85396,0.5684599876403809,326990,https://www.zillow.com/homedetails/20566-W-Valley-View-Dr-Buckeye-AZ-85396/125123497_zpid/,33.3657,-112.605
935720,22168028,"25768 W Pleasant Ln, Buckeye, AZ 85326 ",85326,0.56800776720047,159900,https://www.zillow.com/homedetails/25768-W-Pleasant-Ln-Buckeye-AZ-85326/81994172_zpid/,33.3912,-112.605
934976,22270988,"25702 W Forest Grove Ave, Buckeye, AZ 85326 ",85326,0.5652579665184021,219000,https://www.zillow.com/homedetails/25702-W-Forest-Grove-Ave-Buckeye-AZ-85326/67796951_zpid/,33.4147,-112.604
8959480,21975350,"25811 W Watkins St, Buckeye, AZ 85326 ",85326,0.5625777244567871,234900,https://www.zillow.com/homedetails/25811-W-Watkins-St-Buckeye-AZ-85326/2093856636_zpid/,33.4246,-112.60600000000001
926566,21973917,"23712 W La Salle St, Buckeye, AZ 85326 ",85326,0.5624452829360962,163000,https://www.zillow.com/homedetails/23712-W-La-Salle-St-Buckeye-AZ-85326/82828752_zpid/,33.3975,-112.561
7471728,21901687,"2623 S 172nd Dr, Goodyear, AZ 85338 ",85338,0.5612948536872864,259000,https://www.zillow.com/homedetails/2623-S-172nd-Dr-Goodyear-AZ-85338/95150127_zpid/,33.423,-112.43
8894104,22218627,"10430 E Nido Ave, Mesa, AZ 85209 ",85209,0.5610954165458679,329900,https://www.zillow.com/homedetails/10430-E-Nido-Ave-Mesa-AZ-85209/124427350_zpid/,,
7540228,21898609,"17825 W Lincoln St, Goodyear, AZ 85338 ",85338,0.560869574546814,234900,https://www.zillow.com/homedetails/17825-W-Lincoln-St-Goodyear-AZ-85338/89221054_zpid/,33.4409,-112.44200000000001
934897,22127865,"25694 W Victory St, Buckeye, AZ 85326 ",85326,0.5603469014167786,226900,https://www.zillow.com/homedetails/25694-W-Victory-St-Buckeye-AZ-85326/67796928_zpid/,33.4156,-112.604
928709,21974127,"24005 W Chambers St, Buckeye, AZ 85326 ",85326,0.5577576160430908,166000,https://www.zillow.com/homedetails/24005-W-Chambers-St-Buckeye-AZ-85326/82827236_zpid/,33.398,-112.56700000000001
