address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,year_built,garage,level,luxurious,dist_to_park,ptl_id,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source
"5651 E University Dr, Mesa, AZ 85205",2,2,1150,zillow_ph,http://www.zillow.com/homedetails/5651-E-University-Dr-Mesa-AZ-85205/2100968795_zpid/,-111.709,33.4225,420.002,,,1,,,11576,rental,795,closed,6,2015-10-07,2015-10-01,Northeast 0,293,PH
"5651 E University Dr, Mesa, AZ 85205",2,2,1150,zillow_ph,http://www.zillow.com/homedetails/5651-E-University-Dr-Mesa-AZ-85205/2100968795_zpid/,-111.709,33.4225,420.002,,,1,,,11576,rental,795,closed,6,2015-10-07,2015-10-01,Northeast 3,296,PH
"1369 W 16th St, Tempe, AZ 85281",3,2,1476,zillow_ph,http://www.zillow.com/homedetails/1369-W-16th-St-Tempe-AZ-85281/7557340_zpid/,-111.96,33.4112,350.919,1961,,1,,,11578,rental,1295,open,,,2015-10-01,Holdeman,152,PH
"3850 E Mountain Sky Ave, Phoenix, AZ 85044",3,2,2430,zillow_ph,http://www.zillow.com/homedetails/3850-E-Mountain-Sky-Ave-Phoenix-AZ-85044/87796669_zpid/,-112.003,33.3085,371.965,1986,,1,,,11579,rental,2000,open,,,2015-10-01,Ahwatukee Foothills 0,274,PH
"3602 W Orangewood Ave, Phoenix, AZ 85051",2,1,892,zillow_ph,http://www.zillow.com/homedetails/3602-W-Orangewood-Ave-Phoenix-AZ-85051/7755774_zpid/,-112.137,33.5461,364.16,1962,,1,,,11582,rental,875,open,,,2015-10-01,Alahambra,201,PH
"4308 N 111th Ln, Phoenix, AZ 85037",3,2,1089,zillow_ph,http://www.zillow.com/homedetails/4308-N-111th-Ln-Phoenix-AZ-85037/7488830_zpid/,-112.299,33.4972,309.836,1998,,1,,,11583,rental,900,closed,7,2015-10-08,2015-10-01,Maryvale,208,PH
"2909 E Liberty Ln, Phoenix, AZ 85048",5,3,3079,zillow_ph,http://www.zillow.com/homedetails/2909-E-Liberty-Ln-Phoenix-AZ-85048/8158787_zpid/,-112.021,33.2928,362.759,1988,,1,,,11584,rental,2190,closed,6,2015-10-07,2015-10-01,Ahwatukee Foothills 0,274,PH
"233 N Yale, Mesa, AZ 85213",2,1,980,zillow_ph,http://www.zillow.com/homedetails/233-N-Yale-Mesa-AZ-85213/7639577_zpid/,-111.773,33.4199,384.972,1978,,1,,,11586,rental,850,closed,6,2015-10-07,2015-10-01,Central,238,PH
"3830 E Lakewood Pkwy E APT 3122, Phoenix, AZ 85048",1,1,725,zillow_ph,http://www.zillow.com/homedetails/3830-E-Lakewood-Pkwy-E-APT-3122-Phoenix-AZ-85048/68540810_zpid/,-111.999,33.3016,365.977,1995,,31,,,11588,rental,845,closed,6,2015-10-07,2015-10-01,Ahwatukee Foothills 0,274,PH
"18996 N 91st St, Scottsdale, AZ 85255",3,2,1568,zillow_ph,http://www.zillow.com/homedetails/18996-N-91st-St-Scottsdale-AZ-85255/8042166_zpid/,-111.884,33.6581,510.303,1992,,1,,,11589,rental,1775,closed,6,2015-10-07,2015-10-01,North Scottsdale,94,PH
"6609 S Mckemy St, Tempe, AZ 85283",4,2,1800,zillow_ph,http://www.zillow.com/homedetails/6609-S-Mckemy-St-Tempe-AZ-85283/8143474_zpid/,-111.951,33.3601,370.044,1983,,1,,,11590,rental,1300,open,,,2015-10-01,Tempe Royal Estates,316,PH
"6802 W Coolidge St, Phoenix, AZ 85033",3,2,1516,zillow_ph,http://www.zillow.com/homedetails/6802-W-Coolidge-St-Phoenix-AZ-85033/7716718_zpid/,-112.206,33.5057,335.237,1960,,1,,,11591,rental,900,closed,6,2015-10-07,2015-10-01,Maryvale,208,PH
"10307 E Caribbean Ln, Scottsdale, AZ 85255",4,2,1837,zillow_ph,http://www.zillow.com/homedetails/10307-E-Caribbean-Ln-Scottsdale-AZ-85255/8065914_zpid/,-111.859,33.6254,478.721,1999,,1,,,11592,rental,1999,open,,,2015-10-01,North Scottsdale,94,PH
"3830 E Lakewood Pkwy E APT 1012, Phoenix, AZ 85048",2,2,1012,zillow_ph,http://www.zillow.com/homedetails/3830-E-Lakewood-Pkwy-E-APT-1012-Phoenix-AZ-85048/68540410_zpid/,-111.999,33.3016,365.977,1995,,10,,,11593,rental,1025,closed,6,2015-10-07,2015-10-01,Ahwatukee Foothills 0,274,PH
"3034 W Altadena Ave, Phoenix, AZ 85029",3,2,1630,zillow_ph,http://www.zillow.com/homedetails/3034-W-Altadena-Ave-Phoenix-AZ-85029/7739859_zpid/,-112.125,33.5926,385.6,1979,,1,,,11600,rental,1095,open,,,2015-10-01,North Mountain,176,PH
"3812 W Fallen Leaf Ln, Glendale, AZ 85310",3,2,1705,zillow_ph,http://www.zillow.com/homedetails/3812-W-Fallen-Leaf-Ln-Glendale-AZ-85310/7931934_zpid/,-112.141,33.7116,429.733,1997,,1,,,11604,rental,1250,open,,,2015-10-01,Deer Valley,307,PH
"4005 W Maldonado Rd, Phoenix, AZ 85041",3,2,1616,zillow_ph,http://www.zillow.com/homedetails/4005-W-Maldonado-Rd-Phoenix-AZ-85041/55258512_zpid/,-112.145,33.3829,316.089,2002,,1,,,11611,rental,1025,closed,6,2015-10-08,2015-10-02,Laveen,158,PH
"3037 W Ocotillo Rd, Phoenix, AZ 85017",5,2,2700,zillow_ph,http://www.zillow.com/homedetails/3037-W-Ocotillo-Rd-Phoenix-AZ-85017/7758763_zpid/,-112.125,33.5351,358.336,1959,,1,,,11612,rental,1200,closed,6,2015-10-08,2015-10-02,Alahambra,201,PH
"311 E Wildwood Dr, Phoenix, AZ 85048",4,2,3065,zillow_ph,http://www.zillow.com/homedetails/311-E-Wildwood-Dr-Phoenix-AZ-85048/8134798_zpid/,-112.071,33.2989,409.577,1995,,1,,,11615,rental,2699,open,,,2015-10-02,Ahwatukee Foothills 0,274,PH
"5828 W Electra Ln, Glendale, AZ 85310",3,2,1686,zillow_ph,http://www.zillow.com/homedetails/5828-W-Electra-Ln-Glendale-AZ-85310/7926617_zpid/,-112.186,33.7007,426.954,1994,,1,,,11618,rental,1375,open,,,2015-10-02,Deer Valley,307,PH
"3823 N 49th Ave, Phoenix, AZ 85031",4,2,1368,zillow_ph,http://www.zillow.com/homedetails/3823-N-49th-Ave-Phoenix-AZ-85031/7508741_zpid/,-112.164,33.4926,339.688,1956,,1,,,11619,rental,875,open,,,2015-10-02,Maryvale,208,PH
"10135 E Bella Vista Dr, Scottsdale, AZ 85258",3,2,2369,zillow_ph,http://www.zillow.com/homedetails/10135-E-Bella-Vista-Dr-Scottsdale-AZ-85258/8057951_zpid/,-111.862,33.5698,415.623,1985,,1,,,11621,rental,3000,open,,,2015-10-02,North Scottsdale,94,PH
"10020 W Wood St, Tolleson, AZ 85353",3,2,1271,zillow_ph,http://www.zillow.com/homedetails/10020-W-Wood-St-Tolleson-AZ-85353/81979362_zpid/,-112.275,33.4081,299.834,2007,,1,,,11627,rental,950,closed,6,2015-10-08,2015-10-02,Estrella,157,PH
"3330 E Palm Ln, Phoenix, AZ 85008",3,1,1092,zillow_ph,http://www.zillow.com/homedetails/3330-E-Palm-Ln-Phoenix-AZ-85008/7542166_zpid/,-112.009,33.4696,349.818,1957,,1,,,11629,rental,1008,closed,6,2015-10-08,2015-10-02,Camelback East,133,PH
"8811 W Gibson Ln, Tolleson, AZ 85353",3,2,2120,zillow_ph,http://www.zillow.com/homedetails/8811-W-Gibson-Ln-Tolleson-AZ-85353/67772655_zpid/,-112.25,33.4268,304.189,2005,,1,,,11632,rental,1050,closed,4,2015-10-06,2015-10-02,Estrella,157,PH
"8454 W Riley Rd, Tolleson, AZ 85353",3,2,1310,zillow_ph,http://www.zillow.com/homedetails/8454-W-Riley-Rd-Tolleson-AZ-85353/67764025_zpid/,-112.243,33.4172,304.705,2005,,1,,,11635,rental,975,closed,6,2015-10-08,2015-10-02,Estrella,157,PH
"4603 E Jones Ave, Phoenix, AZ 85040",2,1,924,zillow_ph,http://www.zillow.com/homedetails/4603-E-Jones-Ave-Phoenix-AZ-85040/7556708_zpid/,-111.982,33.4102,346.703,1972,,1,,,11637,rental,715,open,,,2015-10-02,South Mountain,151,PH
"3508 N 81st St, Scottsdale, AZ 85251",4,2,2258,zillow_ph,http://www.zillow.com/homedetails/3508-N-81st-St-Scottsdale-AZ-85251/7576626_zpid/,-111.908,33.4888,378.109,1958,,1,,,11639,rental,1750,closed,6,2015-10-08,2015-10-02,South Scottsdale,148,PH
"3139 S Eugene, Mesa, AZ 85212",3,2,1234,zillow_ph,http://www.zillow.com/homedetails/3139-S-Eugene-Mesa-AZ-85212/62733734_zpid/,-111.651,33.3587,421.555,2003,,1,,,11641,rental,995,closed,5,2015-10-07,2015-10-02,Southeast 0,119,PH
"766 N Oakland, Mesa, AZ 85205",3,2,1342,zillow_ph,http://www.zillow.com/homedetails/766-N-Oakland-Mesa-AZ-85205/7637985_zpid/,-111.738,33.4298,404.816,1988,,1,,,11642,rental,1250,open,,,2015-10-02,Central,238,PH
"6756 E Northridge St, Mesa, AZ 85215",3,2,1533,zillow_ph,http://www.zillow.com/homedetails/6756-E-Northridge-St-Mesa-AZ-85215/7669784_zpid/,-111.685,33.4644,472.721,1997,,1,,,11644,rental,1300,open,,,2015-10-02,Northeast 0,293,PH
"2621 W Spencer Run, Phoenix, AZ 85041",3,2,2002,zillow_ph,http://www.zillow.com/homedetails/2621-W-Spencer-Run-Phoenix-AZ-85041/60976192_zpid/,-112.115,33.4025,319.193,2004,,1,,,11645,rental,1100,closed,6,2015-10-08,2015-10-02,South Mountain,151,PH
"10612 W Apache St, Tolleson, AZ 85353",3,2,1310,zillow_ph,http://www.zillow.com/homedetails/10612-W-Apache-St-Tolleson-AZ-85353/59982683_zpid/,-112.288,33.4293,300.986,2003,,1,,,11646,rental,895,closed,6,2015-10-08,2015-10-02,Estrella,157,PH
"4715 E Casey Ln, Cave Creek, AZ 85331",2,2,1454,zillow_ph,http://www.zillow.com/homedetails/4715-E-Casey-Ln-Cave-Creek-AZ-85331/7975395_zpid/,-111.983,33.7536,569.01,1995,,1,,,11647,rental,1495,open,,,2015-10-02,Desert View,273,PH
"3030 W Ferruccio Pl, Phoenix, AZ 85086",4,2,1733,zillow_ph,http://www.zillow.com/homedetails/3030-W-Ferruccio-Pl-Phoenix-AZ-85086/67765379_zpid/,-112.126,33.8025,516.765,2004,,1,,,11648,rental,1200,closed,6,2015-10-08,2015-10-02,North Gateway,219,PH
"9326 W Riverside Ave, Tolleson, AZ 85353",3,2,1712,zillow_ph,http://www.zillow.com/homedetails/9326-W-Riverside-Ave-Tolleson-AZ-85353/67716439_zpid/,-112.26,33.4155,300.813,2005,,1,,,11649,rental,1095,closed,4,2015-10-06,2015-10-02,Estrella,157,PH
"3226 W Marlette Ave, Phoenix, AZ 85017",3,2,1668,zillow_ph,http://www.zillow.com/homedetails/3226-W-Marlette-Ave-Phoenix-AZ-85017/7760922_zpid/,-112.129,33.5293,356.306,1958,,1,,,11650,rental,995,closed,6,2015-10-08,2015-10-02,Alahambra,201,PH
"940 W Meseto Ave, Mesa, AZ 85210",3,2,1704,zillow_ph,http://www.zillow.com/homedetails/940-W-Meseto-Ave-Mesa-AZ-85210/8197636_zpid/,-111.855,33.3693,367.542,1981,,1,,,11652,rental,1450,open,,,2015-10-02,Southwest,204,PH
"5638 W Carson Rd, Laveen, AZ 85339",3,2,1903,zillow_ph,http://www.zillow.com/homedetails/5638-W-Carson-Rd-Laveen-AZ-85339/71598473_zpid/,-112.181,33.3824,307.284,2006,,1,,,11653,rental,1075,closed,6,2015-10-08,2015-10-02,Laveen,158,PH
"4515 E White Aster St, Phoenix, AZ 85044",3,2,1900,zillow_ph,http://www.zillow.com/homedetails/4515-E-White-Aster-St-Phoenix-AZ-85044/8165209_zpid/,-111.986,33.3105,371.681,1992,,1,,,11655,rental,1250,open,,,2015-10-02,Ahwatukee Foothills 0,274,PH
"3407 N 24th Ave, Phoenix, AZ 85015",3,2,1850,zillow_ph,http://www.zillow.com/homedetails/3407-N-24th-Ave-Phoenix-AZ-85015/7517447_zpid/,-112.11,33.4881,338.997,1954,,1,,,11660,rental,1399,open,,,2015-10-02,Encanto,314,PH
"20506 N 78th Way, Scottsdale, AZ 85255",3,2,1634,zillow_ph,http://www.zillow.com/homedetails/20506-N-78th-Way-Scottsdale-AZ-85255/7988687_zpid/,-111.912,33.6732,522.112,1998,,1,,,11663,rental,2200,open,,,2015-10-02,North Scottsdale,94,PH
"1312 N 41st Ave, Phoenix, AZ 85009",4,1,1000,zillow_ph,http://www.zillow.com/homedetails/1312-N-41st-Ave-Phoenix-AZ-85009/7506477_zpid/,-112.148,33.4628,327.249,1959,,1,,,11664,rental,895,closed,4,2015-10-06,2015-10-02,Maryvale,208,PH
"8626 W Gross Ave, Tolleson, AZ 85353",3,2,1835,zillow_ph,http://www.zillow.com/homedetails/8626-W-Gross-Ave-Tolleson-AZ-85353/59271465_zpid/,-112.246,33.4292,305.563,2003,,1,,,11665,rental,1275,closed,6,2015-10-08,2015-10-02,Estrella,157,PH
"17602 N 47th St, Phoenix, AZ 85032",4,2,1881,zillow_ph,http://www.zillow.com/homedetails/17602-N-47th-St-Phoenix-AZ-85032/8019201_zpid/,-111.98,33.6462,454.708,1992,,1,,,11667,rental,1600,open,,,2015-10-03,Paradise Valley,288,PH
"7246 E Medina Ave, Mesa, AZ 85209",3,2,1820,zillow_ph,http://www.zillow.com/homedetails/7246-E-Medina-Ave-Mesa-AZ-85209/8273065_zpid/,-111.678,33.3729,414.186,1995,,1,,,11671,rental,1550,open,,,2015-10-03,Southeast 0,119,PH
"9432 W Odeum Ln, Tolleson, AZ 85353",3,2,1461,zillow_ph,http://www.zillow.com/homedetails/9432-W-Odeum-Ln-Tolleson-AZ-85353/88788216_zpid/,-112.263,33.4115,302.505,2008,,1,,,11672,rental,1050,closed,3,2015-10-06,2015-10-03,Estrella,157,PH
"8639 W Columbus Ave, Phoenix, AZ 85037",4,2,1800,zillow_ph,http://www.zillow.com/homedetails/8639-W-Columbus-Ave-Phoenix-AZ-85037/7469983_zpid/,-112.245,33.4888,321.231,1973,,1,,,11674,rental,890,closed,5,2015-10-08,2015-10-03,Maryvale,208,PH
"8215 W Cheery Lynn Rd, Phoenix, AZ 85033",3,2,1240,zillow_ph,http://www.zillow.com/homedetails/8215-W-Cheery-Lynn-Rd-Phoenix-AZ-85033/7479773_zpid/,-112.236,33.4834,322.022,1968,,1,,,11678,rental,950,closed,3,2015-10-06,2015-10-03,Maryvale,208,PH
"10155 E Paradise Dr, Scottsdale, AZ 85260",5,4,4710,zillow_ph,http://www.zillow.com/homedetails/10155-E-Paradise-Dr-Scottsdale-AZ-85260/8049625_zpid/,-111.862,33.5947,431.167,1997,,1,,,11681,rental,1149000,closed,,2015-10-03,,North Scottsdale,94,PH
"2753 W Redwood Ln, Phoenix, AZ 85045",4,2,3152,zillow_ph,http://www.zillow.com/homedetails/2753-W-Redwood-Ln-Phoenix-AZ-85045/59265622_zpid/,-112.121,33.2922,336.21,2004,,1,,,11682,rental,1995,closed,5,2015-10-08,2015-10-03,Ahwatukee Foothills 0,274,PH
"7410 S 39th Dr, Phoenix, AZ 85041",3,2,1830,zillow_ph,http://www.zillow.com/homedetails/7410-S-39th-Dr-Phoenix-AZ-85041/55205769_zpid/,-112.143,33.3794,318.541,2001,,1,,,11683,rental,1100,closed,5,2015-10-08,2015-10-03,Laveen,158,PH
"1920 E Bell Rd UNIT 1138, Phoenix, AZ 85022",1,1,1344,zillow_ph,http://www.zillow.com/homedetails/1920-E-Bell-Rd-UNIT-1138-Phoenix-AZ-85022/71621330_zpid/,-112.041,33.6416,433.873,2006,,1,,,11685,rental,649,closed,5,2015-10-08,2015-10-03,Paradise Valley,288,PH
"2901 S El Marino, Mesa, AZ 85202",2,2,1106,zillow_ph,http://www.zillow.com/homedetails/2901-S-El-Marino-Mesa-AZ-85202/8171677_zpid/,-111.882,33.3622,365.552,1978,,1,,,11686,rental,1050,open,,,2015-10-03,Southwest,204,PH
"3942 E Patrick Ln, Phoenix, AZ 85050",4,2,3033,zillow_ph,http://www.zillow.com/homedetails/3942-E-Patrick-Ln-Phoenix-AZ-85050/67775984_zpid/,-111.989,33.6939,498.843,2004,,1,,,11689,rental,2995,closed,5,2015-10-08,2015-10-03,Desert View,273,PH
"6353 E Weldon Ave, Scottsdale, AZ 85251",3,2,2208,zillow_ph,http://www.zillow.com/homedetails/6353-E-Weldon-Ave-Scottsdale-AZ-85251/7567864_zpid/,-111.944,33.489,386.36,1958,,1,,,11691,rental,2800,open,,,2015-10-03,South Scottsdale,148,PH
"3007 N 71st Dr, Phoenix, AZ 85033",4,2,1452,zillow_ph,http://www.zillow.com/homedetails/3007-N-71st-Dr-Phoenix-AZ-85033/7469012_zpid/,-112.213,33.4825,326.522,1982,,1,,,11692,rental,975,open,,,2015-10-03,Maryvale,208,PH
"16040 N 17th Pl, Phoenix, AZ 85022",4,2,2691,zillow_ph,http://www.zillow.com/homedetails/16040-N-17th-Pl-Phoenix-AZ-85022/8004486_zpid/,-112.046,33.6328,434.08,1995,,1,,,11693,rental,2495,open,,,2015-10-03,Paradise Valley,288,PH
"7002 E Aster Dr, Scottsdale, AZ 85254",5,4,4045,zillow_ph,http://www.zillow.com/homedetails/7002-E-Aster-Dr-Scottsdale-AZ-85254/7868450_zpid/,-111.931,33.6031,427.825,1973,,1,,,11699,rental,4500,open,,,2015-10-04,Paradise Valley,288,PH
"4726 E Woburn Ln, Cave Creek, AZ 85331",4,2,2024,zillow_ph,http://www.zillow.com/homedetails/4726-E-Woburn-Ln-Cave-Creek-AZ-85331/60981648_zpid/,-111.98,33.7938,592.555,2003,,1,,,11700,rental,2200,closed,4,2015-10-08,2015-10-04,Desert View,273,PH
"2322 S Rogers UNIT 4, Mesa, AZ 85202",4,3,3269,zillow_ph,http://www.zillow.com/homedetails/2322-S-Rogers-UNIT-4-Mesa-AZ-85202/8252049_zpid/,-111.869,33.3733,366.83,1989,,1,,,11701,rental,2750,open,,,2015-10-04,Southwest,204,PH
"9311 E Keats Ave, Mesa, AZ 85209",3,2,1573,zillow_ph,http://www.zillow.com/homedetails/9311-E-Keats-Ave-Mesa-AZ-85209/52434571_zpid/,-111.634,33.3767,442.432,2000,,1,,,11702,rental,1295,closed,4,2015-10-08,2015-10-04,Southeast 0,119,PH
"2802 W Griswold Rd, Phoenix, AZ 85051",2,1,914,zillow_ph,http://www.zillow.com/homedetails/2802-W-Griswold-Rd-Phoenix-AZ-85051/7750911_zpid/,-112.119,33.557,369.059,1954,,1,,,11706,rental,825,closed,4,2015-10-08,2015-10-04,North Mountain,176,PH
"200 E Southern Ave UNIT 143, Tempe, AZ 85282",2,2,950,zillow_ph,http://www.zillow.com/homedetails/200-E-Southern-Ave-UNIT-143-Tempe-AZ-85282/68957559_zpid/,-111.938,33.3934,358.886,1986,,1,,,11707,rental,1100,closed,4,2015-10-08,2015-10-04,Mach 8,223,PH
"1804 N Sinova, Mesa, AZ 85205",3,2,1355,zillow_ph,http://www.zillow.com/homedetails/1804-N-Sinova-Mesa-AZ-85205/52424815_zpid/,-111.717,33.4482,427.37,2003,,1,,,11712,rental,1250,closed,4,2015-10-08,2015-10-04,Northeast 0,293,PH
"6907 E Grandview Dr, Scottsdale, AZ 85254",3,2,1229,zillow_ph,http://www.zillow.com/homedetails/6907-E-Grandview-Dr-Scottsdale-AZ-85254/8024348_zpid/,-111.931,33.635,458.204,1985,,1,,,11715,rental,1600,open,,,2015-10-04,Paradise Valley,288,PH
"2003 E Beautiful Ln, Phoenix, AZ 85042",3,2,1852,zillow_ph,http://www.zillow.com/homedetails/2003-E-Beautiful-Ln-Phoenix-AZ-85042/55273265_zpid/,-112.04,33.3757,366.971,2001,,1,,,11716,rental,1595,closed,4,2015-10-08,2015-10-04,South Mountain,151,PH
"306 W Montecito Ave, Phoenix, AZ 85013",2,1,1177,zillow_ph,http://www.zillow.com/homedetails/306-W-Montecito-Ave-Phoenix-AZ-85013/7770399_zpid/,-112.079,33.4996,340.653,1950,,1,,,11717,rental,1500,open,,,2015-10-04,Encanto,314,PH
"4150 E Cactus Rd UNIT 208, Phoenix, AZ 85032",2,2,942,zillow_ph,http://www.zillow.com/homedetails/4150-E-Cactus-Rd-UNIT-208-Phoenix-AZ-85032/7824287_zpid/,-111.993,33.5979,422.546,1981,,1,,,11719,rental,2200,open,,,2015-10-04,Paradise Valley,288,PH
"24629 N 39th Ave, Glendale, AZ 85310",3,2,1518,zillow_ph,http://www.zillow.com/homedetails/24629-N-39th-Ave-Glendale-AZ-85310/7931971_zpid/,-112.143,33.7107,429.793,1998,,1,,,11720,rental,1300,open,,,2015-10-04,Deer Valley,307,PH
"5124 E Avalon Dr, Phoenix, AZ 85018",4,2,1750,zillow_ph,http://www.zillow.com/homedetails/5124-E-Avalon-Dr-Phoenix-AZ-85018/92354272_zpid/,-111.971,33.483,373.578,1958,,1,,,11721,rental,2200,closed,4,2015-10-08,2015-10-04,Camelback East,133,PH
"8987 E Mescal St, Scottsdale, AZ 85260",3,2,1443,zillow_ph,http://www.zillow.com/homedetails/8987-E-Mescal-St-Scottsdale-AZ-85260/8058784_zpid/,-111.887,33.5863,420.827,1994,,1,,,11722,rental,1700,open,,,2015-10-04,North Scottsdale,94,PH
"4001 E Fairmount Ave, Phoenix, AZ 85018",2,1,1156,zillow_ph,http://www.zillow.com/homedetails/4001-E-Fairmount-Ave-Phoenix-AZ-85018/7564208_zpid/,-111.995,33.4927,368.476,1950,,1,,,11723,rental,1350,open,,,2015-10-04,Camelback East,133,PH
"1134 E Broadmor Dr, Tempe, AZ 85282",3,2,1512,zillow_ph,http://www.zillow.com/homedetails/1134-E-Broadmor-Dr-Tempe-AZ-85282/7596618_zpid/,-111.92,33.404,359.94,1965,,1,,,11725,rental,1200,closed,4,2015-10-08,2015-10-04,Hughes Acres,211,PH
"3249 E Kristal Way, Phoenix, AZ 85050",3,2,1370,zillow_ph,http://www.zillow.com/homedetails/3249-E-Kristal-Way-Phoenix-AZ-85050/7993479_zpid/,-112.012,33.6616,457.569,1998,,1,,,11726,rental,1395,open,,,2015-10-04,Paradise Valley,288,PH
"9466 N 106th Pl, Scottsdale, AZ 85258",3,2,1964,zillow_ph,http://www.zillow.com/homedetails/9466-N-106th-Pl-Scottsdale-AZ-85258/8054293_zpid/,-111.852,33.5733,421.541,1987,,1,,,11728,rental,3000,open,,,2015-10-04,North Scottsdale,94,PH
"1948 E Mitchell Dr, Phoenix, AZ 85016",3,2,1446,zillow_ph,http://www.zillow.com/homedetails/1948-E-Mitchell-Dr-Phoenix-AZ-85016/7540272_zpid/,-112.039,33.4887,345.741,1948,,1,,,11729,rental,1750,open,,,2015-10-04,Camelback East,133,PH
"26657 N Babbling Brook Dr, Phoenix, AZ 85083",3,2,1871,zillow_ph,http://www.zillow.com/homedetails/26657-N-Babbling-Brook-Dr-Phoenix-AZ-85083/81987318_zpid/,-112.174,33.7255,448.77,2007,,1,,,11730,rental,1500,closed,4,2015-10-08,2015-10-04,Deer Valley,307,PH
"4410 N 27th St UNIT 3, Phoenix, AZ 85016",2,2,1930,zillow_ph,http://www.zillow.com/homedetails/4410-N-27th-St-UNIT-3-Phoenix-AZ-85016/81957827_zpid/,-112.024,33.5006,358.902,2007,,1,,,12489,rental,2500,open,,,2015-10-01,Camelback East,133,PH
"3357 W Lone Cactus Dr, Phoenix, AZ 85027",3,2,1600,zillow_ph,http://www.zillow.com/homedetails/3357-W-Lone-Cactus-Dr-Phoenix-AZ-85027/7933716_zpid/,-112.133,33.6803,418.031,1997,,1,,,12490,rental,1295,open,,,2015-10-02,Deer Valley,307,PH
"4502 N 82nd St, Scottsdale, AZ 85251",3,2,1580,zillow_ph,http://www.zillow.com/homedetails/4502-N-82nd-St-Scottsdale-AZ-85251/7848753_zpid/,-111.905,33.5023,381.695,1960,,1,,,12493,rental,1450,open,,,2015-10-04,South Scottsdale,148,PH
"10825 N 43rd St, Phoenix, AZ 85028",4,2,1875,zillow_ph,http://www.zillow.com/homedetails/10825-N-43rd-St-Phoenix-AZ-85028/7827281_zpid/,-111.987,33.5851,425.394,1962,,1,,,12494,rental,1995,open,,,2015-10-04,Paradise Valley,288,PH
"3825 E Camelback Rd, Phoenix, AZ 85018",1,1,749,zillow_ph,http://www.zillow.com/homedetails/3825-E-Camelback-Rd-Phoenix-AZ-85018/2115396930_zpid/,-111.999,33.5095,379.389,,,1,,,12495,rental,870,closed,4,2015-10-08,2015-10-04,Camelback East,133,PH
"7811 S 5th Dr, Phoenix, AZ 85041",3,2,2350,zillow_ph,http://www.zillow.com/homedetails/7811-S-5th-Dr-Phoenix-AZ-85041/67782867_zpid/,-112.081,33.3761,357.154,2005,,1,,,12496,rental,1295,closed,4,2015-10-08,2015-10-04,South Mountain,151,PH
"1821 N 17th Ave, Phoenix, AZ 85007",3,1,1250,zillow_ph,http://www.zillow.com/homedetails/1821-N-17th-Ave-Phoenix-AZ-85007/7520324_zpid/,-112.095,33.4685,330.664,1941,,1,,,12497,rental,1300,open,,,2015-10-04,Encanto,314,PH
"14435 N 12th Pl, Phoenix, AZ 85022",2,2,1582,zillow_ph,http://www.zillow.com/homedetails/14435-N-12th-Pl-Phoenix-AZ-85022/8009129_zpid/,-112.055,33.618,447.647,1980,,1,,,12501,rental,1400,open,,,2015-10-05,North Mountain,176,PH
"2941 S Esmeralda, Mesa, AZ 85212",3,2,1870,zillow_ph,http://www.zillow.com/homedetails/2941-S-Esmeralda-Mesa-AZ-85212/29617684_zpid/,-111.611,33.3615,445.09,2000,,1,,,12502,rental,1350,closed,3,2015-10-08,2015-10-05,Southeast 0,119,PH
"5940 W Leiber Pl, Glendale, AZ 85310",3,2,1761,zillow_ph,http://www.zillow.com/homedetails/5940-W-Leiber-Pl-Glendale-AZ-85310/60979773_zpid/,-112.189,33.7054,423.016,2003,,1,,,12504,rental,1495,closed,3,2015-10-08,2015-10-05,Deer Valley,307,PH
"1741 W Desert Cove Ave APT 2, Phoenix, AZ 85029",2,1,800,zillow_ph,http://www.zillow.com/homedetails/1741-W-Desert-Cove-Ave-APT-2-Phoenix-AZ-85029/2100935591_zpid/,-112.097,33.5854,385.021,1950,,1,,,12508,rental,699,closed,3,2015-10-08,2015-10-05,North Mountain,176,PH
"7529 S 14th St, Phoenix, AZ 85042",3,2,1464,zillow_ph,http://www.zillow.com/homedetails/7529-S-14th-St-Phoenix-AZ-85042/60047842_zpid/,-112.051,33.3781,358.635,2003,,1,,,12514,rental,1170,closed,3,2015-10-08,2015-10-05,South Mountain,151,PH
"10084 E Graythorn Dr, Scottsdale, AZ 85262",3,3,2292,zillow_ph,http://www.zillow.com/homedetails/10084-E-Graythorn-Dr-Scottsdale-AZ-85262/8079242_zpid/,-111.864,33.8427,891.554,1994,,1,,,12515,rental,5000,open,,,2015-10-05,Pinnacle Peak,191,PH
"5119 E Juniper Ave, Scottsdale, AZ 85254",4,2,2298,zillow_ph,http://www.zillow.com/homedetails/5119-E-Juniper-Ave-Scottsdale-AZ-85254/8020805_zpid/,-111.97,33.6389,452.759,1997,,1,,,12519,rental,2300,open,,,2015-10-05,Paradise Valley,288,PH
"6908 E Pearl St, Mesa, AZ 85207",5,3,2475,zillow_ph,http://www.zillow.com/homedetails/6908-E-Pearl-St-Mesa-AZ-85207/67716576_zpid/,-111.678,33.4707,486.976,2005,,1,,,12520,rental,1750,closed,3,2015-10-08,2015-10-05,Northeast 0,293,PH
