,address,ypred,list,gain-loss,gain-loss%,url
956988,"3145 W Tyson Pl, Chandler, AZ 85226 ",396597.03125,399000,-2402.96875,-0.006022478070175419,https://www.zillow.com/homedetails/3145-W-Tyson-Pl-Chandler-AZ-85226/8265633_zpid/
7430238,"3009 W Gail Rd, Phoenix, AZ 85029 ",207595.8125,210000,-2404.1875,-0.011448511904761927,https://www.zillow.com/homedetails/3009-W-Gail-Rd-Phoenix-AZ-85029/7739806_zpid/
7458745,"101 Almanor Dr, Vacaville, CA 95687 ",347494.84375,349900,-2405.15625,-0.006873838953986855,https://www.zillow.com/homedetails/101-Almanor-Dr-Vacaville-CA-95687/15707810_zpid/
1849146,"25500 W Baseline Rd, Buckeye, AZ 85326 ",332585.03125,335000,-2414.96875,-0.007208861940298461,https://www.zillow.com/homedetails/25500-W-Baseline-Rd-Buckeye-AZ-85326/2097214810_zpid/
1918400,"3020 Stern Dr, Las Vegas, NV 89117 ",397468.03125,399900,-2431.96875,-0.006081442235558843,https://www.zillow.com/homedetails/3020-Stern-Dr-Las-Vegas-NV-89117/7113987_zpid/
7445594,"14221 W Parkland Dr, Sun City West, AZ 85375 ",232554.65625,235000,-2445.34375,-0.010405718085106375,https://www.zillow.com/homedetails/14221-W-Parkland-Dr-Sun-City-West-AZ-85375/8115137_zpid/
7448569,"1255 E 1st St, Mesa, AZ 85203 ",247531.359375,250000,-2468.640625,-0.009874562499999961,https://www.zillow.com/homedetails/1255-E-1st-St-Mesa-AZ-85203/7623884_zpid/
69589,"3533 E Wildhorse Dr, Gilbert, AZ 85297 ",362526.4375,365000,-2473.5625,-0.006776883561643854,https://www.zillow.com/homedetails/3533-E-Wildhorse-Dr-Gilbert-AZ-85297/50198280_zpid/
3551314,"1209 Daytona Ln, Las Vegas, NV 89117 ",284525.59375,287000,-2474.40625,-0.008621624564459918,https://www.zillow.com/homedetails/1209-Daytona-Ln-Las-Vegas-NV-89117/7111281_zpid/
7377070,"13514 N Poppy St, El Mirage, AZ 85335 ",144493.671875,147000,-2506.328125,-0.017049851190476195,https://www.zillow.com/homedetails/13514-N-Poppy-St-El-Mirage-AZ-85335/8296852_zpid/
23545,"7005 S 21st Ln, Phoenix, AZ 85041 ",192490.875,195000,-2509.125,-0.012867307692307706,https://www.zillow.com/homedetails/7005-S-21st-Ln-Phoenix-AZ-85041/60976657_zpid/
337033,"14035 N 8th Pl, Phoenix, AZ 85022 ",315462.0,318000,-2538.0,-0.007981132075471686,https://www.zillow.com/homedetails/14035-N-8th-Pl-Phoenix-AZ-85022/8008863_zpid/
193602,"2440 W Roeser Rd, Phoenix, AZ 85041 ",177361.828125,179900,-2538.171875,-0.014108793079488646,https://www.zillow.com/homedetails/2440-W-Roeser-Rd-Phoenix-AZ-85041/67774037_zpid/
416391,"4510 W Beryl Ave, Glendale, AZ 85302 ",206260.609375,208800,-2539.390625,-0.012161832495210745,https://www.zillow.com/homedetails/4510-W-Beryl-Ave-Glendale-AZ-85302/7729066_zpid/
6765632,"7712 Villa Andrade Ave, Las Vegas, NV 89131 ",331354.5,333900,-2545.5,-0.0076235399820305805,https://www.zillow.com/homedetails/7712-Villa-Andrade-Ave-Las-Vegas-NV-89131/59431584_zpid/
1314994,"3867 E Palmer St, Gilbert, AZ 85298 ",207337.875,209900,-2562.125,-0.012206407813244446,https://www.zillow.com/homedetails/3867-E-Palmer-St-Gilbert-AZ-85298/67771936_zpid/
591857,"2914 S Valle Verde, Mesa, AZ 85212 ",242427.765625,245000,-2572.234375,-0.01049891581632656,https://www.zillow.com/homedetails/2914-S-Valle-Verde-Mesa-AZ-85212/30795141_zpid/
7412543,"4214 SW Vesta St, Portland, OR 97219 ",322423.5,325000,-2576.5,-0.007927692307692302,https://www.zillow.com/homedetails/4214-SW-Vesta-St-Portland-OR-97219/53983120_zpid/
7446803,"7137 Estrella De Mar Ave, Las Vegas, NV 89131 ",237387.59375,240000,-2612.40625,-0.010885026041666634,https://www.zillow.com/homedetails/7137-Estrella-De-Mar-Ave-Las-Vegas-NV-89131/61741722_zpid/
1918430,"3127 Lido Isle Ct, Las Vegas, NV 89117 ",240271.640625,242900,-2628.359375,-0.010820746706463602,https://www.zillow.com/homedetails/3127-Lido-Isle-Ct-Las-Vegas-NV-89117/7116136_zpid/
1693805,"14206 W Desert Glen Dr, Sun City West, AZ 85375 ",336355.4375,339000,-2644.5625,-0.007801069321533904,https://www.zillow.com/homedetails/14206-W-Desert-Glen-Dr-Sun-City-West-AZ-85375/8116503_zpid/
478746,"1830 N 64th Ln, Phoenix, AZ 85035 ",127141.0625,129800,-2658.9375,-0.02048488058551623,https://www.zillow.com/homedetails/1830-N-64th-Ln-Phoenix-AZ-85035/7490563_zpid/
7365432,"24419 W Sheraton Ln, Buckeye, AZ 85326 ",183220.046875,185900,-2679.953125,-0.014416100726196923,https://www.zillow.com/homedetails/24419-W-Sheraton-Ln-Buckeye-AZ-85326/95158243_zpid/
2024628,"320 Princeton St, Las Vegas, NV 89107 ",137315.5,139999,-2683.5,-0.019167994057100457,https://www.zillow.com/homedetails/320-Princeton-St-Las-Vegas-NV-89107/6959453_zpid/
417003,"4641 W Eva St, Glendale, AZ 85302 ",146798.828125,149500,-2701.171875,-0.018068039297658878,https://www.zillow.com/homedetails/4641-W-Eva-St-Glendale-AZ-85302/7729697_zpid/
588987,"11430 E Prairie Ave, Mesa, AZ 85212 ",282183.28125,284900,-2716.71875,-0.009535692348192293,https://www.zillow.com/homedetails/11430-E-Prairie-Ave-Mesa-AZ-85212/52432968_zpid/
362994,"29001 N 51st Pl, Cave Creek, AZ 85331 ",347155.78125,349900,-2744.21875,-0.007842865818805334,https://www.zillow.com/homedetails/29001-N-51st-Pl-Cave-Creek-AZ-85331/81982255_zpid/
683948,"9516 E Jan Ave, Mesa, AZ 85209 ",317126.1875,319900,-2773.8125,-0.008670873710534543,https://www.zillow.com/homedetails/9516-E-Jan-Ave-Mesa-AZ-85209/8090470_zpid/
62728,"39924 N Thunder Hills Ln, Anthem, AZ 85086 ",232219.078125,235000,-2780.921875,-0.01183371010638301,https://www.zillow.com/homedetails/39924-N-Thunder-Hills-Ln-Anthem-AZ-85086/67785838_zpid/
7426842,"2514 Barclay Ave, Union City, CA 94587 ",182075.5625,184888,-2812.4375,-0.015211574034009745,https://www.zillow.com/homedetails/2514-Barclay-Ave-Union-City-CA-94587/24996178_zpid/
4543583,"456 W 12th St, Pittsburg, CA 94565 ",346176.4375,349000,-2823.5625,-0.008090436962750691,https://www.zillow.com/homedetails/456-W-12th-St-Pittsburg-CA-94565/18322260_zpid/
3647208,"2416 Sterling Heights Dr, Las Vegas, NV 89134 ",311175.8125,314000,-2824.1875,-0.00899422770700642,https://www.zillow.com/homedetails/2416-Sterling-Heights-Dr-Las-Vegas-NV-89134/6943832_zpid/
7453637,"12343 NE Knott St, Portland, OR 97230 ",372168.78125,375000,-2831.21875,-0.007549916666666712,https://www.zillow.com/homedetails/12343-NE-Knott-St-Portland-OR-97230/53912082_zpid/
1547811,"25238 S Buttonwood Dr, Sun Lakes, AZ 85248 ",326151.375,329000,-2848.625,-0.008658434650455904,https://www.zillow.com/homedetails/25238-S-Buttonwood-Dr-Sun-Lakes-AZ-85248/8223867_zpid/
1703630,"19003 N 132nd Ave, Sun City West, AZ 85375 ",327041.71875,329900,-2858.28125,-0.008664083813276768,https://www.zillow.com/homedetails/19003-N-132nd-Ave-Sun-City-West-AZ-85375/8108331_zpid/
4446427,"176 N Broadway, Bay Point, CA 94565 ",346135.625,349000,-2864.375,-0.00820737822349571,https://www.zillow.com/homedetails/176-N-Broadway-Bay-Point-CA-94565/18333706_zpid/
1845927,"1741 S Clearview Ave, Mesa, AZ 85209 ",237125.203125,240000,-2874.796875,-0.011978320312500013,http://www.zillow.com/homedetails/1741-S-Clearview-Ave-Mesa-AZ-85209/8074826_zpid/
7411716,"9830 E Coopers Hawk Dr, Sun Lakes, AZ 85248 ",266624.8125,269500,-2875.1875,-0.010668599257884992,https://www.zillow.com/homedetails/9830-E-Coopers-Hawk-Dr-Sun-Lakes-AZ-85248/67776994_zpid/
7451561,"11025 N 45th Ln, Glendale, AZ 85304 ",216124.21875,219000,-2875.78125,-0.013131421232876694,https://www.zillow.com/homedetails/11025-N-45th-Ln-Glendale-AZ-85304/7727907_zpid/
2075100,"725 Worthshire St, Houston, TX 77008 ",265112.53125,268000,-2887.46875,-0.010774137126865702,https://www.zillow.com/homedetails/725-Worthshire-St-Houston-TX-77008/28246885_zpid/
1231943,"4141 E Redfield Ave, Gilbert, AZ 85234 ",372094.96875,375000,-2905.03125,-0.0077467500000000244,https://www.zillow.com/homedetails/4141-E-Redfield-Ave-Gilbert-AZ-85234/55451427_zpid/
2456699,"35 Versante Ct, Houston, TX 77070 ",206092.140625,209000,-2907.859375,-0.013913202751196119,https://www.zillow.com/homedetails/35-Versante-Ct-Houston-TX-77070/80522121_zpid/
4371432,"676 Stone Harbour Dr, Pittsburg, CA 94565 ",362028.0,365000,-2972.0,-0.0081424657534247,https://www.zillow.com/homedetails/676-Stone-Harbour-Dr-Pittsburg-CA-94565/18315695_zpid/
5218133,"1757 Leisure World, Mesa, AZ 85206 ",181923.484375,184900,-2976.515625,-0.016097975256895602,https://www.zillow.com/homedetails/1757-Leisure-World-Mesa-AZ-85206/7666147_zpid/
7399437,"2221 W Anderson Ave, Phoenix, AZ 85023 ",272022.09375,275000,-2977.90625,-0.010828750000000054,https://www.zillow.com/homedetails/2221-W-Anderson-Ave-Phoenix-AZ-85023/7963850_zpid/
7459179,"2638 E Holmes Ave, Mesa, AZ 85204 ",216973.3125,220000,-3026.6875,-0.013757670454545456,https://www.zillow.com/homedetails/2638-E-Holmes-Ave-Mesa-AZ-85204/92347340_zpid/
7458256,"1730 NE 169th Ave, Portland, OR 97230 ",316904.5,319950,-3045.5,-0.009518674792936443,https://www.zillow.com/homedetails/1730-NE-169th-Ave-Portland-OR-97230/53995650_zpid/
7446874,"4520 E Hopi Ave, Mesa, AZ 85206 ",226842.40625,229900,-3057.59375,-0.013299668334058268,https://www.zillow.com/homedetails/4520-E-Hopi-Ave-Mesa-AZ-85206/7650819_zpid/
5063506,"7627 Alperton Dr, Houston, TX 77088 ",132821.703125,135900,-3078.296875,-0.022651191133186144,https://www.zillow.com/homedetails/7627-Alperton-Dr-Houston-TX-77088/28261539_zpid/
52236,"2909 E Liberty Ln, Phoenix, AZ 85048 ",386720.84375,389800,-3079.15625,-0.007899323370959443,https://www.zillow.com/homedetails/2909-E-Liberty-Ln-Phoenix-AZ-85048/8158787_zpid/
7413651,"161 S 42nd St, Richmond, CA 94804 ",296894.53125,300000,-3105.46875,-0.010351562500000022,https://www.zillow.com/homedetails/161-S-42nd-St-Richmond-CA-94804/18534314_zpid/
7427673,"24 Gonda St, Royal Oaks, CA 95076 ",366793.5,369900,-3106.5,-0.00839821573398214,https://www.zillow.com/homedetails/24-Gonda-St-Royal-Oaks-CA-95076/19360285_zpid/
7436878,"15750 Asbury Park, Detroit, MI 48227 ",65891.6484375,69000,-3108.3515625,-0.04504857336956525,https://www.zillow.com/homedetails/15750-Asbury-Park-Detroit-MI-48227/88317796_zpid/
7451381,"11033 W Granada Rd, Avondale, AZ 85392 ",226880.609375,230000,-3119.390625,-0.01356256793478261,https://www.zillow.com/homedetails/11033-W-Granada-Rd-Avondale-AZ-85392/7473086_zpid/
3644492,"6021 Port Of Dreams Dr, Las Vegas, NV 89130 ",376474.96875,379632,-3157.03125,-0.008316030392590767,https://www.zillow.com/homedetails/6021-Port-Of-Dreams-Dr-Las-Vegas-NV-89130/52224398_zpid/
919917,"22499 W Antelope Trl, Buckeye, AZ 85326 ",174333.6875,177500,-3166.3125,-0.017838380281690158,https://www.zillow.com/homedetails/22499-W-Antelope-Trl-Buckeye-AZ-85326/71610470_zpid/
1907061,"6855 Donald Nelson Ave, Las Vegas, NV 89131 ",395828.0625,399000,-3171.9375,-0.007949718045112797,https://www.zillow.com/homedetails/6855-Donald-Nelson-Ave-Las-Vegas-NV-89131/6891054_zpid/
7419447,"657 N Pleasant Dr, Chandler, AZ 85225 ",246710.84375,249900,-3189.15625,-0.012761729691876722,https://www.zillow.com/homedetails/657-N-Pleasant-Dr-Chandler-AZ-85225/8186319_zpid/
7410685,"3117 E Glenrosa Ave, Phoenix, AZ 85016 ",321788.84375,325000,-3211.15625,-0.00988048076923076,https://www.zillow.com/homedetails/3117-E-Glenrosa-Ave-Phoenix-AZ-85016/2095336312_zpid/
694706,"3407 W Abraham Ln, Phoenix, AZ 85027 ",256782.1875,259995,-3212.8125,-0.012357208792476815,https://www.zillow.com/homedetails/3407-W-Abraham-Ln-Phoenix-AZ-85027/7933758_zpid/
498244,"6903 W Vernon Ave, Phoenix, AZ 85035 ",113786.5546875,117000,-3213.4453125,-0.027465344551282023,https://www.zillow.com/homedetails/6903-W-Vernon-Ave-Phoenix-AZ-85035/7475532_zpid/
772684,"4860 E Princess Dr, Mesa, AZ 85205 ",221681.1875,224900,-3218.8125,-0.01431219430858155,https://www.zillow.com/homedetails/4860-E-Princess-Dr-Mesa-AZ-85205/7659971_zpid/
7450759,"7124 Sea Orchard St, Las Vegas, NV 89131 ",336747.09375,340000,-3252.90625,-0.009567371323529361,https://www.zillow.com/homedetails/7124-Sea-Orchard-St-Las-Vegas-NV-89131/2094961654_zpid/
590639,"11551 E Starkey Ave, Mesa, AZ 85212 ",221742.984375,225000,-3257.015625,-0.014475624999999992,https://www.zillow.com/homedetails/11551-E-Starkey-Ave-Mesa-AZ-85212/71617155_zpid/
1215245,"1520 E Park Ave, Gilbert, AZ 85234 ",311734.25,315000,-3265.75,-0.010367460317460275,https://www.zillow.com/homedetails/1520-E-Park-Ave-Gilbert-AZ-85234/8236226_zpid/
7425031,"2697 N 73rd Gln, Phoenix, AZ 85035 ",221722.859375,225000,-3277.140625,-0.014565069444444467,https://www.zillow.com/homedetails/2697-N-73rd-Gln-Phoenix-AZ-85035/95183694_zpid/
7427753,"10924 W 2ND St, Avondale, AZ 85323 ",81717.84375,85000,-3282.15625,-0.03861360294117644,https://www.zillow.com/homedetails/10924-W-2ND-St-Avondale-AZ-85323/7460474_zpid/
445241,"2615 N 123rd Ave, Avondale, AZ 85392 ",201602.359375,204900,-3297.640625,-0.016093902513421132,https://www.zillow.com/homedetails/2615-N-123rd-Ave-Avondale-AZ-85392/8304203_zpid/
7471677,"6613 Plumflower Ln, Las Vegas, NV 89108 ",75699.2578125,79000,-3300.7421875,-0.04178154667721523,https://www.zillow.com/homedetails/6613-Plumflower-Ln-Las-Vegas-NV-89108/81823859_zpid/
7420570,"19406 N Welk Dr, Sun City, AZ 85373 ",196596.03125,199900,-3303.96875,-0.016528107803901904,https://www.zillow.com/homedetails/19406-N-Welk-Dr-Sun-City-AZ-85373/7893822_zpid/
7450749,"3104 S Brandywood, Mesa, AZ 85212 ",311659.4375,315000,-3340.5625,-0.010604960317460277,https://www.zillow.com/homedetails/3104-S-Brandywood-Mesa-AZ-85212/2094957893_zpid/
1196708,"834 W Royal Palms Dr, Gilbert, AZ 85233 ",346648.21875,349990,-3341.78125,-0.009548219234835287,https://www.zillow.com/homedetails/834-W-Royal-Palms-Dr-Gilbert-AZ-85233/8202566_zpid/
999689,"2301 E Wildhorse Pl, Chandler, AZ 85286 ",231656.9375,235000,-3343.0625,-0.014225797872340462,https://www.zillow.com/homedetails/2301-E-Wildhorse-Pl-Chandler-AZ-85286/8209638_zpid/
7429920,"2219 Santa Ana Dr, Fairfield, CA 94533 ",261645.859375,265000,-3354.140625,-0.012657134433962214,https://www.zillow.com/homedetails/2219-Santa-Ana-Dr-Fairfield-CA-94533/15648858_zpid/
7484910,"555 E Franklin Ave, Mesa, AZ 85204 ",200645.21875,204000,-3354.78125,-0.016445006127451034,https://www.zillow.com/homedetails/555-E-Franklin-Ave-Mesa-AZ-85204/7630737_zpid/
7472047,"3032 Pier Harbor Dr, Las Vegas, NV 89117 ",376639.875,380000,-3360.125,-0.008842434210526329,https://www.zillow.com/homedetails/3032-Pier-Harbor-Dr-Las-Vegas-NV-89117/7112914_zpid/
5228782,"845 Leisure World, Mesa, AZ 85206 ",185532.9375,188900,-3367.0625,-0.01782457649550029,https://www.zillow.com/homedetails/845-Leisure-World-Mesa-AZ-85206/7674603_zpid/
7438789,"2340 Honeybee Meadow Way, Las Vegas, NV 89134 ",305613.09375,309000,-3386.90625,-0.010960861650485487,https://www.zillow.com/homedetails/2340-Honeybee-Meadow-Way-Las-Vegas-NV-89134/6940528_zpid/
5233121,"85 S 224TH Ave, Buckeye, AZ 85326 ",204504.4375,207900,-3395.5625,-0.016332671957671963,https://www.zillow.com/homedetails/85-S-224TH-Ave-Buckeye-AZ-85326/95145435_zpid/
564742,"10502 E Posada Ave, Mesa, AZ 85212 ",311586.78125,315000,-3413.21875,-0.010835615079365035,https://www.zillow.com/homedetails/10502-E-Posada-Ave-Mesa-AZ-85212/50199935_zpid/
308969,"41236 N Rolling Green Way, Anthem, AZ 85086 ",275561.75,279000,-3438.25,-0.012323476702508995,https://www.zillow.com/homedetails/41236-N-Rolling-Green-Way-Anthem-AZ-85086/55263977_zpid/
7470645,"14118 Manderly Dr, Houston, TX 77077 ",351552.71875,355000,-3447.28125,-0.009710651408450732,https://www.zillow.com/homedetails/14118-Manderly-Dr-Houston-TX-77077/28433548_zpid/
7427245,"2862 E Dragoon Ave, Mesa, AZ 85204 ",206051.171875,209500,-3448.828125,-0.016462186754176655,https://www.zillow.com/homedetails/2862-E-Dragoon-Ave-Mesa-AZ-85204/7645974_zpid/
1237571,"736 N Pebble St, Gilbert, AZ 85234 ",361438.84375,364900,-3461.15625,-0.009485218553028196,https://www.zillow.com/homedetails/736-N-Pebble-St-Gilbert-AZ-85234/8269845_zpid/
3554365,"3001 Pelican Beach Dr, Las Vegas, NV 89117 ",266031.6875,269500,-3468.3125,-0.012869434137291247,https://www.zillow.com/homedetails/3001-Pelican-Beach-Dr-Las-Vegas-NV-89117/7113877_zpid/
1536121,"10537 E Cedar Waxwing Dr, Sun Lakes, AZ 85248 ",363916.46875,367400,-3483.53125,-0.009481576619488341,https://www.zillow.com/homedetails/10537-E-Cedar-Waxwing-Dr-Sun-Lakes-AZ-85248/8214995_zpid/
3558392,"8645 Caribbean Ct, Las Vegas, NV 89117 ",256506.15625,260000,-3493.84375,-0.013437860576923089,https://www.zillow.com/homedetails/8645-Caribbean-Ct-Las-Vegas-NV-89117/7116486_zpid/
410606,"4846 W Desert Cove Ave, Glendale, AZ 85304 ",208505.6875,212000,-3494.3125,-0.016482606132075417,https://www.zillow.com/homedetails/4846-W-Desert-Cove-Ave-Glendale-AZ-85304/7728107_zpid/
7437528,"3963 Zodiacal Light St, Las Vegas, NV 89129 ",213998.90625,217500,-3501.09375,-0.016096982758620704,https://www.zillow.com/homedetails/3963-Zodiacal-Light-St-Las-Vegas-NV-89129/123489142_zpid/
7419289,"13934 Lakeside Terrace Dr, Houston, TX 77044 ",281493.1875,285000,-3506.8125,-0.012304605263157908,https://www.zillow.com/homedetails/13934-Lakeside-Terrace-Dr-Houston-TX-77044/28049837_zpid/
7487375,"6809 Elm Creek Dr, Las Vegas, NV 89108 ",191371.203125,194900,-3528.796875,-0.018105679194458713,https://www.zillow.com/homedetails/6809-Elm-Creek-Dr-Las-Vegas-NV-89108/6930531_zpid/
7451563,"3044 W Corrine Dr, Phoenix, AZ 85029 ",196370.3125,199900,-3529.6875,-0.017657266133066507,https://www.zillow.com/homedetails/3044-W-Corrine-Dr-Phoenix-AZ-85029/92347270_zpid/
1535585,"10410 E Flintlock Dr, Sun Lakes, AZ 85248 ",235427.078125,239000,-3572.921875,-0.01494946391213392,https://www.zillow.com/homedetails/10410-E-Flintlock-Dr-Sun-Lakes-AZ-85248/8217088_zpid/
763448,"5315 E Dodge St, Mesa, AZ 85205 ",169323.34375,172900,-3576.65625,-0.020686270965876274,https://www.zillow.com/homedetails/5315-E-Dodge-St-Mesa-AZ-85205/7662626_zpid/
933809,"25568 W Forest Grove Ave, Buckeye, AZ 85326 ",191395.9375,195000,-3604.0625,-0.018482371794871777,https://www.zillow.com/homedetails/25568-W-Forest-Grove-Ave-Buckeye-AZ-85326/67797177_zpid/
7477324,"2014 E Villa Maria Dr, Phoenix, AZ 85022 ",381390.46875,385000,-3609.53125,-0.00937540584415586,https://www.zillow.com/homedetails/2014-E-Villa-Maria-Dr-Phoenix-AZ-85022/81966287_zpid/
3653159,"4828 Braeburn Dr, Las Vegas, NV 89130 ",221286.015625,224900,-3613.984375,-0.01606929468652729,https://www.zillow.com/homedetails/4828-Braeburn-Dr-Las-Vegas-NV-89130/6904993_zpid/
1951310,"6919 Log Hollow Dr, Houston, TX 77088 ",76380.0625,80000,-3619.9375,-0.045249218749999986,https://www.zillow.com/homedetails/6919-Log-Hollow-Dr-Houston-TX-77088/28399878_zpid/
7439945,"538 W Tumbleweed Rd, Gilbert, AZ 85233 ",275368.46875,279000,-3631.53125,-0.013016241039426557,https://www.zillow.com/homedetails/538-W-Tumbleweed-Rd-Gilbert-AZ-85233/8179668_zpid/
6791795,"3936 Beverly Elms St, Las Vegas, NV 89129 ",201321.828125,205000,-3678.171875,-0.01794230182926826,https://www.zillow.com/homedetails/3936-Beverly-Elms-St-Las-Vegas-NV-89129/83921922_zpid/
7488641,"7737 Whispering River St, Las Vegas, NV 89131 ",239317.203125,243000,-3682.796875,-0.015155542695473256,https://www.zillow.com/homedetails/7737-Whispering-River-St-Las-Vegas-NV-89131/58770400_zpid/
4571452,"285 Frigate Ct, Pittsburg, CA 94565 ",386300.6875,390000,-3699.3125,-0.00948541666666669,https://www.zillow.com/homedetails/285-Frigate-Ct-Pittsburg-CA-94565/18332797_zpid/
7433027,"10352 W Devonshire Ave, Phoenix, AZ 85037 ",188794.65625,192500,-3705.34375,-0.019248538961038952,https://www.zillow.com/homedetails/10352-W-Devonshire-Ave-Phoenix-AZ-85037/95131190_zpid/
398367,"4149 W Wethersfield Rd, Phoenix, AZ 85029 ",211288.390625,215000,-3711.609375,-0.017263299418604605,https://www.zillow.com/homedetails/4149-W-Wethersfield-Rd-Phoenix-AZ-85029/7742671_zpid/
393646,"7034 N 28th Dr, Phoenix, AZ 85051 ",194784.171875,198500,-3715.828125,-0.018719537153652377,https://www.zillow.com/homedetails/7034-N-28th-Dr-Phoenix-AZ-85051/7757324_zpid/
923441,"23035 W Mohave St, Buckeye, AZ 85326 ",164240.671875,168000,-3759.328125,-0.022376953124999988,https://www.zillow.com/homedetails/23035-W-Mohave-St-Buckeye-AZ-85326/62739437_zpid/
7451971,"2719 E Augusta Ave, Chandler, AZ 85249 ",291225.09375,295000,-3774.90625,-0.01279629237288138,https://www.zillow.com/homedetails/2719-E-Augusta-Ave-Chandler-AZ-85249/2094951624_zpid/
7471783,"2701 Bonita Ave, Antioch, CA 94509 ",266223.25,270000,-3776.75,-0.013987962962963008,https://www.zillow.com/homedetails/2701-Bonita-Ave-Antioch-CA-94509/18309331_zpid/
7412491,"5428 Escallonia St, Las Vegas, NV 89149 ",321104.71875,324888,-3783.28125,-0.011644878388860191,https://www.zillow.com/homedetails/5428-Escallonia-St-Las-Vegas-NV-89149/6899563_zpid/
958057,"3433 W Barcelona Dr, Chandler, AZ 85226 ",214085.1875,217900,-3814.8125,-0.017507170720513998,https://www.zillow.com/homedetails/3433-W-Barcelona-Dr-Chandler-AZ-85226/8263792_zpid/
1041006,"4483 E Desert Sands Dr, Chandler, AZ 85249 ",389681.15625,393500,-3818.84375,-0.009704812579415467,https://www.zillow.com/homedetails/4483-E-Desert-Sands-Dr-Chandler-AZ-85249/59257833_zpid/
7452718,"4998 S 246TH Ln, Buckeye, AZ 85326 ",190080.90625,193900,-3819.09375,-0.01969620293965957,https://www.zillow.com/homedetails/4998-S-246TH-Ln-Buckeye-AZ-85326/95099671_zpid/
6896293,"1336 Fox Acres Dr, Las Vegas, NV 89134 ",356079.625,359900,-3820.375,-0.010615101417060346,https://www.zillow.com/homedetails/1336-Fox-Acres-Dr-Las-Vegas-NV-89134/6969027_zpid/
1949148,"7760 Patina Threads Ct, Las Vegas, NV 89149 ",201163.921875,205000,-3836.078125,-0.018712576219512167,https://www.zillow.com/homedetails/7760-Patina-Threads-Ct-Las-Vegas-NV-89149/124177547_zpid/
395076,"3714 W Aster Dr, Phoenix, AZ 85029 ",146059.078125,149900,-3840.921875,-0.02562322798532357,https://www.zillow.com/homedetails/3714-W-Aster-Dr-Phoenix-AZ-85029/7742826_zpid/
6796948,"7948 Constantinople Ave, Las Vegas, NV 89129 ",286053.96875,289900,-3846.03125,-0.013266751466022741,https://www.zillow.com/homedetails/7948-Constantinople-Ave-Las-Vegas-NV-89129/6928429_zpid/
7435559,"110 S 224TH Ave, Buckeye, AZ 85326 ",203041.578125,206900,-3858.421875,-0.018648728250362456,https://www.zillow.com/homedetails/110-S-224TH-Ave-Buckeye-AZ-85326/95087884_zpid/
7469996,"12726 W Mesa Verde Dr, Sun City West, AZ 85375 ",171117.84375,175000,-3882.15625,-0.022183749999999947,https://www.zillow.com/homedetails/12726-W-Mesa-Verde-Dr-Sun-City-West-AZ-85375/8110269_zpid/
7455942,"6033 S 13th Ave, Phoenix, AZ 85041 ",180999.375,184900,-3900.625,-0.02109586262844776,https://www.zillow.com/homedetails/6033-S-13th-Ave-Phoenix-AZ-85041/2094915225_zpid/
1695542,"14502 W Huron Dr, Sun City West, AZ 85375 ",365974.46875,369900,-3925.53125,-0.010612412138415794,https://www.zillow.com/homedetails/14502-W-Huron-Dr-Sun-City-West-AZ-85375/8118278_zpid/
7452716,"24647 W Romley Rd, Buckeye, AZ 85326 ",188969.390625,192900,-3930.609375,-0.02037640940902019,https://www.zillow.com/homedetails/24647-W-Romley-Rd-Buckeye-AZ-85326/95137029_zpid/
7386545,"236 N Apache Rd, Buckeye, AZ 85326 ",175951.015625,179900,-3948.984375,-0.02195099708171211,https://www.zillow.com/homedetails/236-N-Apache-Rd-Buckeye-AZ-85326/8313972_zpid/
17234,"2824 W Orangewood Ave, Phoenix, AZ 85051 ",191040.828125,195000,-3959.171875,-0.020303445512820484,https://www.zillow.com/homedetails/2824-W-Orangewood-Ave-Phoenix-AZ-85051/7755919_zpid/
1682129,"12740 W Junipero Dr, Sun City West, AZ 85375 ",255924.453125,259900,-3975.546875,-0.0152964481531358,https://www.zillow.com/homedetails/12740-W-Junipero-Dr-Sun-City-West-AZ-85375/67799571_zpid/
7470460,"1337 E Charleston Ave, Phoenix, AZ 85022 ",275003.1875,279000,-3996.8125,-0.014325492831541164,https://www.zillow.com/homedetails/1337-E-Charleston-Ave-Phoenix-AZ-85022/8001883_zpid/
337488,"1424 E Le Marche Ave, Phoenix, AZ 85022 ",218999.78125,223000,-4000.21875,-0.017938200672645732,https://www.zillow.com/homedetails/1424-E-Le-Marche-Ave-Phoenix-AZ-85022/8003944_zpid/
1071779,"1471 E Monterey St, Chandler, AZ 85225 ",376995.21875,381000,-4004.78125,-0.010511236876640462,https://www.zillow.com/homedetails/1471-E-Monterey-St-Chandler-AZ-85225/8283027_zpid/
307767,"40014 N Integrity Trl, Anthem, AZ 85086 ",332981.5625,337000,-4018.4375,-0.011924146884273013,https://www.zillow.com/homedetails/40014-N-Integrity-Trl-Anthem-AZ-85086/55264339_zpid/
1706306,"20443 N 135th Ave, Sun City West, AZ 85375 ",295877.90625,299900,-4022.09375,-0.013411449649883278,https://www.zillow.com/homedetails/20443-N-135th-Ave-Sun-City-West-AZ-85375/8107344_zpid/
1858107,"14417 W White Rock Dr, Sun City West, AZ 85375 ",252915.125,257000,-4084.875,-0.015894455252918327,https://www.zillow.com/homedetails/14417-W-White-Rock-Dr-Sun-City-West-AZ-85375/8116856_zpid/
