,address,ypred,list,gain-loss,rent,cap rate
7264884,"9537 NW Miller Hill Dr, Portland, OR 97229 ",245152.1875,170000,75152.1875,879.3770751953125,0.06207367876838235
7416173,"1621 SE 157th Ave Interested Rentals Only # 0, Portland, OR 97233 ",174870.921875,100000,74870.921875,1940.207763671875,0.232824921875
3981744,"6411 NW Shelsam Ter, Portland, OR 97229 ",274471.53125,199900,74571.53125,824.9778442382812,0.049523433591795896
7349121,"5433 SE 17th Ave, Portland, OR 97202 ",273128.40625,199900,73228.40625,1615.9422607421875,0.0970050357209855
3810623,"10515 SE Linwood Ave, Milwaukie, OR 97222 ",254213.015625,181000,73213.015625,1240.9771728515625,0.08227473238950277
7076421,"415 NE 184th Pl, Portland, OR 97230 ",248068.9375,174900,73168.9375,1068.3323974609375,0.07329896101343625
7075254,"3026 NE 149th Ave, Portland, OR 97230 ",237912.578125,165000,72912.578125,1079.57763671875,0.0785147372159091
7345878,"3646 SE 33rd Ave, Portland, OR 97202 ",251242.953125,179000,72242.953125,5918.44580078125,0.39676732716480445
7352367,"8634 SE 8th Ave, Portland, OR 97202 ",306843.46875,235000,71843.46875,5852.8876953125,0.2988708776595745
3825150,"9420 N Macrum Ave, Portland, OR 97203 ",331701.46875,259950,71751.46875,877.1011352539062,0.04048937821576264
3849991,"10248 NW Edgewood Dr, Portland, OR 97229 ",231022.0,159900,71122.0,963.0894775390625,0.07227688692151345
3871761,"1808 NE 67th Ave, Portland, OR 97213 ",290941.0625,219900,71041.0625,1694.763916015625,0.09248371063551615
3853202,"1500 SW Skyline Blvd, Portland, OR 97221 ",270588.46875,199900,70688.46875,1007.0301513671875,0.060452032656953474
7263876,"5698 NW 204th Pl, Portland, OR 97229 ",295371.15625,224900,70471.15625,1016.3494873046875,0.05422940577756781
3824776,"9226 N Edison St For Rent, Portland, OR 97203 ",160159.375,90000,70159.375,864.0340576171875,0.11520453559027778
7351420,"7520 SE Milwaukie Ave STE 205, Portland, OR 97202 ",320046.78125,249900,70146.78125,904.92333984375,0.04345370179321729
3982288,"9838 NW Justus Ln, Portland, OR 97229 ",294895.375,224900,69995.375,1003.4667358398438,0.053542021280291244
7347905,"4150 SE Cesar E Chavez Blvd, Portland, OR 97202 ",294782.59375,224900,69882.59375,933.6739501953125,0.049818087552801246
7263502,"5325 NW 137th Ave, Portland, OR 97229 ",239200.296875,169900,69300.296875,1074.64404296875,0.07590187472410241
7073803,"19609 NE Marine Dr F-5 # F-5, Portland, OR 97230 ",204825.28125,135900,68925.28125,897.1848754882812,0.07922162435614423
1976175,"8015 SE Flavel St, Portland, OR 97206 ",293682.59375,225000,68682.59375,3602.6494140625,0.19214130208333333
7073851,"19720 NE Couch St, Portland, OR 97230 ",212604.3125,144900,67704.3125,1021.3558959960938,0.08458433752803658
2032577,"9126 N Ida Ave, Portland, OR 97203 ",256197.1875,189000,67197.1875,904.263671875,0.05741356646825397
7083573,"5605 SE Ogden St, Portland, OR 97206 ",176849.453125,110000,66849.453125,917.0582275390625,0.10004272017045454
7347875,"4140 SE Crystal Springs Blvd, Portland, OR 97202 ",295650.8125,229000,66650.8125,2392.50927734375,0.12537166518831877
7263633,"5450 NW Neakahnie Ave, Portland, OR 97229 ",241307.390625,174900,66407.390625,1046.10009765625,0.07177359160591766
7348291,"4424 SE 30th Ave, Portland, OR 97202 ",215809.5625,150000,65809.5625,931.3489990234375,0.07450791666666666
7352519,"8853 SE 13th Ave, Portland, OR 97202 ",295891.21875,230900,64991.21875,910.1273803710938,0.04729981949030966
2028435,"6403 NE Roselawn St, Portland, OR 97218 ",261411.796875,196600,64811.796875,2743.71728515625,0.16747003751271616
7264576,"8728 NW Savoy Ln, Portland, OR 97229 ",273780.3125,209000,64780.3125,964.5525512695312,0.0553810088965311
7346439,"3808 SE 33rd Pl, Portland, OR 97202 ",284106.5,219900,64206.5,951.2007446289062,0.05190727230417235
7349404,"5840 SE 23rd Ave, Portland, OR 97202 ",253242.828125,189900,63342.828125,832.3627319335938,0.05259795965804371
7286829,"6407 SE 131st Ave, Portland, OR 97236 ",213044.875,149900,63144.875,875.7384643554688,0.07010581272931955
