,address,ypred,list,gain-loss,rent,cap rate
2074181,"3318 N Marion St, Denver, CO 80205 ",277232.46875,294900,-17667.53125,1450.0235595703125,0.05900401221812479
7409666,"3427 W 23rd Ave, Denver, CO 80211 ",292150.25,310000,-17849.75,1371.1494140625,0.05307675151209677
1964274,"1425 E 8th Ave, Denver, CO 80218 ",271619.25,290000,-18380.75,1456.155029296875,0.0602546875
3351881,"8340 E Martin Luther King Jr Blvd, Denver, CO 80238 ",156603.78125,175450,-18846.21875,1009.9962158203125,0.0690792537938159
3351826,"8200 Martin Luther King Blvd, Denver, CO 80238 ",155344.78125,175450,-20105.21875,1392.9068603515625,0.09526863956967797
3058387,"666 Lowell Blvd, Denver, CO 80204 ",178694.59375,200000,-21305.40625,1385.7100830078125,0.083142607421875
3351859,"8270 Martin Luther King Blvd Denver, CO 80238 ",156603.78125,179950,-23346.21875,1412.56884765625,0.0941974224611003
3149909,"1020 Estes St, Lakewood, CO 80215 ",133181.328125,158000,-24818.671875,1464.41845703125,0.11122165496439873
3097379,"3309 Vine St For Rent, Denver, CO 80205 ",204765.15625,230000,-25234.84375,1333.559326171875,0.06957700832201087
3358811,"13101 Grant Cir N, Thornton, CO 80241 ",249311.171875,275000,-25688.828125,1466.86474609375,0.06400864346590909
3351679,"8055 Montview Blvd, Denver, CO 80238 ",173382.234375,199900,-26517.765625,977.2847900390625,0.05866642305527764
3356624,"12518 Elizabeth St, Thornton, CO 80241 ",196658.25,226500,-29841.75,819.446533203125,0.04341438586506623
3349780,"2242 Valentia St, Denver, CO 80238 ",195977.453125,229900,-33922.546875,1358.76513671875,0.07092293014625925
3284453,"1679 S Brentwood St, Lakewood, CO 80232 ",180765.75,214900,-34134.25,947.217041015625,0.05289252904694044
2037403,"2375 S Irving St, Denver, CO 80219 ",184459.34375,219000,-34540.65625,776.0996704101562,0.04252601045234018
3359828,"13498 Monroe St, Thornton, CO 80241 ",324571.0625,360000,-35428.9375,769.68603515625,0.025656201171875
3356426,"12365 Madison Ct, Thornton, CO 80241 ",202890.265625,238500,-35609.734375,2467.340576171875,0.1241429179769392
3268021,"410 E 78th Pl, Thornton, CO 80229 ",144211.296875,180000,-35788.703125,3009.92919921875,0.20066193576388888
3403439,"21439 Randolph Pl, Denver, CO 80249 ",179692.171875,216247,-36554.828125,1317.4052734375,0.07310558426822106
1975137,"1200 N Humboldt St APT 1002, Denver, CO 80218 ",293325.21875,330000,-36674.78125,4247.26806640625,0.1544461174242424
7420509,"1367 Ivy St, Denver, CO 80220 ",182143.796875,219900,-37756.203125,2548.414794921875,0.13906765148931333
3368993,"10001 Melody Dr, Northglenn, CO 80260 ",260147.890625,299000,-38852.109375,4228.72314453125,0.16971464778428094
3316542,"11789 Pennsylvania St, Northglenn, CO 80233 ",210727.734375,250000,-39272.265625,2529.829833984375,0.121431828125
2083018,"5088 Steele St, Denver, CO 80216 ",139854.46875,180000,-40145.53125,2964.2666015625,0.1976177734375
1968718,"2046 S Quitman St, Denver, CO 80219 ",298549.03125,339000,-40450.96875,2579.174560546875,0.0912982116519174
