property_id,transaction_id,address,zipcode,any_sell,good_sell,good_sell_prob,list,url,lat,long,date_listed,transaction_date,price
9023660,23829074,"3140 E Michigan Ave, Phoenix, AZ 85032 ",85032,0.7981475532054901,True,0.6650039215040674,205000,https://www.zillow.com/homedetails/3140-E-Michigan-Ave-Phoenix-AZ-85032/7999282_zpid/,33.652,-112.014,6523,2017-11-10,205000
633870,23848061,"1763 W Natal Ave, Mesa, AZ 85202 ",85202,0.7877828568220139,True,0.6649907136580706,245000,https://www.zillow.com/homedetails/1763-W-Natal-Ave-Mesa-AZ-85202/8251610_zpid/,33.3665,-111.872,6544,2017-12-01,245000
23626,23858260,"19237 N 4th St, Phoenix, AZ 85024 ",85024,0.7804914310574531,True,0.6645089714464989,235000,https://www.zillow.com/homedetails/19237-N-4th-St-Phoenix-AZ-85024/7972456_zpid/,33.6614,-112.069,6558,2017-12-15,235000
222617,22606562,"1010 W Renee Dr, Phoenix, AZ 85027 ",85027,0.7852395966649055,True,0.6642022023821812,245000,https://www.zillow.com/homedetails/1010-W-Renee-Dr-Phoenix-AZ-85027/7971269_zpid/,33.6551,-112.085,6451,2017-08-30,245000
9005657,23842655,"10439 W Papago St, Tolleson, AZ 85353 ",85353,0.782197767496109,True,0.6639678242402927,229900,https://www.zillow.com/homedetails/10439-W-Papago-St-Tolleson-AZ-85353/125986296_zpid/,33.4338,-112.246,6540,2017-11-27,229900
503618,23782296,"2007 N 78th Ave, Phoenix, AZ 85035 ",85035,0.7911867082118988,True,0.6633016746400715,170000,https://www.zillow.com/homedetails/2007-N-78th-Ave-Phoenix-AZ-85035/82823153_zpid/,33.4698,-112.227,6256,2017-02-16,170000
8969477,23756066,"9324 W Mountain View Rd, Peoria, AZ 85345 ",85345,0.7874617367982865,True,0.6632359362774015,214000,https://www.zillow.com/homedetails/9324-W-Mountain-View-Rd-Peoria-AZ-85345/7697441_zpid/,33.5733,-112.261,6500,2017-10-18,214000
8945113,23759637,"7920 W Sweetwater Ave, Peoria, AZ 85381 ",85381,0.7768111392855644,True,0.6627709445110943,229900,https://www.zillow.com/homedetails/7920-W-Sweetwater-Ave-Peoria-AZ-85381/8100881_zpid/,33.6029,-112.23,6501,2017-10-19,229900
231524,23856223,"17459 N 28th Ave, Phoenix, AZ 85053 ",85053,0.8013439983129501,True,0.6627399761975995,206995,https://www.zillow.com/homedetails/17459-N-28th-Ave-Phoenix-AZ-85053/7942436_zpid/,33.6449,-112.119,6558,2017-12-15,206995
398347,23849790,"4148 W Bloomfield Rd, Phoenix, AZ 85029 ",85029,0.7899431884288788,True,0.6625582235943988,224900,https://www.zillow.com/homedetails/4148-W-Bloomfield-Rd-Phoenix-AZ-85029/7742599_zpid/,33.5988,-112.149,6550,2017-12-07,224900
470510,23860889,"3433 W Citrus Way, Phoenix, AZ 85017 ",85017,0.7936882585287094,True,0.6621017663041815,139900,https://www.zillow.com/homedetails/3433-W-Citrus-Way-Phoenix-AZ-85017/7758681_zpid/,33.5298,-112.133,6570,2017-12-27,139900
1092802,23820224,"731 W Palomino Dr, Chandler, AZ 85225 ",85225,0.7798994600772857,True,0.6619397931815106,245900,https://www.zillow.com/homedetails/731-W-Palomino-Dr-Chandler-AZ-85225/8177603_zpid/,33.3404,-111.855,6516,2017-11-03,245900
9021871,23807926,"12120 N 89th Dr, Peoria, AZ 85345 ",85345,0.7718340814113617,True,0.6613914151257291,249900,https://www.zillow.com/homedetails/12120-N-89th-Dr-Peoria-AZ-85345/7685583_zpid/,33.5947,-112.252,6507,2017-10-25,249900
9025868,23860038,"11642 N 76th Ln, Peoria, AZ 85345 ",85345,0.7909316629171371,True,0.6609209027294451,204900,https://www.zillow.com/homedetails/11642-N-76th-Ln-Peoria-AZ-85345/7681994_zpid/,33.5912,-112.224,6539,2017-11-26,204900
8984109,23843223,"7426 W Carol Ave, Peoria, AZ 85345 ",85345,0.7917139649391174,True,0.6603241575215574,195000,https://www.zillow.com/homedetails/7426-W-Carol-Ave-Peoria-AZ-85345/7702134_zpid/,33.5726,-112.219,6537,2017-11-24,195000
243119,22391945,"18226 N 10th Dr, Phoenix, AZ 85023 ",85023,0.7870748981833458,True,0.6599431935810013,225000,https://www.zillow.com/homedetails/18226-N-10th-Dr-Phoenix-AZ-85023/7956715_zpid/,33.652,-112.086,6401,2017-07-11,225000
7450963,23779216,"13854 N 91st Dr, Peoria, AZ 85381 ",85381,0.7785048842430115,True,0.6598267787432499,225000,https://www.zillow.com/homedetails/13854-N-91st-Dr-Peoria-AZ-85381/7908457_zpid/,33.6103,-112.256,6284,2017-03-16,225000
448988,23831998,"8504 W College Dr, Phoenix, AZ 85037 ",85037,0.8162437021732328,True,0.6596193579580907,184900,https://www.zillow.com/homedetails/8504-W-College-Dr-Phoenix-AZ-85037/7483600_zpid/,33.5084,-112.243,6526,2017-11-13,184900
1957660,22533361,"3809 W Hartford Ave, Glendale, AZ 85308 ",85308,0.7788755312561989,True,0.6594454685568276,189900,https://www.zillow.com/homedetails/3809-W-Hartford-Ave-Glendale-AZ-85308/7947331_zpid/,33.642,-112.141,6220,2017-01-11,189900
647631,23846351,"2312 W Plata Ave, Mesa, AZ 85202 ",85202,0.8027012586593628,True,0.658872637728795,214900,https://www.zillow.com/homedetails/2312-W-Plata-Ave-Mesa-AZ-85202/8170881_zpid/,33.3605,-111.883,6544,2017-12-01,214900
1372616,23837733,"8549 W Tuckey Ln, Glendale, AZ 85305 ",85305,0.7904818505048752,True,0.6587113863298175,206000,https://www.zillow.com/homedetails/8549-W-Tuckey-Ln-Glendale-AZ-85305/7461499_zpid/,33.533,-112.245,6532,2017-11-19,206000
9025884,23860106,"7932 W Wethersfield Rd, Peoria, AZ 85381 ",85381,0.7787467524409294,True,0.6583802940286223,228888,https://www.zillow.com/homedetails/7932-W-Wethersfield-Rd-Peoria-AZ-85381/8100789_zpid/,33.5962,-112.23,6566,2017-12-23,228888
1374907,23793911,"9008 W Nicolet Ave, Glendale, AZ 85305 ",85305,0.8030604213476181,True,0.6583619828386225,231798,https://www.zillow.com/homedetails/9008-W-Nicolet-Ave-Glendale-AZ-85305/95082341_zpid/,33.5415,-112.253,6263,2017-02-23,231798
1406612,23791492,"6765 N 74th Dr, Glendale, AZ 85303 ",85303,0.7911340653896332,True,0.6579532761528503,210000,https://www.zillow.com/homedetails/6765-N-74th-Dr-Glendale-AZ-85303/14094753_zpid/,33.5349,-112.22,6283,2017-03-15,210000
8988163,23818314,"2650 E Hartford Ave, Phoenix, AZ 85032 ",85032,0.7821265324950218,True,0.6579426100963288,249500,https://www.zillow.com/homedetails/2650-E-Hartford-Ave-Phoenix-AZ-85032/59266670_zpid/,33.6425,-112.025,6515,2017-11-02,249500
243287,22690475,"3218 W Angela Dr, Phoenix, AZ 85053 ",85053,0.7882708728313446,True,0.6578888043827978,209000,https://www.zillow.com/homedetails/3218-W-Angela-Dr-Phoenix-AZ-85053/7942085_zpid/,33.6461,-112.129,6470,2017-09-18,209000
7449241,23819586,"11935 N 68th Ave, Peoria, AZ 85345 ",85345,0.7891213417053222,True,0.6576237028696681,245000,https://www.zillow.com/homedetails/11935-N-68th-Ave-Peoria-AZ-85345/7700139_zpid/,33.594,-112.204,6516,2017-11-03,245000
246021,23837074,"2211 W Morrow Dr, Phoenix, AZ 85027 ",85027,0.8033621579408645,True,0.6575421341644019,223500,https://www.zillow.com/homedetails/2211-W-Morrow-Dr-Phoenix-AZ-85027/7969868_zpid/,33.6564,-112.107,6530,2017-11-17,223500
446458,23845609,"4811 N 84th Ln, Phoenix, AZ 85037 ",85037,0.8124399214982987,True,0.6574412177328579,155000,https://www.zillow.com/homedetails/4811-N-84th-Ln-Phoenix-AZ-85037/7481137_zpid/,33.5075,-112.242,6543,2017-11-30,155000
1421352,23835289,"8016 W Sierra Vista Dr, Glendale, AZ 85303 ",85303,0.8043846786022186,True,0.6572711451402958,235000,https://www.zillow.com/homedetails/8016-W-Sierra-Vista-Dr-Glendale-AZ-85303/7462651_zpid/,33.5314,-112.233,6528,2017-11-15,235000
226007,23837043,"1415 W Topeka Dr, Phoenix, AZ 85027 ",85027,0.7909191936254502,True,0.6571621202973557,248000,https://www.zillow.com/homedetails/1415-W-Topeka-Dr-Phoenix-AZ-85027/7971784_zpid/,33.6594,-112.089,6529,2017-11-16,248000
222394,23848564,"1010 W Campo Bello Dr, Phoenix, AZ 85023 ",85023,0.7892350077629089,True,0.6566043398480244,199900,https://www.zillow.com/homedetails/1010-W-Campo-Bello-Dr-Phoenix-AZ-85023/7963596_zpid/,33.644,-112.087,6549,2017-12-06,199900
8990467,22512781,"1711 E Harvard Street Phoenix Az, Phoenix, AZ 85006 ",85006,0.7744054399430752,True,0.6565380505697604,100000,https://www.zillow.com/homedetails/1711-E-Harvard-Street-Phoenix-Az-Phoenix-AZ-85006/2093095994_zpid/,33.4742,-112.047,6437,2017-08-16,100000
1415032,23792388,"7420 N 69th Ln, Glendale, AZ 85303 ",85303,0.7939522981643676,True,0.6564724657467322,185000,https://www.zillow.com/homedetails/7420-N-69th-Ln-Glendale-AZ-85303/7704959_zpid/,33.5444,-112.21,6235,2017-01-26,185000
9025888,23860118,"8567 W Eva St, Peoria, AZ 85345 ",85345,0.7893644005060196,True,0.6560262375738997,215000,https://www.zillow.com/homedetails/8567-W-Eva-St-Peoria-AZ-85345/7696902_zpid/,33.5674,-112.244,6538,2017-11-25,215000
225614,23844378,"1303 W Michelle Dr, Phoenix, AZ 85023 ",85023,0.7842715352773666,True,0.6559694165340101,249900,https://www.zillow.com/homedetails/1303-W-Michelle-Dr-Phoenix-AZ-85023/7956957_zpid/,33.6494,-112.09,6543,2017-11-30,249900
261479,23789366,"4757 W Topeka Dr, Glendale, AZ 85308 ",85308,0.7923944473266602,True,0.6555625395070115,225000,https://www.zillow.com/homedetails/4757-W-Topeka-Dr-Glendale-AZ-85308/7939742_zpid/,33.6603,-112.164,6302,2017-04-03,225000
9022517,23843319,"9918 W Oakstone Dr, Sun City, AZ 85351 ",85351,0.7814969882369042,True,0.6550630658416481,205000,https://www.zillow.com/homedetails/9918-W-Oakstone-Dr-Sun-City-AZ-85351/7907984_zpid/,33.6152,-112.269,6541,2017-11-28,205000
1114416,23820184,"1617 W Stottler Dr, Chandler, AZ 85224 ",85224,0.7728150889277459,True,0.6546449193695665,229900,https://www.zillow.com/homedetails/1617-W-Stottler-Dr-Chandler-AZ-85224/8193816_zpid/,33.3325,-111.87,6516,2017-11-03,229900
242590,22686911,"3202 W Angela Dr, Phoenix, AZ 85053 ",85053,0.7822714030742646,True,0.6545768994689204,234900,https://www.zillow.com/homedetails/3202-W-Angela-Dr-Phoenix-AZ-85053/7942083_zpid/,33.6461,-112.128,6464,2017-09-12,234900
450552,22126108,"8733 W Indianola Ave, Phoenix, AZ 85037 ",85037,0.7921714812517167,True,0.6540973258959496,169900,https://www.zillow.com/homedetails/8733-W-Indianola-Ave-Phoenix-AZ-85037/7470962_zpid/,33.4911,-112.248,6325,2017-04-26,169900
9024609,23859299,"18048 N 50th Ave, Glendale, AZ 85308 ",85308,0.7819688886404037,True,0.6540260046905073,216000,https://www.zillow.com/homedetails/18048-N-50th-Ave-Glendale-AZ-85308/67085136_zpid/,33.6505,-112.169,6570,2017-12-27,216000
381842,23829311,"12409 N 36th Dr, Phoenix, AZ 85029 ",85029,0.7909852862358093,True,0.6540230086330989,174900,https://www.zillow.com/homedetails/12409-N-36th-Dr-Phoenix-AZ-85029/7743051_zpid/,33.5986,-112.136,6424,2017-08-03,174900
450270,23853373,"8713 W Wilshire Dr, Phoenix, AZ 85037 ",85037,0.7915539532899857,True,0.6539073615796313,200000,https://www.zillow.com/homedetails/8713-W-Wilshire-Dr-Phoenix-AZ-85037/7473941_zpid/,33.4756,-112.247,6526,2017-11-13,200000
1416084,23849882,"7583 W Krall St, Glendale, AZ 85303 ",85303,0.7892391204833984,True,0.6538707217940236,220000,https://www.zillow.com/homedetails/7583-W-Krall-St-Glendale-AZ-85303/7463213_zpid/,33.5346,-112.222,6550,2017-12-07,220000
9025721,23858284,"4808 W Michigan Ave, Glendale, AZ 85308 ",85308,0.7923710167407989,True,0.6534814724434306,224000,https://www.zillow.com/homedetails/4808-W-Michigan-Ave-Glendale-AZ-85308/7949548_zpid/,33.6511,-112.163,6563,2017-12-20,224000
