,address,ypred,list,gain-loss,rent,cap rate
7417785,"315 Niagara Ave For Rent Only, San Francisco, CA 94112 ",151298.703125,110000,41298.703125,3490.12353515625,0.38074076704545456
11061,"465 30th St, San Francisco, CA 94131 ",219917.421875,180000,39917.421875,4916.3447265625,0.32775631510416664
