address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source
"N 78th Pl Scottsdale, AZ 85255",1,1,785,zillow_ph,http://www.zillow.com/homedetails/N-78th-Pl-Scottsdale-AZ-85255/2137364418_zpid/,-111.912,33.6742,523.302,rental,925,closed,3,2015-10-03,2015-09-30,North Scottsdale,94,PH
"9270 E Thompson Peak Pkwy UNIT 301, Scottsdale, AZ 85255",3,2,2189,zillow_ph,http://www.zillow.com/homedetails/9270-E-Thompson-Peak-Pkwy-UNIT-301-Scottsdale-AZ-85255/55268503_zpid/,-111.887,33.6771,558.161,rental,3300,closed,2,2015-10-04,2015-10-02,North Scottsdale,94,PH
"11515 N 91st St UNIT 115, Scottsdale, AZ 85260",2,2,1372,zillow_ph,http://www.zillow.com/homedetails/11515-N-91st-St-UNIT-115-Scottsdale-AZ-85260/8059230_zpid/,-111.883,33.5903,422.992,rental,1375,closed,2,2015-10-04,2015-10-02,North Scottsdale,94,PH
"23685 N 75th Pl, Scottsdale, AZ 85255",2,2,1625,zillow_ph,http://www.zillow.com/homedetails/23685-N-75th-Pl-Scottsdale-AZ-85255/7982469_zpid/,-111.917,33.7015,577.927,rental,1850,open,,,2015-10-02,North Scottsdale,94,PH
"20100 N 78th Pl APT 1146, Scottsdale, AZ 85255",1,1,786,zillow_ph,http://www.zillow.com/homedetails/20100-N-78th-Pl-APT-1146-Scottsdale-AZ-85255/67806216_zpid/,-111.911,33.6682,512.78,rental,925,closed,862,2015-10-08,2013-05-29,North Scottsdale,94,PH
"8787 E Mountain View Rd APT 1064, Scottsdale, AZ 85258",1,1,900,zillow_ph,http://www.zillow.com/homedetails/8787-E-Mountain-View-Rd-APT-1064-Scottsdale-AZ-85258/67806958_zpid/,-111.891,33.5738,411.86,rental,1049,closed,2,2015-10-04,2015-10-02,North Scottsdale,94,PH
"8413 E Belgian Trl, Scottsdale, AZ 85258",4,2,2500,zillow_ph,http://www.zillow.com/homedetails/8413-E-Belgian-Trl-Scottsdale-AZ-85258/7865300_zpid/,-111.899,33.5799,414.782,rental,2500,open,,,2015-10-02,North Scottsdale,94,PH
"11260 N 92nd St APT 1070, Scottsdale, AZ 85260",3,2,1507,zillow_ph,http://www.zillow.com/homedetails/11260-N-92nd-St-APT-1070-Scottsdale-AZ-85260/8064017_zpid/,-111.884,33.5886,422.578,rental,1650,open,,,2015-10-02,North Scottsdale,94,PH
"10155 E Paradise Dr, Scottsdale, AZ 85260",5,4,4710,zillow_ph,http://www.zillow.com/homedetails/10155-E-Paradise-Dr-Scottsdale-AZ-85260/8049625_zpid/,-111.862,33.5947,431.167,rental,1149000,closed,,2015-10-03,,North Scottsdale,94,PH
"15225 N 100th St UNIT 2187, Scottsdale, AZ 85260",2,2,1302,zillow_ph,http://www.zillow.com/homedetails/15225-N-100th-St-UNIT-2187-Scottsdale-AZ-85260/8060916_zpid/,-111.872,33.6256,458.459,rental,1250,open,,,2015-10-03,North Scottsdale,94,PH
"9845 E Mirasol Cir, Scottsdale, AZ 85260",4,2,2969,zillow_ph,http://www.zillow.com/homedetails/9845-E-Mirasol-Cir-Scottsdale-AZ-85260/59267531_zpid/,-111.868,33.6335,470.274,rental,2800,closed,5,2015-10-08,2015-10-03,North Scottsdale,94,PH
"10307 E Tierra Buena Ln, Scottsdale, AZ 85255",3,2,1548,zillow_ph,http://www.zillow.com/homedetails/10307-E-Tierra-Buena-Ln-Scottsdale-AZ-85255/8042884_zpid/,-111.858,33.6284,483.443,rental,1850,open,,,2015-10-03,North Scottsdale,94,PH
"10307 E Caribbean Ln, Scottsdale, AZ 85255",4,2,1837,zillow_ph,http://www.zillow.com/homedetails/10307-E-Caribbean-Ln-Scottsdale-AZ-85255/8065914_zpid/,-111.859,33.6254,478.721,rental,1999,open,,,2015-10-01,North Scottsdale,94,PH
"9466 N 106th Pl, Scottsdale, AZ 85258",3,2,1964,zillow_ph,http://www.zillow.com/homedetails/9466-N-106th-Pl-Scottsdale-AZ-85258/8054293_zpid/,-111.852,33.5733,421.541,rental,3000,open,,,2015-10-04,North Scottsdale,94,PH
"24102 N 76th Pl, Scottsdale, AZ 85255",4,3,2595,zillow_ph,http://www.zillow.com/homedetails/24102-N-76th-Pl-Scottsdale-AZ-85255/55267096_zpid/,-111.916,33.7052,588.731,rental,2700,closed,6,2015-10-07,2015-10-01,North Scottsdale,94,PH
"20506 N 78th Way, Scottsdale, AZ 85255",3,2,1634,zillow_ph,http://www.zillow.com/homedetails/20506-N-78th-Way-Scottsdale-AZ-85255/7988687_zpid/,-111.912,33.6732,522.112,rental,2200,open,,,2015-10-02,North Scottsdale,94,PH
"8987 E Mescal St, Scottsdale, AZ 85260",3,2,1443,zillow_ph,http://www.zillow.com/homedetails/8987-E-Mescal-St-Scottsdale-AZ-85260/8058784_zpid/,-111.887,33.5863,420.827,rental,1700,open,,,2015-10-04,North Scottsdale,94,PH
"10895 E Sahuaro Dr, Scottsdale, AZ 85259",4,2,1760,zillow_ph,http://www.zillow.com/homedetails/10895-E-Sahuaro-Dr-Scottsdale-AZ-85259/8050463_zpid/,-111.846,33.5847,431.09,rental,1795,closed,7,2015-10-06,2015-09-29,North Scottsdale,94,PH
"18996 N 91st St, Scottsdale, AZ 85255",3,2,1568,zillow_ph,http://www.zillow.com/homedetails/18996-N-91st-St-Scottsdale-AZ-85255/8042166_zpid/,-111.884,33.6581,510.303,rental,1775,closed,6,2015-10-07,2015-10-01,North Scottsdale,94,PH
"10135 E Bella Vista Dr, Scottsdale, AZ 85258",3,2,2369,zillow_ph,http://www.zillow.com/homedetails/10135-E-Bella-Vista-Dr-Scottsdale-AZ-85258/8057951_zpid/,-111.862,33.5698,415.623,rental,3000,open,,,2015-10-02,North Scottsdale,94,PH
"9423 E Camino Del Santo, Scottsdale, AZ 85260",4,3,2311,zillow_ph,http://www.zillow.com/homedetails/9423-E-Camino-Del-Santo-Scottsdale-AZ-85260/8056804_zpid/,-111.877,33.6067,437.213,rental,2250,closed,7,2015-10-06,2015-09-29,North Scottsdale,94,PH
"7803 E Nestling Way, Scottsdale, AZ 85255",5,2,2440,zillow_ph,http://www.zillow.com/homedetails/7803-E-Nestling-Way-Scottsdale-AZ-85255/7989107_zpid/,-111.912,33.6696,514.714,rental,2850,open,,,2015-10-05,North Scottsdale,94,PH
"11067 E Acacia Dr, Scottsdale, AZ 85255",3,3,2826,zillow_ph,http://www.zillow.com/homedetails/11067-E-Acacia-Dr-Scottsdale-AZ-85255/8045403_zpid/,-111.842,33.6385,554.004,rental,3650,open,,,2015-10-05,North Scottsdale,94,PH
"11738 E Cortez Dr, Scottsdale, AZ 85259",2,2,2070,zillow_ph,http://www.zillow.com/homedetails/11738-E-Cortez-Dr-Scottsdale-AZ-85259/8051418_zpid/,-111.827,33.5924,475.789,rental,3000,open,,,2015-10-05,North Scottsdale,94,PH
"11106 E Meadowhill Dr, Scottsdale, AZ 85255",5,5,4450,zillow_ph,http://www.zillow.com/homedetails/11106-E-Meadowhill-Dr-Scottsdale-AZ-85255/55268680_zpid/,-111.842,33.6156,528.145,rental,4500,closed,,2015-10-10,,North Scottsdale,94,PH
"8201 E Hoverland Rd, Scottsdale, AZ 85255",2,2,2612,zillow_ph,http://www.zillow.com/homedetails/8201-E-Hoverland-Rd-Scottsdale-AZ-85255/7986863_zpid/,-111.904,33.6734,529.313,rental,6000,open,,,2015-10-05,North Scottsdale,94,PH
"9225 E Western Saddle Way, Scottsdale, AZ 85255",4,2,1935,zillow_ph,http://www.zillow.com/homedetails/9225-E-Western-Saddle-Way-Scottsdale-AZ-85255/67782484_zpid/,-111.883,33.6523,499.497,rental,3395,closed,,2015-10-10,,North Scottsdale,94,PH
"7632 E Sweetwater Ave, Scottsdale, AZ 85260",3,2,2622,zillow_ph,http://www.zillow.com/homedetails/7632-E-Sweetwater-Ave-Scottsdale-AZ-85260/7861614_zpid/,-111.916,33.6043,429.306,rental,2595,closed,3,2015-10-10,2015-10-07,North Scottsdale,94,PH
"10791 N 109th Way, Scottsdale, AZ 85259",3,2,1679,zillow_ph,http://www.zillow.com/homedetails/10791-N-109th-Way-Scottsdale-AZ-85259/8050491_zpid/,-111.844,33.5842,432.156,rental,1850,open,,,2015-10-07,North Scottsdale,94,PH
"9823 E Casitas Del Rio Dr, Scottsdale, AZ 85255",3,3,3988,zillow_ph,http://www.zillow.com/homedetails/9823-E-Casitas-Del-Rio-Dr-Scottsdale-AZ-85255/8041145_zpid/,-111.869,33.696,653.787,rental,5850,open,,,2015-10-07,North Scottsdale,94,PH
"8700 E Mountain View Rd UNIT 2037, Scottsdale, AZ 85258",2,2,1091,zillow_ph,http://www.zillow.com/homedetails/8700-E-Mountain-View-Rd-UNIT-2037-Scottsdale-AZ-85258/8061453_zpid/,-111.892,33.5751,411.508,rental,1425,open,,,2015-10-06,North Scottsdale,94,PH
"15227 N 104th Pl, Scottsdale, AZ 85255",3,3,2132,zillow_ph,http://www.zillow.com/homedetails/15227-N-104th-Pl-Scottsdale-AZ-85255/8064524_zpid/,-111.856,33.6244,479.32,rental,1995,open,,,2015-10-06,North Scottsdale,94,PH
"13689 E Charter Oak Dr, Scottsdale, AZ 85259",3,2,2850,zillow_ph,http://www.zillow.com/homedetails/13689-E-Charter-Oak-Dr-Scottsdale-AZ-85259/8045718_zpid/,-111.785,33.5982,561.262,rental,3600,open,,,2015-10-07,North Scottsdale,94,PH
"12048 N 111th Way, Scottsdale, AZ 85259",4,2,2341,zillow_ph,http://www.zillow.com/homedetails/12048-N-111th-Way-Scottsdale-AZ-85259/8058676_zpid/,-111.841,33.5958,438.639,rental,1700,open,,,2015-10-07,North Scottsdale,94,PH
"10281 E Happy Valley Rd, Scottsdale, AZ 85255",4,5,6354,zillow_ph,http://www.zillow.com/homedetails/10281-E-Happy-Valley-Rd-Scottsdale-AZ-85255/8040951_zpid/,-111.859,33.7099,708.966,rental,8500,closed,3,2015-10-10,2015-10-07,North Scottsdale,94,PH
"9450 N 94th Pl UNIT 103, Scottsdale, AZ 85258",1,1,801,zillow_ph,http://www.zillow.com/homedetails/9450-N-94th-Pl-UNIT-103-Scottsdale-AZ-85258/2100923945_zpid/,-111.879,33.5717,413.853,rental,2100,closed,2,2015-10-09,2015-10-07,North Scottsdale,94,PH
"12527 N 116th St, Scottsdale, AZ 85259",4,2,2980,zillow_ph,http://www.zillow.com/homedetails/12527-N-116th-St-Scottsdale-AZ-85259/8051320_zpid/,-111.831,33.5998,468.049,rental,3200,open,,,2015-10-08,North Scottsdale,94,PH
"11125 E Evans Rd, Scottsdale, AZ 85255",4,3,2936,zillow_ph,http://www.zillow.com/homedetails/11125-E-Evans-Rd-Scottsdale-AZ-85255/50180091_zpid/,-111.842,33.6174,536.455,rental,3200,closed,2,2015-10-10,2015-10-08,North Scottsdale,94,PH
"26254 N 104th Pl, Scottsdale, AZ 85255",3,3,3482,zillow_ph,http://www.zillow.com/homedetails/26254-N-104th-Pl-Scottsdale-AZ-85255/8040085_zpid/,-111.856,33.7236,755.355,rental,3000,open,,,2015-10-06,North Scottsdale,94,PH
"10826 E Palm Ridge Dr, Scottsdale, AZ 85255",4,2,2940,zillow_ph,http://www.zillow.com/homedetails/10826-E-Palm-Ridge-Dr-Scottsdale-AZ-85255/50180192_zpid/,-111.847,33.6162,510.819,rental,12000,open,,,2015-10-08,North Scottsdale,94,PH
"9599 E Charter Oak Dr, Scottsdale, AZ 85260",4,2,3390,zillow_ph,http://www.zillow.com/homedetails/9599-E-Charter-Oak-Dr-Scottsdale-AZ-85260/64630718_zpid/,-111.875,33.5982,430.371,rental,4250,closed,4,2015-10-10,2015-10-06,North Scottsdale,94,PH
"10475 E Bahia Dr, Scottsdale, AZ 85255",3,2,2199,zillow_ph,http://www.zillow.com/homedetails/10475-E-Bahia-Dr-Scottsdale-AZ-85255/8043328_zpid/,-111.855,33.638,517.698,rental,2950,open,,,2015-10-07,North Scottsdale,94,PH
"18126 N 100th St, Scottsdale, AZ 85255",3,3,4175,zillow_ph,http://www.zillow.com/homedetails/18126-N-100th-St-Scottsdale-AZ-85255/82824282_zpid/,-111.865,33.6498,506.32,rental,6500,open,,,2015-10-08,North Scottsdale,94,PH
"19010 N 90th Way, Scottsdale, AZ 85255",3,2,1568,zillow_ph,http://www.zillow.com/homedetails/19010-N-90th-Way-Scottsdale-AZ-85255/8042040_zpid/,-111.885,33.6589,512.076,rental,2250,open,,,2015-10-09,North Scottsdale,94,PH
"10055 E Mountain View Lake Dr UNIT 1020, Scottsdale, AZ 85258",2,2,1076,zillow_ph,http://www.zillow.com/homedetails/10055-E-Mountain-View-Lake-Dr-UNIT-1020-Scottsdale-AZ-85258/65439075_zpid/,-111.865,33.5756,416.906,rental,1095,closed,2,2015-10-11,2015-10-09,North Scottsdale,94,PH
"15348 N 106th Pl, Scottsdale, AZ 85255",3,4,2678,zillow_ph,http://www.zillow.com/homedetails/15348-N-106th-Pl-Scottsdale-AZ-85255/8064946_zpid/,-111.852,33.6258,495.599,rental,3650,open,,,2015-10-09,North Scottsdale,94,PH
"25555 N Windy Walk Dr UNIT 73, Scottsdale, AZ 85255",3,3,2105,zillow_ph,http://www.zillow.com/homedetails/25555-N-Windy-Walk-Dr-UNIT-73-Scottsdale-AZ-85255/8040045_zpid/,-111.848,33.716,758.887,rental,3750,open,,,2015-10-10,North Scottsdale,94,PH
"7500 E Deer Valley Rd UNIT 118, Scottsdale, AZ 85255",4,2,2184,zillow_ph,http://www.zillow.com/homedetails/7500-E-Deer-Valley-Rd-UNIT-118-Scottsdale-AZ-85255/50182507_zpid/,-111.918,33.6851,540.894,rental,1700,closed,2,2015-10-12,2015-10-10,North Scottsdale,94,PH
"15550 N Frank Lloyd Wright Blvd UNIT 1022, Scottsdale, AZ 85260",3,2,1510,zillow_ph,http://www.zillow.com/homedetails/15550-N-Frank-Lloyd-Wright-Blvd-UNIT-1022-Scottsdale-AZ-85260/8042592_zpid/,-111.882,33.627,457.957,rental,1500,open,,,2015-10-10,North Scottsdale,94,PH
"9810 E Desert Jewel Dr, Scottsdale, AZ 85255",5,4,4265,zillow_ph,http://www.zillow.com/homedetails/9810-E-Desert-Jewel-Dr-Scottsdale-AZ-85255/82824313_zpid/,-111.87,33.6426,486.157,rental,6500,open,,,2015-10-10,North Scottsdale,94,PH
"8450 N 82nd St, Scottsdale, AZ 85258",3,2,2519,zillow_ph,http://www.zillow.com/homedetails/8450-N-82nd-St-Scottsdale-AZ-85258/7854221_zpid/,-111.904,33.5646,405.573,rental,3000,open,,,2015-10-10,North Scottsdale,94,PH
"19586 N 84th St, Scottsdale, AZ 85255",3,3,2423,zillow_ph,http://www.zillow.com/homedetails/19586-N-84th-St-Scottsdale-AZ-85255/50884757_zpid/,-111.899,33.6643,513.626,rental,3500,open,,,2015-10-11,North Scottsdale,94,PH
"11375 E Sahuaro Dr APT 2079, Scottsdale, AZ 85259",3,2,1300,zillow_ph,http://www.zillow.com/homedetails/11375-E-Sahuaro-Dr-APT-2079-Scottsdale-AZ-85259/67806892_zpid/,-111.837,33.583,438.753,rental,1800,open,,,2015-10-11,North Scottsdale,94,PH
"11055 E Clinton St, Scottsdale, AZ 85259",3,2,1485,zillow_ph,http://www.zillow.com/homedetails/11055-E-Clinton-St-Scottsdale-AZ-85259/8050660_zpid/,-111.842,33.5836,433.608,rental,2400,open,,,2015-10-11,North Scottsdale,94,PH
"9484 N 114th Way, Scottsdale, AZ 85259",2,2,1848,zillow_ph,http://www.zillow.com/homedetails/9484-N-114th-Way-Scottsdale-AZ-85259/8053735_zpid/,-111.833,33.5724,436.245,rental,3500,open,,,2015-10-13,North Scottsdale,94,PH
"20802 N Grayhawk Dr UNIT 1080, Scottsdale, AZ 85255",2,2,2186,zillow_ph,http://www.zillow.com/homedetails/20802-N-Grayhawk-Dr-UNIT-1080-Scottsdale-AZ-85255/7988902_zpid/,-111.904,33.6749,532.908,rental,2100,open,,,2015-10-13,North Scottsdale,94,PH
"700 E Mesquite Cir UNIT L107, Tempe, AZ 85281",2,1,934,zillow_ph,http://www.zillow.com/homedetails/700-E-Mesquite-Cir-UNIT-L107-Tempe-AZ-85281/7584178_zpid/,-111.928,33.4388,355.987,rental,850,open,,,2015-10-13,Ntna-West Rio,98,PH
"425 E 2nd Ave, Mesa, AZ 85204",1,1,800,zillow_ph,http://www.zillow.com/homedetails/425-E-2nd-Ave-Mesa-AZ-85204/88793704_zpid/,-111.822,33.411,376.647,rental,560,closed,3,2015-09-29,2015-09-26,West Central,107,PH
"214 S Udall, Mesa, AZ 85204",1,1,800,zillow_ph,http://www.zillow.com/homedetails/214-S-Udall-Mesa-AZ-85204/2107561932_zpid/,-111.822,33.4108,376.689,rental,560,closed,3,2015-09-29,2015-09-26,West Central,107,PH
"210 S Udall, Mesa, AZ 85204",1,1,800,zillow_ph,http://www.zillow.com/homedetails/210-S-Udall-Mesa-AZ-85204/2105018186_zpid/,-111.822,33.4109,376.669,rental,560,closed,3,2015-09-29,2015-09-26,West Central,107,PH
"1838 E El Moro Ave, Mesa, AZ 85204",3,2,1092,zillow_ph,http://www.zillow.com/homedetails/1838-E-El-Moro-Ave-Mesa-AZ-85204/7627316_zpid/,-111.791,33.3989,376.062,rental,895,open,,,2015-09-26,West Central,107,PH
"1506 E El Moro Ave, Mesa, AZ 85204",3,1,1399,zillow_ph,http://www.zillow.com/homedetails/1506-E-El-Moro-Ave-Mesa-AZ-85204/7627083_zpid/,-111.799,33.3988,374.898,rental,1100,open,,,2015-09-28,West Central,107,PH
"611 E Gable Ave, Mesa, AZ 85204",3,1,1014,zillow_ph,http://www.zillow.com/homedetails/611-E-Gable-Ave-Mesa-AZ-85204/7629011_zpid/,-111.818,33.392,372.226,rental,1035,closed,2,2015-10-01,2015-09-29,West Central,107,PH
"1164 E Nielson Ave, Mesa, AZ 85204",3,2,1347,zillow_ph,http://www.zillow.com/homedetails/1164-E-Nielson-Ave-Mesa-AZ-85204/7624350_zpid/,-111.806,33.4109,377.029,rental,825,closed,464,2015-10-08,2014-07-01,West Central,107,PH
"1928 E 7th Ave, Mesa, AZ 85204",3,2,1338,zillow_ph,http://www.zillow.com/homedetails/1928-E-7th-Ave-Mesa-AZ-85204/7633233_zpid/,-111.79,33.4032,377.866,rental,1100,closed,5,2015-10-08,2015-10-03,West Central,107,PH
"1007 S Lebaron, Mesa, AZ 85210",4,2,2357,zillow_ph,http://www.zillow.com/homedetails/1007-S-Lebaron-Mesa-AZ-85210/7632426_zpid/,-111.838,33.3968,372.11,rental,1325,open,,,2015-10-05,West Central,107,PH
"567 N Pasadena, Mesa, AZ 85201",3,2,1072,zillow_ph,http://www.zillow.com/homedetails/567-N-Pasadena-Mesa-AZ-85201/7622007_zpid/,-111.827,33.4255,380.129,rental,1025,closed,2,2015-10-08,2015-10-06,West Central,107,PH
"945 N Pasadena, Mesa, AZ 85201",2,2,1350,zillow_ph,http://www.zillow.com/homedetails/945-N-Pasadena-Mesa-AZ-85201/7621112_zpid/,-111.826,33.4308,381.128,rental,1195,open,,,2015-10-06,West Central,107,PH
"860 E Hampton Ave, Mesa, AZ 85204",3,2,1600,zillow_ph,http://www.zillow.com/homedetails/860-E-Hampton-Ave-Mesa-AZ-85204/7629298_zpid/,-111.812,33.3902,372.633,rental,1295,closed,4,2015-10-10,2015-10-06,West Central,107,PH
"930 N Mesa Dr APT 1082, Mesa, AZ 85201",2,2,1000,zillow_ph,http://www.zillow.com/homedetails/930-N-Mesa-Dr-APT-1082-Mesa-AZ-85201/67790097_zpid/,-111.824,33.4336,380.646,rental,825,closed,2,2015-10-09,2015-10-07,West Central,107,PH
"910 N Center St UNIT 8, Mesa, AZ 85201",2,2,1046,zillow_ph,http://www.zillow.com/homedetails/910-N-Center-St-UNIT-8-Mesa-AZ-85201/7621800_zpid/,-111.832,33.4319,381.533,rental,895,open,,,2015-10-07,West Central,107,PH
"701 S Pomeroy, Mesa, AZ 85210",3,2,1450,zillow_ph,http://www.zillow.com/homedetails/701-S-Pomeroy-Mesa-AZ-85210/7631836_zpid/,-111.824,33.4024,374.887,rental,850,open,,,2015-10-08,West Central,107,PH
"1001 N Pasadena, Mesa, AZ 85201",2,2,1047,zillow_ph,http://www.zillow.com/homedetails/1001-N-Pasadena-Mesa-AZ-85201/7621367_zpid/,-111.826,33.433,381.241,rental,2100,open,,,2015-10-09,West Central,107,PH
"553 S Spencer, Mesa, AZ 85204",3,1,1050,zillow_ph,http://www.zillow.com/homedetails/553-S-Spencer-Mesa-AZ-85204/7630232_zpid/,-111.807,33.4046,375.984,rental,865,open,,,2015-10-09,West Central,107,PH
"120 W 3rd Pl, Mesa, AZ 85201",2,1,969,zillow_ph,http://www.zillow.com/homedetails/120-W-3rd-Pl-Mesa-AZ-85201/7625821_zpid/,-111.835,33.4218,379.278,rental,925,open,,,2015-10-10,West Central,107,PH
"1340 E Crescent Ave, Mesa, AZ 85204",5,1,1500,zillow_ph,http://www.zillow.com/homedetails/1340-E-Crescent-Ave-Mesa-AZ-85204/7626519_zpid/,-111.802,33.4074,376.884,rental,1400,open,,,2015-10-13,West Central,107,PH
"533 E Hermosa Dr, Tempe, AZ 85282",3,2,1709,zillow_ph,http://www.zillow.com/homedetails/533-E-Hermosa-Dr-Tempe-AZ-85282/7595995_zpid/,-111.931,33.387,358.248,rental,1465,open,,,2015-10-07,Tempe Gardens,112,PH
"1905 E Cairo Dr, Tempe, AZ 85282",3,1,1812,zillow_ph,http://www.zillow.com/homedetails/1905-E-Cairo-Dr-Tempe-AZ-85282/7590853_zpid/,-111.904,33.3979,362.795,rental,1395,closed,,2015-10-10,,McClintock,115,PH
