apartment name,configuration,num bedroom,num bathroom,size,rent,neighborhood,date listed,origin_url,method,attribute,ajax_render,ajax_render_origin_pattern,ajax_render_origin_url,units page,address,address_origin_pattern,address_origin_url,apartment page,origin_pattern,createdAt,updatedAt,pingedAt
AVA 55 Ninth,Studio 1 bath 587 sqft,Studio,1 bath,587 sqft,"3,445",South of Market,06/06/15,http://www.zillow.com/AjaxRender.htm?encparams=4~7674669760590037178~5t-HRxshUQXpQE5Wz31dWUTkOGKW_Bkx-6Sisl3qTicmbHwhseB7tF_uvA3KYlWNp-DfB5blr-34bypFW8-fwzJ_7enJN4uvNHdA4QVOh5aOoDD5v-t_Dc4JHlu6SXDHzZ9Z3osmdqjvte4Gi444rQBLDUGGNHk_T9AHHSCyrLm9rMUBTItzi6XzuBsRAx6fLPmB4o5I5z6YlFvOOO1a1azfrGEHyYJ5WZMC8M-b57dmgdIjKVxIB4AxGiw9GtGWIJ44XxvBlKV5rJtI-fP2Zfi7bQ_AZCoJ6zjjZKRBj9PyiDvtiZlWbG0XAm0k4BnI_atpc3u_gGejmsUHfjhWRg==&rwebid=22993697&rhost,get,html,AjaxRender.htm?encparams=4~7674669760590037178~5t-HRxshUQXpQE5Wz31dWUTkOGKW_Bkx-6Sisl3qTicmbHwhseB7tF_uvA3KYlWNp-DfB5blr-34bypFW8-fwzJ_7enJN4uvNHdA4QVOh5aOoDD5v-t_Dc4JHlu6SXDHzZ9Z3osmdqjvte4Gi444rQBLDUGGNHk_T9AHHSCyrLm9rMUBTItzi6XzuBsRAx6fLPmB4o5I5z6YlFvOOO1a1azfrGEHyYJ5WZMC8M-b57dmgdIjKVxIB4AxGiw9GtGWIJ44XxvBlKV5rJtI-fP2Zfi7bQ_AZCoJ6zjjZKRBj9PyiDvtiZlWbG0XAm0k4BnI_atpc3u_gGejmsUHfjhWRg==&rwebid=22993697&rhost,http://translate.getdata.io/json_attribute_raw,http://translate.getdata.io/json_attribute_raw,http://www.zillow.com/homedetails/55-9th-St-607868-San-Francisco-CA-94103/2103188274_zpid/,"55 9th St San Francisco, CA 94103",@@apartment page@@,http://www.zillow.com/b/ava-55-ninth-san-francisco-ca-5XkH8X/,http://www.zillow.com/b/ava-55-ninth-san-francisco-ca-5XkH8X/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-06 15:53:08,2015-07-06 15:53:08,2015-07-06 15:53:08
Avalon Hayes Valley,2 beds 2 baths 981 sqft,2 beds,2 baths,981 sqft,"4,970",Hayes Valley,12/22/14,http://www.zillow.com/AjaxRender.htm?encparams=7~4464165036440453180~cgxxv4GeQYO7TgLrYmHzvy7Om2vxwfHtkXmL9Mzm0us4HnZNiqH5DrM4m9nrlyIjWzUGloRiZSxLiA8BrkG5RcN_Pbi1Ye2gxWMWAuoxmIlo4k2TAJN6WaOjgJ2qSkXbzTLlAHrap02UGUbwjkgoLmmoIFKxi2a2-s-NAV_9CWrtuKpiK06eNS9Wb5_uhwEOJMTpB8NL4aptkQqrqX138EXpx-J0VBcXfKhZqRElBHIPWgzAm8dMEO7pdWhx7lEHhoduNZaipe3Xnxn8leMHKXm9jCxPGQXOh78rUklEOVyKnmRqP_ih2A7htyGDh7YWs9GwitotuJBdqRFHlOecBA==&rwebid=22996233&rhost,get,html,AjaxRender.htm?encparams=7~4464165036440453180~cgxxv4GeQYO7TgLrYmHzvy7Om2vxwfHtkXmL9Mzm0us4HnZNiqH5DrM4m9nrlyIjWzUGloRiZSxLiA8BrkG5RcN_Pbi1Ye2gxWMWAuoxmIlo4k2TAJN6WaOjgJ2qSkXbzTLlAHrap02UGUbwjkgoLmmoIFKxi2a2-s-NAV_9CWrtuKpiK06eNS9Wb5_uhwEOJMTpB8NL4aptkQqrqX138EXpx-J0VBcXfKhZqRElBHIPWgzAm8dMEO7pdWhx7lEHhoduNZaipe3Xnxn8leMHKXm9jCxPGQXOh78rUklEOVyKnmRqP_ih2A7htyGDh7YWs9GwitotuJBdqRFHlOecBA==&rwebid=22996233&rhost,http://translate.getdata.io/json_attribute_raw,http://translate.getdata.io/json_attribute_raw,http://www.zillow.com/homedetails/325-Octavia-St-595789-San-Francisco-CA-94102/2103973211_zpid/,"325 Octavia St San Francisco, CA 94102",@@apartment page@@,http://www.zillow.com/b/avalon-hayes-valley-san-francisco-ca-64X24m/,http://www.zillow.com/b/avalon-hayes-valley-san-francisco-ca-64X24m/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-06 15:53:08,2015-07-06 15:53:08,2015-07-06 15:53:08
Avalon Hayes Valley,1 bed 1 bath 562 sqft,1 bed,1 bath,562 sqft,"3,690",Hayes Valley,12/22/14,http://www.zillow.com/AjaxRender.htm?encparams=6~6776978040672554935~hkTfAg6cYqRr6O6ay9JMR8gn74UhWA4ZYfVN9XSRs9CmJh-56g6faocjF7y2Jc__16dcNz7uj-NY6sqbs6CAK0AfDh7EzA25wN2e6VtP350jagjuJVYnNYyBKRDcHq_FLvo3SVzTyyLLYC2t4lAgbkusqeXKtjVU_L7-kp_Zodmj4zLa8k14-xwUgaLA8bqWlHBqCBAqRccSqb_oNmoKKjz5dqGFgJYUojhGRNmmjaNcgA7jHuix6oJJSb3WJqg85IZseQHWWJW0LwRs899N30Qq2m_3Z4ZlS7z0HrME4tFWtV1iUYk0M2gPkGZzuik0yEERXc_0ZXPjCctWQa6T-Q==&rwebid=22998563&rhost,get,html,AjaxRender.htm?encparams=6~6776978040672554935~hkTfAg6cYqRr6O6ay9JMR8gn74UhWA4ZYfVN9XSRs9CmJh-56g6faocjF7y2Jc__16dcNz7uj-NY6sqbs6CAK0AfDh7EzA25wN2e6VtP350jagjuJVYnNYyBKRDcHq_FLvo3SVzTyyLLYC2t4lAgbkusqeXKtjVU_L7-kp_Zodmj4zLa8k14-xwUgaLA8bqWlHBqCBAqRccSqb_oNmoKKjz5dqGFgJYUojhGRNmmjaNcgA7jHuix6oJJSb3WJqg85IZseQHWWJW0LwRs899N30Qq2m_3Z4ZlS7z0HrME4tFWtV1iUYk0M2gPkGZzuik0yEERXc_0ZXPjCctWQa6T-Q==&rwebid=22998563&rhost,http://translate.getdata.io/json_attribute_raw,http://translate.getdata.io/json_attribute_raw,http://www.zillow.com/homedetails/325-Octavia-St-595746-San-Francisco-CA-94102/2103973259_zpid/,"325 Octavia St San Francisco, CA 94102",@@apartment page@@,http://www.zillow.com/b/avalon-hayes-valley-san-francisco-ca-64X24m/,http://www.zillow.com/b/avalon-hayes-valley-san-francisco-ca-64X24m/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-06 15:53:08,2015-07-06 15:53:08,2015-07-06 15:53:08
Avalon at Mission Bay North,"2 beds 2 baths 1,343 sqft",2 beds,2 baths,"1,343 sqft","5,950",South of Market,06/25/15,http://www.zillow.com/AjaxRender.htm?encparams=9~3317616578938157153~MEPZxFFsh5woW7za4QAhk1VXML3wubkUtj8Dn088w2BQzLAHV_hjhVTQRUGFoKy-BkF_XSXX7INvkIycM2CJkLBtgmPgaxCgWa67vmaAv80MPMbmWQFwNmtunec5FuJVnJHhr8nfds0HsG1p_oQMfMj0lhksmN37Dnu0JD1VHxF5McZktOy5UlrGpWHTkRpPMtUASCScj-Y7nBxJtjEfJLZnnFMBnJnDODxqsIUr8MTG_5ho72IwIFUkfmKZW9JUOaucJRumRTUQEGNkwln9roOEDVItYq_tDoEFTtTfu5kIEjuCM3JzqDQUtU2HjlaNZ-wzDmO-pn98CZTRjP5ShA==&rwebid=23001740&rhost,get,html,AjaxRender.htm?encparams=9~3317616578938157153~MEPZxFFsh5woW7za4QAhk1VXML3wubkUtj8Dn088w2BQzLAHV_hjhVTQRUGFoKy-BkF_XSXX7INvkIycM2CJkLBtgmPgaxCgWa67vmaAv80MPMbmWQFwNmtunec5FuJVnJHhr8nfds0HsG1p_oQMfMj0lhksmN37Dnu0JD1VHxF5McZktOy5UlrGpWHTkRpPMtUASCScj-Y7nBxJtjEfJLZnnFMBnJnDODxqsIUr8MTG_5ho72IwIFUkfmKZW9JUOaucJRumRTUQEGNkwln9roOEDVItYq_tDoEFTtTfu5kIEjuCM3JzqDQUtU2HjlaNZ-wzDmO-pn98CZTRjP5ShA==&rwebid=23001740&rhost,http://translate.getdata.io/json_attribute_raw,http://translate.getdata.io/json_attribute_raw,http://www.zillow.com/homedetails/255-King-St-606078-San-Francisco-CA-94107/2103464883_zpid/,"255 King St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-06 15:53:08,2015-07-06 15:53:08,2015-07-06 15:53:08
AVA 55 Ninth,Studio 1 bath 587 sqft,Studio,1 bath,587 sqft,"3,445",South of Market,02/27/15,http://www.zillow.com/AjaxRender.htm?encparams=4~7674669760590037178~5t-HRxshUQXpQE5Wz31dWUTkOGKW_Bkx-6Sisl3qTicmbHwhseB7tF_uvA3KYlWNp-DfB5blr-34bypFW8-fwzJ_7enJN4uvNHdA4QVOh5aOoDD5v-t_Dc4JHlu6SXDHzZ9Z3osmdqjvte4Gi444rQBLDUGGNHk_T9AHHSCyrLm9rMUBTItzi6XzuBsRAx6fLPmB4o5I5z6YlFvOOO1a1azfrGEHyYJ5WZMC8M-b57dmgdIjKVxIB4AxGiw9GtGWIJ44XxvBlKV5rJtI-fP2Zfi7bQ_AZCoJ6zjjZKRBj9PyiDvtiZlWbG0XAm0k4BnI_atpc3u_gGejmsUHfjhWRg==&rwebid=22993697&rhost,get,html,AjaxRender.htm?encparams=4~7674669760590037178~5t-HRxshUQXpQE5Wz31dWUTkOGKW_Bkx-6Sisl3qTicmbHwhseB7tF_uvA3KYlWNp-DfB5blr-34bypFW8-fwzJ_7enJN4uvNHdA4QVOh5aOoDD5v-t_Dc4JHlu6SXDHzZ9Z3osmdqjvte4Gi444rQBLDUGGNHk_T9AHHSCyrLm9rMUBTItzi6XzuBsRAx6fLPmB4o5I5z6YlFvOOO1a1azfrGEHyYJ5WZMC8M-b57dmgdIjKVxIB4AxGiw9GtGWIJ44XxvBlKV5rJtI-fP2Zfi7bQ_AZCoJ6zjjZKRBj9PyiDvtiZlWbG0XAm0k4BnI_atpc3u_gGejmsUHfjhWRg==&rwebid=22993697&rhost,http://translate.getdata.io/json_attribute_raw,http://translate.getdata.io/json_attribute_raw,http://www.zillow.com/homedetails/55-9th-St-607868-San-Francisco-CA-94103/2103188274_zpid/,"55 9th St San Francisco, CA 94103",@@apartment page@@,http://www.zillow.com/b/ava-55-ninth-san-francisco-ca-5XkH8X/,http://www.zillow.com/b/ava-55-ninth-san-francisco-ca-5XkH8X/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-06 15:53:08,2015-07-06 15:53:08,2015-07-06 15:53:08
Avalon Hayes Valley,2 beds 2 baths 805 sqft,2 beds,2 baths,805 sqft,"4,695",Hayes Valley,12/22/14,http://www.zillow.com/AjaxRender.htm?encparams=1~687522441373160375~j0V306eeQRDrUvodaGAc3W1_bbAkSBgGegsfTuvzy109oinKUIhWAWlX_bFDI2egiSsXMfJPj9rq2YWtnUe8_DO1MmqHRdncD5OD6kttA0QNSL0vSycdrj3BP6B8gVlPc4cFyNm0u-gHDu7QodnPeODKv71O4MmG_yGCpUsZfl5h29aOakJzt4bq3w55_XNiri_1SDcws8ny11qlhfdagZSfeWO4hmVMGLBUw9Sg5wxoZRYFD0HP5aTyKMKeZXKAQyLawCIBaw-HGHRBKuyfgEeAswYFkPh6Bp8qKxVmG3wyEMRr4qV15nz_bd_h5ufPGlnq8Wuxke_Z6V3GXpM3jQ==&rwebid=22996731&rhost,get,html,AjaxRender.htm?encparams=1~687522441373160375~j0V306eeQRDrUvodaGAc3W1_bbAkSBgGegsfTuvzy109oinKUIhWAWlX_bFDI2egiSsXMfJPj9rq2YWtnUe8_DO1MmqHRdncD5OD6kttA0QNSL0vSycdrj3BP6B8gVlPc4cFyNm0u-gHDu7QodnPeODKv71O4MmG_yGCpUsZfl5h29aOakJzt4bq3w55_XNiri_1SDcws8ny11qlhfdagZSfeWO4hmVMGLBUw9Sg5wxoZRYFD0HP5aTyKMKeZXKAQyLawCIBaw-HGHRBKuyfgEeAswYFkPh6Bp8qKxVmG3wyEMRr4qV15nz_bd_h5ufPGlnq8Wuxke_Z6V3GXpM3jQ==&rwebid=22996731&rhost,http://translate.getdata.io/json_attribute_raw,http://translate.getdata.io/json_attribute_raw,http://www.zillow.com/homedetails/325-Octavia-St-595756-San-Francisco-CA-94102/2103973247_zpid/,"325 Octavia St San Francisco, CA 94102",@@apartment page@@,http://www.zillow.com/b/avalon-hayes-valley-san-francisco-ca-64X24m/,http://www.zillow.com/b/avalon-hayes-valley-san-francisco-ca-64X24m/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-06 15:53:08,2015-07-06 15:53:08,2015-07-06 15:53:08
Avalon Hayes Valley,Studio 1 bath 497 sqft,Studio,1 bath,497 sqft,"3,410",Hayes Valley,12/22/14,http://www.zillow.com/AjaxRender.htm?encparams=8~2610558457842787058~Q-jFUE0Qhb5amU7TQgl1_5LwD9DFKaBPII8VIpjnnGGIOktRHFc7Y7trLcyI3OtoUm7HyLaHps6KL2MbYLy2Vl_Fn9lmxFNmqw7ZtA6lO7aZ2WZ-ipfjWs_hC-yEMeUod5QX9W-aPFkpmDEXZcP2uqc3IF2Cv7_zBJ7iBl5GVIM6h1b1FbFMg8zDoKHqkW2BGEtzqxwygsC4KJhgG8BHbCFScFYfbbtOCZjypn08xVkXzt1lUCQCm1GxDyZFD6v3Wh3_tGu2fB-pB2LT66Bqb_CQAfejxQnuNKyHhYoDGrE-zeT2TnD3b0r308Dr7_y7NUMfSCIgbT8uwOf26Kw3Jg==&rwebid=22999075&rhost,get,html,AjaxRender.htm?encparams=8~2610558457842787058~Q-jFUE0Qhb5amU7TQgl1_5LwD9DFKaBPII8VIpjnnGGIOktRHFc7Y7trLcyI3OtoUm7HyLaHps6KL2MbYLy2Vl_Fn9lmxFNmqw7ZtA6lO7aZ2WZ-ipfjWs_hC-yEMeUod5QX9W-aPFkpmDEXZcP2uqc3IF2Cv7_zBJ7iBl5GVIM6h1b1FbFMg8zDoKHqkW2BGEtzqxwygsC4KJhgG8BHbCFScFYfbbtOCZjypn08xVkXzt1lUCQCm1GxDyZFD6v3Wh3_tGu2fB-pB2LT66Bqb_CQAfejxQnuNKyHhYoDGrE-zeT2TnD3b0r308Dr7_y7NUMfSCIgbT8uwOf26Kw3Jg==&rwebid=22999075&rhost,http://translate.getdata.io/json_attribute_raw,http://translate.getdata.io/json_attribute_raw,http://www.zillow.com/homedetails/325-Octavia-St-595743-San-Francisco-CA-94102/2103973260_zpid/,"325 Octavia St San Francisco, CA 94102",@@apartment page@@,http://www.zillow.com/b/avalon-hayes-valley-san-francisco-ca-64X24m/,http://www.zillow.com/b/avalon-hayes-valley-san-francisco-ca-64X24m/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-06 15:53:08,2015-07-06 15:53:08,2015-07-06 15:53:08
Avalon at Mission Bay North,"2 beds 2 baths 1,343 sqft",2 beds,2 baths,"1,343 sqft","5,950",South of Market,02/06/15,http://www.zillow.com/AjaxRender.htm?encparams=9~3317616578938157153~MEPZxFFsh5woW7za4QAhk1VXML3wubkUtj8Dn088w2BQzLAHV_hjhVTQRUGFoKy-BkF_XSXX7INvkIycM2CJkLBtgmPgaxCgWa67vmaAv80MPMbmWQFwNmtunec5FuJVnJHhr8nfds0HsG1p_oQMfMj0lhksmN37Dnu0JD1VHxF5McZktOy5UlrGpWHTkRpPMtUASCScj-Y7nBxJtjEfJLZnnFMBnJnDODxqsIUr8MTG_5ho72IwIFUkfmKZW9JUOaucJRumRTUQEGNkwln9roOEDVItYq_tDoEFTtTfu5kIEjuCM3JzqDQUtU2HjlaNZ-wzDmO-pn98CZTRjP5ShA==&rwebid=23001740&rhost,get,html,AjaxRender.htm?encparams=9~3317616578938157153~MEPZxFFsh5woW7za4QAhk1VXML3wubkUtj8Dn088w2BQzLAHV_hjhVTQRUGFoKy-BkF_XSXX7INvkIycM2CJkLBtgmPgaxCgWa67vmaAv80MPMbmWQFwNmtunec5FuJVnJHhr8nfds0HsG1p_oQMfMj0lhksmN37Dnu0JD1VHxF5McZktOy5UlrGpWHTkRpPMtUASCScj-Y7nBxJtjEfJLZnnFMBnJnDODxqsIUr8MTG_5ho72IwIFUkfmKZW9JUOaucJRumRTUQEGNkwln9roOEDVItYq_tDoEFTtTfu5kIEjuCM3JzqDQUtU2HjlaNZ-wzDmO-pn98CZTRjP5ShA==&rwebid=23001740&rhost,http://translate.getdata.io/json_attribute_raw,http://translate.getdata.io/json_attribute_raw,http://www.zillow.com/homedetails/255-King-St-606078-San-Francisco-CA-94107/2103464883_zpid/,"255 King St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-06 15:53:08,2015-07-06 15:53:08,2015-07-06 15:53:08
Avalon Hayes Valley,1 bed 1 bath 629 sqft,1 bed,1 bath,629 sqft,"4,380",Hayes Valley,12/22/14,http://www.zillow.com/AjaxRender.htm?encparams=5~5311460094070230451~7LL1_IMybMBJ_RQXyZszaM8-ENGM_XD_3owPCJzc8nbDW8ZQdDGa1n2KRjTRWlPKljcFLEjr5hpB5fHGPnJa6_phXNxpGvmxc7eKfKWD79xFtzdil5fYnGV9GhqwiszkGcXgUQG7pfi8dHyLVOrnAcHvs7u86nl2M-mNizYtVwatCWamEaKbZNtKyjr8txe6v0e2q4_W8-GVA89t1fvtKjUdzg7uhqayXqf9B7ITqz5XFdAa9SuS1GR4r-Mhql2u9nFalFzCKqaM3eUN_zNHXlWgqSre-_D4bU7VZijbHpsH4WLlM8U4qN3614bmgWaypB2_cYt5L1ALRl1zFVEcFw==&rwebid=22997159&rhost,get,html,AjaxRender.htm?encparams=5~5311460094070230451~7LL1_IMybMBJ_RQXyZszaM8-ENGM_XD_3owPCJzc8nbDW8ZQdDGa1n2KRjTRWlPKljcFLEjr5hpB5fHGPnJa6_phXNxpGvmxc7eKfKWD79xFtzdil5fYnGV9GhqwiszkGcXgUQG7pfi8dHyLVOrnAcHvs7u86nl2M-mNizYtVwatCWamEaKbZNtKyjr8txe6v0e2q4_W8-GVA89t1fvtKjUdzg7uhqayXqf9B7ITqz5XFdAa9SuS1GR4r-Mhql2u9nFalFzCKqaM3eUN_zNHXlWgqSre-_D4bU7VZijbHpsH4WLlM8U4qN3614bmgWaypB2_cYt5L1ALRl1zFVEcFw==&rwebid=22997159&rhost,http://translate.getdata.io/json_attribute_raw,http://translate.getdata.io/json_attribute_raw,http://www.zillow.com/homedetails/325-Octavia-St-595776-San-Francisco-CA-94102/2103973226_zpid/,"325 Octavia St San Francisco, CA 94102",@@apartment page@@,http://www.zillow.com/b/avalon-hayes-valley-san-francisco-ca-64X24m/,http://www.zillow.com/b/avalon-hayes-valley-san-francisco-ca-64X24m/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-06 15:53:08,2015-07-06 15:53:08,2015-07-06 15:53:08
Avalon Hayes Valley,Studio 1 bath 449 sqft,Studio,1 bath,449 sqft,"3,250",Hayes Valley,12/22/14,http://www.zillow.com/AjaxRender.htm?encparams=9~2058398348073802061~8Xmdv0hC9oSgQ5JDS0Oyrd1FNXf0Zq9U1r0Ri3IjLc2434FneSYm8gf-4WEVvOiqzOwUmekG2DC5NhT73U5C6GQASSKX0Dw_60CtNIzAxcCiMNj6Ycs9SmTQ4eawsLz-Rpx6ImcYtn0_CHifNyOZw0efB0rLxs5-odfhIrP8-qdbNjdjBjNyAsHnaUXKyTKxPhYgw6K3g0E8i3sXzMWPNfKqThMEDw3XwnxoIPknR0OBtI6rVYLzAoupWYGZtumFMbXCilQ7nvvKNEjnUSJk3GX-ev74C4ViKsui1UbMbKggctFdEmncJU52bC10Np_ayq4vKRbQe8tJIb-lGKD1HQ==&rwebid=22999519&rhost,get,html,AjaxRender.htm?encparams=9~2058398348073802061~8Xmdv0hC9oSgQ5JDS0Oyrd1FNXf0Zq9U1r0Ri3IjLc2434FneSYm8gf-4WEVvOiqzOwUmekG2DC5NhT73U5C6GQASSKX0Dw_60CtNIzAxcCiMNj6Ycs9SmTQ4eawsLz-Rpx6ImcYtn0_CHifNyOZw0efB0rLxs5-odfhIrP8-qdbNjdjBjNyAsHnaUXKyTKxPhYgw6K3g0E8i3sXzMWPNfKqThMEDw3XwnxoIPknR0OBtI6rVYLzAoupWYGZtumFMbXCilQ7nvvKNEjnUSJk3GX-ev74C4ViKsui1UbMbKggctFdEmncJU52bC10Np_ayq4vKRbQe8tJIb-lGKD1HQ==&rwebid=22999519&rhost,http://translate.getdata.io/json_attribute_raw,http://translate.getdata.io/json_attribute_raw,http://www.zillow.com/homedetails/325-Octavia-St-595740-San-Francisco-CA-94102/2103973263_zpid/,"325 Octavia St San Francisco, CA 94102",@@apartment page@@,http://www.zillow.com/b/avalon-hayes-valley-san-francisco-ca-64X24m/,http://www.zillow.com/b/avalon-hayes-valley-san-francisco-ca-64X24m/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-06 15:53:08,2015-07-06 15:53:08,2015-07-06 15:53:08
Avalon at Mission Bay North,"2 beds 2 baths 1,247 sqft",2 beds,2 baths,"1,247 sqft","5,735",South of Market,02/06/15,http://www.zillow.com/AjaxRender.htm?encparams=4~7734380453229046077~LH8k_dzwUg_hO2hJNU4kHQK-E5nw1gKmHCSfsuJbSarqBSXBnlwOMz3aizeGNKDsXwtc-72v3VpqRWqFgmV0C6WWpR43vEyqN06qjklGqBhOgE9Nw_G3MaTlBgSC0qDoMv7VG9L5-UfJ3XOxnOWqI1kV0viIPAdJR6FkCn2WfrhrP4f0qf1OTVrPoxqFLeFGi-6O7gHYd-9YRKNIgH3CQeXZboCzxdqhMQ550NQ_E-b2mkTPi0HLIk5jwvu_D6AdlvXorGicm2sju8XqAcHo0dTUXt1698lc8lfpAO9KDFQT-ZlcJxh932QmxujXGbZkiCVfeL-s9af44xaBE7qBeQ==&rwebid=23002197&rhost,get,html,AjaxRender.htm?encparams=4~7734380453229046077~LH8k_dzwUg_hO2hJNU4kHQK-E5nw1gKmHCSfsuJbSarqBSXBnlwOMz3aizeGNKDsXwtc-72v3VpqRWqFgmV0C6WWpR43vEyqN06qjklGqBhOgE9Nw_G3MaTlBgSC0qDoMv7VG9L5-UfJ3XOxnOWqI1kV0viIPAdJR6FkCn2WfrhrP4f0qf1OTVrPoxqFLeFGi-6O7gHYd-9YRKNIgH3CQeXZboCzxdqhMQ550NQ_E-b2mkTPi0HLIk5jwvu_D6AdlvXorGicm2sju8XqAcHo0dTUXt1698lc8lfpAO9KDFQT-ZlcJxh932QmxujXGbZkiCVfeL-s9af44xaBE7qBeQ==&rwebid=23002197&rhost,http://translate.getdata.io/json_attribute_raw,http://translate.getdata.io/json_attribute_raw,http://www.zillow.com/homedetails/255-King-St-606106-San-Francisco-CA-94107/2103464872_zpid/,"255 King St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-06 15:53:08,2015-07-06 15:53:08,2015-07-06 15:53:08
Avalon at Mission Bay North,"2 beds 2 baths 1,175 sqft",2 beds,2 baths,"1,175 sqft","5,230",South of Market,05/21/15,http://www.zillow.com/AjaxRender.htm?encparams=6~4815501566548725028~4QK6SAuTTDBZpgkxopYzv3nwUzm8nsat8SvW1XmKcYxArdZ07s9IJ57cBlsxVei4yqEQ0cmD_nqSbAanBT9479RevqMMtuH_uYqP10QDdm4al6GC2Gs7O6H_Ss9lVv8WGSBi6NLOMgMDhtpShmnub44F6bkB_JZr3wZxZHAc80TBTJEmgZ2dyWhWmh8J3N0k60AOBCoDvIc8tQdNQJH9L2731M1tQ6DqZERjdPw0NWwVFEdVw74co7_KJp9K-xzqIR4ahWQQ8HNL-6WHqdvUu9eK41Qio_mj6lSeO4jPis9OA1uQjdOepjfS7oKaaMGFmqGvXf4n9F1RM_VZM_uCng==&rwebid=23003950&rhost,get,html,AjaxRender.htm?encparams=6~4815501566548725028~4QK6SAuTTDBZpgkxopYzv3nwUzm8nsat8SvW1XmKcYxArdZ07s9IJ57cBlsxVei4yqEQ0cmD_nqSbAanBT9479RevqMMtuH_uYqP10QDdm4al6GC2Gs7O6H_Ss9lVv8WGSBi6NLOMgMDhtpShmnub44F6bkB_JZr3wZxZHAc80TBTJEmgZ2dyWhWmh8J3N0k60AOBCoDvIc8tQdNQJH9L2731M1tQ6DqZERjdPw0NWwVFEdVw74co7_KJp9K-xzqIR4ahWQQ8HNL-6WHqdvUu9eK41Qio_mj6lSeO4jPis9OA1uQjdOepjfS7oKaaMGFmqGvXf4n9F1RM_VZM_uCng==&rwebid=23003950&rhost,http://translate.getdata.io/json_attribute_raw,http://translate.getdata.io/json_attribute_raw,http://www.zillow.com/homedetails/255-King-St-606109-San-Francisco-CA-94107/2102795342_zpid/,"255 King St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-06 15:53:08,2015-07-06 15:53:08,2015-07-06 15:53:08
