,address,ypred,list,gain-loss,gain-loss%,days_pred,url
3647686,"2701 Sungold Dr, Las Vegas, NV 89134 ",100550.7578125,223900,-123349.2421875,-0.5509122027132649,165.74441528320312,https://www.zillow.com/homedetails/2701-Sungold-Dr-Las-Vegas-NV-89134/6941266_zpid/
7452718,"4998 S 246TH Ln, Buckeye, AZ 85326 ",70478.3984375,193900,-123421.6015625,-0.6365219265729758,28.544998168945312,https://www.zillow.com/homedetails/4998-S-246TH-Ln-Buckeye-AZ-85326/95099671_zpid/
245199,"4455 E Badger Way, Phoenix, AZ 85044 ",160570.359375,284900,-124329.640625,-0.43639747499122494,80.18425750732422,https://www.zillow.com/homedetails/4455-E-Badger-Way-Phoenix-AZ-85044/8260779_zpid/
7439433,"7912 Howard Dade Ave, Las Vegas, NV 89129 ",110530.609375,235000,-124469.390625,-0.5296569813829788,132.38583374023438,https://www.zillow.com/homedetails/7912-Howard-Dade-Ave-Las-Vegas-NV-89129/6928369_zpid/
7419447,"657 N Pleasant Dr, Chandler, AZ 85225 ",125033.875,249900,-124866.125,-0.49966436574629847,67.84052276611328,https://www.zillow.com/homedetails/657-N-Pleasant-Dr-Chandler-AZ-85225/8186319_zpid/
232327,"18819 N 3rd Dr, Phoenix, AZ 85027 ",107428.9375,232500,-125071.0625,-0.5379400537634409,71.60472106933594,https://www.zillow.com/homedetails/18819-N-3rd-Dr-Phoenix-AZ-85027/7968437_zpid/
1107740,"1079 W Folley St, Chandler, AZ 85224 ",193398.1875,319500,-126101.8125,-0.39468485915492957,72.3398208618164,https://www.zillow.com/homedetails/1079-W-Folley-St-Chandler-AZ-85224/8207940_zpid/
304464,"3447 W King Dr, Anthem, AZ 85086 ",197428.34375,324000,-126571.65625,-0.3906532600308642,42.055458068847656,https://www.zillow.com/homedetails/3447-W-King-Dr-Anthem-AZ-85086/54050599_zpid/
7451966,"1308 W Estrella Dr, Chandler, AZ 85224 ",132264.40625,259500,-127235.59375,-0.4903105732177264,152.66854858398438,https://www.zillow.com/homedetails/1308-W-Estrella-Dr-Chandler-AZ-85224/8193983_zpid/
7449900,"11149 W Sheridan St, Avondale, AZ 85392 ",151042.5,279000,-127957.5,-0.4586290322580645,77.8873062133789,https://www.zillow.com/homedetails/11149-W-Sheridan-St-Avondale-AZ-85392/54466001_zpid/
1239512,"953 N Tatum Ln, Gilbert, AZ 85234 ",221220.5625,349900,-128679.4375,-0.3677606101743355,87.3336410522461,https://www.zillow.com/homedetails/953-N-Tatum-Ln-Gilbert-AZ-85234/8231619_zpid/
1179637,"1365 S Spartan St, Gilbert, AZ 85233 ",206196.1875,335000,-128803.8125,-0.3844889925373134,63.12285232543945,https://www.zillow.com/homedetails/1365-S-Spartan-St-Gilbert-AZ-85233/8180348_zpid/
806095,"535 S Temple St, Mesa, AZ 85204 ",132135.265625,261000,-128864.734375,-0.49373461446360156,75.36054229736328,https://www.zillow.com/homedetails/535-S-Temple-St-Mesa-AZ-85204/7630411_zpid/
1910629,"2564 Golfside Dr, Las Vegas, NV 89134 ",270116.75,399000,-128883.25,-0.32301566416040095,146.98794555664062,https://www.zillow.com/homedetails/2564-Golfside-Dr-Las-Vegas-NV-89134/6940355_zpid/
588987,"11430 E Prairie Ave, Mesa, AZ 85212 ",155999.984375,284900,-128900.015625,-0.4524395072832573,83.94007873535156,https://www.zillow.com/homedetails/11430-E-Prairie-Ave-Mesa-AZ-85212/52432968_zpid/
7470655,"1531 E Harvard Ave, Gilbert, AZ 85234 ",188975.171875,318000,-129024.828125,-0.4057384532232704,176.03768920898438,https://www.zillow.com/homedetails/1531-E-Harvard-Ave-Gilbert-AZ-85234/8271425_zpid/
239555,"20450 N 14th Dr, Phoenix, AZ 85027 ",49744.28125,179000,-129255.71875,-0.7220989874301675,76.5938720703125,https://www.zillow.com/homedetails/20450-N-14th-Dr-Phoenix-AZ-85027/7966618_zpid/
3647208,"2416 Sterling Heights Dr, Las Vegas, NV 89134 ",183935.15625,314000,-130064.84375,-0.414219247611465,152.6011199951172,https://www.zillow.com/homedetails/2416-Sterling-Heights-Dr-Las-Vegas-NV-89134/6943832_zpid/
7438481,"3652 E Honeysuckle Dr, Chandler, AZ 85286 ",144395.578125,274990,-130594.421875,-0.4749060761300411,33.15916442871094,https://www.zillow.com/homedetails/3652-E-Honeysuckle-Dr-Chandler-AZ-85286/2096109716_zpid/
59084,"1713 W Owens Way, Anthem, AZ 85086 ",89367.125,220000,-130632.875,-0.5937857954545455,163.07373046875,https://www.zillow.com/homedetails/1713-W-Owens-Way-Anthem-AZ-85086/62731099_zpid/
367928,"33247 N 46th Way, Cave Creek, AZ 85331 ",229317.171875,359999,-130681.828125,-0.36300608647524024,55.585792541503906,https://www.zillow.com/homedetails/33247-N-46th-Way-Cave-Creek-AZ-85331/10987222_zpid/
7462654,"12010 W Rio Vista Ln, Avondale, AZ 85323 ",99144.171875,230187,-131042.828125,-0.5692885702711274,251.756103515625,https://www.zillow.com/homedetails/12010-W-Rio-Vista-Ln-Avondale-AZ-85323/95186058_zpid/
612095,"11029 E Nichols Ave, Mesa, AZ 85209 ",128395.3125,259900,-131504.6875,-0.5059818680261639,74.54169464111328,https://www.zillow.com/homedetails/11029-E-Nichols-Ave-Mesa-AZ-85209/71630935_zpid/
193602,"2440 W Roeser Rd, Phoenix, AZ 85041 ",48134.71875,179900,-131765.28125,-0.7324362493051695,30.405162811279297,https://www.zillow.com/homedetails/2440-W-Roeser-Rd-Phoenix-AZ-85041/67774037_zpid/
195341,"3138 W Dunbar Dr, Phoenix, AZ 85041 ",77959.984375,209900,-131940.015625,-0.6285851149356836,78.85270690917969,https://www.zillow.com/homedetails/3138-W-Dunbar-Dr-Phoenix-AZ-85041/60977143_zpid/
732049,"620 N Hall, Mesa, AZ 85203 ",167793.84375,300000,-132206.15625,-0.4406871875,83.94007873535156,https://www.zillow.com/homedetails/620-N-Hall-Mesa-AZ-85203/82779279_zpid/
4680211,"5020 Charmian Dr, Santa Rosa, CA 95409 ",167589.265625,299950,-132360.734375,-0.44127599391565264,73.49485778808594,https://www.zillow.com/homedetails/5020-Charmian-Dr-Santa-Rosa-CA-95409/15872876_zpid/
220079,"8352 N 5th St, Phoenix, AZ 85020 ",107568.3359375,240000,-132431.6640625,-0.5517986002604167,72.80767059326172,https://www.zillow.com/homedetails/8352-N-5th-St-Phoenix-AZ-85020/7793675_zpid/
634052,"1804 S Ash, Mesa, AZ 85202 ",127431.1875,260000,-132568.8125,-0.509880048076923,83.94007873535156,https://www.zillow.com/homedetails/1804-S-Ash-Mesa-AZ-85202/8250547_zpid/
7441987,"135 S 224TH Ave, Buckeye, AZ 85326 ",47741.859375,180900,-133158.140625,-0.7360870128524046,104.85098266601562,https://www.zillow.com/homedetails/135-S-224TH-Ave-Buckeye-AZ-85326/95097620_zpid/
3733794,"5449 Desert Spring Rd, Las Vegas, NV 89149 ",191739.015625,325000,-133260.984375,-0.4100337980769231,148.4701690673828,https://www.zillow.com/homedetails/5449-Desert-Spring-Rd-Las-Vegas-NV-89149/6900139_zpid/
7451521,"15826 S 32nd Pl, Phoenix, AZ 85048 ",223677.9375,357000,-133322.0625,-0.3734511554621849,77.8873062133789,https://www.zillow.com/homedetails/15826-S-32nd-Pl-Phoenix-AZ-85048/8257387_zpid/
5233118,"794 S 223rd Ln, Buckeye, AZ 85326 ",73528.03125,206900,-133371.96875,-0.6446204386176897,124.76808166503906,https://www.zillow.com/homedetails/794-S-223rd-Ln-Buckeye-AZ-85326/67787116_zpid/
1314994,"3867 E Palmer St, Gilbert, AZ 85298 ",76328.0390625,209900,-133571.9609375,-0.6363599854097188,65.8880844116211,https://www.zillow.com/homedetails/3867-E-Palmer-St-Gilbert-AZ-85298/67771936_zpid/
7465861,"2250 N Jackson Pl, Chandler, AZ 85225 ",156282.75,289900,-133617.25,-0.46090807174887893,247.0864715576172,https://www.zillow.com/homedetails/2250-N-Jackson-Pl-Chandler-AZ-85225/8177924_zpid/
1149229,"12549 W Mandalay Ln, El Mirage, AZ 85335 ",56256.625,190000,-133743.375,-0.7039124999999999,69.3878173828125,https://www.zillow.com/homedetails/12549-W-Mandalay-Ln-El-Mirage-AZ-85335/61908513_zpid/
6559093,"338 Redbud Ln, Hayward, CA 94541 ",196189.25,330000,-133810.75,-0.40548712121212116,78.03547668457031,https://www.zillow.com/homedetails/338-Redbud-Ln-Hayward-CA-94541/24975200_zpid/
7428903,"14306 Burgoyne Rd, Houston, TX 77077 ",120315.7421875,255000,-134684.2578125,-0.5281735600490196,20.71306037902832,https://www.zillow.com/homedetails/14306-Burgoyne-Rd-Houston-TX-77077/28159421_zpid/
2035564,"25833 S Brentwood Dr, Sun Lakes, AZ 85248 ",104747.6875,239900,-135152.3125,-0.5633693726552731,75.28020477294922,https://www.zillow.com/homedetails/25833-S-Brentwood-Dr-Sun-Lakes-AZ-85248/8218281_zpid/
229852,"1747 W Menadota Dr, Phoenix, AZ 85027 ",79300.765625,214990,-135689.234375,-0.6311420734685333,76.5938720703125,https://www.zillow.com/homedetails/1747-W-Menadota-Dr-Phoenix-AZ-85027/7969205_zpid/
1887466,"7713 Crenshaw Way, Las Vegas, NV 89129 ",188883.53125,325000,-136116.46875,-0.41881990384615386,319.52825927734375,https://www.zillow.com/homedetails/7713-Crenshaw-Way-Las-Vegas-NV-89129/6921414_zpid/
1682947,"12836 W San Pablo Dr, Sun City West, AZ 85375 ",182938.015625,319500,-136561.984375,-0.42742405125195615,72.19680786132812,https://www.zillow.com/homedetails/12836-W-San-Pablo-Dr-Sun-City-West-AZ-85375/63202372_zpid/
1497580,"17757 W Statler Dr, Surprise, AZ 85388 ",82401.015625,219000,-136598.984375,-0.6237396546803653,72.25460815429688,https://www.zillow.com/homedetails/17757-W-Statler-Dr-Surprise-AZ-85388/67795825_zpid/
7463066,"2314 E Claire Dr, Phoenix, AZ 85022 ",70869.7890625,207500,-136630.2109375,-0.6584588478915663,176.59347534179688,https://www.zillow.com/homedetails/2314-E-Claire-Dr-Phoenix-AZ-85022/8014012_zpid/
1954005,"4777 Morton Manor Ct, Las Vegas, NV 89130 ",58043.60546875,194999,-136955.39453125,-0.7023389583087605,187.64610290527344,https://www.zillow.com/homedetails/4777-Morton-Manor-Ct-Las-Vegas-NV-89130/68661388_zpid/
620115,"5704 E Alder Ave, Mesa, AZ 85206 ",98791.3046875,236000,-137208.6953125,-0.5813927767478814,74.17766571044922,https://www.zillow.com/homedetails/5704-E-Alder-Ave-Mesa-AZ-85206/121856796_zpid/
941773,"6584 S 258th Dr, Buckeye, AZ 85326 ",32586.41796875,170000,-137413.58203125,-0.8083151884191176,68.54492950439453,https://www.zillow.com/homedetails/6584-S-258th-Dr-Buckeye-AZ-85326/81990063_zpid/
684802,"9648 E Juanita Ave, Mesa, AZ 85209 ",211306.4375,349000,-137693.5625,-0.3945374283667622,38.80332946777344,https://www.zillow.com/homedetails/9648-E-Juanita-Ave-Mesa-AZ-85209/8090663_zpid/
41088,"5435 W Atlantis Ave, Phoenix, AZ 85043 ",66814.5625,204900,-138085.4375,-0.6739162396290874,80.9593276977539,https://www.zillow.com/homedetails/5435-W-Atlantis-Ave-Phoenix-AZ-85043/71604588_zpid/
62728,"39924 N Thunder Hills Ln, Anthem, AZ 85086 ",96843.8359375,235000,-138156.1640625,-0.5878985704787234,167.19357299804688,https://www.zillow.com/homedetails/39924-N-Thunder-Hills-Ln-Anthem-AZ-85086/67785838_zpid/
1113149,"1516 W Los Arboles Pl, Chandler, AZ 85224 ",106517.0,245000,-138483.0,-0.5652367346938776,140.7103271484375,https://www.zillow.com/homedetails/1516-W-Los-Arboles-Pl-Chandler-AZ-85224/8199592_zpid/
7435559,"110 S 224TH Ave, Buckeye, AZ 85326 ",68203.640625,206900,-138696.359375,-0.6703545644030933,99.12972259521484,https://www.zillow.com/homedetails/110-S-224TH-Ave-Buckeye-AZ-85326/95087884_zpid/
2336920,"13919 Sawmill Run Ln, Houston, TX 77044 ",201050.734375,339990,-138939.265625,-0.40865691821818284,56.40491485595703,https://www.zillow.com/homedetails/13919-Sawmill-Run-Ln-Houston-TX-77044/126281163_zpid/
3651416,"2233 Maple Rose Dr, Las Vegas, NV 89134 ",176833.21875,315800,-138966.78125,-0.4400468057314756,101.39767456054688,https://www.zillow.com/homedetails/2233-Maple-Rose-Dr-Las-Vegas-NV-89134/6945501_zpid/
1918183,"1512 Chaparral Summit Dr, Las Vegas, NV 89117 ",225792.4375,365000,-139207.5625,-0.3813905821917808,67.69194030761719,https://www.zillow.com/homedetails/1512-Chaparral-Summit-Dr-Las-Vegas-NV-89117/7109967_zpid/
1007229,"3530 S Arizona Pl, Chandler, AZ 85286 ",155783.734375,295000,-139216.265625,-0.4719195444915254,76.10330200195312,https://www.zillow.com/homedetails/3530-S-Arizona-Pl-Chandler-AZ-85286/95123738_zpid/
72544,"3963 E Maplewood St, Gilbert, AZ 85297 ",100754.328125,240000,-139245.671875,-0.5801902994791667,77.20350646972656,https://www.zillow.com/homedetails/3963-E-Maplewood-St-Gilbert-AZ-85297/71622678_zpid/
7427673,"24 Gonda St, Royal Oaks, CA 95076 ",230546.25,369900,-139353.75,-0.37673357664233575,58.97920227050781,https://www.zillow.com/homedetails/24-Gonda-St-Royal-Oaks-CA-95076/19360285_zpid/
3792698,"2008 Sedona Path Way, Las Vegas, NV 89128 ",200134.890625,340000,-139865.109375,-0.41136796875000003,85.0931167602539,https://www.zillow.com/homedetails/2008-Sedona-Path-Way-Las-Vegas-NV-89128/6948326_zpid/
7470460,"1337 E Charleston Ave, Phoenix, AZ 85022 ",138989.609375,279000,-140010.390625,-0.501829357078853,176.03768920898438,https://www.zillow.com/homedetails/1337-E-Charleston-Ave-Phoenix-AZ-85022/8001883_zpid/
771573,"723 N 59th Pl, Mesa, AZ 85205 ",34882.73046875,174900,-140017.26953125,-0.800556143689251,80.18425750732422,https://www.zillow.com/homedetails/723-N-59th-Pl-Mesa-AZ-85205/7663084_zpid/
1233553,"4338 E Douglas Ave, Gilbert, AZ 85234 ",144467.546875,284900,-140432.453125,-0.4929184033871534,83.21379089355469,https://www.zillow.com/homedetails/4338-E-Douglas-Ave-Gilbert-AZ-85234/8231203_zpid/
69589,"3533 E Wildhorse Dr, Gilbert, AZ 85297 ",224046.015625,365000,-140953.984375,-0.3861752996575343,83.85248565673828,https://www.zillow.com/homedetails/3533-E-Wildhorse-Dr-Gilbert-AZ-85297/50198280_zpid/
3639992,"5024 Tropical Glen Ct, Las Vegas, NV 89130 ",147625.015625,289000,-141374.984375,-0.48918679714532876,163.77052307128906,https://www.zillow.com/homedetails/5024-Tropical-Glen-Ct-Las-Vegas-NV-89130/52224597_zpid/
7445015,"1311 W Pollack St, Phoenix, AZ 85041 ",63051.171875,205601,-142549.828125,-0.6933323676684452,33.15916442871094,https://www.zillow.com/homedetails/1311-W-Pollack-St-Phoenix-AZ-85041/95146044_zpid/
1954127,"5424 Lucky Clover St, Las Vegas, NV 89149 ",187151.671875,329900,-142748.328125,-0.4327018130494089,321.52886962890625,https://www.zillow.com/homedetails/5424-Lucky-Clover-St-Las-Vegas-NV-89149/6899683_zpid/
414834,"6606 W Desert Hills Dr, Glendale, AZ 85304 ",82117.765625,225000,-142882.234375,-0.6350321527777778,72.79505920410156,https://www.zillow.com/homedetails/6606-W-Desert-Hills-Dr-Glendale-AZ-85304/63200862_zpid/
390197,"4008 W State Ave, Phoenix, AZ 85051 ",70575.5625,214000,-143424.4375,-0.6702076518691589,29.542531967163086,https://www.zillow.com/homedetails/4008-W-State-Ave-Phoenix-AZ-85051/7757795_zpid/
1237571,"736 N Pebble St, Gilbert, AZ 85234 ",221353.421875,364900,-143546.578125,-0.3933860732392437,87.3336410522461,https://www.zillow.com/homedetails/736-N-Pebble-St-Gilbert-AZ-85234/8269845_zpid/
956030,"167 S Fir St, Chandler, AZ 85226 ",126336.3203125,269900,-143563.6796875,-0.531914337486106,71.60472106933594,https://www.zillow.com/homedetails/167-S-Fir-St-Chandler-AZ-85226/8165716_zpid/
1496137,"17679 W Tasha Dr, Surprise, AZ 85388 ",131388.75,275000,-143611.25,-0.5222227272727273,72.25460815429688,https://www.zillow.com/homedetails/17679-W-Tasha-Dr-Surprise-AZ-85388/67795890_zpid/
6896293,"1336 Fox Acres Dr, Las Vegas, NV 89134 ",216174.28125,359900,-143725.71875,-0.399349037927202,143.4861602783203,https://www.zillow.com/homedetails/1336-Fox-Acres-Dr-Las-Vegas-NV-89134/6969027_zpid/
1553512,"3990 S Holguin Way, Chandler, AZ 85248 ",171095.578125,315000,-143904.421875,-0.4568394345238095,72.25460815429688,https://www.zillow.com/homedetails/3990-S-Holguin-Way-Chandler-AZ-85248/50196026_zpid/
7436596,"11964 W Locust Ln, Avondale, AZ 85323 ",83189.3515625,227259,-144069.6484375,-0.6339447433875006,34.78444290161133,https://www.zillow.com/homedetails/11964-W-Locust-Ln-Avondale-AZ-85323/95100378_zpid/
62713,"39916 N Bell Meadow Trl, Anthem, AZ 85086 ",135737.765625,279900,-144162.234375,-0.51504906886388,47.076416015625,https://www.zillow.com/homedetails/39916-N-Bell-Meadow-Trl-Anthem-AZ-85086/67785746_zpid/
612272,"11059 E Kilarea Ave, Mesa, AZ 85209 ",232832.84375,377000,-144167.15625,-0.38240624999999995,87.2103042602539,https://www.zillow.com/homedetails/11059-E-Kilarea-Ave-Mesa-AZ-85209/8228637_zpid/
7451561,"11025 N 45th Ln, Glendale, AZ 85304 ",74403.7265625,219000,-144596.2734375,-0.6602569563356164,148.0452117919922,https://www.zillow.com/homedetails/11025-N-45th-Ln-Glendale-AZ-85304/7727907_zpid/
659268,"2259 S Barrington, Mesa, AZ 85209 ",79283.09375,224000,-144716.90625,-0.6460576171875,80.18425750732422,https://www.zillow.com/homedetails/2259-S-Barrington-Mesa-AZ-85209/54474224_zpid/
23545,"7005 S 21st Ln, Phoenix, AZ 85041 ",49762.13671875,195000,-145237.86328125,-0.7448095552884615,81.57972717285156,https://www.zillow.com/homedetails/7005-S-21st-Ln-Phoenix-AZ-85041/60976657_zpid/
1482706,"16337 W Rimrock St, Surprise, AZ 85388 ",83986.0625,229500,-145513.9375,-0.6340476579520697,72.25460815429688,https://www.zillow.com/homedetails/16337-W-Rimrock-St-Surprise-AZ-85388/59252756_zpid/
7487375,"6809 Elm Creek Dr, Las Vegas, NV 89108 ",48715.35546875,194900,-146184.64453125,-0.7500494845112878,149.4304656982422,https://www.zillow.com/homedetails/6809-Elm-Creek-Dr-Las-Vegas-NV-89108/6930531_zpid/
7438483,"722 E Geronimo St, Chandler, AZ 85225 ",203189.90625,350000,-146810.09375,-0.41945741071428566,65.8325424194336,https://www.zillow.com/homedetails/722-E-Geronimo-St-Chandler-AZ-85225/8206237_zpid/
2456699,"35 Versante Ct, Houston, TX 77070 ",61846.28515625,209000,-147153.71484375,-0.7040847600179425,59.422149658203125,https://www.zillow.com/homedetails/35-Versante-Ct-Houston-TX-77070/80522121_zpid/
867043,"12550 W Madison St, Avondale, AZ 85323 ",67589.3125,215000,-147410.6875,-0.6856311046511627,43.28720474243164,https://www.zillow.com/homedetails/12550-W-Madison-St-Avondale-AZ-85323/58770529_zpid/
7451971,"2719 E Augusta Ave, Chandler, AZ 85249 ",147150.921875,295000,-147849.078125,-0.5011833156779661,77.8873062133789,https://www.zillow.com/homedetails/2719-E-Augusta-Ave-Chandler-AZ-85249/2094951624_zpid/
1069353,"1211 N Leoma Ct, Chandler, AZ 85225 ",113870.953125,262000,-148129.046875,-0.5653780415076336,62.908958435058594,https://www.zillow.com/homedetails/1211-N-Leoma-Ct-Chandler-AZ-85225/8180896_zpid/
763418,"5302 E Hobart St, Mesa, AZ 85205 ",126763.9765625,275000,-148236.0234375,-0.5390400852272728,85.86571502685547,https://www.zillow.com/homedetails/5302-E-Hobart-St-Mesa-AZ-85205/7662081_zpid/
7462246,"1012 E Washington Ave, Gilbert, AZ 85234 ",191600.71875,339900,-148299.28125,-0.43630268093556923,176.03768920898438,https://www.zillow.com/homedetails/1012-E-Washington-Ave-Gilbert-AZ-85234/8276541_zpid/
7434057,"11416 E Milagro Ave, Mesa, AZ 85209 ",110596.3203125,259000,-148403.6796875,-0.5729871802606177,65.8325424194336,https://www.zillow.com/homedetails/11416-E-Milagro-Ave-Mesa-AZ-85209/55280373_zpid/
591517,"2847 S Myrtlewood, Mesa, AZ 85212 ",121088.84375,269500,-148411.15625,-0.5506907467532467,74.54169464111328,https://www.zillow.com/homedetails/2847-S-Myrtlewood-Mesa-AZ-85212/95017866_zpid/
7402146,"24496 W Sheraton Ln, Buckeye, AZ 85326 ",85930.140625,235900,-149969.859375,-0.6357348850148368,44.48586654663086,https://www.zillow.com/homedetails/24496-W-Sheraton-Ln-Buckeye-AZ-85326/95148960_zpid/
9773,"12854 W Junipero Dr, Sun City West, AZ 85375 ",137922.21875,288000,-150077.78125,-0.5211034071180556,84.01063537597656,https://www.zillow.com/homedetails/12854-W-Junipero-Dr-Sun-City-West-AZ-85375/67799581_zpid/
307767,"40014 N Integrity Trl, Anthem, AZ 85086 ",186893.734375,337000,-150106.265625,-0.4454191858308605,84.80937957763672,https://www.zillow.com/homedetails/40014-N-Integrity-Trl-Anthem-AZ-85086/55264339_zpid/
64621,"42414 N 46th Ln, Phoenix, AZ 85086 ",89665.84375,239900,-150234.15625,-0.6262365829512297,169.0115509033203,https://www.zillow.com/homedetails/42414-N-46th-Ln-Phoenix-AZ-85086/67774861_zpid/
7452308,"6952 E Madero Ave, Mesa, AZ 85209 ",216908.5,367500,-150591.5,-0.4097727891156463,203.13766479492188,https://www.zillow.com/homedetails/6952-E-Madero-Ave-Mesa-AZ-85209/8273962_zpid/
1917251,"1134 Sienna Hill Dr, Houston, TX 77077 ",208748.0,359900,-151152.0,-0.4199833287024174,67.14344787597656,https://www.zillow.com/homedetails/1134-Sienna-Hill-Dr-Houston-TX-77077/28542202_zpid/
59366,"2123 W Legends Way, Anthem, AZ 85086 ",221709.328125,375000,-153290.671875,-0.408775125,171.06727600097656,https://www.zillow.com/homedetails/2123-W-Legends-Way-Anthem-AZ-85086/55263879_zpid/
1488682,"16839 W Central St, Surprise, AZ 85388 ",56211.6015625,209888,-153676.3984375,-0.7321828710431277,72.25460815429688,https://www.zillow.com/homedetails/16839-W-Central-St-Surprise-AZ-85388/55283801_zpid/
224860,"1325 W Topeka Dr, Phoenix, AZ 85027 ",86065.6640625,240000,-153934.3359375,-0.6413930664062499,71.60472106933594,https://www.zillow.com/homedetails/1325-W-Topeka-Dr-Phoenix-AZ-85027/7971781_zpid/
4371432,"676 Stone Harbour Dr, Pittsburg, CA 94565 ",210523.890625,365000,-154476.109375,-0.4232222174657534,112.41947937011719,https://www.zillow.com/homedetails/676-Stone-Harbour-Dr-Pittsburg-CA-94565/18315695_zpid/
912986,"1839 S 225th Dr, Buckeye, AZ 85326 ",105264.078125,260000,-154735.921875,-0.5951381610576922,37.28061294555664,https://www.zillow.com/homedetails/1839-S-225th-Dr-Buckeye-AZ-85326/67796840_zpid/
186193,"16829 S Blue Ct, Phoenix, AZ 85048 ",110243.5859375,265000,-154756.4140625,-0.5839864681603774,85.64869689941406,https://www.zillow.com/homedetails/16829-S-Blue-Ct-Phoenix-AZ-85048/50201008_zpid/
975303,"6773 W Ivanhoe St, Chandler, AZ 85226 ",143052.6875,298000,-154947.3125,-0.5199574244966443,80.18425750732422,https://www.zillow.com/homedetails/6773-W-Ivanhoe-St-Chandler-AZ-85226/8268776_zpid/
1495599,"17645 W Windrose Dr, Surprise, AZ 85388 ",52863.1484375,208000,-155136.8515625,-0.7458502478966347,72.25460815429688,https://www.zillow.com/homedetails/17645-W-Windrose-Dr-Surprise-AZ-85388/82800410_zpid/
7445942,"1554 Beaconshire Rd, Houston, TX 77077 ",109807.953125,265000,-155192.046875,-0.5856303655660378,25.965524673461914,https://www.zillow.com/homedetails/1554-Beaconshire-Rd-Houston-TX-77077/28321129_zpid/
7456555,"10512 Twin Plant Ct, Las Vegas, NV 89129 ",42393.87109375,199900,-157506.12890625,-0.7879246068346674,216.05226135253906,https://www.zillow.com/homedetails/10512-Twin-Plant-Ct-Las-Vegas-NV-89129/63083279_zpid/
564742,"10502 E Posada Ave, Mesa, AZ 85212 ",157466.4375,315000,-157533.5625,-0.5001065476190476,79.82022857666016,https://www.zillow.com/homedetails/10502-E-Posada-Ave-Mesa-AZ-85212/50199935_zpid/
7428704,"6516 E Halifax Dr, Mesa, AZ 85205 ",134702.75,292500,-157797.25,-0.5394777777777777,64.94165802001953,https://www.zillow.com/homedetails/6516-E-Halifax-Dr-Mesa-AZ-85205/7668541_zpid/
1357853,"7784 N 56th Ln, Glendale, AZ 85301 ",61539.40625,219999,-158459.59375,-0.7202741546552485,74.33409118652344,https://www.zillow.com/homedetails/7784-N-56th-Ln-Glendale-AZ-85301/62728711_zpid/
446161,"4729 N 111th Ln, Phoenix, AZ 85037 ",41298.90625,199900,-158601.09375,-0.7934021698349174,78.29751586914062,https://www.zillow.com/homedetails/4729-N-111th-Ln-Phoenix-AZ-85037/81966234_zpid/
7484922,"754 S Los Alamos, Mesa, AZ 85204 ",71340.03125,230000,-158659.96875,-0.6898259510869565,250.8189239501953,https://www.zillow.com/homedetails/754-S-Los-Alamos-Mesa-AZ-85204/7646066_zpid/
1053414,"937 E Libra Pl, Chandler, AZ 85249 ",141207.671875,299900,-158692.328125,-0.5291508106868956,62.544925689697266,https://www.zillow.com/homedetails/937-E-Libra-Pl-Chandler-AZ-85249/58771034_zpid/
7481991,"4925 Deep Forest Dr, Las Vegas, NV 89130 ",110267.984375,269000,-158732.015625,-0.590081842472119,154.05609130859375,https://www.zillow.com/homedetails/4925-Deep-Forest-Dr-Las-Vegas-NV-89130/6905429_zpid/
7465855,"1602 W Marlboro Dr, Chandler, AZ 85224 ",109092.2421875,269000,-159907.7578125,-0.5944526312732342,305.0205078125,https://www.zillow.com/homedetails/1602-W-Marlboro-Dr-Chandler-AZ-85224/8176549_zpid/
7472032,"6729 SE 131st Pl, Portland, OR 97236 ",108537.4609375,269000,-160462.5390625,-0.5965150151022305,251.6678466796875,https://www.zillow.com/homedetails/6729-SE-131st-Pl-Portland-OR-97236/53908967_zpid/
1311024,"3147 E Vallejo Dr, Gilbert, AZ 85298 ",121501.1015625,282000,-160498.8984375,-0.5691450299202128,68.59138488769531,https://www.zillow.com/homedetails/3147-E-Vallejo-Dr-Gilbert-AZ-85298/62734185_zpid/
916894,"21966 W Morning Glory St, Buckeye, AZ 85326 ",54242.9296875,215000,-160757.0703125,-0.7477073037790698,37.28061294555664,https://www.zillow.com/homedetails/21966-W-Morning-Glory-St-Buckeye-AZ-85326/62739199_zpid/
1682828,"12831 W El Sueno Dr, Sun City West, AZ 85375 ",197912.625,359000,-161087.375,-0.4487113509749303,76.2875747680664,https://www.zillow.com/homedetails/12831-W-El-Sueno-Dr-Sun-City-West-AZ-85375/67802909_zpid/
1297663,"4192 S Soboba St, Gilbert, AZ 85297 ",117166.7265625,279000,-161833.2734375,-0.5800475750448029,68.59138488769531,https://www.zillow.com/homedetails/4192-S-Soboba-St-Gilbert-AZ-85297/62736056_zpid/
350009,"18518 N 20th Pl, Phoenix, AZ 85022 ",62804.44921875,225000,-162195.55078125,-0.7208691145833334,95.8358383178711,https://www.zillow.com/homedetails/18518-N-20th-Pl-Phoenix-AZ-85022/61629214_zpid/
299636,"4146 N 19TH St, Phoenix, AZ 85016 ",131234.109375,294000,-162765.890625,-0.5536254783163266,36.05039596557617,https://www.zillow.com/homedetails/4146-N-19TH-St-Phoenix-AZ-85016/7804400_zpid/
