,address,ypred,list,gain-loss,gain-loss%,days_pred,url
6760115,"6229 Autumn Creek Dr, Las Vegas, NV 89130 ",119919.359375,210000,-90080.640625,-0.42895543154761906,90.81437683105469,https://www.zillow.com/homedetails/6229-Autumn-Creek-Dr-Las-Vegas-NV-89130/6895356_zpid/
958057,"3433 W Barcelona Dr, Chandler, AZ 85226 ",127556.75,217900,-90343.25,-0.41460876548875636,30.587814331054688,https://www.zillow.com/homedetails/3433-W-Barcelona-Dr-Chandler-AZ-85226/8263792_zpid/
7399437,"2221 W Anderson Ave, Phoenix, AZ 85023 ",184236.53125,275000,-90763.46875,-0.3300489772727273,62.86586380004883,https://www.zillow.com/homedetails/2221-W-Anderson-Ave-Phoenix-AZ-85023/7963850_zpid/
410606,"4846 W Desert Cove Ave, Glendale, AZ 85304 ",120951.3515625,212000,-91048.6484375,-0.4294747567806604,122.78697967529297,https://www.zillow.com/homedetails/4846-W-Desert-Cove-Ave-Glendale-AZ-85304/7728107_zpid/
124577,"13308 W Desert Glen Dr, Sun City West, AZ 85375 ",43813.703125,135000,-91186.296875,-0.6754540509259259,80.18425750732422,https://www.zillow.com/homedetails/13308-W-Desert-Glen-Dr-Sun-City-West-AZ-85375/8108588_zpid/
7433027,"10352 W Devonshire Ave, Phoenix, AZ 85037 ",101246.3359375,192500,-91253.6640625,-0.4740450081168831,40.248878479003906,https://www.zillow.com/homedetails/10352-W-Devonshire-Ave-Phoenix-AZ-85037/95131190_zpid/
7461268,"12019 S Coconino St, Phoenix, AZ 85044 ",233709.28125,325000,-91290.71875,-0.28089451923076925,183.78790283203125,https://www.zillow.com/homedetails/12019-S-Coconino-St-Phoenix-AZ-85044/8258009_zpid/
19470,"3429 W Hidalgo Ave, Phoenix, AZ 85041 ",101180.96875,194000,-92819.03125,-0.47844861469072164,76.8394775390625,https://www.zillow.com/homedetails/3429-W-Hidalgo-Ave-Phoenix-AZ-85041/67781539_zpid/
3650852,"9732 Double Rock Dr, Las Vegas, NV 89134 ",156625.5625,249900,-93274.4375,-0.37324704881952786,163.3015594482422,https://www.zillow.com/homedetails/9732-Double-Rock-Dr-Las-Vegas-NV-89134/6945196_zpid/
1697735,"14832 W Ravenswood Dr, Sun City West, AZ 85375 ",195947.1875,289500,-93552.8125,-0.32315306563039725,88.31766510009766,https://www.zillow.com/homedetails/14832-W-Ravenswood-Dr-Sun-City-West-AZ-85375/8117090_zpid/
42972,"7211 W Illini St, Phoenix, AZ 85043 ",113058.8359375,207400,-94341.1640625,-0.45487542942381876,79.021484375,https://www.zillow.com/homedetails/7211-W-Illini-St-Phoenix-AZ-85043/95090436_zpid/
7449305,"12510 W Prospect Dr, Sun City West, AZ 85375 ",95269.1953125,189900,-94630.8046875,-0.4983191400078989,85.63753509521484,https://www.zillow.com/homedetails/12510-W-Prospect-Dr-Sun-City-West-AZ-85375/8109692_zpid/
7470461,"20621 N 4th Ave, Phoenix, AZ 85027 ",140271.046875,235000,-94728.953125,-0.4031019281914894,183.3126220703125,https://www.zillow.com/homedetails/20621-N-4th-Ave-Phoenix-AZ-85027/7967367_zpid/
411959,"5325 W Surrey Ave, Glendale, AZ 85304 ",163903.953125,259500,-95596.046875,-0.36838553709055877,75.36054229736328,https://www.zillow.com/homedetails/5325-W-Surrey-Ave-Glendale-AZ-85304/7911860_zpid/
1659396,"10841 W Mimosa Dr, Sun City, AZ 85373 ",83663.546875,179500,-95836.453125,-0.5339078168523677,76.79341888427734,https://www.zillow.com/homedetails/10841-W-Mimosa-Dr-Sun-City-AZ-85373/8094303_zpid/
3503944,"889 Hyattsville St, Las Vegas, NV 89110 ",54051.6953125,150000,-95948.3046875,-0.6396553645833334,70.68262481689453,https://www.zillow.com/homedetails/889-Hyattsville-St-Las-Vegas-NV-89110/53369672_zpid/
7436594,"11956 W Locust Ln, Avondale, AZ 85323 ",110606.34375,206697,-96090.65625,-0.4648865549572563,34.78444290161133,https://www.zillow.com/homedetails/11956-W-Locust-Ln-Avondale-AZ-85323/95140930_zpid/
1686295,"13226 W Flagstone Ct, Sun City West, AZ 85375 ",133185.640625,230000,-96814.359375,-0.42093199728260866,77.04553985595703,https://www.zillow.com/homedetails/13226-W-Flagstone-Ct-Sun-City-West-AZ-85375/8107832_zpid/
7415160,"2207 E Kings Ave, Phoenix, AZ 85022 ",108865.265625,205900,-97034.734375,-0.4712711722923749,64.94165802001953,https://www.zillow.com/homedetails/2207-E-Kings-Ave-Phoenix-AZ-85022/8005321_zpid/
7462455,"11048 S Pewaukee St, Phoenix, AZ 85044 ",192405.921875,289900,-97494.078125,-0.33630244265263887,251.66001892089844,https://www.zillow.com/homedetails/11048-S-Pewaukee-St-Phoenix-AZ-85044/8257729_zpid/
6764008,"7329 Misty Glow Ct, Las Vegas, NV 89131 ",72326.0,170000,-97674.0,-0.5745529411764706,157.49473571777344,https://www.zillow.com/homedetails/7329-Misty-Glow-Ct-Las-Vegas-NV-89131/6892796_zpid/
682437,"9242 E Lobo Ave, Mesa, AZ 85209 ",146958.6875,245000,-98041.3125,-0.40016862244897955,80.18425750732422,https://www.zillow.com/homedetails/9242-E-Lobo-Ave-Mesa-AZ-85209/8285443_zpid/
7480217,"1732 E Gail Dr, Chandler, AZ 85225 ",146746.234375,245000,-98253.765625,-0.4010357780612245,247.0864715576172,https://www.zillow.com/homedetails/1732-E-Gail-Dr-Chandler-AZ-85225/8280322_zpid/
7427245,"2862 E Dragoon Ave, Mesa, AZ 85204 ",110742.046875,209500,-98757.953125,-0.4713983442720764,69.56499481201172,https://www.zillow.com/homedetails/2862-E-Dragoon-Ave-Mesa-AZ-85204/7645974_zpid/
694706,"3407 W Abraham Ln, Phoenix, AZ 85027 ",161174.921875,259995,-98820.078125,-0.38008453287563226,50.283531188964844,https://www.zillow.com/homedetails/3407-W-Abraham-Ln-Phoenix-AZ-85027/7933758_zpid/
917533,"22036 W Hadley St, Buckeye, AZ 85326 ",86136.2578125,185000,-98863.7421875,-0.5343986064189189,35.086402893066406,https://www.zillow.com/homedetails/22036-W-Hadley-St-Buckeye-AZ-85326/82385935_zpid/
591857,"2914 S Valle Verde, Mesa, AZ 85212 ",146077.703125,245000,-98922.296875,-0.4037644770408163,83.94007873535156,https://www.zillow.com/homedetails/2914-S-Valle-Verde-Mesa-AZ-85212/30795141_zpid/
1949148,"7760 Patina Threads Ct, Las Vegas, NV 89149 ",105802.9375,205000,-99197.0625,-0.48388810975609753,131.83026123046875,https://www.zillow.com/homedetails/7760-Patina-Threads-Ct-Las-Vegas-NV-89149/124177547_zpid/
6791795,"3936 Beverly Elms St, Las Vegas, NV 89129 ",105674.578125,205000,-99325.421875,-0.4845142530487805,160.78948974609375,https://www.zillow.com/homedetails/3936-Beverly-Elms-St-Las-Vegas-NV-89129/83921922_zpid/
3648082,"2932 Lotus Hill Dr, Las Vegas, NV 89134 ",215378.171875,315000,-99621.828125,-0.3162597718253968,309.2250671386719,https://www.zillow.com/homedetails/2932-Lotus-Hill-Dr-Las-Vegas-NV-89134/6942963_zpid/
7487228,"3213 W Desert Cove Ave, Phoenix, AZ 85029 ",94870.046875,194500,-99629.953125,-0.5122362628534705,176.59347534179688,https://www.zillow.com/homedetails/3213-W-Desert-Cove-Ave-Phoenix-AZ-85029/7740493_zpid/
416391,"4510 W Beryl Ave, Glendale, AZ 85302 ",108781.9921875,208800,-100018.0078125,-0.47901344737787355,84.30410766601562,https://www.zillow.com/homedetails/4510-W-Beryl-Ave-Glendale-AZ-85302/7729066_zpid/
1682165,"12749 W Junipero Dr, Sun City West, AZ 85375 ",142730.65625,242900,-100169.34375,-0.41238922910662823,73.23400115966797,https://www.zillow.com/homedetails/12749-W-Junipero-Dr-Sun-City-West-AZ-85375/67799548_zpid/
225592,"14649 N 36th Dr, Phoenix, AZ 85053 ",129691.6640625,229900,-100208.3359375,-0.43587792926272295,80.18425750732422,https://www.zillow.com/homedetails/14649-N-36th-Dr-Phoenix-AZ-85053/7944188_zpid/
7450505,"14962 NE Rose Pkwy, Portland, OR 97230 ",99640.2265625,199900,-100259.7734375,-0.5015496420085043,202.5159454345703,https://www.zillow.com/homedetails/14962-NE-Rose-Pkwy-Portland-OR-97230/2094953692_zpid/
7460950,"24627 W Romley Ln, Buckeye, AZ 85326 ",87264.7421875,187900,-100635.2578125,-0.5355788068786589,145.85304260253906,https://www.zillow.com/homedetails/24627-W-Romley-Ln-Buckeye-AZ-85326/2094852954_zpid/
7456530,"8133 W Pueblo Ave, Phoenix, AZ 85043 ",98796.6640625,199900,-101103.3359375,-0.5057695644697349,145.85304260253906,https://www.zillow.com/homedetails/8133-W-Pueblo-Ave-Phoenix-AZ-85043/95083521_zpid/
398367,"4149 W Wethersfield Rd, Phoenix, AZ 85029 ",113021.3984375,215000,-101978.6015625,-0.47431907703488374,245.3483428955078,https://www.zillow.com/homedetails/4149-W-Wethersfield-Rd-Phoenix-AZ-85029/7742671_zpid/
1887460,"7613 Constantinople Ave, Las Vegas, NV 89129 ",88809.15625,192000,-103190.84375,-0.5374523111979166,167.0435333251953,https://www.zillow.com/homedetails/7613-Constantinople-Ave-Las-Vegas-NV-89129/62625552_zpid/
7365432,"24419 W Sheraton Ln, Buckeye, AZ 85326 ",82684.546875,185900,-103215.453125,-0.5552202965303927,55.25582504272461,https://www.zillow.com/homedetails/24419-W-Sheraton-Ln-Buckeye-AZ-85326/95158243_zpid/
2024542,"9628 Spanish Steps Ln, Las Vegas, NV 89117 ",171648.3125,275000,-103351.6875,-0.37582431818181816,167.25929260253906,https://www.zillow.com/homedetails/9628-Spanish-Steps-Ln-Las-Vegas-NV-89117/7111439_zpid/
7455942,"6033 S 13th Ave, Phoenix, AZ 85041 ",81498.7734375,184900,-103401.2265625,-0.5592278343023256,176.03768920898438,https://www.zillow.com/homedetails/6033-S-13th-Ave-Phoenix-AZ-85041/2094915225_zpid/
1550067,"26414 S Howard Dr, Sun Lakes, AZ 85248 ",170989.765625,274900,-103910.234375,-0.37799284967260827,72.25460815429688,https://www.zillow.com/homedetails/26414-S-Howard-Dr-Sun-Lakes-AZ-85248/8221672_zpid/
1129836,"541 S Karen Dr, Chandler, AZ 85224 ",195976.90625,300000,-104023.09375,-0.3467436458333333,75.45515441894531,https://www.zillow.com/homedetails/541-S-Karen-Dr-Chandler-AZ-85224/8207850_zpid/
251203,"3702 W Carol Ann Way, Phoenix, AZ 85053 ",92665.984375,196900,-104234.015625,-0.5293753967750128,80.18425750732422,https://www.zillow.com/homedetails/3702-W-Carol-Ann-Way-Phoenix-AZ-85053/7945970_zpid/
7460951,"24666 W Romley Ln, Buckeye, AZ 85326 ",75575.15625,179900,-104324.84375,-0.5799046345191774,145.85304260253906,https://www.zillow.com/homedetails/24666-W-Romley-Ln-Buckeye-AZ-85326/2094852737_zpid/
1155796,"13009 W Lisbon Ln, El Mirage, AZ 85335 ",69411.109375,174000,-104588.890625,-0.6010855783045976,71.3134536743164,https://www.zillow.com/homedetails/13009-W-Lisbon-Ln-El-Mirage-AZ-85335/67780684_zpid/
7402150,"24536 W Sheraton Ln, Buckeye, AZ 85326 ",83032.28125,187900,-104867.71875,-0.5581038783927621,55.25582504272461,https://www.zillow.com/homedetails/24536-W-Sheraton-Ln-Buckeye-AZ-85326/95177637_zpid/
7430238,"3009 W Gail Rd, Phoenix, AZ 85029 ",104696.78125,210000,-105303.21875,-0.5014438988095238,64.94165802001953,https://www.zillow.com/homedetails/3009-W-Gail-Rd-Phoenix-AZ-85029/7739806_zpid/
7436607,"2309 S 119th Dr, Avondale, AZ 85323 ",102861.8125,208397,-105535.1875,-0.5064141398388653,34.78444290161133,https://www.zillow.com/homedetails/2309-S-119th-Dr-Avondale-AZ-85323/95123250_zpid/
3486732,"2633 Cathedral Ln, Las Vegas, NV 89108 ",143448.5625,249000,-105551.4375,-0.4239013554216867,78.7537612915039,https://www.zillow.com/homedetails/2633-Cathedral-Ln-Las-Vegas-NV-89108/6935482_zpid/
7456052,"3020 E South Fork Dr, Phoenix, AZ 85048 ",183996.0625,289900,-105903.9375,-0.3653119610210417,247.0864715576172,https://www.zillow.com/homedetails/3020-E-South-Fork-Dr-Phoenix-AZ-85048/8256693_zpid/
3646928,"2312 Stone Glen Ln, Las Vegas, NV 89134 ",244066.75,349999,-105932.25,-0.30266443618410344,66.6440200805664,https://www.zillow.com/homedetails/2312-Stone-Glen-Ln-Las-Vegas-NV-89134/6910837_zpid/
868977,"236 S 124th Ave, Avondale, AZ 85323 ",103831.2890625,210000,-106168.7109375,-0.5055652901785714,83.94007873535156,https://www.zillow.com/homedetails/236-S-124th-Ave-Avondale-AZ-85323/55282505_zpid/
671914,"7507 E Medina Ave, Mesa, AZ 85209 ",143311.765625,249500,-106188.234375,-0.4256041457915831,81.74586486816406,https://www.zillow.com/homedetails/7507-E-Medina-Ave-Mesa-AZ-85209/8273347_zpid/
1547811,"25238 S Buttonwood Dr, Sun Lakes, AZ 85248 ",222802.28125,329000,-106197.71875,-0.32278941869300914,77.71904754638672,https://www.zillow.com/homedetails/25238-S-Buttonwood-Dr-Sun-Lakes-AZ-85248/8223867_zpid/
196529,"3715 W Carter Rd, Phoenix, AZ 85041 ",70974.3203125,177500,-106525.6796875,-0.6001446742957747,76.10330200195312,https://www.zillow.com/homedetails/3715-W-Carter-Rd-Phoenix-AZ-85041/67774136_zpid/
7446874,"4520 E Hopi Ave, Mesa, AZ 85206 ",122670.7578125,229900,-107229.2421875,-0.4664168864180078,148.93609619140625,https://www.zillow.com/homedetails/4520-E-Hopi-Ave-Mesa-AZ-85206/7650819_zpid/
3645199,"10416 Frostburg Ln, Las Vegas, NV 89134 ",162243.046875,269999,-107755.953125,-0.39909760082444745,158.96908569335938,https://www.zillow.com/homedetails/10416-Frostburg-Ln-Las-Vegas-NV-89134/6908196_zpid/
1681213,"12619 W Gable Hill Dr, Sun City West, AZ 85375 ",142112.171875,249900,-107787.828125,-0.43132384203681473,77.66123962402344,https://www.zillow.com/homedetails/12619-W-Gable-Hill-Dr-Sun-City-West-AZ-85375/8113671_zpid/
7450410,"557 W Toledo St, Chandler, AZ 85225 ",52000.9140625,159900,-107899.0859375,-0.674791031504065,212.59136962890625,https://www.zillow.com/homedetails/557-W-Toledo-St-Chandler-AZ-85225/8187411_zpid/
1907547,"7752 Lamb Silk Ct, Las Vegas, NV 89149 ",111574.1171875,219500,-107925.8828125,-0.4916896711275627,131.83026123046875,https://www.zillow.com/homedetails/7752-Lamb-Silk-Ct-Las-Vegas-NV-89149/124234874_zpid/
1682129,"12740 W Junipero Dr, Sun City West, AZ 85375 ",151933.0,259900,-107967.0,-0.41541746825702197,73.23400115966797,https://www.zillow.com/homedetails/12740-W-Junipero-Dr-Sun-City-West-AZ-85375/67799571_zpid/
7400344,"16630 Lake Prince Ln, Houston, TX 77044 ",106771.21875,215000,-108228.78125,-0.5033896802325581,36.49367141723633,https://www.zillow.com/homedetails/16630-Lake-Prince-Ln-Houston-TX-77044/123232818_zpid/
384248,"13426 N 33rd Ave, Phoenix, AZ 85029 ",81578.7109375,189900,-108321.2890625,-0.5704122646787784,81.74586486816406,https://www.zillow.com/homedetails/13426-N-33rd-Ave-Phoenix-AZ-85029/7747877_zpid/
1930931,"5601 W Alexander Rd, Las Vegas, NV 89130 ",181632.65625,290000,-108367.34375,-0.3736804956896552,160.42213439941406,https://www.zillow.com/homedetails/5601-W-Alexander-Rd-Las-Vegas-NV-89130/6932251_zpid/
1118759,"2106 N Central Dr, Chandler, AZ 85224 ",141264.703125,250000,-108735.296875,-0.4349411875,72.703857421875,https://www.zillow.com/homedetails/2106-N-Central-Dr-Chandler-AZ-85224/8176119_zpid/
1898867,"2114 Linea Del Pino St, Houston, TX 77077 ",160810.09375,269900,-109089.90625,-0.4041863884772138,144.1621551513672,https://www.zillow.com/homedetails/2114-Linea-Del-Pino-St-Houston-TX-77077/28329257_zpid/
362994,"29001 N 51st Pl, Cave Creek, AZ 85331 ",240689.765625,349900,-109210.234375,-0.3121184177622178,48.216129302978516,https://www.zillow.com/homedetails/29001-N-51st-Pl-Cave-Creek-AZ-85331/81957923_zpid/
1688392,"13414 W Junipero Dr, Sun City West, AZ 85375 ",170686.03125,279900,-109213.96875,-0.3901892416934619,82.03469848632812,https://www.zillow.com/homedetails/13414-W-Junipero-Dr-Sun-City-West-AZ-85375/81979238_zpid/
7409338,"5211 E Half Moon Dr, Phoenix, AZ 85044 ",110358.6484375,219900,-109541.3515625,-0.4981416624033652,69.56499481201172,https://www.zillow.com/homedetails/5211-E-Half-Moon-Dr-Phoenix-AZ-85044/8148665_zpid/
229733,"13642 S 42nd St, Phoenix, AZ 85044 ",119770.734375,229900,-110129.265625,-0.47903116844280125,80.18425750732422,https://www.zillow.com/homedetails/13642-S-42nd-St-Phoenix-AZ-85044/8256073_zpid/
1693805,"14206 W Desert Glen Dr, Sun City West, AZ 85375 ",228839.65625,339000,-110160.34375,-0.3249567662241888,91.63441467285156,https://www.zillow.com/homedetails/14206-W-Desert-Glen-Dr-Sun-City-West-AZ-85375/8116503_zpid/
3770125,"9120 Silk Threads Ave, Las Vegas, NV 89149 ",87817.1328125,198000,-110182.8671875,-0.5564791272095959,91.9795913696289,https://www.zillow.com/homedetails/9120-Silk-Threads-Ave-Las-Vegas-NV-89149/69804654_zpid/
375299,"4712 E Laredo Ln, Cave Creek, AZ 85331 ",238782.5,349000,-110217.5,-0.3158094555873926,169.81028747558594,https://www.zillow.com/homedetails/4712-E-Laredo-Ln-Cave-Creek-AZ-85331/18197876_zpid/
1904998,"2504 Sunup Dr, Las Vegas, NV 89134 ",179606.65625,290000,-110393.34375,-0.38066670258620694,48.68548583984375,https://www.zillow.com/homedetails/2504-Sunup-Dr-Las-Vegas-NV-89134/6941532_zpid/
997099,"2058 E Spruce Dr, Chandler, AZ 85286 ",114541.6875,225000,-110458.3125,-0.4909258333333333,77.83854675292969,https://www.zillow.com/homedetails/2058-E-Spruce-Dr-Chandler-AZ-85286/52273179_zpid/
2802,"132 S 223rd Ave, Buckeye, AZ 85326 ",93920.109375,204900,-110979.890625,-0.5416295296486091,73.53497314453125,https://www.zillow.com/homedetails/132-S-223rd-Ave-Buckeye-AZ-85326/60962622_zpid/
1660151,"10926 W Manzanita Dr, Sun City, AZ 85373 ",133851.734375,244900,-111048.265625,-0.4534433059412005,75.97488403320312,https://www.zillow.com/homedetails/10926-W-Manzanita-Dr-Sun-City-AZ-85373/8094545_zpid/
7440175,"4211 W Ponds Cir, Littleton, CO 80123 ",183461.3125,295000,-111538.6875,-0.37809724576271186,54.38819885253906,https://www.zillow.com/homedetails/4211-W-Ponds-Cir-Littleton-CO-80123/13154401_zpid/
1548669,"25810 S Howard Dr, Sun Lakes, AZ 85248 ",123347.6953125,235000,-111652.3046875,-0.4751161901595745,77.71904754638672,https://www.zillow.com/homedetails/25810-S-Howard-Dr-Sun-Lakes-AZ-85248/8218482_zpid/
1667329,"18410 N 97th Dr, Sun City, AZ 85373 ",58213.51171875,169900,-111686.48828125,-0.6573660287301354,72.24342346191406,https://www.zillow.com/homedetails/18410-N-97th-Dr-Sun-City-AZ-85373/7897527_zpid/
271687,"7656 E Chaparral Rd, Scottsdale, AZ 85250 ",136134.859375,248000,-111865.140625,-0.4510691154233871,80.18425750732422,https://www.zillow.com/homedetails/7656-E-Chaparral-Rd-Scottsdale-AZ-85250/7842178_zpid/
7461310,"14214 N 33rd Dr, Phoenix, AZ 85053 ",116096.0859375,228000,-111903.9140625,-0.490806640625,175.1468048095703,https://www.zillow.com/homedetails/14214-N-33rd-Dr-Phoenix-AZ-85053/7943466_zpid/
8485,"3124 W Salter Dr, Phoenix, AZ 85027 ",115518.5078125,227500,-111981.4921875,-0.49222633928571424,85.0858154296875,https://www.zillow.com/homedetails/3124-W-Salter-Dr-Phoenix-AZ-85027/7933915_zpid/
1953635,"7841 Sea Rock Rd, Las Vegas, NV 89128 ",132534.75,245000,-112465.25,-0.4590418367346939,160.42213439941406,https://www.zillow.com/homedetails/7841-Sea-Rock-Rd-Las-Vegas-NV-89128/6939047_zpid/
7459179,"2638 E Holmes Ave, Mesa, AZ 85204 ",107427.828125,220000,-112572.171875,-0.5116916903409091,179.7701416015625,https://www.zillow.com/homedetails/2638-E-Holmes-Ave-Mesa-AZ-85204/92347340_zpid/
7462133,"10931 N Ventana Dr W, Sun City, AZ 85373 ",136359.6875,249000,-112640.3125,-0.4523707329317269,306.2771911621094,https://www.zillow.com/homedetails/10931-N-Ventana-Dr-W-Sun-City-AZ-85373/2094849904_zpid/
7452295,"11530 E Persimmon Ave, Mesa, AZ 85212 ",152212.9375,264900,-112687.0625,-0.42539472442431103,77.8873062133789,https://www.zillow.com/homedetails/11530-E-Persimmon-Ave-Mesa-AZ-85212/52273204_zpid/
3647736,"2721 Byron Dr, Las Vegas, NV 89134 ",156986.078125,269999,-113012.921875,-0.4185679275663984,65.03202819824219,https://www.zillow.com/homedetails/2721-Byron-Dr-Las-Vegas-NV-89134/6907993_zpid/
7486500,"13600 Breton Ridge St BLDG 33A, Houston, TX 77070 ",52508.3515625,166000,-113491.6484375,-0.6836846291415662,26.064531326293945,https://www.zillow.com/homedetails/13600-Breton-Ridge-St-BLDG-33A-Houston-TX-77070/80513321_zpid/
7448569,"1255 E 1st St, Mesa, AZ 85203 ",136381.328125,250000,-113618.671875,-0.4544746875,148.0452117919922,https://www.zillow.com/homedetails/1255-E-1st-St-Mesa-AZ-85203/7623884_zpid/
7494939,"7237 Camden Pine Ave, Las Vegas, NV 89129 ",71230.4921875,185000,-113769.5078125,-0.6149703125,108.41009521484375,https://www.zillow.com/homedetails/7237-Camden-Pine-Ave-Las-Vegas-NV-89129/66839627_zpid/
1911967,"5209 Still Breeze Ave, Las Vegas, NV 89130 ",136058.21875,249900,-113841.78125,-0.4555493447378952,145.8409881591797,https://www.zillow.com/homedetails/5209-Still-Breeze-Ave-Las-Vegas-NV-89130/6895904_zpid/
381364,"2949 W Myrtle Ave, Phoenix, AZ 85051 ",113463.8203125,228000,-114536.1796875,-0.5023516652960527,71.24069213867188,https://www.zillow.com/homedetails/2949-W-Myrtle-Ave-Phoenix-AZ-85051/7757225_zpid/
683948,"9516 E Jan Ave, Mesa, AZ 85209 ",205363.359375,319900,-114536.640625,-0.3580388891059706,83.94007873535156,https://www.zillow.com/homedetails/9516-E-Jan-Ave-Mesa-AZ-85209/8090470_zpid/
7471525,"4177 E Cholla Canyon Dr, Phoenix, AZ 85044 ",158255.453125,274900,-116644.546875,-0.4243162854674427,304.3923645019531,https://www.zillow.com/homedetails/4177-E-Cholla-Canyon-Dr-Phoenix-AZ-85044/8164614_zpid/
1114546,"1623 W Citation Ln, Chandler, AZ 85224 ",132989.46875,249900,-116910.53125,-0.46782925670268105,68.5840072631836,https://www.zillow.com/homedetails/1623-W-Citation-Ln-Chandler-AZ-85224/8199364_zpid/
256242,"3210 W Mohawk Ln, Phoenix, AZ 85027 ",32785.140625,150000,-117214.859375,-0.7814323958333333,86.5934829711914,https://www.zillow.com/homedetails/3210-W-Mohawk-Ln-Phoenix-AZ-85027/7934124_zpid/
7428382,"201 Rainier Cir, Vacaville, CA 95687 ",157054.75,274600,-117545.25,-0.4280599053168245,71.26282501220703,https://www.zillow.com/homedetails/201-Rainier-Cir-Vacaville-CA-95687/15713078_zpid/
1892119,"2117 Harbor Cliff Dr, Las Vegas, NV 89128 ",187343.3125,304900,-117556.6875,-0.3855581748114135,145.8409881591797,https://www.zillow.com/homedetails/2117-Harbor-Cliff-Dr-Las-Vegas-NV-89128/6948245_zpid/
3487271,"3090 Garehime St, Las Vegas, NV 89108 ",207244.3125,324900,-117655.6875,-0.36212892428439525,148.27381896972656,https://www.zillow.com/homedetails/3090-Garehime-St-Las-Vegas-NV-89108/6934754_zpid/
3554365,"3001 Pelican Beach Dr, Las Vegas, NV 89117 ",151706.921875,269500,-117793.078125,-0.43708006725417436,88.67691040039062,https://www.zillow.com/homedetails/3001-Pelican-Beach-Dr-Las-Vegas-NV-89117/7113877_zpid/
7426630,"712 W Marlboro Dr, Chandler, AZ 85225 ",142027.46875,259900,-117872.53125,-0.45353032416313965,68.11833190917969,https://www.zillow.com/homedetails/712-W-Marlboro-Dr-Chandler-AZ-85225/66671418_zpid/
7434059,"2527 S Jefferson, Mesa, AZ 85209 ",237285.390625,355500,-118214.609375,-0.3325305467651195,65.8325424194336,https://www.zillow.com/homedetails/2527-S-Jefferson-Mesa-AZ-85209/8274499_zpid/
869055,"25 N 119th Ave, Avondale, AZ 85323 ",171540.21875,289900,-118359.78125,-0.40827796222835455,89.4045181274414,https://www.zillow.com/homedetails/25-N-119th-Ave-Avondale-AZ-85323/55282248_zpid/
365739,"30643 N 43rd Pl, Cave Creek, AZ 85331 ",211406.3125,330000,-118593.6875,-0.3593748106060606,96.4140853881836,https://www.zillow.com/homedetails/30643-N-43rd-Pl-Cave-Creek-AZ-85331/7979148_zpid/
7451381,"11033 W Granada Rd, Avondale, AZ 85392 ",111216.90625,230000,-118783.09375,-0.5164482336956522,77.8873062133789,https://www.zillow.com/homedetails/11033-W-Granada-Rd-Avondale-AZ-85392/7473086_zpid/
7471777,"218 N Delaware St, Chandler, AZ 85225 ",40664.921875,160000,-119335.078125,-0.74584423828125,235.91522216796875,https://www.zillow.com/homedetails/218-N-Delaware-St-Chandler-AZ-85225/8187651_zpid/
7466741,"2943 Cutting Blvd, Richmond, CA 94804 ",154926.453125,274900,-119973.546875,-0.43642614359767185,243.28807067871094,https://www.zillow.com/homedetails/2943-Cutting-Blvd-Richmond-CA-94804/18547062_zpid/
1550967,"26630 S Trevino Dr, Sun Lakes, AZ 85248 ",119885.4453125,239900,-120014.5546875,-0.5002690899854105,72.25460815429688,https://www.zillow.com/homedetails/26630-S-Trevino-Dr-Sun-Lakes-AZ-85248/8219907_zpid/
7419446,"472 W Myrtle Dr, Chandler, AZ 85248 ",249189.5,369998,-120808.5,-0.3265112243849967,65.8325424194336,https://www.zillow.com/homedetails/472-W-Myrtle-Dr-Chandler-AZ-85248/2095244792_zpid/
7446413,"708 Phanor Dr, Richmond, CA 94806 ",128436.703125,250000,-121563.296875,-0.4862531875,73.91780853271484,https://www.zillow.com/homedetails/708-Phanor-Dr-Richmond-CA-94806/18506092_zpid/
7471783,"2701 Bonita Ave, Antioch, CA 94509 ",147677.25,270000,-122322.75,-0.45304722222222227,314.9678649902344,https://www.zillow.com/homedetails/2701-Bonita-Ave-Antioch-CA-94509/18309331_zpid/
1229353,"3851 E Stanford Ave, Gilbert, AZ 85234 ",112116.6953125,235000,-122883.3046875,-0.5229076795212766,81.25836944580078,https://www.zillow.com/homedetails/3851-E-Stanford-Ave-Gilbert-AZ-85234/8231872_zpid/
1904865,"10704 Paradise Point Dr, Las Vegas, NV 89134 ",145950.453125,268997,-123046.546875,-0.45742720876069254,163.4209747314453,https://www.zillow.com/homedetails/10704-Paradise-Point-Dr-Las-Vegas-NV-89134/6907069_zpid/
6758983,"6109 Topaz Valley Ave, Las Vegas, NV 89130 ",150947.1875,274000,-123052.8125,-0.4490978558394161,65.100341796875,https://www.zillow.com/homedetails/6109-Topaz-Valley-Ave-Las-Vegas-NV-89130/6902909_zpid/
7446803,"7137 Estrella De Mar Ave, Las Vegas, NV 89131 ",116919.8359375,240000,-123080.1640625,-0.5128340169270833,56.30775451660156,https://www.zillow.com/homedetails/7137-Estrella-De-Mar-Ave-Las-Vegas-NV-89131/61741722_zpid/
7429561,"160 N Sandal, Mesa, AZ 85205 ",110316.265625,233635,-123318.734375,-0.5278264574015024,34.78444290161133,https://www.zillow.com/homedetails/160-N-Sandal-Mesa-AZ-85205/2095152493_zpid/
