,test-error,alpha,colsample_bytree,gamma,max_delta_step,max_depth,min_child_weight,subsample
0,-0.14531966666666665,9.926950421589801,0.9322096383814842,0.2500394735324063,1.4850239461478287,6.264494397242032,1.1124257567329519,0.892644979559955
1,-0.14559200000000003,9.677009691827127,0.37037193960949777,9.888633153130217,3.4254589656969303,5.2441369234623,1.1102010491714176,0.7380917320261149
2,-0.14970466666666668,0.21671671288102656,0.16428019759804247,1.2864529557353965,0.09964894269052227,5.261701138467524,1.2044067113028274,0.6055586629068714
3,-0.14523566666666668,8.96935160799817,0.3522534072190674,9.368931407907212,0.09314979570755388,14.602131733177123,19.963843863361546,0.7991232313598235
4,-0.14733966666666667,9.203778361902147,0.13285454916293565,0.08865237438307472,4.904904457992426,14.886726836368352,1.3119667615461024,0.6523296846640949
5,-0.14653333333333332,0.2082503541460734,0.2632600769188274,9.986369268602083,0.62666064228038,5.649088797554254,19.934027009976592,0.6059873611138029
6,-0.153462,9.99437912773472,0.26467482205195547,6.417811142881344,2.8567339088646717,9.996819662914094,6.3381577144228505,0.7964743895201556
7,-0.153462,9.99437912773472,0.26467482205195547,6.417811142881344,2.8567339088646717,9.996819662914094,6.3381577144228505,0.7964743895201556
8,-0.153462,9.99437912773472,0.26467482205195547,6.417811142881344,2.8567339088646717,9.996819662914094,6.3381577144228505,0.7964743895201556
9,-0.153462,9.99437912773472,0.26467482205195547,6.417811142881344,2.8567339088646717,9.996819662914094,6.3381577144228505,0.7964743895201556
