,address,ypred,list,gain-loss,rent,cap rate
2509103,"2007 Foreland Dr For Rent # 25, Houston, TX 77077 ",342715.71875,55000,287715.71875,1037.248291015625,0.22630871803977273
2197459,"1303 Tulane St For Rent # 11, Houston, TX 77008 ",335134.53125,70000,265134.53125,4064.2919921875,0.6967357700892857
2321518,"10240 Emnora Ln, Houston, TX 77043 ",324379.59375,117000,207379.59375,3895.480224609375,0.3995364249465812
2445982,"4207 Astwood Ct For Rent, Houston, TX 77068 ",251992.359375,60000,191992.359375,1943.002685546875,0.38860052083333335
2377088,"7905 Turquoise Ln For Rent, Houston, TX 77055 ",245530.625,60000,185530.625,1117.391357421875,0.223478271484375
5340248,"2504 Isabella St For Rent, Houston, TX 77004 ",247564.78125,70000,177564.78125,629.5042724609375,0.10791501813616071
1939622,"511 Schweikhardt St, Houston, TX 77020 ",259003.609375,89000,170003.609375,319.947265625,0.04313895716292135
7408422,"6329 Tarna Ln, Houston, TX 77074 ",242955.078125,78000,164955.078125,816.25830078125,0.1255782001201923
2357424,"15523 Bartlett Pear Ct, Houston, TX 77049 ",223964.0,67500,156464.0,910.38623046875,0.16184644097222223
2257873,"1308 Wilson St, Houston, TX 77019 ",265537.5,109900,155637.5,5347.24169921875,0.5838662278207462
7415210,"10402 Templeridge Lane For Rent Only # 00, Houston, TX 77075 ",242934.4375,100000,142934.4375,671.484619140625,0.080578154296875
2444711,"15807 Mindywood Ct For Rent, Houston, TX 77068 ",202657.90625,60000,142657.90625,4762.21875,0.95244375
5357823,"1205 Crockett St, Houston, TX 77007 ",250499.609375,115000,135499.609375,753.4261474609375,0.07861837635869565
2208469,"742 W 27th St, Houston, TX 77008 ",313504.21875,186000,127504.21875,2079.634521484375,0.13416996387768818
2077510,"7330 Palestine St, Houston, TX 77020 ",216686.34375,95000,121686.34375,6446.9150390625,0.8143472039473684
2208892,"818 W 19th St, Houston, TX 77008 ",345080.1875,225000,120080.1875,1131.167724609375,0.0603289453125
5342681,"3201 Calumet St, Houston, TX 77004 ",292984.625,175000,117984.625,2500.584228515625,0.17146863839285714
2275892,"8730 Knute St, Houston, TX 77028 ",191622.953125,75000,116622.953125,5621.52587890625,0.8994441666666667
2405664,"8107 Dover St, Houston, TX 77061 ",241562.421875,125000,116562.421875,1117.391357421875,0.1072695703125
7408428,"7719 Drouet St, Houston, TX 77061 ",271998.75,158600,113398.75,2957.579833984375,0.22377652604823456
2334589,"13114 Ryaneagles Dr, Houston, TX 77044 ",275591.71875,164900,110691.71875,879.322021484375,0.06398947397096726
2350826,"2830 Junction Dr, Houston, TX 77045 ",169370.625,59000,110370.625,2607.008544921875,0.5302390095338984
2615754,"5623 Afton Ridge Ln, Houston, TX 77084 ",189351.3125,82500,106851.3125,1069.477783203125,0.15556040482954545
1990458,"907 E 39th St, Houston, TX 77022 ",178889.234375,75000,103889.234375,2235.658935546875,0.35770541666666666
2673671,"4907 Lattimore Creek Dr # 4907, Houston, TX 77084 ",168222.84375,67000,101222.84375,2561.47705078125,0.45877200909514926
2239166,"4717 Ireland St, Houston, TX 77016 ",190571.65625,90000,100571.65625,4557.14794921875,0.6076197048611112
2704411,"12427 Carmel Dale Ln For Rent # 11, Houston, TX 77089 ",169288.046875,70000,99288.046875,1640.6011962890625,0.2812459263392857
1909263,"5221 Doolittle Blvd, Houston, TX 77033 ",163421.375,65000,98421.375,2943.402587890625,0.5433974158653846
7407975,"7911 Avenue C, Houston, TX 77012 ",158637.359375,61000,97637.359375,999.85888671875,0.19669355148565573
2666911,"12714 Palm Desert Ln, Houston, TX 77099 ",160483.265625,64900,95583.265625,2031.831787109375,0.3756853693181818
5343895,"3470 Simmons St, Houston, TX 77004 ",152379.953125,57000,95379.953125,1033.611083984375,0.21760233347039473
7419076,"11411 Braewick Dr, Houston, TX 77035 ",269196.375,175000,94196.375,7700.96142578125,0.5280659375
5155528,"71463 Beacon Ridge Dr, Missouri City, TX 77060 ",148883.5625,56000,92883.5625,3992.228515625,0.8554775390625
2035614,"950 Blanchard Hill Ln, Houston, TX 77047 ",258134.84375,169000,89134.84375,1272.2890625,0.09034005177514792
2267106,"4920 Old Spanish Trl, Houston, TX 77021 ",153551.984375,65000,88551.984375,3574.865966796875,0.6599752403846154
2261665,"1413 Mystic St, Houston, TX 77020 ",231962.890625,145000,86962.890625,3603.703125,0.2982375
1900862,"5534 Bunte St, Houston, TX 77026 ",181869.859375,95000,86869.859375,3758.592529296875,0.47476957236842104
7376737,"8127 Woodward St, Houston, TX 77051 ",251781.1875,165000,86781.1875,1919.5294189453125,0.1396021425189394
1888857,"11402 Carla St, Houston, TX 77076 ",226354.125,139900,86454.125,2722.99951171875,0.23356679156987134
2637001,"4032 Bolin Rd, Houston, TX 77092 ",164515.828125,78290,86225.828125,5752.51123046875,0.8817234999680674
2262814,"4612 Hershe St, Houston, TX 77020 ",149185.71875,63000,86185.71875,1453.3358154296875,0.27682586185515873
2359319,"20707 Rio Villa Dr, Houston, TX 77049 ",346009.78125,259900,86109.78125,1498.3748779296875,0.06918237032272027
2081455,"4620 Werner St, Houston, TX 77022 ",150211.421875,65000,85211.421875,1487.1953125,0.2745591346153846
7410890,"870 Lovers Ln, Houston, TX 77091 ",170166.5625,85000,85166.5625,3148.377685546875,0.4444768382352941
1953704,"8205 N Main St, Houston, TX 77022 ",191966.203125,107000,84966.203125,1055.4774169921875,0.1183712945385514
2341208,"9126 Saint Laurent Ln Houston, TX 77044 ",272185.9375,187990,84195.9375,635.6520385742188,0.04057569135991276
2684777,"17415 W Mill Village Cir, Houston, TX 77095 ",298667.9375,214500,84167.9375,1593.604248046875,0.08915268065268066
5038340,"5302 Berry, Houston, TX 77017 ",259241.953125,175900,83341.953125,751.686279296875,0.0512804738576606
2331063,"10123 Larch Crk Houston, TX 77044 ",244950.265625,163740,81210.265625,3786.08056640625,0.27747018901917675
2464434,"12450 Newbrook Dr For Rent, Houston, TX 77072 ",140925.015625,60000,80925.015625,812.4488525390625,0.16248977864583333
2210955,"1003 Gale St, Houston, TX 77009 ",209824.4375,130000,79824.4375,3265.796142578125,0.30145811298076924
2318010,"3926 Beau Ln, Houston, TX 77039 ",144508.25,65000,79508.25,978.5069580078125,0.18064744591346155
2331122,"10330 Solitude Way Houston, TX 77044 ",250391.953125,170990,79401.953125,3046.960693359375,0.21383430226182817
7378880,"1258 Common Park Dr, Houston, TX 77009 ",177673.171875,99500,78173.171875,3019.70068359375,0.3641849874371859
2333255,"12722 City Green Trl Houston, TX 77044 ",251355.375,173519,77836.375,1258.7440185546875,0.08705056930004783
1896919,"3714 W T C Jester Blvd, Houston, TX 77018 ",287631.21875,210000,77631.21875,17.794269561767578,0.001016815403529576
2256870,"8005 Hartford St For Rent # 11, Houston, TX 77017 ",147554.59375,70000,77554.59375,1976.219482421875,0.33878046875
1897412,"911 E 32nd St, Houston, TX 77022 ",137244.09375,59900,77344.09375,2480.671142578125,0.4969625156510851
7383547,"9619 Cibolo St, Houston, TX 77013 ",166541.390625,89500,77041.390625,1882.000732421875,0.252335282821229
7388330,"1833 Westcrest Dr, Houston, TX 77055 ",245901.984375,169000,76901.984375,2204.77001953125,0.15655171736316567
2331089,"10311 Solitude Way Houston, TX 77044 ",250391.953125,173519,76872.953125,1289.015625,0.08914405627049488
2331142,"10342 Solitude Way Houston, TX 77044 ",250391.953125,173519,76872.953125,1131.167724609375,0.07822781767594615
2640881,"6730 Acorn St, Houston, TX 77092 ",160790.3125,85000,75790.3125,1061.368408203125,0.1498402458639706
2675620,"11026 Desert Springs Cir, Houston, TX 77095 ",200526.8125,124900,75626.8125,7652.01171875,0.7351812700160129
1906323,"2418 Fairwind Dr, Houston, TX 77062 ",344696.875,269995,74701.875,6234.89697265625,0.2771116710494639
2333267,"12726 City Green Trl Houston, TX 77044 ",254028.109375,179347,74681.109375,3977.0087890625,0.2660992682829933
2075706,"5834 Kenilwood Dr, Houston, TX 77033 ",164411.953125,89900,74511.953125,3524.14404296875,0.47040852683537265
2484042,"8239 Fuqua Gardens Dr, Houston, TX 77075 ",189106.609375,114990,74116.609375,8102.04052734375,0.8455038209844334
2527640,"1806 Lacewing Ln, Houston, TX 77067 ",128896.6875,54900,73996.6875,1139.73681640625,0.24912280140027324
2331150,"10350 Solitude Way Houston, TX 77044 ",247926.015625,174273,73653.015625,4059.3984375,0.2795199557590677
2360602,"710 Tuely Ct, Houston, TX 77049 ",224641.109375,151000,73641.109375,2500.584228515625,0.19872193191225165
2317450,"2219 Melissa St, Houston, TX 77039 ",142852.890625,69900,72952.890625,8036.8115234375,1.379710076895565
2469584,"1107 Grassy View Dr Houston, TX 77073 ",217867.125,144995,72872.125,2716.211669921875,0.22479767621297286
5366642,"4320 Allen St, Houston, TX 77007 ",222702.9375,150000,72702.9375,1117.391357421875,0.08939130859375
2331136,"10327 Solitude Way Houston, TX 77044 ",247926.015625,175273,72653.015625,4567.9794921875,0.31274499726854676
1952705,"2114 Harland Dr, Houston, TX 77055 ",242351.734375,170000,72351.734375,3509.13134765625,0.24770340073529412
2333189,"12706 City Green Trl Houston, TX 77044 ",251355.375,179052,72303.375,1087.9000244140625,0.0729106671874651
1946856,"11219 Greenwillow St, Houston, TX 77035 ",301889.0625,229700,72189.0625,1418.2249755859375,0.07409098484436222
2195201,"1109 W 15th 1 2 St, Houston, TX 77008 ",376206.03125,305000,71206.03125,3347.7919921875,0.13171640625
2675452,"10723 Lydon Meadows Dr, Houston, TX 77095 ",239779.953125,169000,70779.953125,571.741455078125,0.04059702639607988
2358055,"16215 Gavin Ln, Houston, TX 77049 ",180665.53125,109900,70765.53125,991.5667724609375,0.10826934286851683
2648733,"10035 Isabella Way, Houston, TX 77089 ",370765.21875,300000,70765.21875,2004.68359375,0.08018734375
2502418,"12971 Trail Hollow Dr, Houston, TX 77079 ",190758.9375,120000,70758.9375,980.994873046875,0.0980994873046875
5038279,"2701 Bellefontaine St, Houston, TX 77025 ",230155.828125,159999,70156.828125,914.3213500976562,0.06857453137402421
2020472,"6463 Olympia Dr, Houston, TX 77057 ",289809.3125,220000,69809.3125,3129.06103515625,0.1706760653409091
1906007,"9323 Greenwillow St, Houston, TX 77096 ",398551.375,329000,69551.375,2720.181884765625,0.0992163635068389
1901586,"474 N Post Oak Ln, Houston, TX 77024 ",318244.0,249000,69244.0,1946.6800537109375,0.09381590424196787
2698206,"6019 Pebble Ln # 2, Houston, TX 77087 ",159141.5625,90000,69141.5625,991.5667724609375,0.13220889756944446
2328095,"10800 Briar Forest Dr, Houston, TX 77042 ",199012.296875,130000,69012.296875,413.16900634765625,0.03813867938701923
2341192,"9106 Saint Laurent Ln Houston, TX 77044 ",254707.671875,185990,68717.671875,3328.834716796875,0.21477507191246842
2274926,"7338 Finch St, Houston, TX 77028 ",258356.578125,190000,68356.578125,588.8106689453125,0.037188042249177634
2395291,"615 Connorvale Ln, Houston, TX 77060 ",132913.625,65000,67913.625,3574.865966796875,0.6599752403846154
2232892,"12905 Ellen Ln, Houston, TX 77015 ",127884.8125,60000,67884.8125,2882.46240234375,0.5764924479166667
2410462,"9550 Beverlyhill St, Houston, TX 77063 ",327700.125,260000,67700.125,1568.259033203125,0.07238118990384615
2341170,"9018 Saint Laurent Ln Houston, TX 77044 ",235667.5625,168990,66677.5625,4310.8017578125,0.30611054555742945
2341209,"9115 Saint Laurent Ln Houston, TX 77044 ",251356.734375,185000,66356.734375,936.7777709960938,0.06076396220439189
