,address,ypred,list,gain-loss,rent,cap rate
2951076,"7046 Manette Dr, Saint Louis, MO 63136 ",73379.65625,54000,19379.65625,-1832.1776123046875,-0.4071505714699074
2951491,"7360 Calvin Ave, Saint Louis, MO 63136 ",79245.1796875,60000,19245.1796875,471.69964599609375,0.09433992513020834
2950132,"5514 Sapphire Ave, Jennings, MO 63136 ",73379.65625,54500,18879.65625,14065.19921875,3.096924598623853
2951460,"7317 Esterbrook Dr, Jennings, MO 63136 ",73379.65625,54900,18479.65625,1280.28125,0.2798428961748634
2950341,"5615 Sapphire Ave, Jennings, MO 63136 ",73379.65625,54900,18479.65625,19180.7109375,4.19250512295082
2949640,"2667 Garham Dr, Saint Louis, MO 63136 ",82521.8828125,65000,17521.8828125,-2260.55712890625,-0.4173336237980769
2950961,"6359 Garesche Ave, Jennings, MO 63136 ",79245.1796875,63500,15745.1796875,11271.4599609375,2.1300396161417323
2949836,"5202 Hodiamont Ave, Jennings, MO 63136 ",70320.875,54900,15420.875,-4850.5859375,-1.0602373633879782
2951199,"7117 Manette Dr, Saint Louis, MO 63136 ",67044.1640625,51900,15144.1640625,-4850.5859375,-1.121522760115607
2950498,"5647 Beldon Dr, Saint Louis, MO 63136 ",67044.1640625,52000,15044.1640625,-4850.5859375,-1.1193659855769231
2950570,"5701 Beldon Dr, Saint Louis, MO 63136 ",67044.1640625,52800,14244.1640625,15927.8662109375,3.6199695194128787
2951522,"7426 Calvin Ave, Saint Louis, MO 63136 ",67044.1640625,53350,13694.1640625,-4850.5859375,-1.091040885660731
2950312,"5608 Sunbury Ave, Saint Louis, MO 63136 ",73379.65625,60000,13379.65625,471.69964599609375,0.09433992513020834
2950061,"5455 Hodiamont Ave, Jennings, MO 63136 ",67044.1640625,53900,13144.1640625,-4850.5859375,-1.0799078153988868
2951225,"7133 Garesche Ave, Jennings, MO 63136 ",67044.1640625,54000,13044.1640625,22838.203125,5.07515625
2949775,"34 Capitol Hill Dr, Saint Louis, MO 63136 ",75420.703125,62500,12920.703125,1592.32177734375,0.30572578125
2949499,"2586 Redman Rd, Saint Louis, MO 63136 ",81756.1875,69000,12756.1875,22838.203125,3.971861413043478
