,address,ypred,list,gain-loss,rent,cap rate
3920148,"8805 38th Ave S, Seattle, WA 98118 ",280875.78125,118000,162875.78125,2306.722412109375,0.23458193193855933
3918484,"7953 Renton Ave S, Seattle, WA 98118 ",339614.40625,176900,162714.40625,2311.636474609375,0.15680970445873374
7016563,"7644 S 126th St, Seattle, WA 98178 ",292355.90625,129967,162388.90625,2193.91015625,0.20256620430570837
7013119,"12208 48th Ave S, Seattle, WA 98178 ",221793.734375,59900,161893.734375,2386.07763671875,0.47801221436769614
7014371,"5111 S Wallace St, Seattle, WA 98178 ",263808.6875,102600,161208.6875,2339.774169921875,0.27365778813352826
3917666,"7114 44th Ave S, Seattle, WA 98118 ",310996.5,149900,161096.5,2008.01611328125,0.16074845469896598
7016911,"7919 S 112th St, Seattle, WA 98178 ",317031.65625,156300,160731.65625,1918.9931640625,0.14733152891074855
4628331,"23409 23rd Pl S, Des Moines, WA 98198 ",350457.21875,190000,160457.21875,2259.005615234375,0.14267403371710527
3918712,"8123 49th Ave S, Seattle, WA 98118 ",305291.46875,145000,160291.46875,2390.9208984375,0.19786931573275862
7015963,"7212 S 115th St, Seattle, WA 98178 ",297871.03125,137900,159971.03125,2389.280517578125,0.2079141928027556
