property_id,address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,year_built,garage,level,luxurious,dist_to_park,ptl_id,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source,pred_std
23067,"4220 W Mission Ln, Phoenix, AZ 85051",3,2,1545,zillow_ph,http://www.zillow.com/homedetails/4220-W-Mission-Ln-Phoenix-AZ-85051/7746212_zpid/,-112.15,33.5705,370.72,1968,1,1,,,104390,rental,925,closed,14,2012-01-05,2011-12-22,North Mountain,176,PH,312.43672818673800000000
23067,"4220 W Mission Ln, Phoenix, AZ 85051",3,2,1545,zillow_ph,http://www.zillow.com/homedetails/4220-W-Mission-Ln-Phoenix-AZ-85051/7746212_zpid/,-112.15,33.5705,370.72,1968,1,1,,,104391,rental,950,closed,8,2012-01-05,2011-12-28,North Mountain,176,PH,312.43672818673800000000
23067,"4220 W Mission Ln, Phoenix, AZ 85051",3,2,1545,zillow_ph,http://www.zillow.com/homedetails/4220-W-Mission-Ln-Phoenix-AZ-85051/7746212_zpid/,-112.15,33.5705,370.72,1968,1,1,,,104393,rental,1050,closed,4,2013-08-20,2013-08-16,North Mountain,176,PH,312.43672818673800000000
23067,"4220 W Mission Ln, Phoenix, AZ 85051",3,2,1545,zillow_ph,http://www.zillow.com/homedetails/4220-W-Mission-Ln-Phoenix-AZ-85051/7746212_zpid/,-112.15,33.5705,370.72,1968,1,1,,,104394,rental,1199,closed,22,2016-02-28,2016-02-06,North Mountain,176,PH,312.43672818673800000000
23068,"4564 W Bloomfield Rd, Glendale, AZ 85304",3,2,1418,zillow_ph,http://www.zillow.com/homedetails/4564-W-Bloomfield-Rd-Glendale-AZ-85304/7955076_zpid/,-112.158,33.5984,376.664,1978,1,1,,,104402,rental,1125,closed,145,2013-08-20,2013-03-28,North Mountain,176,PH,312.34416462901100000000
23068,"4564 W Bloomfield Rd, Glendale, AZ 85304",3,2,1418,zillow_ph,http://www.zillow.com/homedetails/4564-W-Bloomfield-Rd-Glendale-AZ-85304/7955076_zpid/,-112.158,33.5984,376.664,1978,1,1,,,104403,rental,1195,closed,30,2014-04-26,2014-03-27,North Mountain,176,PH,312.34416462901100000000
23068,"4564 W Bloomfield Rd, Glendale, AZ 85304",3,2,1418,zillow_ph,http://www.zillow.com/homedetails/4564-W-Bloomfield-Rd-Glendale-AZ-85304/7955076_zpid/,-112.158,33.5984,376.664,1978,1,1,,,104404,rental,1195,closed,564,2016-03-02,2014-08-16,North Mountain,176,PH,312.34416462901100000000
23068,"4564 W Bloomfield Rd, Glendale, AZ 85304",3,2,1418,zillow_ph,http://www.zillow.com/homedetails/4564-W-Bloomfield-Rd-Glendale-AZ-85304/7955076_zpid/,-112.158,33.5984,376.664,1978,1,1,,,104405,rental,1250,closed,554,2016-02-24,2014-08-19,North Mountain,176,PH,312.34416462901100000000
23068,"4564 W Bloomfield Rd, Glendale, AZ 85304",3,2,1418,zillow_ph,http://www.zillow.com/homedetails/4564-W-Bloomfield-Rd-Glendale-AZ-85304/7955076_zpid/,-112.158,33.5984,376.664,1978,1,1,,,104406,rental,1330,closed,12,2016-02-17,2016-02-05,North Mountain,176,PH,312.34416462901100000000
23071,"8107 N 11th St, Phoenix, AZ 85020",3,2,1104,zillow_ph,http://www.zillow.com/homedetails/8107-N-11th-St-Phoenix-AZ-85020/81986738_zpid/,-112.058,33.5552,382.888,1950,0,1,,,104416,rental,1295,closed,28,2016-03-04,2016-02-05,North Mountain,176,PH,312.91859719865700000000
23071,"8107 N 11th St, Phoenix, AZ 85020",3,2,1104,zillow_ph,http://www.zillow.com/homedetails/8107-N-11th-St-Phoenix-AZ-85020/81986738_zpid/,-112.058,33.5552,382.888,1950,0,1,,,124216,rental,1195,closed,0,2016-02-24,2016-02-24,North Mountain,176,PH,312.91859719865700000000
23073,"8228 N 34th Dr # 1, Phoenix, AZ 85051",2,1,796,zillow_ph,http://www.zillow.com/homedetails/8228-N-34th-Dr-1-Phoenix-AZ-85051/2099762914_zpid/,-112.134,33.5578,368.456,1973,0,1,,,104420,rental,700,closed,6,2016-02-11,2016-02-05,North Mountain,176,PH,311.60979583328300000000
23079,"9708 N 3rd Dr, Phoenix, AZ 85021",2,3,1782,zillow_ph,http://www.zillow.com/homedetails/9708-N-3rd-Dr-Phoenix-AZ-85021/7789268_zpid/,-112.079,33.5755,392.748,1998,0,1,,,124235,rental,1400,closed,,2009-02-20,,North Mountain,176,PH,313.16997929697700000000
23079,"9708 N 3rd Dr, Phoenix, AZ 85021",2,3,1782,zillow_ph,http://www.zillow.com/homedetails/9708-N-3rd-Dr-Phoenix-AZ-85021/7789268_zpid/,-112.079,33.5755,392.748,1998,0,1,,,127114,rental,1400,closed,,2014-12-05,,North Mountain,176,PH,313.16997929697700000000
23081,"9827 N 11th St, Phoenix, AZ 85020",3,2,1371,zillow_ph,http://www.zillow.com/homedetails/9827-N-11th-St-Phoenix-AZ-85020/7787493_zpid/,-112.059,33.576,397.615,1962,0,1,,,104460,rental,1150,closed,3,2015-02-09,2015-02-06,North Mountain,176,PH,312.51335220804300000000
23081,"9827 N 11th St, Phoenix, AZ 85020",3,2,1371,zillow_ph,http://www.zillow.com/homedetails/9827-N-11th-St-Phoenix-AZ-85020/7787493_zpid/,-112.059,33.576,397.615,1962,0,1,,,104461,rental,1250,closed,12,2016-02-17,2016-02-05,North Mountain,176,PH,312.51335220804300000000
23260,"4001 W Wood Dr, Phoenix, AZ 85029",3,2,1880,zillow_ph,http://www.zillow.com/homedetails/4001-W-Wood-Dr-Phoenix-AZ-85029/7742002_zpid/,-112.146,33.6042,381.948,1980,0,1,,,105583,rental,895,closed,49,2012-09-13,2012-07-26,North Mountain,176,PH,312.29742051703900000000
23260,"4001 W Wood Dr, Phoenix, AZ 85029",3,2,1880,zillow_ph,http://www.zillow.com/homedetails/4001-W-Wood-Dr-Phoenix-AZ-85029/7742002_zpid/,-112.146,33.6042,381.948,1980,0,1,,,105584,rental,1100,closed,8,2016-02-16,2016-02-08,North Mountain,176,PH,312.29742051703900000000
23261,"631 E Royal Palm Sq S, Phoenix, AZ 85020",3,2,2121,zillow_ph,http://www.zillow.com/homedetails/631-E-Royal-Palm-Sq-S-Phoenix-AZ-85020/7793615_zpid/,-112.066,33.5553,375.615,1972,0,1,,,106774,rental,1550,closed,6,2016-02-15,2016-02-09,North Mountain,176,PH,312.35726351316700000000
23488,"1006 E Grandview Rd, Phoenix, AZ 85022",3,2,1555,zillow_ph,http://www.zillow.com/homedetails/1006-E-Grandview-Rd-Phoenix-AZ-85022/8003447_zpid/,-112.059,33.6357,423.829,1983,0,1,,,106725,rental,1500,closed,103,2014-12-24,2014-09-12,North Mountain,176,PH,312.34305901625500000000
23488,"1006 E Grandview Rd, Phoenix, AZ 85022",3,2,1555,zillow_ph,http://www.zillow.com/homedetails/1006-E-Grandview-Rd-Phoenix-AZ-85022/8003447_zpid/,-112.059,33.6357,423.829,1983,0,1,,,106724,rental,1450,closed,27,2013-10-31,2013-10-04,North Mountain,176,PH,312.34305901625500000000
23490,"1305 W Brown St, Phoenix, AZ 85021",4,1,1132,zillow_ph,http://www.zillow.com/homedetails/1305-W-Brown-St-Phoenix-AZ-85021/7781789_zpid/,-112.089,33.5774,385.228,1956,0,1,,,106737,rental,1100,closed,472,2014-05-05,2013-01-18,North Mountain,176,PH,313.44922125072500000000
23490,"1305 W Brown St, Phoenix, AZ 85021",4,1,1132,zillow_ph,http://www.zillow.com/homedetails/1305-W-Brown-St-Phoenix-AZ-85021/7781789_zpid/,-112.089,33.5774,385.228,1956,0,1,,,106739,rental,900,closed,43,2013-04-07,2013-02-23,North Mountain,176,PH,313.44922125072500000000
23490,"1305 W Brown St, Phoenix, AZ 85021",4,1,1132,zillow_ph,http://www.zillow.com/homedetails/1305-W-Brown-St-Phoenix-AZ-85021/7781789_zpid/,-112.089,33.5774,385.228,1956,0,1,,,106740,rental,900,closed,148,2014-05-05,2013-12-08,North Mountain,176,PH,313.44922125072500000000
23490,"1305 W Brown St, Phoenix, AZ 85021",4,1,1132,zillow_ph,http://www.zillow.com/homedetails/1305-W-Brown-St-Phoenix-AZ-85021/7781789_zpid/,-112.089,33.5774,385.228,1956,0,1,,,106738,rental,1000,closed,54,2013-04-07,2013-02-12,North Mountain,176,PH,313.44922125072500000000
23494,"4010 W Cholla St, Phoenix, AZ 85029",3,2,1532,zillow_ph,http://www.zillow.com/homedetails/4010-W-Cholla-St-Phoenix-AZ-85029/7744385_zpid/,-112.146,33.5894,377.172,1979,0,1,,,106763,rental,1050,closed,18,2012-04-12,2012-03-25,North Mountain,176,PH,312.29977763010300000000
23494,"4010 W Cholla St, Phoenix, AZ 85029",3,2,1532,zillow_ph,http://www.zillow.com/homedetails/4010-W-Cholla-St-Phoenix-AZ-85029/7744385_zpid/,-112.146,33.5894,377.172,1979,0,1,,,106766,rental,1050,closed,24,2012-09-21,2012-08-28,North Mountain,176,PH,312.29977763010300000000
23494,"4010 W Cholla St, Phoenix, AZ 85029",3,2,1532,zillow_ph,http://www.zillow.com/homedetails/4010-W-Cholla-St-Phoenix-AZ-85029/7744385_zpid/,-112.146,33.5894,377.172,1979,0,1,,,124188,rental,1050,closed,,2012-11-03,,North Mountain,176,PH,312.29977763010300000000
23495,"8123 N 31st Dr, Phoenix, AZ 85051",3,2,1696,zillow_ph,http://www.zillow.com/homedetails/8123-N-31st-Dr-Phoenix-AZ-85051/7754834_zpid/,-112.126,33.5562,369.053,1979,0,1,,,106778,rental,950,closed,21,2016-03-01,2016-02-09,North Mountain,176,PH,312.30098987852300000000
23763,"11825 N 29th Ave, Phoenix, AZ 85029",3,2,1547,zillow_ph,http://www.zillow.com/homedetails/11825-N-29th-Ave-Phoenix-AZ-85029/7741002_zpid/,-112.121,33.5937,387.416,1970,0,1,,,108398,rental,950,closed,80,2011-08-24,2011-06-05,North Mountain,176,PH,312.37518074477500000000
23763,"11825 N 29th Ave, Phoenix, AZ 85029",3,2,1547,zillow_ph,http://www.zillow.com/homedetails/11825-N-29th-Ave-Phoenix-AZ-85029/7741002_zpid/,-112.121,33.5937,387.416,1970,0,1,,,108399,rental,950,closed,18,2016-02-28,2016-02-10,North Mountain,176,PH,312.37518074477500000000
23764,"11827 N 33rd Cir, Phoenix, AZ 85029",3,2,1462,zillow_ph,http://www.zillow.com/homedetails/11827-N-33rd-Cir-Phoenix-AZ-85029/7748615_zpid/,-112.131,33.5944,384.01,1961,0,1,,,108402,rental,1300,closed,18,2016-02-28,2016-02-10,North Mountain,176,PH,312.55728995291400000000
23764,"11827 N 33rd Cir, Phoenix, AZ 85029",3,2,1462,zillow_ph,http://www.zillow.com/homedetails/11827-N-33rd-Cir-Phoenix-AZ-85029/7748615_zpid/,-112.131,33.5944,384.01,1961,0,1,,,115653,rental,1250,closed,4,2016-02-20,2016-02-16,North Mountain,176,PH,312.55728995291400000000
23765,"1223 E Becker Ln, Phoenix, AZ 85020",2,1,900,zillow_ph,http://www.zillow.com/homedetails/1223-E-Becker-Ln-Phoenix-AZ-85020/7785620_zpid/,-112.055,33.5828,406.301,1961,0,1,,,108403,rental,895,closed,4,2016-02-14,2016-02-10,North Mountain,176,PH,311.90177103352600000000
23766,"13210 N 13th St, Phoenix, AZ 85022",4,3,3652,zillow_ph,http://www.zillow.com/homedetails/13210-N-13th-St-Phoenix-AZ-85022/7783142_zpid/,-112.054,33.6064,442.885,1995,1,1,,,108405,rental,2999,closed,75,2012-11-04,2012-08-21,North Mountain,176,PH,314.19206451168900000000
23766,"13210 N 13th St, Phoenix, AZ 85022",4,3,3652,zillow_ph,http://www.zillow.com/homedetails/13210-N-13th-St-Phoenix-AZ-85022/7783142_zpid/,-112.054,33.6064,442.885,1995,1,1,,,108406,rental,2750,closed,34,2012-11-04,2012-10-01,North Mountain,176,PH,314.19206451168900000000
23766,"13210 N 13th St, Phoenix, AZ 85022",4,3,3652,zillow_ph,http://www.zillow.com/homedetails/13210-N-13th-St-Phoenix-AZ-85022/7783142_zpid/,-112.054,33.6064,442.885,1995,1,1,,,108407,rental,3000,closed,14,2016-02-24,2016-02-10,North Mountain,176,PH,314.19206451168900000000
23768,"2425 W Diana Ave, Phoenix, AZ 85021",3,2,1092,zillow_ph,http://www.zillow.com/homedetails/2425-W-Diana-Ave-Phoenix-AZ-85021/7782282_zpid/,-112.111,33.563,371.486,1959,0,1,,,108419,rental,995,closed,8,2016-02-19,2016-02-11,North Mountain,176,PH,312.63688600787600000000
23769,"3013 W Echo Ln, Phoenix, AZ 85051",3,2,1118,zillow_ph,http://www.zillow.com/homedetails/3013-W-Echo-Ln-Phoenix-AZ-85051/7751407_zpid/,-112.124,33.5592,370.285,1953,0,1,,,108426,rental,925,closed,247,2014-05-01,2013-08-27,North Mountain,176,PH,312.83955331445800000000
23769,"3013 W Echo Ln, Phoenix, AZ 85051",3,2,1118,zillow_ph,http://www.zillow.com/homedetails/3013-W-Echo-Ln-Phoenix-AZ-85051/7751407_zpid/,-112.124,33.5592,370.285,1953,0,1,,,108427,rental,995,closed,23,2014-12-11,2014-11-18,North Mountain,176,PH,312.83955331445800000000
23769,"3013 W Echo Ln, Phoenix, AZ 85051",3,2,1118,zillow_ph,http://www.zillow.com/homedetails/3013-W-Echo-Ln-Phoenix-AZ-85051/7751407_zpid/,-112.124,33.5592,370.285,1953,0,1,,,108428,rental,1000,closed,30,2016-03-11,2016-02-10,North Mountain,176,PH,312.83955331445800000000
23770,"3120 W Becker Ln, Phoenix, AZ 85029",4,2,1250,zillow_ph,http://www.zillow.com/homedetails/3120-W-Becker-Ln-Phoenix-AZ-85029/7740880_zpid/,-112.126,33.5827,381.092,1972,0,1,,,108433,rental,950,closed,46,2011-07-30,2011-06-14,North Mountain,176,PH,313.18531036147100000000
23770,"3120 W Becker Ln, Phoenix, AZ 85029",4,2,1250,zillow_ph,http://www.zillow.com/homedetails/3120-W-Becker-Ln-Phoenix-AZ-85029/7740880_zpid/,-112.126,33.5827,381.092,1972,0,1,,,108434,rental,1095,closed,18,2016-02-28,2016-02-10,North Mountain,176,PH,313.18531036147100000000
23773,"3856 W Purdue Ave, Phoenix, AZ 85051",3,2,2020,zillow_ph,http://www.zillow.com/homedetails/3856-W-Purdue-Ave-Phoenix-AZ-85051/7746841_zpid/,-112.143,33.5746,373.679,1969,0,1,,,108452,rental,1100,closed,6,2013-11-15,2013-11-09,North Mountain,176,PH,312.40298142110100000000
24078,"10425 N 10th St UNIT 1, Phoenix, AZ 85020",2,2,976,zillow_ph,http://www.zillow.com/homedetails/10425-N-10th-St-UNIT-1-Phoenix-AZ-85020/7788136_zpid/,-112.06,33.5813,406.625,1981,0,1,,,109971,rental,1050,closed,26,2014-04-07,2014-03-12,North Mountain,176,PH,311.91803168643500000000
24078,"10425 N 10th St UNIT 1, Phoenix, AZ 85020",2,2,976,zillow_ph,http://www.zillow.com/homedetails/10425-N-10th-St-UNIT-1-Phoenix-AZ-85020/7788136_zpid/,-112.06,33.5813,406.625,1981,0,1,,,109970,rental,1050,closed,1056,2014-04-07,2011-05-17,North Mountain,176,PH,311.91803168643500000000
24081,"1246 E Captain Dreyfus Ave, Phoenix, AZ 85022",3,2,1674,zillow_ph,http://www.zillow.com/homedetails/1246-E-Captain-Dreyfus-Ave-Phoenix-AZ-85022/7783297_zpid/,-112.055,33.6064,437.527,1997,0,1,,,109982,rental,1550,closed,99,2014-05-14,2014-02-04,North Mountain,176,PH,312.59852738244500000000
24085,"3132 W Bloomfield Rd, Phoenix, AZ 85029",3,2,1566,zillow_ph,http://www.zillow.com/homedetails/3132-W-Bloomfield-Rd-Phoenix-AZ-85029/7747351_zpid/,-112.127,33.5988,386.583,1960,0,1,,,110008,rental,800,closed,39,2013-08-19,2013-07-11,North Mountain,176,PH,312.57905671376900000000
24085,"3132 W Bloomfield Rd, Phoenix, AZ 85029",3,2,1566,zillow_ph,http://www.zillow.com/homedetails/3132-W-Bloomfield-Rd-Phoenix-AZ-85029/7747351_zpid/,-112.127,33.5988,386.583,1960,0,1,,,110007,rental,950,closed,122,2012-01-30,2011-09-30,North Mountain,176,PH,312.57905671376900000000
24086,"3247 W Mercer Ln, Phoenix, AZ 85029",3,1,1430,zillow_ph,http://www.zillow.com/homedetails/3247-W-Mercer-Ln-Phoenix-AZ-85029/7740408_zpid/,-112.13,33.585,381.081,1967,1,1,,,110017,rental,950,closed,132,2014-04-07,2013-11-26,North Mountain,176,PH,312.24757872730100000000
