,address,ypred,list,gain-loss,url,rent,cap rate
1895968,"6829 Spessard Holland Ct, Las Vegas, NV 89131 ",305722.96875,274250,31472.96875,https://www.zillow.com/homedetails/6829-Spessard-Holland-Ct-Las-Vegas-NV-89131/66857071_zpid/,7426.03759765625,0.32493146080218777
6956004,"6554 Macdoogle St, Las Vegas, NV 89166 ",305887.75,274900,30987.75,https://www.zillow.com/homedetails/6554-Macdoogle-St-Las-Vegas-NV-89166/87747532_zpid/,7429.69140625,0.3243226514186977
3478648,"5216 Casco Way, Las Vegas, NV 89107 ",219809.6875,190000,29809.6875,https://www.zillow.com/homedetails/5216-Casco-Way-Las-Vegas-NV-89107/6959574_zpid/,6576.5283203125,0.41535970394736843
7423133,"5129 Eventide Way, Las Vegas, NV 89107 ",184446.75,154999,29447.75,https://www.zillow.com/homedetails/5129-Eventide-Way-Las-Vegas-NV-89107/6980818_zpid/,6453.87255859375,0.4996578606958755
5114214,"6426 Little Pine Way, Las Vegas, NV 89108 ",131737.53125,102900,28837.53125,https://www.zillow.com/homedetails/6426-Little-Pine-Way-Las-Vegas-NV-89108/6952528_zpid/,4085.203125,0.476408527696793
1895489,"8044 Satin Carnation Ln, Las Vegas, NV 89166 ",233527.890625,205000,28527.890625,https://www.zillow.com/homedetails/8044-Satin-Carnation-Ln-Las-Vegas-NV-89166/2098102637_zpid/,2217.29345703125,0.12979278772865854
7424978,"1428 N Jones Blvd, Las Vegas, NV 89108 ",90569.453125,62900,27669.453125,https://www.zillow.com/homedetails/1428-N-Jones-Blvd-Las-Vegas-NV-89108/6956905_zpid/,5829.3408203125,1.1121159578696342
6933871,"9503 Grandview Spring Ave, Las Vegas, NV 89166 ",235644.703125,209900,25744.703125,https://www.zillow.com/homedetails/9503-Grandview-Spring-Ave-Las-Vegas-NV-89166/66843538_zpid/,2847.001708984375,0.16276331363149119
2026662,"8240 Sickle Ln, Las Vegas, NV 89128 ",251266.90625,227000,24266.90625,http://www.zillow.com/homedetails/8240-Sickle-Ln-Las-Vegas-NV-89128/6964885_zpid/,7635.5810546875,0.40364303414096914
1944105,"7224 Savannah Falls St, Las Vegas, NV 89131 ",348418.40625,325000,23418.40625,https://www.zillow.com/homedetails/7224-Savannah-Falls-St-Las-Vegas-NV-89131/62943865_zpid/,2794.384765625,0.10317728365384615
3650116,"9237 Pitching Wedge Dr, Las Vegas, NV 89134 ",282753.78125,259900,22853.78125,https://www.zillow.com/homedetails/9237-Pitching-Wedge-Dr-Las-Vegas-NV-89134/6969233_zpid/,16527.705078125,0.7631106916121585
1912047,"5448 Desert Paradise Dr, Las Vegas, NV 89130 ",282749.5,259900,22849.5,https://www.zillow.com/homedetails/5448-Desert-Paradise-Dr-Las-Vegas-NV-89130/6903748_zpid/,7250.400390625,0.3347626190361678
3790356,"9121 Starling Wing Pl, Las Vegas, NV 89143 ",242842.0,220000,22842.0,https://www.zillow.com/homedetails/9121-Starling-Wing-Pl-Las-Vegas-NV-89143/61741381_zpid/,10662.2861328125,0.5815792613636364
3371431,"1641 Stewart Ave, Las Vegas, NV 89101 ",122117.484375,99995,22122.484375,https://www.zillow.com/homedetails/1641-Stewart-Ave-Las-Vegas-NV-89101/7015162_zpid/,7462.96875,0.8956010300515026
6979222,"8933 Harmony Hall Ave, Las Vegas, NV 89178 ",264526.09375,242888,21638.09375,http://www.zillow.com/homedetails/8933-Harmony-Hall-Ave-Las-Vegas-NV-89178/123486796_zpid/,3135.072021484375,0.15488975693014886
6878088,"11904 Luna Del Mar Ln, Las Vegas, NV 89138 ",345977.71875,325000,20977.71875,https://www.zillow.com/homedetails/11904-Luna-Del-Mar-Ln-Las-Vegas-NV-89138/66840378_zpid/,9003.37890625,0.3324324519230769
6762469,"6936 Yellow Cosmos Ave, Las Vegas, NV 89130 ",253607.5625,232900,20707.5625,https://www.zillow.com/homedetails/6936-Yellow-Cosmos-Ave-Las-Vegas-NV-89130/123486586_zpid/,219.4846649169922,0.011308784534000645
5245902,"8036 Pandur St, Las Vegas, NV 89131 ",315540.6875,295000,20540.6875,https://www.zillow.com/homedetails/8036-Pandur-St-Las-Vegas-NV-89131/63138808_zpid/,542.8761596679688,0.02208309719279661
2035236,"7808 Four Seasons Dr, Las Vegas, NV 89129 ",295538.625,275000,20538.625,https://www.zillow.com/homedetails/7808-Four-Seasons-Dr-Las-Vegas-NV-89129/6921331_zpid/,2652.92724609375,0.11576409801136364
