property_id,address,bedrooms,bathrooms,sqft,origin_url,latitude,longitude,elevation,lookup_address,luxurious,garage,year_built,level,dist_to_park,dist_to_golf_course,zipcode,near_golf_course,has_pool,hoa_fees,lot,zestimate_rent,zestimate_sale,saves,construction,adult,rooms,stories,images,mobile,foreclosure,townhouse,fixer,dist_to_shopping,dist_to_airport,dist_to_hiway,dist_to_railway,dist_to_waterway,dist_to_lightrail_line,dist_to_lightrail_station,dist_to_starbucks,school_district_id,date_listed,days_on_market,days_on_market_accu,fsbo,is_latest,school_district_id_100.0,school_district_id_11.0,school_district_id_124.0,school_district_id_145.0,school_district_id_162.0,school_district_id_168.0,school_district_id_172.0,school_district_id_187.0,school_district_id_19.0,school_district_id_190.0,school_district_id_222.0,school_district_id_224.0,school_district_id_28.0,school_district_id_35.0,school_district_id_37.0,school_district_id_40.0,school_district_id_43.0,school_district_id_47.0,school_district_id_48.0,school_district_id_5.0,school_district_id_57.0,school_district_id_60.0,school_district_id_67.0,school_district_id_68.0,school_district_id_75.0,school_district_id_87.0,school_district_id_90.0,school_district_id_93.0,school_district_id_96.0,school_district_id_0.0,zipcode_85003,zipcode_85004,zipcode_85006,zipcode_85007,zipcode_85008,zipcode_85009,zipcode_85012,zipcode_85013,zipcode_85014,zipcode_85015,zipcode_85016,zipcode_85017,zipcode_85018,zipcode_85019,zipcode_85020,zipcode_85021,zipcode_85022,zipcode_85023,zipcode_85024,zipcode_85027,zipcode_85028,zipcode_85029,zipcode_85031,zipcode_85032,zipcode_85033,zipcode_85034,zipcode_85035,zipcode_85037,zipcode_85042,zipcode_85043,zipcode_85044,zipcode_85050,zipcode_85051,zipcode_85053,zipcode_85085,zipcode_85087,zipcode_85138,zipcode_85139,zipcode_85201,zipcode_85202,zipcode_85203,zipcode_85205,zipcode_85206,zipcode_85207,zipcode_85209,zipcode_85210,zipcode_85212,zipcode_85215,zipcode_85224,zipcode_85225,zipcode_85226,zipcode_85249,zipcode_85250,zipcode_85251,zipcode_85253,zipcode_85254,zipcode_85255,zipcode_85257,zipcode_85258,zipcode_85259,zipcode_85260,zipcode_85283,zipcode_85284,zipcode_85286,zipcode_85301,zipcode_85302,zipcode_85303,zipcode_85304,zipcode_85305,zipcode_85306,zipcode_85307,zipcode_85308,zipcode_85310,zipcode_85345,zipcode_85351,zipcode_85353,zipcode_85373,zipcode_85381,zipcode_85382,zipcode_85383,zipcode_85396,zipcode_85936,zipcode_85339,school_district_id_44.0,city_code_PH,price_listed
1235,"6216 S 44th Ave, Laveen, AZ 85339 ",6,3,2443,http://www.zillow.com/homedetails/6216-S-44th-Ave-Laveen-AZ-85339/71599679_zpid/,33.3899,-112.153,311.409,"6216 S 44th Ave, Laveen, AZ 85339",0,False,2006,1,0.00211896,0.0220928,85339,False,False,45,0,0,203938,0,False,False,0,0,0,False,False,False,False,0.064368,0.129065,0.0610247,0.041041,0.02,0.0967256,0.0971412,0.0196726,44,6233,425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,500000
