address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid
45 Bartlett Street #315,1,1,500,climbsf_rented,http://www.climbsf.com/for-rent/45-bartlett-st-315/,-122.42,37.7558,20.5014,rental,3000,closed,,2015-04-09,,Inner Mission,33
45 Bartlett Street #706,2,2,905,climbsf_rented,http://www.climbsf.com/for-rent/45-bartlett-st-706/,-122.42,37.7558,20.5014,rental,4500,closed,,2015-04-09,,Inner Mission,33
1875 Mission Street #407,1,1,645,climbsf_rented,http://www.climbsf.com/for-rent/1875-mission-st-407/,-122.419,37.7671,8.75175,rental,3200,closed,,2015-04-16,,Inner Mission,33
45 Bartlett Street #705,2,2,905,climbsf_rented,http://www.climbsf.com/for-rent/45-bartlett-st-705/,-122.42,37.7558,20.5014,rental,4500,closed,,2015-05-07,,Inner Mission,33
45 Bartlett Street #302,1,1,905,climbsf_rented,http://www.climbsf.com/for-rent/45-bartlett-st-302/,-122.42,37.7558,20.5014,rental,4100,closed,,2015-05-18,,Inner Mission,33
891 York Street,2,1,900,climbsf_rented,http://www.climbsf.com/for-rent/891-york-st/,-122.409,37.7579,11.6432,rental,3400,closed,,2015-06-16,,Inner Mission,33
2101 Bryant Street #205,1,1,900,climbsf_rented,http://www.climbsf.com/for-rent/2101-bryant-st-205/,-122.41,37.7605,8.10185,rental,3900,closed,,2015-06-24,,Inner Mission,33
2735 Folsom Street,4,3,1800,climbsf_rented,http://www.climbsf.com/for-rent/2735-folsom-st/,-122.414,37.7535,19.7453,rental,11000,closed,,2015-07-21,,Inner Mission,33
163 Capp Street,2,1,720,climbsf_rented,http://www.climbsf.com/for-rent/163-capp-st/,-122.418,37.7641,5.98293,rental,3900,closed,,2015-07-27,,Inner Mission,33
555 Bartlett Street #409,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/555-bartlett-st-409/,-122.419,37.7484,29.7804,rental,4100,closed,,2015-08-11,,Inner Mission,33
345 Bartlett Street,1,1,500,climbsf_renting,http://www.climbsf.com/for-rent/345-bartlett-st/,-122.419,37.7515,28.5096,rental,3300,closed,23,2015-09-15,2015-08-23,Inner Mission,33
2130 Harrison Street #20,2,1,0,climbsf_renting,http://www.climbsf.com/for-rent/2130-harrison-st-20/,-122.413,37.7629,1.35629,rental,5000,open,,,2015-09-27,Inner Mission,33
"20th St San Francisco, CA 94110",3,2,1900,zillow_sf,http://www.zillow.com/homedetails/20th-St-San-Francisco-CA-94110/2104136356_zpid/,-122.416,37.7588,10.3318,rental,10000,open,,,2014-12-09,Inner Mission,33
"20th St San Francisco, CA 94110",0,1,0,zillow_sf,http://www.zillow.com/homedetails/20th-St-San-Francisco-CA-94110/2104086315_zpid/,-122.416,37.7588,10.3318,rental,3750,open,,,2014-12-12,Inner Mission,33
"2600 18th St, San Francisco, CA 94110",2,2,1636,zillow_sf,http://www.zillow.com/homedetails/2600-18th-St-San-Francisco-CA-94110/2102295925_zpid/,-122.408,37.7621,13.2362,rental,6250,open,,,2015-09-01,Inner Mission,33
"Capp St San Francisco, CA 94110",5,6,0,zillow_sf,http://www.zillow.com/homedetails/Capp-St-San-Francisco-CA-94110/2101943192_zpid/,-122.418,37.7563,17.7511,rental,15000,open,,,2015-06-18,Inner Mission,33
"York St San Francisco, CA 94110",0,1,560,zillow_sf,http://www.zillow.com/homedetails/York-St-San-Francisco-CA-94110/2101876884_zpid/,-122.408,37.7545,16.3484,rental,4000,open,,,2015-06-24,Inner Mission,33
"Folsom St San Francisco, CA 94110",4,3,1800,zillow_sf,http://www.zillow.com/homedetails/Folsom-St-San-Francisco-CA-94110/2103430042_zpid/,-122.414,37.7493,22.8167,rental,10500,open,,,2015-06-24,Inner Mission,33
"Hoff St San Francisco, CA 94110",3,1,0,zillow_sf,http://www.zillow.com/homedetails/Hoff-St-San-Francisco-CA-94110/2101528217_zpid/,-122.421,37.7642,6.03033,rental,6495,open,,,2015-07-31,Inner Mission,33
"Bartlett St San Francisco, CA 94110",3,2,1560,zillow_sf,http://www.zillow.com/homedetails/Bartlett-St-San-Francisco-CA-94110/2101519779_zpid/,-122.42,37.7525,28.4123,rental,6500,open,,,2015-08-04,Inner Mission,33
"20th St San Francisco, CA 94110",1,1,900,zillow_sf,http://www.zillow.com/homedetails/20th-St-San-Francisco-CA-94110/2104705655_zpid/,-122.416,37.7588,10.3318,rental,6200,open,,,2015-08-05,Inner Mission,33
"2637 Folsom St, San Francisco, CA 94110",0,1,0,zillow_sf,http://www.zillow.com/homedetails/2637-Folsom-St-San-Francisco-CA-94110/2101397488_zpid/,-122.414,37.7551,16.5922,rental,2500,open,,,2015-08-14,Inner Mission,33
"730 Florida St, San Francisco, CA 94110",2,3,1590,zillow_sf,http://www.zillow.com/homedetails/730-Florida-St-San-Francisco-CA-94110/2101707211_zpid/,-122.411,37.7599,6.0987,rental,5000,open,,,2015-08-14,Inner Mission,33
"1043 Valencia St APT 1, San Francisco, CA 94110",3,2,2300,zillow_sf,http://www.zillow.com/homedetails/1043-Valencia-St-APT-1-San-Francisco-CA-94110/2121384753_zpid/,-122.421,37.7561,25.5778,rental,6995,open,,,2015-08-16,Inner Mission,33
"3189 21st St, San Francisco, CA 94110",3,2,0,zillow_sf,http://www.zillow.com/homedetails/3189-21st-St-San-Francisco-CA-94110/2101835054_zpid/,-122.418,37.7569,18.1325,rental,5785,open,,,2015-09-04,Inner Mission,33
"1390 S Van Ness Ave # 1, San Francisco, CA 94110",2,1,900,zillow_sf,http://www.zillow.com/homedetails/1390-S-Van-Ness-Ave-1-San-Francisco-CA-94110/2101133988_zpid/,-122.416,37.7509,26.8901,rental,3895,open,,,2015-09-15,Inner Mission,33
2125 Bryant Street #202,1,1,728,climbsf_renting,http://www.climbsf.com/for-rent/2125-bryant-st-202/,-122.41,37.7593,6.89281,rental,3700,open,,,2015-09-27,Inner Mission,33
"625 Quintara St, San Francisco, CA 94116",2,1,1400,zillow_sf,http://www.zillow.com/homedetails/625-Quintara-St-San-Francisco-CA-94116/15118173_zpid/,-122.472,37.7486,162.838,rental,4550,open,,,2015-08-21,Inner Parkside,34
"2570 16th Ave, San Francisco, CA 94116",3,2,2000,zillow_sf,http://www.zillow.com/homedetails/2570-16th-Ave-San-Francisco-CA-94116/15123074_zpid/,-122.472,37.74,112.268,rental,4900,open,,,2015-09-23,Inner Parkside,34
"1421 Ulloa St, San Francisco, CA 94116",2,1,1375,zillow_sf,http://www.zillow.com/homedetails/1421-Ulloa-St-San-Francisco-CA-94116/15123092_zpid/,-122.472,37.7411,125.218,rental,4000,open,,,2015-08-24,Inner Parkside,34
"2202 17th Ave, San Francisco, CA 94116",3,3,1852,zillow_sf,http://www.zillow.com/homedetails/2202-17th-Ave-San-Francisco-CA-94116/15119883_zpid/,-122.474,37.7467,142.124,rental,7000,open,,,2015-08-28,Inner Parkside,34
"16th Ave San Francisco, CA 94116",3,2,0,zillow_sf,http://www.zillow.com/homedetails/16th-Ave-San-Francisco-CA-94116/2101154625_zpid/,-122.473,37.745,133.216,rental,9500,open,,,2015-09-11,Inner Parkside,34
"2023 17th Ave, San Francisco, CA 94116",2,1,1203,zillow_sf,http://www.zillow.com/homedetails/2023-17th-Ave-San-Francisco-CA-94116/15115600_zpid/,-122.474,37.7501,146.064,rental,4550,open,,,2015-09-20,Inner Parkside,34
"11th Ave San Francisco, CA 94118",2,2,1100,zillow_sf,http://www.zillow.com/homedetails/11th-Ave-San-Francisco-CA-94118/2103990577_zpid/,-122.469,37.7805,55.245,rental,5200,open,,,2014-12-20,Inner Richmond,35
"(Undisclosed Address) San Francisco, CA 94118",3,3,2200,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94118/2113290978_zpid/,-122.464,37.7823,57.6666,rental,8900,open,,,2015-02-09,Inner Richmond,35
"10th Ave San Francisco, CA 94118",3,2,1400,zillow_sf,http://www.zillow.com/homedetails/10th-Ave-San-Francisco-CA-94118/2104136173_zpid/,-122.469,37.7798,57.2283,rental,8300,open,,,2015-04-23,Inner Richmond,35
"11th Ave San Francisco, CA 94118",3,1,1500,zillow_sf,http://www.zillow.com/homedetails/11th-Ave-San-Francisco-CA-94118/2103990581_zpid/,-122.469,37.7805,56.5534,rental,5400,open,,,2015-06-06,Inner Richmond,35
"7th Ave San Francisco, CA 94118",4,2,2000,zillow_sf,http://www.zillow.com/homedetails/7th-Ave-San-Francisco-CA-94118/2108584490_zpid/,-122.465,37.7809,54.7552,rental,10500,open,,,2015-07-27,Inner Richmond,35
"735 Market St # 1, San Francisco, CA 94103",2,2,1700,zillow_sf,http://www.zillow.com/homedetails/735-Market-St-1-San-Francisco-CA-94103/2101952159_zpid/,-122.472,37.7743,68.8378,rental,15000,open,,,2015-06-16,Inner Richmond,35
"266 5th Ave # 3, San Francisco, CA 94118",3,2,2200,zillow_sf,http://www.zillow.com/homedetails/266-5th-Ave-3-San-Francisco-CA-94118/2132318123_zpid/,-122.463,37.7836,57.8585,rental,5500,open,,,2015-09-07,Inner Richmond,35
"620 11th Ave, San Francisco, CA 94118",3,1,2340,zillow_sf,http://www.zillow.com/homedetails/620-11th-Ave-San-Francisco-CA-94118/15098209_zpid/,-122.469,37.7766,69.107,rental,4950,open,,,2015-09-03,Inner Richmond,35
"421 Arguello Blvd APT 202, San Francisco, CA 94118",3,2,1700,zillow_sf,http://www.zillow.com/homedetails/421-Arguello-Blvd-APT-202-San-Francisco-CA-94118/2101118473_zpid/,-122.459,37.7827,63.6203,rental,6000,open,,,2015-09-16,Inner Richmond,35
"10th Ave San Francisco, CA 94118",2,1,1294,zillow_sf,http://www.zillow.com/homedetails/10th-Ave-San-Francisco-CA-94118/2101097608_zpid/,-122.469,37.7798,57.2283,rental,3495,open,,,2015-09-18,Inner Richmond,35
"42 Hugo St, San Francisco, CA 94122",1,1,957,zillow_sf,http://www.zillow.com/homedetails/42-Hugo-St-San-Francisco-CA-94122/15102390_zpid/,-122.459,37.7654,89.0639,rental,4200,open,,,2015-07-28,Inner Sunset,36
"1544 8th Ave, San Francisco, CA 94122",3,2,1752,zillow_sf,http://www.zillow.com/homedetails/1544-8th-Ave-San-Francisco-CA-94122/15106179_zpid/,-122.465,37.7595,105.23,rental,6500,open,,,2015-08-19,Inner Sunset,36
"9th Ave San Francisco, CA 94122",0,1,450,zillow_sf,http://www.zillow.com/homedetails/9th-Ave-San-Francisco-CA-94122/2103580102_zpid/,-122.466,37.7626,82.5523,rental,2500,open,,,2015-01-28,Inner Sunset,36
"168 18th Ave, San Francisco, CA 94121",5,4,4500,zillow_sf,http://www.zillow.com/homedetails/168-18th-Ave-San-Francisco-CA-94121/2101426700_zpid/,-122.476,37.7616,76.2994,rental,8900,open,,,2015-08-22,Inner Sunset,36
"11th Ave San Francisco, CA 94122",3,2,2105,zillow_sf,http://www.zillow.com/homedetails/11th-Ave-San-Francisco-CA-94122/2101246371_zpid/,-122.469,37.7659,72.8103,rental,7000,open,,,2015-09-01,Inner Sunset,36
"21 Mayfair Dr, San Francisco, CA 94118",2,1,0,zillow_sf,http://www.zillow.com/homedetails/21-Mayfair-Dr-San-Francisco-CA-94118/2103995739_zpid/,-122.45,37.786,87.2128,rental,5300,open,,,2015-09-12,Jordan Park / Laurel Heights,37
"30 Blake St, San Francisco, CA 94118",2,1,1010,zillow_sf,http://www.zillow.com/homedetails/30-Blake-St-San-Francisco-CA-94118/15083575_zpid/,-122.451,37.7832,79.671,rental,4500,open,,,2015-09-15,Jordan Park / Laurel Heights,37
"Arguello Blvd San Francisco, CA 94118",3,1,1040,zillow_sf,http://www.zillow.com/homedetails/Arguello-Blvd-San-Francisco-CA-94118/2101126760_zpid/,-122.459,37.7816,64.3418,rental,5490,open,,,2015-09-16,Jordan Park / Laurel Heights,37
"421 Arguello Blvd APT 202, San Francisco, CA 94118",3,2,1700,zillow_sf,http://www.zillow.com/homedetails/421-Arguello-Blvd-APT-202-San-Francisco-CA-94118/2101118473_zpid/,-122.459,37.7827,63.6203,rental,6000,open,,,2015-09-16,Jordan Park / Laurel Heights,37
"Lake St San Francisco, CA 94121",2,1,900,zillow_sf,http://www.zillow.com/homedetails/Lake-St-San-Francisco-CA-94121/2101099264_zpid/,-122.485,37.7858,43.4589,rental,3700,open,,,2015-09-18,Lake Street,38
"143 Riverton Dr, San Francisco, CA 94132",2,1,1208,zillow_sf,http://www.zillow.com/homedetails/143-Riverton-Dr-San-Francisco-CA-94132/15197901_zpid/,-122.487,37.7316,38.0306,rental,5250,open,,,2015-08-04,Lake Shore,39
"136 Meadowbrook Dr, San Francisco, CA 94132",3,1,1500,zillow_sf,http://www.zillow.com/homedetails/136-Meadowbrook-Dr-San-Francisco-CA-94132/15197425_zpid/,-122.484,37.7318,43.1875,rental,4000,open,,,2015-09-20,Lake Shore,39
"136 Meadowbrook Dr, San Francisco, CA 94132",3,1,1500,zillow_sf,http://www.zillow.com/homedetails/136-Meadowbrook-Dr-San-Francisco-CA-94132/2101421708_zpid/,-122.484,37.7318,43.1875,rental,4300,open,,,2015-08-12,Lake Shore,39
"166 Middlefield Dr, San Francisco, CA 94132",4,3,1747,zillow_sf,http://www.zillow.com/homedetails/166-Middlefield-Dr-San-Francisco-CA-94132/15197962_zpid/,-122.486,37.7313,38.5509,rental,6250,open,,,2015-09-19,Lake Shore,39
3156 Turk Street #A,4,2,2100,climbsf_rented,http://www.climbsf.com/for-rent/3156-turk-st-a/,-122.458,37.7776,69.3169,rental,5000,closed,,2013-08-09,,Lone Mountain,41
155 Wood Street #155,3,2,0,climbsf_rented,http://www.climbsf.com/for-rent/155-wood-st-155/,-122.449,37.7815,83.0102,rental,4200,closed,,2014-04-25,,Lone Mountain,41
184 Cook Street,1,1,625,climbsf_rented,http://www.climbsf.com/for-rent/184-cook-st/,-122.452,37.7808,77.5204,rental,2800,closed,,2014-11-05,,Lone Mountain,41
"343 Parker Ave, San Francisco, CA 94118",1,1,650,zillow_sf,http://www.zillow.com/homedetails/343-Parker-Ave-San-Francisco-CA-94118/15084614_zpid/,-122.454,37.7793,97.9339,rental,4000,open,,,2015-09-22,Lone Mountain,41
"355 Parker Ave, San Francisco, CA 94118",2,1,950,zillow_sf,http://www.zillow.com/homedetails/355-Parker-Ave-San-Francisco-CA-94118/15084590_zpid/,-122.454,37.7792,97.5095,rental,4150,open,,,2015-08-09,Lone Mountain,41
"677 Arguello Boulevard # FL 3RD, San Francisco, CA 94118",1,1,0,zillow_sf,http://www.zillow.com/homedetails/677-Arguello-Boulevard-FL-3RD-San-Francisco-CA-94118/2101336590_zpid/,-122.459,37.778,64.6781,rental,3500,open,,,2015-08-22,Lone Mountain,41
"310 Stanyan St APT 101, San Francisco, CA 94118",1,1,754,zillow_sf,http://www.zillow.com/homedetails/310-Stanyan-St-APT-101-San-Francisco-CA-94118/15085405_zpid/,-122.454,37.7754,96.146,rental,3200,open,,,2015-09-12,Lone Mountain,41
"662 Arguello Blvd, San Francisco, CA 94118",3,1,1039,zillow_sf,http://www.zillow.com/homedetails/662-Arguello-Blvd-San-Francisco-CA-94118/89239251_zpid/,-122.458,37.7778,66.7123,rental,4950,open,,,2015-09-24,Lone Mountain,41
"122 Stanyan St, San Francisco, CA 94118",4,3,1492,zillow_sf,http://www.zillow.com/homedetails/122-Stanyan-St-San-Francisco-CA-94118/15084579_zpid/,-122.455,37.7794,83.4486,rental,6995,open,,,2015-09-24,Lone Mountain,41
2712A Pine Street,2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/2712a-pine-st/,-122.441,37.7873,55.6704,rental,3700,closed,,2013-03-20,,Lower Pacific Heights,42
2075 Sutter Street #521,2,2,1068,climbsf_rented,http://www.climbsf.com/for-rent/2075-sutter-st-521/,-122.435,37.7857,46.3843,rental,4100,closed,,2013-07-16,,Lower Pacific Heights,42
1600 Webster Street #308,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/1600-webster-st-308/,-122.431,37.7854,42.4765,rental,3200,closed,,2014-02-18,,Lower Pacific Heights,42
1521 Sutter Street #206,2,2,952,climbsf_rented,http://www.climbsf.com/for-rent/1521-sutter-st-206/,-122.426,37.7867,71.2571,rental,4650,closed,,2015-02-03,,Lower Pacific Heights,42
"(Undisclosed Address) San Francisco, CA 94115",2,1,900,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94115/2115405120_zpid/,-122.438,37.7878,54.0165,rental,4250,open,,,2014-06-13,Lower Pacific Heights,42
"Post St San Francisco, CA 94115",3,3,2600,zillow_sf,http://www.zillow.com/homedetails/Post-St-San-Francisco-CA-94115/2107187031_zpid/,-122.437,37.7846,44.8212,rental,24000,open,,,2015-08-23,Lower Pacific Heights,42
"(Undisclosed Address) San Francisco, CA 94115",1,1,1250,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94115/2115405233_zpid/,-122.438,37.7878,54.0165,rental,3875,open,,,2015-09-16,Lower Pacific Heights,42
"2434 Pine St, San Francisco, CA 94115",3,2,1300,zillow_sf,http://www.zillow.com/homedetails/2434-Pine-St-San-Francisco-CA-94115/15075220_zpid/,-122.437,37.7878,48.2978,rental,8000,open,,,2015-07-08,Lower Pacific Heights,42
"2207 Pine St, San Francisco, CA 94115",3,1,1516,zillow_sf,http://www.zillow.com/homedetails/2207-Pine-St-San-Francisco-CA-94115/53734144_zpid/,-122.432,37.788,62.79,rental,5995,open,,,2015-09-05,Lower Pacific Heights,42
"2309A California St, San Francisco, CA 94115",2,1,1530,zillow_sf,http://www.zillow.com/homedetails/2309A-California-St-San-Francisco-CA-94115/2101199127_zpid/,-122.433,37.7888,66.5177,rental,6500,open,,,2015-09-05,Lower Pacific Heights,42
"2550-A Sutter St, San Francisco, CA 94115",3,1,1500,zillow_sf,http://www.zillow.com/homedetails/2550-A-Sutter-St-San-Francisco-CA-94115/2109513440_zpid/,-122.442,37.7849,52.6082,rental,5995,open,,,2015-08-31,Lower Pacific Heights,42
"1742 Broderick St, San Francisco, CA 94115",4,2,2049,zillow_sf,http://www.zillow.com/homedetails/1742-Broderick-St-San-Francisco-CA-94115/2101104881_zpid/,-122.442,37.7866,55.237,rental,8900,open,,,2015-09-18,Lower Pacific Heights,42
"2428 Bush St, San Francisco, CA 94115",2,1,0,zillow_sf,http://www.zillow.com/homedetails/2428-Bush-St-San-Francisco-CA-94115/2101027553_zpid/,-122.437,37.7868,51.1282,rental,3800,open,,,2015-09-25,Lower Pacific Heights,42
1921 Jefferson Street #302,1,1,550,climbsf_rented,http://www.climbsf.com/for-rent/1921-jefferson-st-302/,-122.444,37.8044,6.60398,rental,2600,closed,,2013-10-29,,Marina,43
1837 Jefferson Street,2,2,1345,climbsf_rented,http://www.climbsf.com/for-rent/1837-jefferson-st/,-122.443,37.8045,6.83862,rental,6200,closed,,2014-03-04,,Marina,43
101 Marina Boulevard,3,3,3000,climbsf_rented,http://www.climbsf.com/for-rent/101-marina-blvd/,-122.434,37.805,6.16826,rental,9800,closed,,2014-06-11,,Marina,43
1839 Jefferson Street,2,2,1460,climbsf_rented,http://www.climbsf.com/for-rent/1839-jefferson-st/,-122.443,37.8048,5.30748,rental,6400,closed,,2014-07-14,,Marina,43
1735 Beach Street,2,2,2200,climbsf_rented,http://www.climbsf.com/for-rent/1735-beach-st/,-122.438,37.804,7.70247,rental,7400,closed,,2014-08-11,,Marina,43
1737 Beach Street,3,3,0,climbsf_rented,http://www.climbsf.com/for-rent/1737-beach-st/,-122.438,37.8042,6.6914,rental,8500,closed,,2014-08-19,,Marina,43
"400 Avila St APT 306, San Francisco, CA 94123",2,1,758,zillow_sf,http://www.zillow.com/homedetails/400-Avila-St-APT-306-San-Francisco-CA-94123/15069915_zpid/,-122.441,37.805,6.82622,rental,4699,open,,,2015-09-17,Marina,43
"Greenwich Street # Top Floor San Francisco, CA 94123",3,2,1500,zillow_sf,http://www.zillow.com/homedetails/Greenwich-Street-Top-Floor-San-Francisco-CA-94123/2102303309_zpid/,-122.438,37.802,11.0714,rental,10000,open,,,2015-05-14,Marina,43
"Francisco St San Francisco, CA 94123",3,1,2150,zillow_sf,http://www.zillow.com/homedetails/Francisco-St-San-Francisco-CA-94123/2101885768_zpid/,-122.431,37.8024,18.0267,rental,7250,open,,,2015-06-23,Marina,43
"9 Fort Mason, San Francisco, CA 94123",2,1,0,zillow_sf,http://www.zillow.com/homedetails/9-Fort-Mason-San-Francisco-CA-94123/2101383752_zpid/,-122.426,37.8055,28.4117,rental,5665,open,,,2015-08-17,Marina,43
"121 Avila St, San Francisco, CA 94123",3,2,2200,zillow_sf,http://www.zillow.com/homedetails/121-Avila-St-San-Francisco-CA-94123/15070275_zpid/,-122.441,37.8016,10.5275,rental,10995,open,,,2015-07-24,Marina,43
"Jefferson St San Francisco, CA 94123",3,3,2193,zillow_sf,http://www.zillow.com/homedetails/Jefferson-St-San-Francisco-CA-94123/2101205609_zpid/,-122.442,37.8049,5.20921,rental,9500,open,,,2015-09-04,Marina,43
"1921 Jefferson St APT 305, San Francisco, CA 94123",2,2,934,zillow_sf,http://www.zillow.com/homedetails/1921-Jefferson-St-APT-305-San-Francisco-CA-94123/15079692_zpid/,-122.444,37.8044,6.60398,rental,5200,open,,,2015-09-06,Marina,43
"3701 Divisadero Street # FL 1ST, San Francisco, CA 94123",2,2,0,zillow_sf,http://www.zillow.com/homedetails/3701-Divisadero-Street-FL-1ST-San-Francisco-CA-94123/2101155236_zpid/,-122.444,37.8038,7.16316,rental,5500,open,,,2015-09-11,Marina,43
"2375 Francisco St, San Francisco, CA 94123",2,2,1750,zillow_sf,http://www.zillow.com/homedetails/2375-Francisco-St-San-Francisco-CA-94123/2101093902_zpid/,-122.444,37.8005,11.8821,rental,6000,open,,,2015-09-24,Marina,43
"740 Head St, San Francisco, CA 94132",3,2,1450,zillow_sf,http://www.zillow.com/homedetails/740-Head-St-San-Francisco-CA-94132/15189538_zpid/,-122.464,37.7204,104.647,rental,4500,open,,,2015-09-15,Merced Heights,44
"3040 25th Ave, San Francisco, CA 94132",3,2,1407,zillow_sf,http://www.zillow.com/homedetails/3040-25th-Ave-San-Francisco-CA-94132/15196600_zpid/,-122.481,37.7319,52.5078,rental,5500,open,,,2015-09-12,Merced Manor,45
"1 Greenview Ct, San Francisco, CA 94131",4,2,1436,zillow_sf,http://www.zillow.com/homedetails/1-Greenview-Ct-San-Francisco-CA-94131/15131290_zpid/,-122.452,37.7532,189.881,rental,4850,open,,,2015-08-21,Midtown Terrace,46
"Portola Dr San Francisco, CA 94131",2,2,1200,zillow_sf,http://www.zillow.com/homedetails/Portola-Dr-San-Francisco-CA-94131/2101081898_zpid/,-122.448,37.7469,171.448,rental,4000,open,,,2015-09-21,Midtown Terrace,46
"506 Rockdale Dr, San Francisco, CA 94127",3,2,2400,zillow_sf,http://www.zillow.com/homedetails/506-Rockdale-Dr-San-Francisco-CA-94127/15134620_zpid/,-122.449,37.7395,208.368,rental,6250,open,,,2015-08-21,Miraloma Park,47
"Los Palmos Dr San Francisco, CA 94127",3,3,0,zillow_sf,http://www.zillow.com/homedetails/Los-Palmos-Dr-San-Francisco-CA-94127/2102157502_zpid/,-122.452,37.7345,172.734,rental,7995,open,,,2015-09-11,Miraloma Park,47
"435 Marietta Dr, San Francisco, CA 94127",5,3,1897,zillow_sf,http://www.zillow.com/homedetails/435-Marietta-Dr-San-Francisco-CA-94127/15136109_zpid/,-122.445,37.7379,173.342,rental,10000,open,,,2015-07-16,Miraloma Park,47
"Foerster St San Francisco, CA 94127",3,2,0,zillow_sf,http://www.zillow.com/homedetails/Foerster-St-San-Francisco-CA-94127/2102314158_zpid/,-122.449,37.7344,137.681,rental,4975,open,,,2015-09-07,Miraloma Park,47
"269 Molimo Dr, San Francisco, CA 94127",3,2,1456,zillow_sf,http://www.zillow.com/homedetails/269-Molimo-Dr-San-Francisco-CA-94127/15135994_zpid/,-122.451,37.7365,190.489,rental,4250,open,,,2015-09-05,Miraloma Park,47
"53 Stanford Heights Ave, San Francisco, CA 94127",2,1,963,zillow_sf,http://www.zillow.com/homedetails/53-Stanford-Heights-Ave-San-Francisco-CA-94127/15136290_zpid/,-122.45,37.7348,159.803,rental,4000,open,,,2015-09-18,Miraloma Park,47
480 Mission Bay Blvd. North #1007,2,2,1576,climbsf_rented,http://www.climbsf.com/for-rent/480-mission-bay-blvd-north-1007/,-122.389,37.7711,2.48954,rental,4500,closed,,1969-12-31,,Mission Bay,48
480 Mission Bay Boulevard North #1608,2,2,1344,climbsf_rented,http://www.climbsf.com/for-rent/480-mission-bay-blvd-n-1608/,-122.389,37.7711,2.48954,rental,5475,closed,,2013-07-15,,Mission Bay,48
435 China Basin Street #634,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/435-china-basin-st-634/,-122.389,37.7716,1.8728,rental,5475,closed,,2014-02-18,,Mission Bay,48
435 China Basin Street #441,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/435-china-basin-st-441/,-122.389,37.7716,1.8728,rental,4900,closed,,2014-02-25,,Mission Bay,48
420 Mission Bay Boulevard North #308,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/420-mission-bay-blvd-n-308/,-122.388,37.7712,2.25164,rental,4975,closed,,2014-08-08,,Mission Bay,48
325 China Basin Street #607,2,2,1777,climbsf_rented,http://www.climbsf.com/for-rent/325-china-basin-st-607/,-122.387,37.7716,1.65683,rental,5950,closed,,2014-10-08,,Mission Bay,48
435 China Basin Street #118,1,1,900,climbsf_rented,http://www.climbsf.com/for-rent/435-china-basin-st-118/,-122.389,37.7716,1.8728,rental,3625,closed,,2014-11-24,,Mission Bay,48
435 China Basin Street #639,2,2,1590,climbsf_rented,http://www.climbsf.com/for-rent/435-china-basin-st-639/,-122.389,37.7716,1.8728,rental,6100,closed,,2014-12-18,,Mission Bay,48
420 Mission Bay Boulevard North #121,1,1,980,climbsf_rented,http://www.climbsf.com/for-rent/420-mission-bay-blvd-n-121/,-122.388,37.7712,2.25164,rental,3975,closed,,2015-07-21,,Mission Bay,48
480 Mission Bay Boulevard North #PH1606,2,2,1576,climbsf_renting,http://www.climbsf.com/for-rent/480-mission-bay-blvd-n-ph1606/,-122.393,37.7731,2.3413,rental,7500,closed,10,2015-09-02,2015-08-23,Mission Bay,48
435 China Basin Street #630,2,2,0,climbsf_renting,http://www.climbsf.com/for-rent/435-china-basin-st-630/,-122.389,37.7716,1.8728,rental,5600,closed,17,2015-09-09,2015-08-23,Mission Bay,48
"435 China Basin St, San Francisco, CA 94158",2,2,1593,zillow_sf,http://www.zillow.com/homedetails/435-China-Basin-St-San-Francisco-CA-94158/2115710005_zpid/,-122.389,37.7716,1.8728,rental,2000,open,,,2012-11-30,Mission Bay,48
"480 Mission Bay Blvd N, San Francisco, CA 94158",2,2,1350,zillow_sf,http://www.zillow.com/homedetails/480-Mission-Bay-Blvd-N-San-Francisco-CA-94158/2115695534_zpid/,-122.389,37.7707,2.09847,rental,6500,open,,,2015-09-15,Mission Bay,48
3664 19th Street,2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/3664-19th-st/,-122.425,37.7601,12.8498,rental,4800,closed,,2014-09-09,,Mission Dolores,49
198 Dolores Street #6,1,1,750,climbsf_rented,http://www.climbsf.com/for-rent/198-dolores-st-6/,-122.427,37.7665,21.8358,rental,3400,closed,,2014-11-24,,Mission Dolores,49
35 Dolores Street #410,2,2,1000,climbsf_rented,http://www.climbsf.com/for-rent/35-dolores-st-410/,-122.427,37.7686,33.7334,rental,6050,closed,,2015-02-25,,Mission Dolores,49
49A Elgin Park,0,1,385,climbsf_rented,http://www.climbsf.com/for-rent/49a-elgin-park/,-122.423,37.7707,16.7287,rental,2200,closed,,2015-08-03,,Mission Dolores,49
