address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid
"(Undisclosed Address) San Francisco, CA 94114",2,1,1000,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94114/2114015500_zpid/,-122.433,37.7561,99.598,rental,5250,open,,,2015-09-21,Eureka Valley / Dolores Heights,16
"252 Hartford St, San Francisco, CA 94114",2,1,0,zillow_sf,http://www.zillow.com/homedetails/252-Hartford-St-San-Francisco-CA-94114/2101079103_zpid/,-122.434,37.7585,46.4513,rental,4800,open,,,2015-09-22,Eureka Valley / Dolores Heights,16
271 Paris Street,1,1,900,climbsf_rented,http://www.climbsf.com/for-rent/271-paris-st/,-122.433,37.7243,70.2703,rental,2900,closed,,2014-12-01,,Excelsior,17
"242 Moscow St, San Francisco, CA 94112",3,2,1025,zillow_sf,http://www.zillow.com/homedetails/242-Moscow-St-San-Francisco-CA-94112/15169105_zpid/,-122.426,37.7238,138.19,rental,4450,open,,,2015-09-04,Excelsior,17
"587 London St, San Francisco, CA 94112",4,2,1530,zillow_sf,http://www.zillow.com/homedetails/587-London-St-San-Francisco-CA-94112/15174550_zpid/,-122.437,37.7197,73.1027,rental,3950,open,,,2015-09-10,Excelsior,17
"Athens St San Francisco, CA 94112",4,3,0,zillow_sf,http://www.zillow.com/homedetails/Athens-St-San-Francisco-CA-94112/2101524650_zpid/,-122.43,37.7201,89.7167,rental,6200,open,,,2015-08-01,Excelsior,17
"Vienna St San Francisco, CA 94112",3,2,1700,zillow_sf,http://www.zillow.com/homedetails/Vienna-St-San-Francisco-CA-94112/2101340414_zpid/,-122.429,37.722,91.5284,rental,4650,open,,,2015-08-21,Excelsior,17
"89 Vienna St, San Francisco, CA 94112",2,1,900,zillow_sf,http://www.zillow.com/homedetails/89-Vienna-St-San-Francisco-CA-94112/15167681_zpid/,-122.425,37.7268,110.641,rental,4000,open,,,2015-09-15,Excelsior,17
"263 Vienna St, San Francisco, CA 94112",2,1,875,zillow_sf,http://www.zillow.com/homedetails/263-Vienna-St-San-Francisco-CA-94112/15169173_zpid/,-122.427,37.724,111.37,rental,2795,open,,,2013-08-20,Excelsior,17
"400 France Ave, San Francisco, CA 94112",3,2,1143,zillow_sf,http://www.zillow.com/homedetails/400-France-Ave-San-Francisco-CA-94112/15176281_zpid/,-122.435,37.7183,98.2757,rental,4200,open,,,2015-09-25,Excelsior,17
"201 Sansome St UNIT 1001, San Francisco, CA 94104",2,2,1000,zillow_sf,http://www.zillow.com/homedetails/201-Sansome-St-UNIT-1001-San-Francisco-CA-94104/79841905_zpid/,-122.401,37.7922,4.57521,rental,5750,open,,,2015-09-12,Financial District/Barbary Coast,18
"Davis Ct San Francisco, CA 94111",0,1,830,zillow_sf,http://www.zillow.com/homedetails/Davis-Ct-San-Francisco-CA-94111/2103579860_zpid/,-122.398,37.7963,2.76782,rental,3800,open,,,2015-01-28,Financial District/Barbary Coast,18
"Stockton St San Francisco, CA 94108",0,1,450,zillow_sf,http://www.zillow.com/homedetails/Stockton-St-San-Francisco-CA-94108/2103580243_zpid/,-122.407,37.7906,38.0679,rental,3750,open,,,2015-07-22,Financial District/Barbary Coast,18
"725 Pine St APT 301, San Francisco, CA 94108",1,1,550,zillow_sf,http://www.zillow.com/homedetails/725-Pine-St-APT-301-San-Francisco-CA-94108/82785250_zpid/,-122.408,37.791,52.1983,rental,3090,open,,,2015-09-03,Financial District/Barbary Coast,18
"333 Bush St, San Francisco, CA 94104",2,2,1250,zillow_sf,http://www.zillow.com/homedetails/333-Bush-St-San-Francisco-CA-94104/15069263_zpid/,-122.403,37.7906,11.6944,rental,5600,open,,,2015-09-24,Financial District/Barbary Coast,18
74 New Montgomery #412,1,1,870,climbsf_rented,http://www.climbsf.com/for-rent/74-new-montgomery-412/,-122.401,37.7875,7.64144,rental,3800,closed,,2011-11-20,,Yerba Buena,19
16 Jessie St #407,1,1,450,climbsf_rented,http://www.climbsf.com/for-rent/16-jessie-st-407/,-122.399,37.7899,5.27414,rental,2000,closed,,2011-12-20,,Yerba Buena,19
16 Jessie Street #311,1,1,620,climbsf_rented,http://www.climbsf.com/for-rent/16-jessie-st-311/,-122.399,37.7899,5.27414,rental,3100,closed,,2013-03-26,,Yerba Buena,19
300 Third Street #1114,2,2,1161,climbsf_rented,http://www.climbsf.com/for-rent/300-3rd-st-1114/,-122.399,37.7835,7.1333,rental,4100,closed,,2013-06-05,,Yerba Buena,19
199 New Montgomery Street #208,1,1,834,climbsf_rented,http://www.climbsf.com/for-rent/199-new-montgomery-st-208/,-122.399,37.7866,7.5217,rental,3300,closed,,2013-07-05,,Yerba Buena,19
One Hawthorne Street #2J,1,1,794,climbsf_rented,http://www.climbsf.com/for-rent/1-hawthorne-st-2j/,-122.399,37.7857,8.63035,rental,3300,closed,,2013-07-22,,Yerba Buena,19
301 Mission Street #701,2,2,1955,climbsf_rented,http://www.climbsf.com/for-rent/301-mission-st-701/,-122.396,37.7905,0.0,rental,7400,closed,,2013-12-11,,Yerba Buena,19
74 New Montgomery Street #515,1,1,824,climbsf_rented,http://www.climbsf.com/for-rent/74-new-montgomery-st-515/,-122.401,37.7875,7.64144,rental,3700,closed,,2013-12-26,,Yerba Buena,19
74 New Montgomery Street #416,2,2,1123,climbsf_rented,http://www.climbsf.com/for-rent/74-new-montgomery-st-416/,-122.401,37.7875,7.64144,rental,4500,closed,,2014-04-22,,Yerba Buena,19
301 Mission Street #14D,1,1,789,climbsf_rented,http://www.climbsf.com/for-rent/301-mission-st-14d/,-122.396,37.7905,0.0,rental,2950,closed,,2014-06-20,,Yerba Buena,19
301 Mission Street #29F,2,2,1601,climbsf_rented,http://www.climbsf.com/for-rent/301-mission-st-29f/,-122.396,37.7905,0.0,rental,7975,closed,,2014-12-08,,Yerba Buena,19
870 Harrison Street #603,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/870-harrison-st-603/,-122.401,37.7797,2.91992,rental,3500,closed,,2015-02-17,,Yerba Buena,19
One Hawthorne Street #11F,2,2,1395,climbsf_rented,http://www.climbsf.com/for-rent/1-hawthorne-st-11f/,-122.399,37.7857,8.63035,rental,6000,closed,,2015-03-01,,Yerba Buena,19
One Hawthorne Street #16B,1,1,558,climbsf_rented,http://www.climbsf.com/for-rent/1-hawthorne-st-16b/,-122.399,37.7857,8.63035,rental,3200,closed,,2015-05-19,,Yerba Buena,19
74 New Montgomery Street #309,0,1,484,climbsf_rented,http://www.climbsf.com/for-rent/74-new-montgomery-st-309/,-122.401,37.7875,7.64144,rental,2850,closed,,2015-05-27,,Yerba Buena,19
74 New Montgomery Street #709,1,1,489,climbsf_rented,http://www.climbsf.com/for-rent/74-new-montgomery-st-709/,-122.401,37.7875,7.64144,rental,3150,closed,,2015-06-09,,Yerba Buena,19
77 Dow Place #707,1,1,1075,climbsf_rented,http://www.climbsf.com/for-rent/77-dow-pl-707/,-122.397,37.7841,17.9581,rental,3950,closed,,2015-07-08,,Yerba Buena,19
301 Mission St. #53D,2,3,0,climbsf_rented,http://www.climbsf.com/for-rent/301-mission-st-53d/,-122.396,37.7905,0.0,rental,16000,closed,,2015-07-14,,Yerba Buena,19
199 New Montgomery Street #402,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/199-new-montgomery-st-402/,-122.399,37.7866,7.5217,rental,4500,closed,,2015-07-21,,Yerba Buena,19
821 Folsom Street #310,1,1,717,climbsf_rented,http://www.climbsf.com/for-rent/821-folsom-st-310/,-122.402,37.7815,4.54098,rental,3475,closed,,2015-08-06,,Yerba Buena,19
16 Jessie Street #209,1,1,896,climbsf_renting,http://www.climbsf.com/for-rent/16-jessie-st-209/,-122.399,37.7899,5.27414,rental,4700,open,,,2015-09-27,Yerba Buena,19
301 Mission Street #22H,1,1,0,climbsf_renting,http://www.climbsf.com/for-rent/301-mission-st-22h/,-122.396,37.7905,0.0,rental,6500,open,,,2015-09-27,Yerba Buena,19
301 Mission Street #35A,2,2,0,climbsf_renting,http://www.climbsf.com/for-rent/301-mission-st-35a/,-122.396,37.7905,0.0,rental,8800,open,,,2015-08-23,Yerba Buena,19
301 Mission St. #5A,2,2,1517,climbsf_renting,http://www.climbsf.com/for-rent/301-mission-st-5a/,-122.396,37.7905,0.0,rental,9000,open,,,2015-09-27,Yerba Buena,19
246 Second Street #1301,1,1,0,climbsf_renting,http://www.climbsf.com/for-rent/246-2nd-st-1301/,-122.397,37.7858,12.231,rental,3499,open,,,2015-09-27,Yerba Buena,19
"74 New Montgomery St UNIT 702, San Francisco, CA 94105",2,2,1069,zillow_sf,http://www.zillow.com/homedetails/74-New-Montgomery-St-UNIT-702-San-Francisco-CA-94105/83154141_zpid/,-122.401,37.7875,7.64144,rental,5000,open,,,2011-05-18,Yerba Buena,19
"829 Folsom St UNIT 304, San Francisco, CA 94107",1,1,700,zillow_sf,http://www.zillow.com/homedetails/829-Folsom-St-UNIT-304-San-Francisco-CA-94107/2102215787_zpid/,-122.402,37.7812,2.43132,rental,3850,open,,,2015-09-11,Yerba Buena,19
"Hawthorne St San Francisco, CA 94105",1,1,498,zillow_sf,http://www.zillow.com/homedetails/Hawthorne-St-San-Francisco-CA-94105/2105385450_zpid/,-122.399,37.7853,10.0659,rental,3750,open,,,2015-08-28,Yerba Buena,19
"301 Mission St # 39, San Francisco, CA 94105",2,2,1601,zillow_sf,http://www.zillow.com/homedetails/301-Mission-St-39-San-Francisco-CA-94105/2102013561_zpid/,-122.396,37.7905,0.0,rental,11000,open,,,2015-08-08,Yerba Buena,19
"Mission St San Francisco, CA 94105",2,2,1601,zillow_sf,http://www.zillow.com/homedetails/Mission-St-San-Francisco-CA-94105/2101703301_zpid/,-122.402,37.7859,8.12495,rental,8400,open,,,2015-08-12,Yerba Buena,19
"1st St San Francisco, CA 94105",1,1,819,zillow_sf,http://www.zillow.com/homedetails/1st-St-San-Francisco-CA-94105/2101399621_zpid/,-122.395,37.7881,7.57282,rental,5100,open,,,2015-08-14,Yerba Buena,19
"Mission St San Francisco, CA 94105",2,2,1479,zillow_sf,http://www.zillow.com/homedetails/Mission-St-San-Francisco-CA-94105/2102526150_zpid/,-122.402,37.7859,8.12495,rental,8500,open,,,2015-08-15,Yerba Buena,19
"1 Hawthorne Street # FL 22ND, San Francisco, CA 94105",2,2,1558,zillow_sf,http://www.zillow.com/homedetails/1-Hawthorne-Street-FL-22ND-San-Francisco-CA-94105/2101586512_zpid/,-122.399,37.7857,8.63035,rental,7000,open,,,2015-08-17,Yerba Buena,19
"821 Folsom St, San Francisco, CA 94107",2,2,1101,zillow_sf,http://www.zillow.com/homedetails/821-Folsom-St-San-Francisco-CA-94107/2107285769_zpid/,-122.402,37.7815,4.54098,rental,5000,open,,,2015-08-25,Yerba Buena,19
"300 3rd St, San Francisco, CA 94107",1,1,950,zillow_sf,http://www.zillow.com/homedetails/300-3rd-St-San-Francisco-CA-94107/2124263019_zpid/,-122.399,37.7835,7.1333,rental,3900,open,,,2015-08-29,Yerba Buena,19
"870 Harrison St, San Francisco, CA 94107",2,1,883,zillow_sf,http://www.zillow.com/homedetails/870-Harrison-St-San-Francisco-CA-94107/2104582649_zpid/,-122.401,37.7797,2.91992,rental,4650,open,,,2015-09-18,Yerba Buena,19
"821 Folsom St APT 201, San Francisco, CA 94107",1,1,685,zillow_sf,http://www.zillow.com/homedetails/821-Folsom-St-APT-201-San-Francisco-CA-94107/80736506_zpid/,-122.402,37.7815,4.54098,rental,3949,open,,,2015-09-22,Yerba Buena,19
"855 Folsom St, San Francisco, CA 94107",1,1,800,zillow_sf,http://www.zillow.com/homedetails/855-Folsom-St-San-Francisco-CA-94107/96013734_zpid/,-122.402,37.781,4.13087,rental,3900,open,,,2015-09-02,Yerba Buena,19
"199 New Montgomery St UNIT 1006, San Francisco, CA 94105",1,1,787,zillow_sf,http://www.zillow.com/homedetails/199-New-Montgomery-St-UNIT-1006-San-Francisco-CA-94105/80738327_zpid/,-122.399,37.7866,7.5217,rental,3850,open,,,2015-09-04,Yerba Buena,19
"300 3rd St # 600, San Francisco, CA 94107",1,1,0,zillow_sf,http://www.zillow.com/homedetails/300-3rd-St-600-San-Francisco-CA-94107/2121435772_zpid/,-122.399,37.7835,7.1333,rental,3000,open,,,2012-02-15,Yerba Buena,19
"855 Folsom St # LOFT, San Francisco, CA 94107",1,1,787,zillow_sf,http://www.zillow.com/homedetails/855-Folsom-St-LOFT-San-Francisco-CA-94107/2105478794_zpid/,-122.402,37.7808,4.14183,rental,3995,open,,,2015-09-23,Yerba Buena,19
"Folsom St San Francisco, CA 94107",1,1,812,zillow_sf,http://www.zillow.com/homedetails/Folsom-St-San-Francisco-CA-94107/2101112430_zpid/,-122.401,37.7822,4.65819,rental,4200,open,,,2015-09-17,Yerba Buena,19
One Hawthorne Street #2H,2,2,1377,climbsf_rented,http://www.climbsf.com/for-rent/1-hawthorne-st-2h/,-122.399,37.7857,8.63035,rental,6000,closed,,2015-09-15,,Yerba Buena,19
"1st St San Francisco, CA 94105",2,2,995,zillow_sf,http://www.zillow.com/homedetails/1st-St-San-Francisco-CA-94105/2101098920_zpid/,-122.395,37.7881,7.57282,rental,4750,open,,,2015-09-26,Yerba Buena,19
301 Mission Street #8E,2,2,0,climbsf_renting,http://www.climbsf.com/for-rent/301-mission-st-8e/,-122.396,37.7905,0.0,rental,6000,open,,,2015-09-27,Yerba Buena,19
"855 Folsom St APT 318, San Francisco, CA 94107",1,1,838,zillow_sf,http://www.zillow.com/homedetails/855-Folsom-St-APT-318-San-Francisco-CA-94107/58222920_zpid/,-122.402,37.781,4.13087,rental,3995,open,,,2015-09-24,Yerba Buena,19
"631 Folsom St, San Francisco, CA 94107",2,2,1190,zillow_sf,http://www.zillow.com/homedetails/631-Folsom-St-San-Francisco-CA-94107/89237179_zpid/,-122.397,37.7848,13.4476,rental,6250,open,,,2015-09-25,Yerba Buena,19
"158 Taraval St, San Francisco, CA 94116",2,1,1345,zillow_sf,http://www.zillow.com/homedetails/158-Taraval-St-San-Francisco-CA-94116/15134082_zpid/,-122.467,37.7437,140.234,rental,3950,open,,,2015-09-22,Forest Hill,20
"107 Ulloa St, San Francisco, CA 94127",3,1,1500,zillow_sf,http://www.zillow.com/homedetails/107-Ulloa-St-San-Francisco-CA-94127/15133630_zpid/,-122.455,37.7442,181.345,rental,5500,open,,,2015-09-03,Forest Hills Extension,21
"364 Ulloa St, San Francisco, CA 94127",3,2,1381,zillow_sf,http://www.zillow.com/homedetails/364-Ulloa-St-San-Francisco-CA-94127/15133079_zpid/,-122.458,37.7418,163.98,rental,4400,open,,,2015-09-18,Forest Hills Extension,21
205 Beacon Street,4,3,2200,climbsf_rented,http://www.climbsf.com/for-rent/205-beacon-st/,-122.432,37.7397,137.914,rental,6000,closed,,2014-09-17,,Glen Park,23
115 Farnum Street,3,1,0,climbsf_rented,http://www.climbsf.com/for-rent/115-farnum-st/,-122.434,37.7392,135.034,rental,3800,closed,,2014-12-01,,Glen Park,23
149 Chenery Street,2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/149-chenery-st/,-122.425,37.7393,70.6908,rental,3400,closed,,2015-01-12,,Glen Park,23
101 Mateo Street,3,1,0,climbsf_rented,http://www.climbsf.com/for-rent/101-mateo-st/,-122.429,37.737,98.1206,rental,5100,closed,,2015-02-02,,Glen Park,23
"1 Wilder St, San Francisco, CA 94131",3,2,1365,zillow_sf,http://www.zillow.com/homedetails/1-Wilder-St-San-Francisco-CA-94131/15185423_zpid/,-122.432,37.7338,60.1155,rental,5500,open,,,2015-08-18,Glen Park,23
"Laidley St San Francisco, CA 94131",4,4,3304,zillow_sf,http://www.zillow.com/homedetails/Laidley-St-San-Francisco-CA-94131/2102097727_zpid/,-122.429,37.7373,99.2117,rental,12995,open,,,2015-07-22,Glen Park,23
"31 Elk St, San Francisco, CA 94131",3,2,1320,zillow_sf,http://www.zillow.com/homedetails/31-Elk-St-San-Francisco-CA-94131/15184539_zpid/,-122.439,37.7368,88.6342,rental,5600,open,,,2015-08-26,Glen Park,23
"2590 Diamond St, San Francisco, CA 94131",3,2,1300,zillow_sf,http://www.zillow.com/homedetails/2590-Diamond-St-San-Francisco-CA-94131/15184578_zpid/,-122.435,37.7374,95.7136,rental,5200,open,,,2015-08-31,Glen Park,23
"135 Whitney St, San Francisco, CA 94131",4,3,2900,zillow_sf,http://www.zillow.com/homedetails/135-Whitney-St-San-Francisco-CA-94131/15183977_zpid/,-122.427,37.7392,83.2013,rental,10000,open,,,2015-09-15,Glen Park,23
"2812 Diamond St, San Francisco, CA 94131",1,1,0,zillow_sf,http://www.zillow.com/homedetails/2812-Diamond-St-San-Francisco-CA-94131/2101095556_zpid/,-122.434,37.7343,58.8953,rental,3200,open,,,2015-09-23,Glen Park,23
"Hiliritas Ave San Francisco, CA 94131",3,2,0,zillow_sf,http://www.zillow.com/homedetails/Hiliritas-Ave-San-Francisco-CA-94131/2101192164_zpid/,-122.438,37.7378,128.486,rental,5200,open,,,2015-09-23,Glen Park,23
2035 9th Avenue,2,1,1200,climbsf_rented,http://www.climbsf.com/for-rent/2035-9th-ave/,-122.466,37.7503,193.474,rental,4600,closed,,2015-01-26,,Golden Gate Heights,24
"1922 Funston Ave, San Francisco, CA 94116",5,4,2432,zillow_sf,http://www.zillow.com/homedetails/1922-Funston-Ave-San-Francisco-CA-94116/15115085_zpid/,-122.469,37.7522,223.557,rental,6995,open,,,2015-09-24,Golden Gate Heights,24
"15th Ave San Francisco, CA 94116",4,3,0,zillow_sf,http://www.zillow.com/homedetails/15th-Ave-San-Francisco-CA-94116/2101270883_zpid/,-122.472,37.7526,157.779,rental,5500,open,,,2015-08-29,Golden Gate Heights,24
"62 Cragmont Ave, San Francisco, CA 94116",3,2,1800,zillow_sf,http://www.zillow.com/homedetails/62-Cragmont-Ave-San-Francisco-CA-94116/15115392_zpid/,-122.467,37.7501,216.689,rental,6500,open,,,2015-09-23,Golden Gate Heights,24
"60 Cragmont Ave, San Francisco, CA 94116",3,3,2300,zillow_sf,http://www.zillow.com/homedetails/60-Cragmont-Ave-San-Francisco-CA-94116/15115394_zpid/,-122.467,37.7502,216.359,rental,3400,open,,,2014-11-29,Golden Gate Heights,24
"1639 15th Ave, San Francisco, CA 94122",4,2,2281,zillow_sf,http://www.zillow.com/homedetails/1639-15th-Ave-San-Francisco-CA-94122/15109577_zpid/,-122.473,37.7569,152.94,rental,5680,open,,,2015-09-22,Golden Gate Heights,24
"1110 Page St, San Francisco, CA 94117",4,2,2888,zillow_sf,http://www.zillow.com/homedetails/1110-Page-St-San-Francisco-CA-94117/69819012_zpid/,-122.439,37.7722,77.8671,rental,9900,open,,,2015-08-11,Haight Ashbury,26
"1134 Masonic Ave, San Francisco, CA 94117",2,1,1650,zillow_sf,http://www.zillow.com/homedetails/1134-Masonic-Ave-San-Francisco-CA-94117/89240074_zpid/,-122.445,37.7707,85.5742,rental,6000,open,,,2015-08-14,Haight Ashbury,26
"443 Cole St, San Francisco, CA 94117",3,2,2200,zillow_sf,http://www.zillow.com/homedetails/443-Cole-St-San-Francisco-CA-94117/59700229_zpid/,-122.451,37.771,83.3993,rental,6400,open,,,2015-06-23,Haight Ashbury,26
"136A Belvedere St, San Francisco, CA 94117",4,2,1600,zillow_sf,http://www.zillow.com/homedetails/136A-Belvedere-St-San-Francisco-CA-94117/15087102_zpid/,-122.449,37.768,97.3549,rental,9000,open,,,2015-08-30,Haight Ashbury,26
55 Page Street #814,1,1,865,climbsf_rented,http://www.climbsf.com/for-rent/55-page-street-814/,-122.422,37.774,13.962,rental,3200,closed,,2011-12-20,,Hayes Valley,27
300 Ivy Street #403,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/300-ivy-st-403/,-122.423,37.7774,20.4928,rental,3500,closed,,2014-03-10,,Hayes Valley,27
539 Octavia Street #17,0,1,322,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-17/,-122.425,37.7773,21.7199,rental,2375,closed,,2015-01-27,,Hayes Valley,27
539 Octavia Street #13,0,1,280,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-13/,-122.425,37.7773,21.7199,rental,1995,closed,,2015-02-01,,Hayes Valley,27
539 Octavia Street #4,0,1,300,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-4/,-122.425,37.7773,21.7199,rental,1950,closed,,2015-02-16,,Hayes Valley,27
539 Octavia Street #9,0,1,180,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-9/,-122.425,37.7773,21.7199,rental,1500,closed,,2015-03-18,,Hayes Valley,27
539 Octavia Street #11,0,1,200,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-11/,-122.425,37.7773,21.7199,rental,1600,closed,,2015-03-30,,Hayes Valley,27
539 Octavia Street #12,0,1,240,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-12/,-122.425,37.7773,21.7199,rental,1800,closed,,2015-04-16,,Hayes Valley,27
300 Ivy Street #500,2,2,1075,climbsf_rented,http://www.climbsf.com/for-rent/300-ivy-st-500/,-122.423,37.7774,20.4928,rental,4900,closed,,2015-04-21,,Hayes Valley,27
539 Octavia Street #14,0,1,221,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-14/,-122.425,37.7773,21.7199,rental,1850,closed,,2015-05-14,,Hayes Valley,27
539 Octavia Street #8,0,1,180,climbsf_renting,http://www.climbsf.com/for-rent/539-octavia-st-8/,-122.425,37.7773,21.7199,rental,1650,closed,8,2015-08-31,2015-08-23,Hayes Valley,27
539 Octavia Street #3,0,1,240,climbsf_renting,http://www.climbsf.com/for-rent/539-octavia-st-3/,-122.425,37.7773,21.7199,rental,1950,closed,8,2015-08-31,2015-08-23,Hayes Valley,27
55 Page Street #518,0,1,401,climbsf_renting,http://www.climbsf.com/for-rent/55-page-st-518/,-122.422,37.774,13.962,rental,3000,closed,23,2015-09-15,2015-08-23,Hayes Valley,27
300 Ivy Street #503,1,1,0,climbsf_renting,http://www.climbsf.com/for-rent/300-ivy-st-503/,-122.423,37.7774,20.4928,rental,3825,closed,4,2015-08-27,2015-08-23,Hayes Valley,27
"635 Waller St, San Francisco, CA 94117",2,1,1357,zillow_sf,http://www.zillow.com/homedetails/635-Waller-St-San-Francisco-CA-94117/82785584_zpid/,-122.434,37.7705,54.3218,rental,5500,open,,,2015-08-16,Hayes Valley,27
"Buchanan St San Francisco, CA 94102",1,1,0,zillow_sf,http://www.zillow.com/homedetails/Buchanan-St-San-Francisco-CA-94102/2104312804_zpid/,-122.427,37.7739,46.1944,rental,5000,open,,,2015-08-28,Hayes Valley,27
"Webster St San Francisco, CA 94117",4,2,2000,zillow_sf,http://www.zillow.com/homedetails/Webster-St-San-Francisco-CA-94117/2103580027_zpid/,-122.43,37.7775,31.6568,rental,10499,open,,,2015-01-28,Hayes Valley,27
"616 Page St, San Francisco, CA 94117",3,1,1645,zillow_sf,http://www.zillow.com/homedetails/616-Page-St-San-Francisco-CA-94117/2101343859_zpid/,-122.431,37.7731,61.8035,rental,7000,open,,,2015-08-21,Hayes Valley,27
"Scott St San Francisco, CA 94117",2,1,1400,zillow_sf,http://www.zillow.com/homedetails/Scott-St-San-Francisco-CA-94117/2106094861_zpid/,-122.436,37.7736,57.8517,rental,6200,open,,,2015-05-15,Hayes Valley,27
"46 Potomac St, San Francisco, CA 94117",2,1,1350,zillow_sf,http://www.zillow.com/homedetails/46-Potomac-St-San-Francisco-CA-94117/2101230147_zpid/,-122.433,37.77,49.688,rental,5000,open,,,2015-09-02,Hayes Valley,27
"610 Waller St, San Francisco, CA 94117",2,1,0,zillow_sf,http://www.zillow.com/homedetails/610-Waller-St-San-Francisco-CA-94117/2101207449_zpid/,-122.434,37.7707,50.5041,rental,4300,open,,,2015-09-04,Hayes Valley,27
"185 Franklin St, San Francisco, CA 94102",2,1,900,zillow_sf,http://www.zillow.com/homedetails/185-Franklin-St-San-Francisco-CA-94102/2101118127_zpid/,-122.421,37.7758,17.7048,rental,3200,open,,,2015-09-26,Hayes Valley,27
539 Octavia Street #19,0,1,190,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-19/,-122.425,37.7773,21.7199,rental,1700,closed,,2015-09-09,,Hayes Valley,27
55 Page Street #614,1,1,865,climbsf_renting,http://www.climbsf.com/for-rent/55-page-st-614/,-122.422,37.774,13.962,rental,4475,open,,,2015-09-27,Hayes Valley,27
121 Steiner Street,3,1,1600,climbsf_renting,http://www.climbsf.com/for-rent/121-steiner-st/,-122.432,37.7703,48.3507,rental,6500,open,,,2015-09-27,Hayes Valley,27
"139 Steiner St # A, San Francisco, CA 94117",3,2,1000,zillow_sf,http://www.zillow.com/homedetails/139-Steiner-St-A-San-Francisco-CA-94117/2108568579_zpid/,-122.432,37.7704,48.0621,rental,6200,open,,,2015-09-22,Hayes Valley,27
"1415 Hudson Ave, San Francisco, CA 94124",3,2,0,zillow_sf,http://www.zillow.com/homedetails/1415-Hudson-Ave-San-Francisco-CA-94124/2101576020_zpid/,-122.385,37.7381,28.9279,rental,6500,open,,,2015-08-11,Hunters Point 0,28
252 Granada Avenue,2,2,1600,climbsf_rented,http://www.climbsf.com/for-rent/252-granada-ave/,-122.457,37.723,93.974,rental,3950,closed,,2015-07-21,,Ingleside,30
"374 Victoria St, San Francisco, CA 94132",3,1,1350,zillow_sf,http://www.zillow.com/homedetails/374-Victoria-St-San-Francisco-CA-94132/15193169_zpid/,-122.465,37.7175,141.75,rental,2850,open,,,2012-09-24,Ingleside Heights,31
"3981 Alemany Blvd, San Francisco, CA 94132",2,2,1014,zillow_sf,http://www.zillow.com/homedetails/3981-Alemany-Blvd-San-Francisco-CA-94132/2121453845_zpid/,-122.469,37.7104,72.0073,rental,3500,open,,,2015-08-27,Ingleside Heights,31
"8400 Oceanview Ter APT 216, San Francisco, CA 94132",1,1,514,zillow_sf,http://www.zillow.com/homedetails/8400-Oceanview-Ter-APT-216-San-Francisco-CA-94132/67394905_zpid/,-122.468,37.7098,78.519,rental,2400,open,,,2015-09-21,Ingleside Heights,31
"El Plazuela St San Francisco Ca San Francisco, CA 94127",1,1,500,zillow_sf,http://www.zillow.com/homedetails/El-Plazuela-St-San-Francisco-Ca-San-Francisco-CA-94127/2101448349_zpid/,-122.471,37.7276,69.9077,rental,2995,open,,,2015-08-10,Ingleside Terrace,32
"Junipero Serra Blvd San Francisco, CA 94127",3,4,1888,zillow_sf,http://www.zillow.com/homedetails/Junipero-Serra-Blvd-San-Francisco-CA-94127/2101439889_zpid/,-122.472,37.7283,68.5882,rental,5495,open,,,2015-09-01,Ingleside Terrace,32
555 Bartlett Street #413,2,2,1135,climbsf_rented,http://www.climbsf.com/for-rent/555-bartlett-st-413/,-122.419,37.7484,29.7804,rental,4050,closed,,2013-09-10,,Inner Mission,33
2125 Bryant Street #102,2,2,1311,climbsf_rented,http://www.climbsf.com/for-rent/2125-bryant-st-102/,-122.41,37.7593,6.89281,rental,5300,closed,,2013-12-17,,Inner Mission,33
1515 15th Street,0,1,0,climbsf_rented,http://www.climbsf.com/for-rent/1515-15th-st/,-122.418,37.7666,6.28037,rental,3000,closed,,2014-08-19,,Inner Mission,33
2125 Bryant Street #303,1,1,730,climbsf_rented,http://www.climbsf.com/for-rent/2125-bryant-st-303/,-122.41,37.7593,6.89281,rental,3450,closed,,2014-10-08,,Inner Mission,33
2633 Harrison St.,2,1,1300,climbsf_rented,http://www.climbsf.com/for-rent/2633-harrison-st/,-122.412,37.7552,14.5822,rental,4600,closed,,2014-10-14,,Inner Mission,33
720 York Street #214,1,1,700,climbsf_rented,http://www.climbsf.com/for-rent/720-york-st-214/,-122.409,37.7596,8.59589,rental,3500,closed,,2014-12-02,,Inner Mission,33
