address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,year_built,garage,level,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source
"35007 N 30th Ave, Phoenix, AZ 85086",3,2,1615,zillow_ph,http://www.zillow.com/homedetails/35007-N-30th-Ave-Phoenix-AZ-85086/61628848_zpid/,-112.124,33.8014,516.752,,,1,rental,1200,closed,2,2015-09-30,2015-09-28,North Gateway,219,PH
"7777 E Main St UNIT 124, Scottsdale, AZ 85251",2,2,1130,zillow_ph,http://www.zillow.com/homedetails/7777-E-Main-St-UNIT-124-Scottsdale-AZ-85251/7574255_zpid/,-111.913,33.4917,377.488,,,1,rental,1400,closed,2,2015-09-30,2015-09-28,South Scottsdale,148,PH
"1033 E Hermosa Dr, Tempe, AZ 85282",4,2,1800,zillow_ph,http://www.zillow.com/homedetails/1033-E-Hermosa-Dr-Tempe-AZ-85282/7596353_zpid/,-111.923,33.387,360.569,,,1,rental,1550,open,,,2015-09-28,Cyprus Southwest,130,PH
"5648 W Pueblo Ave, Phoenix, AZ 85043",4,3,2502,zillow_ph,http://www.zillow.com/homedetails/5648-W-Pueblo-Ave-Phoenix-AZ-85043/71601642_zpid/,-112.182,33.4088,309.867,,,1,rental,1500,closed,2,2015-09-30,2015-09-28,Estrella,157,PH
"5624 W Pueblo Ave, Phoenix, AZ 85043",4,3,2502,zillow_ph,http://www.zillow.com/homedetails/5624-W-Pueblo-Ave-Phoenix-AZ-85043/71601648_zpid/,-112.181,33.409,309.461,,,1,rental,1350,closed,2,2015-09-30,2015-09-28,Estrella,157,PH
"9555 W Monte Vista Rd, Phoenix, AZ 85037",4,2,2461,zillow_ph,http://www.zillow.com/homedetails/9555-W-Monte-Vista-Rd-Phoenix-AZ-85037/60974995_zpid/,-112.267,33.47,312.226,,,1,rental,1400,closed,2,2015-09-30,2015-09-28,Maryvale,208,PH
"8813 W Hilton Ave, Tolleson, AZ 85353",3,2,1375,zillow_ph,http://www.zillow.com/homedetails/8813-W-Hilton-Ave-Tolleson-AZ-85353/62726835_zpid/,-112.25,33.4275,303.915,,,1,rental,1050,closed,2,2015-09-30,2015-09-28,Estrella,157,PH
"4833 E Hazel Dr UNIT 1, Phoenix, AZ 85044",2,2,1435,zillow_ph,http://www.zillow.com/homedetails/4833-E-Hazel-Dr-UNIT-1-Phoenix-AZ-85044/8139690_zpid/,-111.974,33.3646,399.97,,,1,rental,1300,open,,,2015-09-27,South Mountain,151,PH
"9990 N Scottsdale Rd APT 1005, Scottsdale, AZ 85253",2,2,973,zillow_ph,http://www.zillow.com/homedetails/9990-N-Scottsdale-Rd-APT-1005-Scottsdale-AZ-85253/65437590_zpid/,-111.928,33.576,409.509,,,10,rental,1195,closed,2,2015-09-30,2015-09-28,North Scottsdale,94,PH
"8609 N 33rd Ave, Phoenix, AZ 85051",3,1,1710,zillow_ph,http://www.zillow.com/homedetails/8609-N-33rd-Ave-Phoenix-AZ-85051/7753933_zpid/,-112.13,33.5629,370.333,,,1,rental,995,closed,2,2015-09-30,2015-09-28,North Mountain,176,PH
"8301 E Wilshire Dr, Scottsdale, AZ 85257",4,2,1983,zillow_ph,http://www.zillow.com/homedetails/8301-E-Wilshire-Dr-Scottsdale-AZ-85257/7580623_zpid/,-111.902,33.476,375.628,,,1,rental,2100,open,,,2015-09-28,South Scottsdale,148,PH
"1953 E Grandview Dr, Phoenix, AZ 85022",3,2,1056,zillow_ph,http://www.zillow.com/homedetails/1953-E-Grandview-Dr-Phoenix-AZ-85022/8004864_zpid/,-112.04,33.6345,431.07,,,1,rental,1025,open,,,2015-09-28,Paradise Valley,288,PH
"1122 W 2nd St, Tempe, AZ 85281",3,2,1400,zillow_ph,http://www.zillow.com/homedetails/1122-W-2nd-St-Tempe-AZ-85281/7555900_zpid/,-111.956,33.4281,351.948,,,1,rental,2595,open,,,2015-09-28,Sunset,242,PH
"4321 N 19th Dr, Phoenix, AZ 85015",2,2,1050,zillow_ph,http://www.zillow.com/homedetails/4321-N-19th-Dr-Phoenix-AZ-85015/7768886_zpid/,-112.101,33.4996,343.089,,,1,rental,850,open,,,2015-09-28,Alahambra,201,PH
"24593 N 117th St, Scottsdale, AZ 85255",4,3,3368,zillow_ph,http://www.zillow.com/homedetails/24593-N-117th-St-Scottsdale-AZ-85255/8062753_zpid/,-111.829,33.709,793.824,,,1,rental,3500,open,,,2015-09-28,North Scottsdale,94,PH
"1326 W Culver St, Phoenix, AZ 85007",3,2,1450,zillow_ph,http://www.zillow.com/homedetails/1326-W-Culver-St-Phoenix-AZ-85007/7521074_zpid/,-112.09,33.463,329.669,,,1,rental,1600,open,,,2015-09-28,Central City,285,PH
"3239 W Jessica Ln, Phoenix, AZ 85041",3,0,2165,zillow_ph,http://www.zillow.com/homedetails/3239-W-Jessica-Ln-Phoenix-AZ-85041/71601707_zpid/,-112.129,33.3933,316.826,,,1,rental,1100,closed,2,2015-09-30,2015-09-28,Laveen,158,PH
"1822 E Jones Ave, Phoenix, AZ 85040",3,2,1310,zillow_ph,http://www.zillow.com/homedetails/1822-E-Jones-Ave-Phoenix-AZ-85040/81983453_zpid/,-112.042,33.4107,333.985,,,1,rental,935,closed,2,2015-09-30,2015-09-28,South Mountain,151,PH
"8564 E Indian School Rd UNIT A, Scottsdale, AZ 85251",3,2,1408,zillow_ph,http://www.zillow.com/homedetails/8564-E-Indian-School-Rd-UNIT-A-Scottsdale-AZ-85251/7847745_zpid/,-111.898,33.4965,380.355,,,1,rental,1100,open,,,2015-09-27,South Scottsdale,148,PH
"8 Biltmore Est UNIT 213, Phoenix, AZ 85016",3,2,2329,zillow_ph,http://www.zillow.com/homedetails/8-Biltmore-Est-UNIT-213-Phoenix-AZ-85016/82821083_zpid/,-112.019,33.5213,378.92,,,1,rental,7250,closed,2,2015-09-30,2015-09-28,Camelback East,133,PH
"8249 E Bonnie Rose Ave, Scottsdale, AZ 85250",4,2,1773,zillow_ph,http://www.zillow.com/homedetails/8249-E-Bonnie-Rose-Ave-Scottsdale-AZ-85250/7850279_zpid/,-111.902,33.515,384.139,,,1,rental,2250,open,,,2015-09-28,South Scottsdale,148,PH
"29606 N Tatum Blvd APT 130, Cave Creek, AZ 85331",1,1,742,zillow_ph,http://www.zillow.com/homedetails/29606-N-Tatum-Blvd-APT-130-Cave-Creek-AZ-85331/68959351_zpid/,-111.988,33.7538,561.666,,,1,rental,1800,closed,2,2015-09-30,2015-09-28,Desert View,273,PH
"5412 W Chisum Trl, Phoenix, AZ 85083",3,2,1493,zillow_ph,http://www.zillow.com/homedetails/5412-W-Chisum-Trl-Phoenix-AZ-85083/79527751_zpid/,-112.177,33.7216,443.149,,,1,rental,1275,closed,2,2015-09-30,2015-09-28,Deer Valley,307,PH
"2114 N 70th St, Scottsdale, AZ 85257",3,2,1618,zillow_ph,http://www.zillow.com/homedetails/2114-N-70th-St-Scottsdale-AZ-85257/7569257_zpid/,-111.931,33.4718,380.102,,,1,rental,1400,open,,,2015-09-27,South Scottsdale,148,PH
"1101 E Bethany Home Rd UNIT 23, Phoenix, AZ 85014",2,2,1100,zillow_ph,http://www.zillow.com/homedetails/1101-E-Bethany-Home-Rd-UNIT-23-Phoenix-AZ-85014/7799906_zpid/,-112.058,33.523,358.012,,,1,rental,1175,open,,,2015-09-28,Camelback East,133,PH
"613 S Roosevelt St, Tempe, AZ 85281",2,2,1518,zillow_ph,http://www.zillow.com/homedetails/613-S-Roosevelt-St-Tempe-AZ-85281/88793709_zpid/,-111.947,33.4241,353.224,,,1,rental,1795,closed,2,2015-09-30,2015-09-28,Riverside,222,PH
"815 E Rose Ln UNIT 111, Phoenix, AZ 85014",2,2,1102,zillow_ph,http://www.zillow.com/homedetails/815-E-Rose-Ln-UNIT-111-Phoenix-AZ-85014/88795152_zpid/,-112.063,33.5267,357.108,,,1,rental,1395,closed,2,2015-09-30,2015-09-28,Camelback East,133,PH
"1506 E El Moro Ave, Mesa, AZ 85204",3,1,1399,zillow_ph,http://www.zillow.com/homedetails/1506-E-El-Moro-Ave-Mesa-AZ-85204/7627083_zpid/,-111.799,33.3988,374.898,,,1,rental,1100,open,,,2015-09-28,West Central,107,PH
"3534 E Mckinley St, Phoenix, AZ 85008",3,1,1570,zillow_ph,http://www.zillow.com/homedetails/3534-E-Mckinley-St-Phoenix-AZ-85008/7544297_zpid/,-112.005,33.457,346.948,,,1,rental,950,open,,,2015-09-27,Central City,285,PH
"4350 E Chuckwalla Cyn, Phoenix, AZ 85044",3,2,1114,zillow_ph,http://www.zillow.com/homedetails/4350-E-Chuckwalla-Cyn-Phoenix-AZ-85044/8164776_zpid/,-111.99,33.3135,377.236,,,1,rental,1350,open,,,2015-09-28,Ahwatukee Foothills 0,274,PH
"8100 E Camelback Rd # 145, Scottsdale, AZ 85251",2,2,1605,zillow_ph,http://www.zillow.com/homedetails/8100-E-Camelback-Rd-145-Scottsdale-AZ-85251/7843412_zpid/,-111.906,33.5026,380.52,,,1,rental,1895,open,,,2015-09-28,South Scottsdale,148,PH
"8027 E Del Timbre Dr, Scottsdale, AZ 85258",3,3,2778,zillow_ph,http://www.zillow.com/homedetails/8027-E-Del-Timbre-Dr-Scottsdale-AZ-85258/7867135_zpid/,-111.907,33.5726,409.598,,,1,rental,2675,closed,2,2015-09-30,2015-09-28,North Scottsdale,94,PH
"2213 W State Ave, Phoenix, AZ 85021",3,1,1654,zillow_ph,http://www.zillow.com/homedetails/2213-W-State-Ave-Phoenix-AZ-85021/7778874_zpid/,-112.107,33.5442,361.228,,,1,rental,1250,open,,,2015-09-28,Alahambra,201,PH
"2614 N 72nd Pl UNIT 3, Scottsdale, AZ 85257",2,1,775,zillow_ph,http://www.zillow.com/homedetails/2614-N-72nd-Pl-UNIT-3-Scottsdale-AZ-85257/2117123375_zpid/,-111.925,33.4772,375.523,,,1,rental,875,closed,2,2015-09-30,2015-09-28,South Scottsdale,148,PH
"6711 E Camelback Rd UNIT 36, Scottsdale, AZ 85251",3,2,2136,zillow_ph,http://www.zillow.com/homedetails/6711-E-Camelback-Rd-UNIT-36-Scottsdale-AZ-85251/7845754_zpid/,-111.938,33.5015,393.285,,,1,rental,2800,closed,2,2015-09-30,2015-09-28,South Scottsdale,148,PH
"4804 N 73rd St, Scottsdale, AZ 85251",2,2,1075,zillow_ph,http://www.zillow.com/homedetails/4804-N-73rd-St-Scottsdale-AZ-85251/7844263_zpid/,-111.923,33.5063,389.986,,,1,rental,1200,open,,,2015-09-28,South Scottsdale,148,PH
"7474 E Earll Dr UNIT 104, Scottsdale, AZ 85251",2,2,861,zillow_ph,http://www.zillow.com/homedetails/7474-E-Earll-Dr-UNIT-104-Scottsdale-AZ-85251/67082350_zpid/,-111.921,33.4846,377.28,,,1,rental,900,open,,,2015-09-28,South Scottsdale,148,PH
"2721 E Phelps Rd, Phoenix, AZ 85032",2,2,1060,zillow_ph,http://www.zillow.com/homedetails/2721-E-Phelps-Rd-Phoenix-AZ-85032/8005545_zpid/,-112.023,33.6382,438.999,,,1,rental,72000,closed,,2015-09-28,,Paradise Valley,288,PH
"7474 E Earll Dr, Scottsdale, AZ 85251",2,2,861,zillow_ph,http://www.zillow.com/homedetails/7474-E-Earll-Dr-Scottsdale-AZ-85251/2104074092_zpid/,-111.921,33.4846,377.28,,,1,rental,900,closed,2,2015-09-30,2015-09-28,South Scottsdale,148,PH
"4909 W Villa Rita Dr, Glendale, AZ 85308",3,2,1695,zillow_ph,http://www.zillow.com/homedetails/4909-W-Villa-Rita-Dr-Glendale-AZ-85308/7949339_zpid/,-112.165,33.6494,393.283,,,1,rental,1225,open,,,2015-09-27,Deer Valley,307,PH
"2457 W Lompoc Ave, Mesa, AZ 85202",3,2,2008,zillow_ph,http://www.zillow.com/homedetails/2457-W-Lompoc-Ave-Mesa-AZ-85202/8254125_zpid/,-111.888,33.3749,365.073,,,1,rental,1650,open,,,2015-09-28,Southwest,204,PH
"3257 N Boulder Cyn, Mesa, AZ 85207",5,4,3486,zillow_ph,http://www.zillow.com/homedetails/3257-N-Boulder-Cyn-Mesa-AZ-85207/8080648_zpid/,-111.676,33.4758,496.264,,,1,rental,2200,open,,,2015-09-27,Northeast 0,293,PH
"829 N 4th Ave APT 4, Phoenix, AZ 85003",1,1,300,zillow_ph,http://www.zillow.com/homedetails/829-N-4th-Ave-APT-4-Phoenix-AZ-85003/2111582732_zpid/,-112.079,33.4579,330.493,,,1,rental,625,closed,2,2015-09-30,2015-09-28,Central City,285,PH
"2221 E Union Hills Dr UNIT 147, Phoenix, AZ 85024",3,2,1444,zillow_ph,http://www.zillow.com/homedetails/2221-E-Union-Hills-Dr-UNIT-147-Phoenix-AZ-85024/2100996515_zpid/,-112.034,33.6547,446.553,,,1,rental,1495,closed,2,2015-09-30,2015-09-28,Paradise Valley,288,PH
"E Mariposa St Phoenix, AZ 85012",0,1,470,zillow_ph,http://www.zillow.com/homedetails/E-Mariposa-St-Phoenix-AZ-85012/2100996316_zpid/,-112.069,33.5081,344.358,,,1,rental,550,closed,2,2015-09-30,2015-09-28,Alahambra,201,PH
"1205 Southern Ave # C, Mesa, AZ 85282",2,1,696,zillow_ph,http://www.zillow.com/homedetails/1205-Southern-Ave-C-Mesa-AZ-85282/2100996056_zpid/,-111.921,33.393,359.98,,,1,rental,650,closed,2,2015-09-30,2015-09-28,Rural-Geneva,163,PH
"2705 E Wood St UNIT 2, Phoenix, AZ 85040",3,1,1232,zillow_ph,http://www.zillow.com/homedetails/2705-E-Wood-St-UNIT-2-Phoenix-AZ-85040/2127022508_zpid/,-112.024,33.4085,337.814,,,1,rental,695,closed,2,2015-09-30,2015-09-28,South Mountain,151,PH
"2102 E Solano Dr, Phoenix, AZ 85016",4,3,2212,zillow_ph,http://www.zillow.com/homedetails/2102-E-Solano-Dr-Phoenix-AZ-85016/7808676_zpid/,-112.036,33.5218,366.644,,,1,rental,2995,open,,,2015-09-28,Camelback East,133,PH
"320 W Medlock Dr, Phoenix, AZ 85013",2,2,1093,zillow_ph,http://www.zillow.com/homedetails/320-W-Medlock-Dr-Phoenix-AZ-85013/2105562359_zpid/,-112.079,33.5122,345.932,,,1,rental,950,closed,2,2015-09-30,2015-09-28,Alahambra,201,PH
"16809 N 47th Dr, Glendale, AZ 85306",3,2,1286,zillow_ph,http://www.zillow.com/homedetails/16809-N-47th-Dr-Glendale-AZ-85306/7951124_zpid/,-112.161,33.6381,390.369,,,1,rental,1200,open,,,2015-09-28,Deer Valley,307,PH
"845 N 2nd Ave APT 1B, Phoenix, AZ 85003",2,1,785,zillow_ph,http://www.zillow.com/homedetails/845-N-2nd-Ave-APT-1B-Phoenix-AZ-85003/2100997513_zpid/,-112.076,33.4585,330.457,,,1,rental,1000,closed,2,2015-09-30,2015-09-28,Central City,285,PH
"1341 W Laird St, Tempe, AZ 85281",4,2,2280,zillow_ph,http://www.zillow.com/homedetails/1341-W-Laird-St-Tempe-AZ-85281/7559119_zpid/,-111.96,33.4201,349.442,,,1,rental,1350,open,,,2015-09-28,Gililland,198,PH
"1717 E Union Hills Dr UNIT 1074, Phoenix, AZ 85024",3,2,1178,zillow_ph,http://www.zillow.com/homedetails/1717-E-Union-Hills-Dr-UNIT-1074-Phoenix-AZ-85024/8001539_zpid/,-112.044,33.6539,441.864,,,1,rental,950,open,,,2015-09-28,Paradise Valley,288,PH
"621 E Papago Dr, Tempe, AZ 85281",3,2,1427,zillow_ph,http://www.zillow.com/homedetails/621-E-Papago-Dr-Tempe-AZ-85281/7570001_zpid/,-111.93,33.453,371.768,,,1,rental,1200,closed,2,2015-09-30,2015-09-28,Ntna-College,141,PH
"N 32nd St Phoenix, AZ 85018",2,2,1400,zillow_ph,http://www.zillow.com/homedetails/N-32nd-St-Phoenix-AZ-85018/2100997626_zpid/,-112.013,33.5048,366.439,,,1,rental,1350,closed,2,2015-09-30,2015-09-28,Camelback East,133,PH
"10449 N 69th St # 127, Paradise Valley, AZ 85253",1,1,804,zillow_ph,http://www.zillow.com/homedetails/10449-N-69th-St-127-Paradise-Valley-AZ-85253/2100996026_zpid/,-111.933,33.5805,411.571,,,1,rental,1000,closed,2,2015-09-30,2015-09-28,North Scottsdale,94,PH
"8426 E Valley View Rd, Scottsdale, AZ 85250",4,2,1518,zillow_ph,http://www.zillow.com/homedetails/8426-E-Valley-View-Rd-Scottsdale-AZ-85250/7850153_zpid/,-111.899,33.519,386.345,,,1,rental,1400,open,,,2015-09-28,South Scottsdale,148,PH
"N 60th Ave Phoenix, AZ 85035",4,2,1444,zillow_ph,http://www.zillow.com/homedetails/N-60th-Ave-Phoenix-AZ-85035/2128929777_zpid/,-112.189,33.4757,327.448,,,1,rental,935,closed,2,2015-09-30,2015-09-28,Maryvale,208,PH
"1111 E Butler Dr APT D, Phoenix, AZ 85020",1,1,730,zillow_ph,http://www.zillow.com/homedetails/1111-E-Butler-Dr-APT-D-Phoenix-AZ-85020/2101011198_zpid/,-112.058,33.5602,386.788,,,1,rental,645,closed,2,2015-09-30,2015-09-28,North Mountain,176,PH
"S 31st Ave Phoenix, AZ 85009",2,1,621,zillow_ph,http://www.zillow.com/homedetails/S-31st-Ave-Phoenix-AZ-85009/2101011123_zpid/,-112.126,33.4387,322.263,,,1,rental,680,closed,2,2015-09-30,2015-09-28,Estrella,157,PH
"3737 E Eugie Ave, Phoenix, AZ 85032",3,2,1240,zillow_ph,http://www.zillow.com/homedetails/3737-E-Eugie-Ave-Phoenix-AZ-85032/7813762_zpid/,-112.001,33.6097,429.693,,,1,rental,1300,open,,,2015-09-29,Paradise Valley,288,PH
"8328 W Minnezona Ave, Phoenix, AZ 85037",3,2,1323,zillow_ph,http://www.zillow.com/homedetails/8328-W-Minnezona-Ave-Phoenix-AZ-85037/7480972_zpid/,-112.239,33.5042,326.253,,,1,rental,800,open,,,2015-09-29,Maryvale,208,PH
"611 E Gable Ave, Mesa, AZ 85204",3,1,1014,zillow_ph,http://www.zillow.com/homedetails/611-E-Gable-Ave-Mesa-AZ-85204/7629011_zpid/,-111.818,33.392,372.226,,,1,rental,1035,closed,2,2015-10-01,2015-09-29,West Central,107,PH
"2905 W Stella Ln, Phoenix, AZ 85017",3,2,1623,zillow_ph,http://www.zillow.com/homedetails/2905-W-Stella-Ln-Phoenix-AZ-85017/7761043_zpid/,-112.122,33.5303,355.291,,,1,rental,850,closed,2,2015-10-01,2015-09-29,Alahambra,201,PH
"3139 E Claremont Ave, Phoenix, AZ 85016",4,4,2644,zillow_ph,http://www.zillow.com/homedetails/3139-E-Claremont-Ave-Phoenix-AZ-85016/7810257_zpid/,-112.016,33.5259,395.302,,,1,rental,3200,open,,,2015-09-29,Camelback East,133,PH
"844 E Hope St, Mesa, AZ 85203",2,2,1000,zillow_ph,http://www.zillow.com/homedetails/844-E-Hope-St-Mesa-AZ-85203/7616692_zpid/,-111.812,33.4422,383.497,,,1,rental,1050,open,,,2015-09-28,Northwest,281,PH
"1630 W Bentley St, Mesa, AZ 85201",3,2,1466,zillow_ph,http://www.zillow.com/homedetails/1630-W-Bentley-St-Mesa-AZ-85201/7612463_zpid/,-111.866,33.4199,372.947,,,1,rental,1050,closed,2,2015-10-01,2015-09-29,Southwest,204,PH
"1242 E Joan D Arc Ave, Phoenix, AZ 85022",3,2,2115,zillow_ph,http://www.zillow.com/homedetails/1242-E-Joan-D-Arc-Ave-Phoenix-AZ-85022/7783320_zpid/,-112.055,33.6099,434.228,,,1,rental,1750,open,,,2015-09-29,North Mountain,176,PH
"5219 N 24th St APT 207, Phoenix, AZ 85016",1,1,856,zillow_ph,http://www.zillow.com/homedetails/5219-N-24th-St-APT-207-Phoenix-AZ-85016/7809815_zpid/,-112.027,33.5126,361.791,,,2,rental,900,open,,,2015-09-29,Camelback East,133,PH
"1046 W Natal Ave, Mesa, AZ 85210",4,2,2200,zillow_ph,http://www.zillow.com/homedetails/1046-W-Natal-Ave-Mesa-AZ-85210/8197978_zpid/,-111.856,33.3668,366.696,,,1,rental,1565,open,,,2015-09-29,Southwest,204,PH
"6720 E Encanto St UNIT 25, Mesa, AZ 85205",3,2,1456,zillow_ph,http://www.zillow.com/homedetails/6720-E-Encanto-St-UNIT-25-Mesa-AZ-85205/55198709_zpid/,-111.686,33.4361,447.94,,,1,rental,1250,closed,2,2015-10-01,2015-09-29,Northeast 0,293,PH
"4736 N 71st Ln, Phoenix, AZ 85033",2,1,868,zillow_ph,http://www.zillow.com/homedetails/4736-N-71st-Ln-Phoenix-AZ-85033/7710507_zpid/,-112.212,33.5075,335.569,,,1,rental,775,open,,,2015-09-29,Maryvale,208,PH
"3327 W Joan De Arc Ave, Phoenix, AZ 85029",3,1,1464,zillow_ph,http://www.zillow.com/homedetails/3327-W-Joan-De-Arc-Ave-Phoenix-AZ-85029/7741322_zpid/,-112.13,33.6066,388.811,,,1,rental,1150,open,,,2015-09-29,North Mountain,176,PH
"2624 E Dragoon Ave, Mesa, AZ 85204",5,3,2371,zillow_ph,http://www.zillow.com/homedetails/2624-E-Dragoon-Ave-Mesa-AZ-85204/7655573_zpid/,-111.774,33.4037,381.177,,,1,rental,1550,open,,,2015-09-29,Central,238,PH
"3929 W Saint John Rd, Glendale, AZ 85308",4,2,2069,zillow_ph,http://www.zillow.com/homedetails/3929-W-Saint-John-Rd-Glendale-AZ-85308/7946907_zpid/,-112.145,33.6463,399.077,,,1,rental,1325,closed,2,2015-10-01,2015-09-29,Deer Valley,307,PH
"4020 E Glenrosa Ave, Phoenix, AZ 85018",3,2,1646,zillow_ph,http://www.zillow.com/homedetails/4020-E-Glenrosa-Ave-Phoenix-AZ-85018/7836181_zpid/,-111.994,33.4989,373.202,,,1,rental,1750,open,,,2015-09-29,Camelback East,133,PH
"1801 N 66th Ave, Phoenix, AZ 85035",3,1,1064,zillow_ph,http://www.zillow.com/homedetails/1801-N-66th-Ave-Phoenix-AZ-85035/7490444_zpid/,-112.201,33.4678,323.709,,,1,rental,875,open,,,2015-09-29,Maryvale,208,PH
"3002 N 70th St UNIT 138, Scottsdale, AZ 85251",2,2,894,zillow_ph,http://www.zillow.com/homedetails/3002-N-70th-St-UNIT-138-Scottsdale-AZ-85251/7573506_zpid/,-111.931,33.4817,379.323,,,1,rental,875,open,,,2015-09-29,South Scottsdale,148,PH
"2020 S 86th Ln, Tolleson, AZ 85353",3,2,1258,zillow_ph,http://www.zillow.com/homedetails/2020-S-86th-Ln-Tolleson-AZ-85353/59271473_zpid/,-112.247,33.4283,304.827,,,1,rental,1025,closed,3,2015-10-01,2015-09-28,Estrella,157,PH
"10215 E Kiva Ave, Mesa, AZ 85209",4,2,1675,zillow_ph,http://www.zillow.com/homedetails/10215-E-Kiva-Ave-Mesa-AZ-85209/61908523_zpid/,-111.614,33.3774,455.77,,,1,rental,1150,closed,3,2015-10-01,2015-09-28,Southeast 0,119,PH
"857 E Coral Gables Dr, Phoenix, AZ 85022",3,2,1553,zillow_ph,http://www.zillow.com/homedetails/857-E-Coral-Gables-Dr-Phoenix-AZ-85022/8008397_zpid/,-112.061,33.6255,433.666,,,1,rental,1600,open,,,2015-09-29,North Mountain,176,PH
"6711 W Osborn Rd UNIT 1, Phoenix, AZ 85033",3,1,840,zillow_ph,http://www.zillow.com/homedetails/6711-W-Osborn-Rd-UNIT-1-Phoenix-AZ-85033/88792097_zpid/,-112.204,33.4864,329.828,,,1,rental,700,closed,3,2015-10-01,2015-09-28,Maryvale,208,PH
"1909 E Village Dr, Phoenix, AZ 85022",4,2,1861,zillow_ph,http://www.zillow.com/homedetails/1909-E-Village-Dr-Phoenix-AZ-85022/62731337_zpid/,-112.042,33.6446,436.06,,,1,rental,1550,closed,2,2015-10-01,2015-09-29,Paradise Valley,288,PH
"15834 N 58th Pl, Scottsdale, AZ 85254",3,2,2105,zillow_ph,http://www.zillow.com/homedetails/15834-N-58th-Pl-Scottsdale-AZ-85254/8022722_zpid/,-111.955,33.5977,421.604,,,1,rental,2300,open,,,2015-09-29,Paradise Valley,288,PH
"819 W Laguna Azul Ave, Mesa, AZ 85210",4,2,1896,zillow_ph,http://www.zillow.com/homedetails/819-W-Laguna-Azul-Ave-Mesa-AZ-85210/8170590_zpid/,-111.852,33.3733,367.544,,,1,rental,1450,closed,2,2015-10-01,2015-09-29,Southwest,204,PH
"5248 W Palm Ln, Phoenix, AZ 85035",3,2,1212,zillow_ph,http://www.zillow.com/homedetails/5248-W-Palm-Ln-Phoenix-AZ-85035/7493459_zpid/,-112.174,33.4699,328.625,,,1,rental,825,closed,2,2015-10-01,2015-09-29,Maryvale,208,PH
"3317 W Quail Ave, Phoenix, AZ 85027",3,2,1200,zillow_ph,http://www.zillow.com/homedetails/3317-W-Quail-Ave-Phoenix-AZ-85027/7933591_zpid/,-112.131,33.6796,418.718,,,1,rental,1150,open,,,2015-09-28,Deer Valley,307,PH
"16225 N 30th St UNIT 13, Phoenix, AZ 85032",2,1,968,zillow_ph,http://www.zillow.com/homedetails/16225-N-30th-St-UNIT-13-Phoenix-AZ-85032/8005929_zpid/,-112.017,33.6347,439.62,,,1,rental,850,open,,,2015-09-29,Paradise Valley,288,PH
"5610 S 32nd Dr, Phoenix, AZ 85041",3,2,2200,zillow_ph,http://www.zillow.com/homedetails/5610-S-32nd-Dr-Phoenix-AZ-85041/67781626_zpid/,-112.128,33.3953,317.355,,,1,rental,1125,closed,2,2015-10-01,2015-09-29,Laveen,158,PH
"4808 N 24th St UNIT 523, Phoenix, AZ 85016",2,2,1211,zillow_ph,http://www.zillow.com/homedetails/4808-N-24th-St-UNIT-523-Phoenix-AZ-85016/67790393_zpid/,-112.031,33.5079,356.805,,,1,rental,1995,closed,2,2015-10-01,2015-09-29,Camelback East,133,PH
"7223 W Park St, Laveen, AZ 85339",4,3,2383,zillow_ph,http://www.zillow.com/homedetails/7223-W-Park-St-Laveen-AZ-85339/67800188_zpid/,-112.214,33.3798,302.073,,,1,rental,1595,closed,2,2015-10-01,2015-09-29,Laveen,158,PH
"12592 E Doubletree Ranch Rd, Scottsdale, AZ 85259",4,2,3212,zillow_ph,http://www.zillow.com/homedetails/12592-E-Doubletree-Ranch-Rd-Scottsdale-AZ-85259/8053185_zpid/,-111.809,33.5688,456.421,,,1,rental,4000,open,,,2015-09-29,North Scottsdale,94,PH
"5727 N 40th Ln, Phoenix, AZ 85019",4,2,1929,zillow_ph,http://www.zillow.com/homedetails/5727-N-40th-Ln-Phoenix-AZ-85019/7718527_zpid/,-112.146,33.5215,352.899,,,1,rental,1100,open,,,2015-09-29,Alahambra,201,PH
"5421 W Grove St, Laveen, AZ 85339",4,2,1564,zillow_ph,http://www.zillow.com/homedetails/5421-W-Grove-St-Laveen-AZ-85339/71598448_zpid/,-112.176,33.3982,309.055,,,1,rental,1040,closed,2,2015-10-01,2015-09-29,Laveen,158,PH
"10438 W Pasadena Ave, Glendale, AZ 85307",3,2,1306,zillow_ph,http://www.zillow.com/homedetails/10438-W-Pasadena-Ave-Glendale-AZ-85307/7488247_zpid/,-112.284,33.509,316.168,,,1,rental,895,open,,,2015-09-29,Maryvale,208,PH
"8323 W Sheridan St, Phoenix, AZ 85037",3,2,1449,zillow_ph,http://www.zillow.com/homedetails/8323-W-Sheridan-St-Phoenix-AZ-85037/81974076_zpid/,-112.239,33.4746,318.077,,,1,rental,1050,closed,2,2015-10-01,2015-09-29,Maryvale,208,PH
"4127 W Vernon Ave, Phoenix, AZ 85009",3,2,1207,zillow_ph,http://www.zillow.com/homedetails/4127-W-Vernon-Ave-Phoenix-AZ-85009/7513048_zpid/,-112.149,33.4738,331.65,,,1,rental,900,closed,2,2015-10-01,2015-09-29,Maryvale,208,PH
