address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,year_built,garage,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source
"153 Parker Ave, San Francisco, CA 94118",3,1,1258,zillow_sf,http://www.zillow.com/homedetails/153-Parker-Ave-San-Francisco-CA-94118/122245423_zpid/,-122.455,37.7827,69.046,1904,0,rental,5450,open,,,2015-09-27,Jordan Park / Laurel Heights,37,SF
"Lake St San Francisco, CA 94121",2,1,900,zillow_sf,http://www.zillow.com/homedetails/Lake-St-San-Francisco-CA-94121/2101099264_zpid/,-122.485,37.7858,43.4589,,0,rental,3580,closed,3,2015-10-04,2015-10-01,Lake Street,38,SF
"143 Riverton Dr, San Francisco, CA 94132",2,1,1208,zillow_sf,http://www.zillow.com/homedetails/143-Riverton-Dr-San-Francisco-CA-94132/15197901_zpid/,-122.487,37.7316,38.0306,,,rental,5250,open,,,2015-08-04,Lake Shore,39,SF
"136 Meadowbrook Dr, San Francisco, CA 94132",3,1,1500,zillow_sf,http://www.zillow.com/homedetails/136-Meadowbrook-Dr-San-Francisco-CA-94132/15197425_zpid/,-122.484,37.7318,43.1875,1941,1,rental,4000,closed,17,2015-10-07,2015-09-20,Lake Shore,39,SF
"136 Meadowbrook Dr, San Francisco, CA 94132",3,1,1500,zillow_sf,http://www.zillow.com/homedetails/136-Meadowbrook-Dr-San-Francisco-CA-94132/2101421708_zpid/,-122.484,37.7318,43.1875,,,rental,4300,open,,,2015-08-12,Lake Shore,39,SF
"166 Middlefield Dr, San Francisco, CA 94132",4,3,1747,zillow_sf,http://www.zillow.com/homedetails/166-Middlefield-Dr-San-Francisco-CA-94132/15197962_zpid/,-122.486,37.7313,38.5509,,,rental,6250,closed,12,2015-10-01,2015-09-19,Lake Shore,39,SF
"230 N Lake Merced Hills # Top Floor, San Francisco, CA 94132",2,2,1474,zillow_sf,http://www.zillow.com/homedetails/230-N-Lake-Merced-Hills-Top-Floor-San-Francisco-CA-94132/2100990893_zpid/,-122.489,37.7233,29.8797,1975,0,rental,3950,open,,,2015-09-29,Lake Shore,39,SF
"4001 Ocean Ave, San Francisco, CA 94132",3,2,1660,zillow_sf,http://www.zillow.com/homedetails/4001-Ocean-Ave-San-Francisco-CA-94132/15197896_zpid/,-122.487,37.732,38.8411,1950,0,rental,4995,open,,,2015-10-06,Lake Shore,39,SF
3156 Turk Street #A,4,2,2100,climbsf_rented,http://www.climbsf.com/for-rent/3156-turk-st-a/,-122.458,37.7776,69.3169,,,rental,5000,closed,,2013-08-09,,Lone Mountain,41,SF
155 Wood Street #155,3,2,0,climbsf_rented,http://www.climbsf.com/for-rent/155-wood-st-155/,-122.449,37.7815,83.0102,,,rental,4200,closed,,2015-10-04,,Lone Mountain,41,SF
184 Cook Street,1,1,625,climbsf_rented,http://www.climbsf.com/for-rent/184-cook-st/,-122.452,37.7808,77.5204,,,rental,2800,closed,,2014-11-05,,Lone Mountain,41,SF
"343 Parker Ave, San Francisco, CA 94118",1,1,650,zillow_sf,http://www.zillow.com/homedetails/343-Parker-Ave-San-Francisco-CA-94118/15084614_zpid/,-122.454,37.7793,97.9339,1958,1,rental,4000,closed,15,2015-10-07,2015-09-22,Lone Mountain,41,SF
"355 Parker Ave, San Francisco, CA 94118",2,1,950,zillow_sf,http://www.zillow.com/homedetails/355-Parker-Ave-San-Francisco-CA-94118/15084590_zpid/,-122.454,37.7792,97.5095,,,rental,4150,open,,,2015-08-09,Lone Mountain,41,SF
"677 Arguello Boulevard # FL 3RD, San Francisco, CA 94118",1,1,0,zillow_sf,http://www.zillow.com/homedetails/677-Arguello-Boulevard-FL-3RD-San-Francisco-CA-94118/2101336590_zpid/,-122.459,37.778,64.6781,,,rental,3500,open,,,2015-08-22,Lone Mountain,41,SF
"310 Stanyan St APT 101, San Francisco, CA 94118",1,1,754,zillow_sf,http://www.zillow.com/homedetails/310-Stanyan-St-APT-101-San-Francisco-CA-94118/15085405_zpid/,-122.454,37.7754,96.146,1964,0,rental,3200,closed,31,2015-10-13,2015-09-12,Lone Mountain,41,SF
"662 Arguello Blvd, San Francisco, CA 94118",3,1,1039,zillow_sf,http://www.zillow.com/homedetails/662-Arguello-Blvd-San-Francisco-CA-94118/89239251_zpid/,-122.458,37.7778,66.7123,,,rental,4950,closed,14,2015-10-08,2015-09-24,Lone Mountain,41,SF
"122 Stanyan St, San Francisco, CA 94118",4,3,1492,zillow_sf,http://www.zillow.com/homedetails/122-Stanyan-St-San-Francisco-CA-94118/15084579_zpid/,-122.455,37.7794,83.4486,1936,0,rental,6995,open,,,2015-09-24,Lone Mountain,41,SF
2712A Pine Street,2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/2712a-pine-st/,-122.441,37.7873,55.6704,,,rental,3700,closed,,2015-10-04,,Lower Pacific Heights,42,SF
2075 Sutter Street #521,2,2,1068,climbsf_rented,http://www.climbsf.com/for-rent/2075-sutter-st-521/,-122.435,37.7857,46.3843,,,rental,4100,closed,,2013-07-16,,Lower Pacific Heights,42,SF
1600 Webster Street #308,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/1600-webster-st-308/,-122.431,37.7854,42.4765,,,rental,3200,closed,,2015-10-04,,Lower Pacific Heights,42,SF
1521 Sutter Street #206,2,2,952,climbsf_rented,http://www.climbsf.com/for-rent/1521-sutter-st-206/,-122.426,37.7867,71.2571,,,rental,4650,closed,,2015-02-03,,Lower Pacific Heights,42,SF
"(Undisclosed Address) San Francisco, CA 94115",2,1,900,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94115/2115405120_zpid/,-122.438,37.7878,54.0165,,0,rental,4250,open,,,2014-06-13,Lower Pacific Heights,42,SF
"Post St San Francisco, CA 94115",3,3,2600,zillow_sf,http://www.zillow.com/homedetails/Post-St-San-Francisco-CA-94115/2107187031_zpid/,-122.437,37.7846,44.8212,,0,rental,24000,closed,42,2015-10-04,2015-08-23,Lower Pacific Heights,42,SF
"(Undisclosed Address) San Francisco, CA 94115",1,1,1250,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94115/2115405233_zpid/,-122.438,37.7878,54.0165,,,rental,3875,closed,17,2015-10-03,2015-09-16,Lower Pacific Heights,42,SF
"2434 Pine St, San Francisco, CA 94115",3,2,1300,zillow_sf,http://www.zillow.com/homedetails/2434-Pine-St-San-Francisco-CA-94115/15075220_zpid/,-122.437,37.7878,48.2978,,,rental,8000,open,,,2015-07-08,Lower Pacific Heights,42,SF
"2207 Pine St, San Francisco, CA 94115",3,1,1516,zillow_sf,http://www.zillow.com/homedetails/2207-Pine-St-San-Francisco-CA-94115/53734144_zpid/,-122.432,37.788,62.79,1900,0,rental,5995,closed,32,2015-10-07,2015-09-05,Lower Pacific Heights,42,SF
"2309A California St, San Francisco, CA 94115",2,1,1530,zillow_sf,http://www.zillow.com/homedetails/2309A-California-St-San-Francisco-CA-94115/2101199127_zpid/,-122.433,37.7888,66.5177,1900,0,rental,6500,closed,32,2015-10-07,2015-09-05,Lower Pacific Heights,42,SF
"2550-A Sutter St, San Francisco, CA 94115",3,1,1500,zillow_sf,http://www.zillow.com/homedetails/2550-A-Sutter-St-San-Francisco-CA-94115/2109513440_zpid/,-122.442,37.7849,52.6082,,0,rental,5995,closed,37,2015-10-07,2015-08-31,Lower Pacific Heights,42,SF
"1742 Broderick St, San Francisco, CA 94115",4,2,2049,zillow_sf,http://www.zillow.com/homedetails/1742-Broderick-St-San-Francisco-CA-94115/2101104881_zpid/,-122.442,37.7866,55.237,,0,rental,8500,open,,,2015-10-05,Lower Pacific Heights,42,SF
"2428 Bush St, San Francisco, CA 94115",2,1,0,zillow_sf,http://www.zillow.com/homedetails/2428-Bush-St-San-Francisco-CA-94115/2101027553_zpid/,-122.437,37.7868,51.1282,,,rental,3800,closed,6,2015-10-01,2015-09-25,Lower Pacific Heights,42,SF
"538 Presidio Ave, San Francisco, CA 94115",3,3,1690,zillow_sf,http://www.zillow.com/homedetails/538-Presidio-Ave-San-Francisco-CA-94115/63165637_zpid/,-122.446,37.7867,79.2923,2004,0,rental,8000,closed,13,2015-10-13,2015-09-30,Lower Pacific Heights,42,SF
"2887 Bush St APT 1, San Francisco, CA 94115",1,1,700,zillow_sf,http://www.zillow.com/homedetails/2887-Bush-St-APT-1-San-Francisco-CA-94115/2120540825_zpid/,-122.445,37.7854,69.2633,1910,0,rental,3800,open,,,2015-09-30,Lower Pacific Heights,42,SF
"2162 Pine St APT 202, San Francisco, CA 94115",0,1,0,zillow_sf,http://www.zillow.com/homedetails/2162-Pine-St-APT-202-San-Francisco-CA-94115/2117704792_zpid/,-122.431,37.7885,72.2236,,,rental,2795,closed,2,2015-10-04,2015-10-02,Lower Pacific Heights,42,SF
"2548 Pine St, San Francisco, CA 94115",1,1,1000,zillow_sf,http://www.zillow.com/homedetails/2548-Pine-St-San-Francisco-CA-94115/15075257_zpid/,-122.438,37.7877,50.8546,1885,0,rental,4750,open,,,2015-10-07,Lower Pacific Heights,42,SF
1921 Jefferson Street #302,1,1,550,climbsf_rented,http://www.climbsf.com/for-rent/1921-jefferson-st-302/,-122.444,37.8044,6.60398,,,rental,2600,closed,,2013-10-29,,Marina,43,SF
1837 Jefferson Street,2,2,1345,climbsf_rented,http://www.climbsf.com/for-rent/1837-jefferson-st/,-122.443,37.8045,6.83862,,,rental,6200,closed,,2014-03-04,,Marina,43,SF
101 Marina Boulevard,3,3,3000,climbsf_rented,http://www.climbsf.com/for-rent/101-marina-blvd/,-122.434,37.805,6.16826,,,rental,9800,closed,,2014-06-11,,Marina,43,SF
1839 Jefferson Street,2,2,1460,climbsf_rented,http://www.climbsf.com/for-rent/1839-jefferson-st/,-122.443,37.8048,5.30748,,,rental,6400,closed,,2014-07-14,,Marina,43,SF
1735 Beach Street,2,2,2200,climbsf_rented,http://www.climbsf.com/for-rent/1735-beach-st/,-122.438,37.804,7.70247,,,rental,7400,closed,,2014-08-11,,Marina,43,SF
1737 Beach Street,3,3,0,climbsf_rented,http://www.climbsf.com/for-rent/1737-beach-st/,-122.438,37.8042,6.6914,,,rental,8500,closed,,2015-10-04,,Marina,43,SF
"400 Avila St APT 306, San Francisco, CA 94123",2,1,758,zillow_sf,http://www.zillow.com/homedetails/400-Avila-St-APT-306-San-Francisco-CA-94123/15069915_zpid/,-122.441,37.805,6.82622,1991,1,rental,4699,open,,,2015-09-17,Marina,43,SF
"Greenwich Street # Top Floor San Francisco, CA 94123",3,2,1500,zillow_sf,http://www.zillow.com/homedetails/Greenwich-Street-Top-Floor-San-Francisco-CA-94123/2102303309_zpid/,-122.438,37.802,11.0714,,,rental,10000,open,,,2015-05-14,Marina,43,SF
"Francisco St San Francisco, CA 94123",3,1,2150,zillow_sf,http://www.zillow.com/homedetails/Francisco-St-San-Francisco-CA-94123/2101885768_zpid/,-122.431,37.8024,18.0267,,0,rental,7250,closed,103,2015-10-04,2015-06-23,Marina,43,SF
"9 Fort Mason, San Francisco, CA 94123",2,1,0,zillow_sf,http://www.zillow.com/homedetails/9-Fort-Mason-San-Francisco-CA-94123/2101383752_zpid/,-122.426,37.8055,28.4117,,,rental,5665,open,,,2015-08-17,Marina,43,SF
"121 Avila St, San Francisco, CA 94123",3,2,2200,zillow_sf,http://www.zillow.com/homedetails/121-Avila-St-San-Francisco-CA-94123/15070275_zpid/,-122.441,37.8016,10.5275,,,rental,10995,open,,,2015-07-24,Marina,43,SF
"Jefferson St San Francisco, CA 94123",2,2,2193,zillow_sf,http://www.zillow.com/homedetails/Jefferson-St-San-Francisco-CA-94123/2101205609_zpid/,-122.442,37.8049,5.20921,1935,0,rental,8000,closed,4,2015-10-04,2015-09-30,Marina,43,SF
"1921 Jefferson St APT 305, San Francisco, CA 94123",2,2,934,zillow_sf,http://www.zillow.com/homedetails/1921-Jefferson-St-APT-305-San-Francisco-CA-94123/15079692_zpid/,-122.444,37.8044,6.60398,,,rental,5200,open,,,2015-09-06,Marina,43,SF
"3701 Divisadero Street # FL 1ST, San Francisco, CA 94123",2,2,0,zillow_sf,http://www.zillow.com/homedetails/3701-Divisadero-Street-FL-1ST-San-Francisco-CA-94123/2101155236_zpid/,-122.444,37.8038,7.16316,,,rental,5500,closed,20,2015-10-01,2015-09-11,Marina,43,SF
"2375 Francisco St, San Francisco, CA 94123",2,2,1750,zillow_sf,http://www.zillow.com/homedetails/2375-Francisco-St-San-Francisco-CA-94123/2101093902_zpid/,-122.444,37.8005,11.8821,,,rental,6000,closed,9,2015-10-03,2015-09-24,Marina,43,SF
"2222 Francisco St, San Francisco, CA 94123",2,1,1450,zillow_sf,http://www.zillow.com/homedetails/2222-Francisco-St-San-Francisco-CA-94123/2100908260_zpid/,-122.442,37.8013,10.0806,,,rental,4650,closed,4,2015-10-12,2015-10-08,Marina,43,SF
"3700 Divisadero St APT 302, San Francisco, CA 94123",2,2,1249,zillow_sf,http://www.zillow.com/homedetails/3700-Divisadero-St-APT-302-San-Francisco-CA-94123/15079635_zpid/,-122.443,37.8039,6.80693,1993,0,rental,1250000,closed,,2015-10-10,,Marina,43,SF
"740 Head St, San Francisco, CA 94132",3,2,1450,zillow_sf,http://www.zillow.com/homedetails/740-Head-St-San-Francisco-CA-94132/15189538_zpid/,-122.464,37.7204,104.647,1964,0,rental,4200,open,,,2015-09-29,Merced Heights,44,SF
"3040 25th Ave, San Francisco, CA 94132",3,2,1407,zillow_sf,http://www.zillow.com/homedetails/3040-25th-Ave-San-Francisco-CA-94132/15196600_zpid/,-122.481,37.7319,52.5078,1937,0,rental,5195,closed,8,2015-10-07,2015-09-29,Merced Manor,45,SF
"1 Greenview Ct, San Francisco, CA 94131",4,2,1436,zillow_sf,http://www.zillow.com/homedetails/1-Greenview-Ct-San-Francisco-CA-94131/15131290_zpid/,-122.452,37.7532,189.881,1957,0,rental,4580,open,,,2015-09-04,Midtown Terrace,46,SF
"Portola Dr San Francisco, CA 94131",2,2,1200,zillow_sf,http://www.zillow.com/homedetails/Portola-Dr-San-Francisco-CA-94131/2101081898_zpid/,-122.448,37.7469,171.448,1996,0,rental,4000,closed,13,2015-10-04,2015-09-21,Midtown Terrace,46,SF
"47 Knollview Way, San Francisco, CA 94131",2,1,1000,zillow_sf,http://www.zillow.com/homedetails/47-Knollview-Way-San-Francisco-CA-94131/15132051_zpid/,-122.451,37.75,210.782,1958,0,rental,3995,open,,,2015-10-09,Midtown Terrace,46,SF
"506 Rockdale Dr, San Francisco, CA 94127",3,2,2400,zillow_sf,http://www.zillow.com/homedetails/506-Rockdale-Dr-San-Francisco-CA-94127/15134620_zpid/,-122.449,37.7395,208.368,,,rental,6250,open,,,2015-08-21,Miraloma Park,47,SF
"Los Palmos Dr San Francisco, CA 94127",4,3,0,zillow_sf,http://www.zillow.com/homedetails/Los-Palmos-Dr-San-Francisco-CA-94127/2102157502_zpid/,-122.452,37.7345,172.734,,0,rental,7995,closed,23,2015-10-04,2015-09-11,Miraloma Park,47,SF
"435 Marietta Dr, San Francisco, CA 94127",5,3,1897,zillow_sf,http://www.zillow.com/homedetails/435-Marietta-Dr-San-Francisco-CA-94127/15136109_zpid/,-122.445,37.7379,173.342,,,rental,10000,open,,,2015-07-16,Miraloma Park,47,SF
"Foerster St San Francisco, CA 94127",3,2,0,zillow_sf,http://www.zillow.com/homedetails/Foerster-St-San-Francisco-CA-94127/2102314158_zpid/,-122.449,37.7344,137.681,,0,rental,4500,closed,3,2015-10-04,2015-10-01,Miraloma Park,47,SF
"269 Molimo Dr, San Francisco, CA 94127",3,2,1456,zillow_sf,http://www.zillow.com/homedetails/269-Molimo-Dr-San-Francisco-CA-94127/15135994_zpid/,-122.451,37.7365,190.489,,,rental,4250,open,,,2015-09-05,Miraloma Park,47,SF
"53 Stanford Heights Ave, San Francisco, CA 94127",2,1,963,zillow_sf,http://www.zillow.com/homedetails/53-Stanford-Heights-Ave-San-Francisco-CA-94127/15136290_zpid/,-122.45,37.7348,159.803,1960,0,rental,3800,closed,5,2015-10-07,2015-10-02,Miraloma Park,47,SF
480 Mission Bay Blvd. North #1007,2,2,1576,climbsf_rented,http://www.climbsf.com/for-rent/480-mission-bay-blvd-north-1007/,-122.389,37.7711,2.48954,,,rental,4500,closed,,1969-12-31,,Mission Bay,48,SF
480 Mission Bay Boulevard North #1608,2,2,1344,climbsf_rented,http://www.climbsf.com/for-rent/480-mission-bay-blvd-n-1608/,-122.389,37.7711,2.48954,,,rental,5475,closed,,2013-07-15,,Mission Bay,48,SF
435 China Basin Street #634,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/435-china-basin-st-634/,-122.389,37.7716,1.8728,,,rental,5475,closed,,2015-10-04,,Mission Bay,48,SF
435 China Basin Street #441,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/435-china-basin-st-441/,-122.389,37.7716,1.8728,,,rental,4900,closed,,2015-10-04,,Mission Bay,48,SF
420 Mission Bay Boulevard North #308,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/420-mission-bay-blvd-n-308/,-122.388,37.7712,2.25164,,,rental,4975,closed,,2015-10-04,,Mission Bay,48,SF
325 China Basin Street #607,2,2,1777,climbsf_rented,http://www.climbsf.com/for-rent/325-china-basin-st-607/,-122.387,37.7716,1.65683,,,rental,5950,closed,,2014-10-08,,Mission Bay,48,SF
435 China Basin Street #118,1,1,900,climbsf_rented,http://www.climbsf.com/for-rent/435-china-basin-st-118/,-122.389,37.7716,1.8728,,,rental,3625,closed,,2014-11-24,,Mission Bay,48,SF
435 China Basin Street #639,2,2,1590,climbsf_rented,http://www.climbsf.com/for-rent/435-china-basin-st-639/,-122.389,37.7716,1.8728,,,rental,6100,closed,,2014-12-18,,Mission Bay,48,SF
420 Mission Bay Boulevard North #121,1,1,980,climbsf_rented,http://www.climbsf.com/for-rent/420-mission-bay-blvd-n-121/,-122.388,37.7712,2.25164,,,rental,3975,closed,,2015-07-21,,Mission Bay,48,SF
480 Mission Bay Boulevard North #PH1606,2,2,1576,climbsf_renting,http://www.climbsf.com/for-rent/480-mission-bay-blvd-n-ph1606/,-122.393,37.7731,2.3413,,,rental,7500,closed,10,2015-09-02,2015-08-23,Mission Bay,48,SF
435 China Basin Street #630,2,2,0,climbsf_renting,http://www.climbsf.com/for-rent/435-china-basin-st-630/,-122.389,37.7716,1.8728,,,rental,5600,closed,,2015-10-04,,Mission Bay,48,SF
"435 China Basin St, San Francisco, CA 94158",2,2,1593,zillow_sf,http://www.zillow.com/homedetails/435-China-Basin-St-San-Francisco-CA-94158/2115710005_zpid/,-122.389,37.7716,1.8728,2012,1,rental,9000,open,,,2015-08-13,Mission Bay,48,SF
"480 Mission Bay Blvd N, San Francisco, CA 94158",2,2,1350,zillow_sf,http://www.zillow.com/homedetails/480-Mission-Bay-Blvd-N-San-Francisco-CA-94158/2115695534_zpid/,-122.389,37.7707,2.09847,,,rental,6500,closed,16,2015-10-01,2015-09-15,Mission Bay,48,SF
"3rd St San Francisco, CA 94107",0,1,581,zillow_sf,http://www.zillow.com/homedetails/3rd-St-San-Francisco-CA-94107/2100924836_zpid/,-122.389,37.7656,4.44317,1990,0,rental,3100,open,,,2015-10-08,Mission Bay,48,SF
"421 16th St # 401, San Francisco, CA 94158",2,2,1021,zillow_sf,http://www.zillow.com/homedetails/421-16th-St-401-San-Francisco-CA-94158/2100906695_zpid/,-122.388,37.7669,2.98241,2014,0,rental,5000,open,,,2015-10-08,Mission Bay,48,SF
"3rd St San Francisco, CA 94107",1,1,940,zillow_sf,http://www.zillow.com/homedetails/3rd-St-San-Francisco-CA-94107/2100883334_zpid/,-122.389,37.7656,4.44317,1990,0,rental,3499,open,,,2015-10-11,Mission Bay,48,SF
3664 19th Street,2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/3664-19th-st/,-122.425,37.7601,12.8498,,,rental,4800,closed,,2015-10-04,,Mission Dolores,49,SF
198 Dolores Street #6,1,1,750,climbsf_rented,http://www.climbsf.com/for-rent/198-dolores-st-6/,-122.427,37.7665,21.8358,,,rental,3400,closed,,2014-11-24,,Mission Dolores,49,SF
35 Dolores Street #410,2,2,1000,climbsf_rented,http://www.climbsf.com/for-rent/35-dolores-st-410/,-122.427,37.7686,33.7334,,,rental,6050,closed,,2015-02-25,,Mission Dolores,49,SF
49A Elgin Park,0,1,385,climbsf_rented,http://www.climbsf.com/for-rent/49a-elgin-park/,-122.423,37.7707,16.7287,,,rental,2200,closed,,2015-08-03,,Mission Dolores,49,SF
"188 Albion St, San Francisco, CA 94110",1,1,837,zillow_sf,http://www.zillow.com/homedetails/188-Albion-St-San-Francisco-CA-94110/2101508260_zpid/,-122.423,37.7635,9.50619,,,rental,4575,open,,,2015-08-21,Mission Dolores,49,SF
"Market St San Francisco, CA 94114",1,1,455,zillow_sf,http://www.zillow.com/homedetails/Market-St-San-Francisco-CA-94114/2101338542_zpid/,-122.426,37.7696,35.2097,,,rental,3000,open,,,2015-08-21,Mission Dolores,49,SF
"25 Dolores Ter, San Francisco, CA 94110",2,2,1300,zillow_sf,http://www.zillow.com/homedetails/25-Dolores-Ter-San-Francisco-CA-94110/2101203877_zpid/,-122.425,37.7627,12.908,2015,0,rental,8500,open,,,2015-10-12,Mission Dolores,49,SF
"168 Clinton Park, San Francisco, CA 94103",1,1,0,zillow_sf,http://www.zillow.com/homedetails/168-Clinton-Park-San-Francisco-CA-94103/2101198541_zpid/,-122.424,37.7693,21.4311,,,rental,3300,closed,11,2015-10-04,2015-09-23,Mission Dolores,49,SF
"700 Valencia St APT 8, San Francisco, CA 94110",3,3,1068,zillow_sf,http://www.zillow.com/homedetails/700-Valencia-St-APT-8-San-Francisco-CA-94110/119685865_zpid/,-122.422,37.7616,6.56237,2011,1,rental,8200,closed,31,2015-10-07,2015-09-06,Mission Dolores,49,SF
"38 Camp St # 38, San Francisco, CA 94110",3,2,1650,zillow_sf,http://www.zillow.com/homedetails/38-Camp-St-38-San-Francisco-CA-94110/2101138613_zpid/,-122.423,37.764,10.4919,2013,0,rental,9000,open,,,2015-09-14,Mission Dolores,49,SF
"1950A 15th St, San Francisco, CA 94114",3,1,1750,zillow_sf,http://www.zillow.com/homedetails/1950A-15th-St-San-Francisco-CA-94114/2101088852_zpid/,-122.428,37.7664,25.0842,1909,0,rental,6000,open,,,2015-09-21,Mission Dolores,49,SF
"728 Guerrero St, San Francisco, CA 94110",0,1,400,zillow_sf,http://www.zillow.com/homedetails/728-Guerrero-St-San-Francisco-CA-94110/15145008_zpid/,-122.424,37.7595,13.4299,1914,0,rental,2650,open,,,2015-10-08,Mission Dolores,49,SF
"Market St San Francisco, CA 94114",2,2,1200,zillow_sf,http://www.zillow.com/homedetails/Market-St-San-Francisco-CA-94114/2101096892_zpid/,-122.426,37.7696,35.2097,,,rental,4995,open,,,2015-09-18,Mission Dolores,49,SF
217 Theresa Street,2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/217-theresa-st/,-122.436,37.7296,40.1391,,,rental,0,closed,,2015-10-04,,Mission Terrace,50,SF
55 Junior Terrace,3,1,0,climbsf_rented,http://www.climbsf.com/for-rent/55-junior-terrace/,-122.441,37.7198,57.3815,,,rental,3800,closed,,2015-10-04,,Mission Terrace,50,SF
"(Undisclosed Address) San Francisco, CA 94112",2,3,1500,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94112/2115533261_zpid/,-122.441,37.7225,51.9032,,0,rental,3500,closed,319,2015-10-04,2014-11-19,Mission Terrace,50,SF
"Mission St San Francisco, CA 94112",2,2,844,zillow_sf,http://www.zillow.com/homedetails/Mission-St-San-Francisco-CA-94112/2101706096_zpid/,-122.438,37.7206,57.4539,,,rental,2950,open,,,2015-08-21,Mission Terrace,50,SF
