property_id,address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,year_built,garage,level,luxurious,dist_to_park,ptl_id,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source
2945,"11675 N 91st Ln, Scottsdale, AZ 85260",4,2,1936,zillow_ph,http://www.zillow.com/homedetails/11675-N-91st-Ln-Scottsdale-AZ-85260/8058932_zpid/,-111.884,33.5931,424.974,1985,,1,,,7338,rental,1995,closed,10,2010-12-04,2010-11-24,North Scottsdale,94,PH
2945,"11675 N 91st Ln, Scottsdale, AZ 85260",4,2,1936,zillow_ph,http://www.zillow.com/homedetails/11675-N-91st-Ln-Scottsdale-AZ-85260/8058932_zpid/,-111.884,33.5931,424.974,1985,,1,,,7507,rental,1995,closed,920,2015-10-06,2013-03-30,North Scottsdale,94,PH
2945,"11675 N 91st Ln, Scottsdale, AZ 85260",4,2,1936,zillow_ph,http://www.zillow.com/homedetails/11675-N-91st-Ln-Scottsdale-AZ-85260/8058932_zpid/,-111.884,33.5931,424.974,1985,,1,,,7784,rental,2100,closed,3,2015-10-03,2015-09-30,North Scottsdale,94,PH
2945,"11675 N 91st Ln, Scottsdale, AZ 85260",4,2,1936,zillow_ph,http://www.zillow.com/homedetails/11675-N-91st-Ln-Scottsdale-AZ-85260/8058932_zpid/,-111.884,33.5931,424.974,1985,,1,,,10600,rental,1995,closed,,2010-12-04,,North Scottsdale,94,PH
2955,"18171 N 93rd St, Scottsdale, AZ 85255",3,2,2509,zillow_ph,http://www.zillow.com/homedetails/18171-N-93rd-St-Scottsdale-AZ-85255/71602181_zpid/,-111.881,33.6502,497.319,2006,,1,,,7898,rental,3500,closed,3,2015-10-03,2015-09-30,North Scottsdale,94,PH
2955,"18171 N 93rd St, Scottsdale, AZ 85255",3,2,2509,zillow_ph,http://www.zillow.com/homedetails/18171-N-93rd-St-Scottsdale-AZ-85255/71602181_zpid/,-111.881,33.6502,497.319,2006,,1,,,12649,rental,3500,closed,,2015-10-06,,North Scottsdale,94,PH
2986,"20100 N 78th Pl APT 2093, Scottsdale, AZ 85255",1,1,930,zillow_ph,http://www.zillow.com/homedetails/20100-N-78th-Pl-APT-2093-Scottsdale-AZ-85255/67806350_zpid/,-111.911,33.6682,512.78,2001,,20,,,7766,rental,900,closed,4,2015-10-03,2015-09-29,North Scottsdale,94,PH
3002,"9551 E Redfield Rd UNIT 1020, Scottsdale, AZ 85260",2,2,1280,zillow_ph,http://www.zillow.com/homedetails/9551-E-Redfield-Rd-UNIT-1020-Scottsdale-AZ-85260/81952849_zpid/,-111.875,33.6149,445.712,2007,,1,,,7818,rental,3000,closed,3,2015-10-03,2015-09-30,North Scottsdale,94,PH
3005,"6940 E Cochise Rd UNIT 1044, Scottsdale, AZ 85253",2,2,1046,zillow_ph,http://www.zillow.com/homedetails/6940-E-Cochise-Rd-UNIT-1044-Scottsdale-AZ-85253/82827722_zpid/,-111.931,33.5807,411.272,2008,,1,,,7798,rental,1825,closed,3,2015-10-03,2015-09-30,North Scottsdale,94,PH
3061,"N 78th Pl Scottsdale, AZ 85255",1,1,785,zillow_ph,http://www.zillow.com/homedetails/N-78th-Pl-Scottsdale-AZ-85255/2137364418_zpid/,-111.912,33.6742,523.302,,,1,,,7869,rental,925,closed,3,2015-10-03,2015-09-30,North Scottsdale,94,PH
3088,"9270 E Thompson Peak Pkwy UNIT 301, Scottsdale, AZ 85255",3,2,2189,zillow_ph,http://www.zillow.com/homedetails/9270-E-Thompson-Peak-Pkwy-UNIT-301-Scottsdale-AZ-85255/55268503_zpid/,-111.887,33.6771,558.161,2002,,1,,,8649,rental,3900,closed,,2015-04-10,,North Scottsdale,94,PH
3088,"9270 E Thompson Peak Pkwy UNIT 301, Scottsdale, AZ 85255",3,2,2189,zillow_ph,http://www.zillow.com/homedetails/9270-E-Thompson-Peak-Pkwy-UNIT-301-Scottsdale-AZ-85255/55268503_zpid/,-111.887,33.6771,558.161,2002,,1,,,8670,rental,510000,closed,,2015-07-02,,North Scottsdale,94,PH
3088,"9270 E Thompson Peak Pkwy UNIT 301, Scottsdale, AZ 85255",3,2,2189,zillow_ph,http://www.zillow.com/homedetails/9270-E-Thompson-Peak-Pkwy-UNIT-301-Scottsdale-AZ-85255/55268503_zpid/,-111.887,33.6771,558.161,2002,,1,,,8671,rental,2895,closed,,2015-07-02,,North Scottsdale,94,PH
3088,"9270 E Thompson Peak Pkwy UNIT 301, Scottsdale, AZ 85255",3,2,2189,zillow_ph,http://www.zillow.com/homedetails/9270-E-Thompson-Peak-Pkwy-UNIT-301-Scottsdale-AZ-85255/55268503_zpid/,-111.887,33.6771,558.161,2002,,1,,,8722,rental,3300,closed,2,2015-10-04,2015-10-02,North Scottsdale,94,PH
3090,"11515 N 91st St UNIT 115, Scottsdale, AZ 85260",2,2,1372,zillow_ph,http://www.zillow.com/homedetails/11515-N-91st-St-UNIT-115-Scottsdale-AZ-85260/8059230_zpid/,-111.883,33.5903,422.992,1988,,1,,,8790,rental,1375,closed,2,2015-10-04,2015-10-02,North Scottsdale,94,PH
