id,address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,year_built,garage,level,luxurious,dist_to_park,ptl_id,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source
999,"Chestnut St San Francisco, CA 94133",2,2,1588,zillow_sf,http://www.zillow.com/homedetails/Chestnut-St-San-Francisco-CA-94133/2101158853_zpid/,-122.411,37.8041,13.2475,,,1,,,3425,rental,6200,open,,,2015-09-11,North Beach,54,SF
1000,"3701 Divisadero Street # FL 1ST, San Francisco, CA 94123",2,2,0,zillow_sf,http://www.zillow.com/homedetails/3701-Divisadero-Street-FL-1ST-San-Francisco-CA-94123/2101155236_zpid/,-122.444,37.8038,7.16316,,,1,,,3426,rental,5500,closed,20,2015-10-01,2015-09-11,Marina,43,SF
1001,"1625 Pacific Ave APT 203, San Francisco, CA 94109",2,1,0,zillow_sf,http://www.zillow.com/homedetails/1625-Pacific-Ave-APT-203-San-Francisco-CA-94109/2101155247_zpid/,-122.422,37.7947,55.4144,,,2,,,3427,rental,4200,open,,,2015-09-11,Nob Hill,93,SF
1002,"16th Ave San Francisco, CA 94116",3,2,0,zillow_sf,http://www.zillow.com/homedetails/16th-Ave-San-Francisco-CA-94116/2101154625_zpid/,-122.473,37.745,133.216,,0,1,,,3428,rental,9500,closed,23,2015-10-04,2015-09-11,Inner Parkside,34,SF
877,"45 Clipper St # A, San Francisco, CA 94114",1,1,750,zillow_sf,http://www.zillow.com/homedetails/45-Clipper-St-A-San-Francisco-CA-94114/2101192608_zpid/,-122.426,37.7491,55.0362,,,1,,,3429,rental,4400,closed,27,2015-10-09,2015-09-12,Noe Valley,53,SF
1003,"438 Masonic Ave, San Francisco, CA 94118",1,1,1000,zillow_sf,http://www.zillow.com/homedetails/438-Masonic-Ave-San-Francisco-CA-94118/2101148181_zpid/,-122.447,37.7771,79.076,,,1,,,3430,rental,3400,closed,27,2015-10-09,2015-09-12,North Panhandle,55,SF
1004,"721 Lakeview Ave, San Francisco, CA 94112",2,1,0,zillow_sf,http://www.zillow.com/homedetails/721-Lakeview-Ave-San-Francisco-CA-94112/2101145842_zpid/,-122.46,37.718,136.853,,0,1,,,3431,rental,3295,closed,21,2015-10-04,2015-09-13,Oceanview,57,SF
1005,"38 Camp St # 38, San Francisco, CA 94110",3,2,1650,zillow_sf,http://www.zillow.com/homedetails/38-Camp-St-38-San-Francisco-CA-94110/2101138613_zpid/,-122.423,37.764,10.4919,2013,0,1,,,3432,rental,9000,open,,,2015-09-14,Mission Dolores,49,SF
743,"150 Cole St, San Francisco, CA 94117",2,1,1184,zillow_sf,http://www.zillow.com/homedetails/150-Cole-St-San-Francisco-CA-94117/63196904_zpid/,-122.451,37.7736,83.563,,,1,,,3434,rental,4495,open,,,2015-09-14,North Panhandle,55,SF
1007,"499 33rd Ave APT 318, San Francisco, CA 94121",2,2,1100,zillow_sf,http://www.zillow.com/homedetails/499-33rd-Ave-APT-318-San-Francisco-CA-94121/64972346_zpid/,-122.493,37.78,73.633,2004,0,3,,,3435,rental,8000,open,,,2015-09-15,Outer Richmond,60,SF
1009,"16 Flint St, San Francisco, CA 94114",3,2,1401,zillow_sf,http://www.zillow.com/homedetails/16-Flint-St-San-Francisco-CA-94114/15127139_zpid/,-122.437,37.7643,79.0216,,,1,,,3437,rental,7500,open,,,2015-09-15,Corona Heights,10,SF
1010,"150 Lombard St APT 150, San Francisco, CA 94111",2,2,0,zillow_sf,http://www.zillow.com/homedetails/150-Lombard-St-APT-150-San-Francisco-CA-94111/2101128950_zpid/,-122.404,37.8042,4.38465,1975,0,1,,,3438,rental,4500,closed,19,2015-10-04,2015-09-15,North Waterfront,56,SF
1011,"315 Hyde St APT 503, San Francisco, CA 94109",0,1,0,zillow_sf,http://www.zillow.com/homedetails/315-Hyde-St-APT-503-San-Francisco-CA-94109/2101129057_zpid/,-122.416,37.7838,23.718,,0,5,,,3439,rental,3825,closed,19,2015-10-04,2015-09-15,Tenderloin,88,SF
1013,"Arguello Blvd San Francisco, CA 94118",3,1,1040,zillow_sf,http://www.zillow.com/homedetails/Arguello-Blvd-San-Francisco-CA-94118/2101126760_zpid/,-122.459,37.7816,64.3418,,,1,,,3441,rental,5490,open,,,2015-09-16,Jordan Park / Laurel Heights,37,SF
,"421 Arguello Blvd APT 202, San Francisco, CA 94118",3,2,1700,zillow_sf,http://www.zillow.com/homedetails/421-Arguello-Blvd-APT-202-San-Francisco-CA-94118/2101118473_zpid/,-122.459,37.7827,63.6203,2012,0,2,,,3442,rental,6000,closed,21,2015-10-07,2015-09-16,Inner Richmond,35,SF
,"421 Arguello Blvd APT 202, San Francisco, CA 94118",3,2,1700,zillow_sf,http://www.zillow.com/homedetails/421-Arguello-Blvd-APT-202-San-Francisco-CA-94118/2101118473_zpid/,-122.459,37.7827,63.6203,2012,0,2,,,3442,rental,6000,closed,21,2015-10-07,2015-09-16,Jordan Park / Laurel Heights,37,SF
1016,"Folsom St San Francisco, CA 94107",1,1,812,zillow_sf,http://www.zillow.com/homedetails/Folsom-St-San-Francisco-CA-94107/2101112430_zpid/,-122.401,37.7822,4.65819,,0,1,,,3444,rental,4200,closed,17,2015-10-04,2015-09-17,Yerba Buena,19,SF
1018,"364 Ulloa St, San Francisco, CA 94127",3,2,1381,zillow_sf,http://www.zillow.com/homedetails/364-Ulloa-St-San-Francisco-CA-94127/15133079_zpid/,-122.458,37.7418,163.98,1956,0,1,,,3446,rental,4400,open,,,2015-09-18,Forest Hills Extension,21,SF
1019,"366 Eureka St, San Francisco, CA 94114",2,1,1200,zillow_sf,http://www.zillow.com/homedetails/366-Eureka-St-San-Francisco-CA-94114/2101107502_zpid/,-122.438,37.7561,91.195,,,1,,,3447,rental,3950,open,,,2015-09-18,Eureka Valley / Dolores Heights,16,SF
1021,"310 Stanyan St APT 101, San Francisco, CA 94118",1,1,754,zillow_sf,http://www.zillow.com/homedetails/310-Stanyan-St-APT-101-San-Francisco-CA-94118/15085405_zpid/,-122.454,37.7754,96.146,1964,0,1,,,3466,rental,3200,closed,31,2015-10-13,2015-09-12,Lone Mountain,41,SF
1022,"2157 20th Ave, San Francisco, CA 94116",2,1,1700,zillow_sf,http://www.zillow.com/homedetails/2157-20th-Ave-San-Francisco-CA-94116/15117925_zpid/,-122.477,37.7475,136.379,1926,0,1,,,3467,rental,3500,open,,,2015-09-12,Parkside,63,SF
1024,"355 Bryant St UNIT 108, San Francisco, CA 94107",2,3,2853,zillow_sf,http://www.zillow.com/homedetails/355-Bryant-St-UNIT-108-San-Francisco-CA-94107/80750865_zpid/,-122.392,37.7836,15.8649,,,1,,,3469,rental,15675,open,,,2015-09-16,South Beach,74,SF
1025,539 Octavia Street #19,0,1,190,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-19/,-122.425,37.7773,21.7199,,,1,,,3470,rental,1700,closed,,2015-09-09,,Hayes Valley,27,SF
,One Hawthorne Street #2H,2,2,1377,climbsf_rented,http://www.climbsf.com/for-rent/1-hawthorne-st-2h/,-122.399,37.7857,8.63035,,,2,,,3471,rental,6000,closed,,2015-09-15,,Yerba Buena,19,SF
970,"300 3rd St # 600, San Francisco, CA 94107",1,1,0,zillow_sf,http://www.zillow.com/homedetails/300-3rd-St-600-San-Francisco-CA-94107/2121435772_zpid/,-122.399,37.7835,7.1333,,,1,,,3479,rental,3000,open,,,2012-02-15,Yerba Buena,19,SF
969,"2555 Phelps St, San Francisco, CA 94124",2,1,2300,zillow_sf,http://www.zillow.com/homedetails/2555-Phelps-St-San-Francisco-CA-94124/2126210985_zpid/,-122.4,37.7294,15.9994,,,1,,,3482,rental,3600,open,,,2013-02-15,Silver Terrace,73,SF
1028,"333 Main St UNIT 5J, San Francisco, CA 94105",1,1,824,zillow_sf,http://www.zillow.com/homedetails/333-Main-St-UNIT-5J-San-Francisco-CA-94105/2110781815_zpid/,-122.391,37.789,1.80794,2008,1,1,,,3486,rental,3450,closed,754,2015-10-28,2013-10-04,South Beach,74,SF
981,"1234 26th Ave, San Francisco, CA 94122",4,3,2250,zillow_sf,http://www.zillow.com/homedetails/1234-26th-Ave-San-Francisco-CA-94122/15101784_zpid/,-122.484,37.7644,62.1603,1926,0,1,,0.0009,3491,rental,6500,closed,434,2015-11-25,2014-09-17,Central Sunset,8,SF
976,"Shakespeare St San Francisco, CA 94112",3,2,121,zillow_sf,http://www.zillow.com/homedetails/Shakespeare-St-San-Francisco-CA-94112/2128811723_zpid/,-122.464,37.7089,122.25,,,1,,,3495,rental,945,open,,,2015-05-19,Outer Mission,58,SF
,"1126 Ashbury St, San Francisco, CA 94117",2,1,1095,zillow_sf,http://www.zillow.com/homedetails/1126-Ashbury-St-San-Francisco-CA-94117/54854576_zpid/,-122.447,37.7627,134.112,,,1,,,3503,rental,4795,closed,28,2015-10-07,2015-09-09,Buena Vista Park/Ashbury Heights,6,SF
972,"857 Church St APT 3, San Francisco, CA 94114",1,1,830,zillow_sf,http://www.zillow.com/homedetails/857-Church-St-APT-3-San-Francisco-CA-94114/2113996511_zpid/,-122.428,37.7571,56.3013,,,1,,,3504,rental,4000,open,,,2015-09-10,Eureka Valley / Dolores Heights,16,SF
552,"Lombard St San Francisco, CA 94111",2,2,1705,zillow_sf,http://www.zillow.com/homedetails/Lombard-St-San-Francisco-CA-94111/2101967476_zpid/,-122.419,37.8021,66.8021,,,1,,,3505,rental,4995,closed,24,2015-10-04,2015-09-10,Russian Hill,70,SF
,"890 35th Ave, San Francisco, CA 94121",4,1,2360,zillow_sf,http://www.zillow.com/homedetails/890-35th-Ave-San-Francisco-CA-94121/15099939_zpid/,-122.495,37.7723,38.7035,,,1,,,3506,rental,4950,closed,27,2015-10-07,2015-09-10,Outer Richmond,60,SF
985,"21 Mayfair Dr, San Francisco, CA 94118",2,1,0,zillow_sf,http://www.zillow.com/homedetails/21-Mayfair-Dr-San-Francisco-CA-94118/2103995739_zpid/,-122.45,37.786,87.2128,,,1,,,3508,rental,5300,open,,,2015-09-12,Jordan Park / Laurel Heights,37,SF
994,"525 Greenwich St, San Francisco, CA 94133",1,1,900,zillow_sf,http://www.zillow.com/homedetails/525-Greenwich-St-San-Francisco-CA-94133/2101179255_zpid/,-122.408,37.8025,44.6965,,,1,,,3509,rental,6000,open,,,2015-09-13,Telegraph Hill,78,SF
989,"1264 Pine St, San Francisco, CA 94109",3,1,2100,zillow_sf,http://www.zillow.com/homedetails/1264-Pine-St-San-Francisco-CA-94109/2104136187_zpid/,-122.417,37.7901,68.4919,,0,1,,,3510,rental,6500,open,,,2015-09-14,Downtown,14,SF
979,"Ofarrell St San Francisco, CA 94109",0,1,400,zillow_sf,http://www.zillow.com/homedetails/Ofarrell-St-San-Francisco-CA-94109/2106160953_zpid/,-122.419,37.7851,34.5974,,,1,,,3513,rental,2375,open,,,2015-09-17,Downtown,14,SF
978,"8 Sea Cliff Ave, San Francisco, CA 94121",4,3,3840,zillow_sf,http://www.zillow.com/homedetails/8-Sea-Cliff-Ave-San-Francisco-CA-94121/15088583_zpid/,-122.485,37.7892,23.963,,,1,,,3514,rental,14000,open,,,2015-09-18,Sea Cliff,72,SF
520,"400 Spear St APT 213, San Francisco, CA 94105",2,2,1450,zillow_sf,http://www.zillow.com/homedetails/400-Spear-St-APT-213-San-Francisco-CA-94105/2119703818_zpid/,-122.389,37.7884,3.44822,,,2,,,3522,rental,4980,open,,,2015-09-18,South Beach,74,SF
1099,"10th Ave San Francisco, CA 94118",2,1,1294,zillow_sf,http://www.zillow.com/homedetails/10th-Ave-San-Francisco-CA-94118/2101097608_zpid/,-122.469,37.7798,57.2283,,,1,,,3524,rental,3495,open,,,2015-09-18,Inner Richmond,35,SF
1101,"Market St San Francisco, CA 94114",2,2,1200,zillow_sf,http://www.zillow.com/homedetails/Market-St-San-Francisco-CA-94114/2101096892_zpid/,-122.426,37.7696,35.2097,,,1,,,3526,rental,4995,open,,,2015-09-18,Duboce Triangle,15,SF
1101,"Market St San Francisco, CA 94114",2,2,1200,zillow_sf,http://www.zillow.com/homedetails/Market-St-San-Francisco-CA-94114/2101096892_zpid/,-122.426,37.7696,35.2097,,,1,,,3526,rental,4995,open,,,2015-09-18,Mission Dolores,49,SF
,"45 Clipper St # A, San Francisco, CA 94114",1,1,750,zillow_sf,http://www.zillow.com/homedetails/45-Clipper-St-A-San-Francisco-CA-94114/2101192608_zpid/,-122.426,37.7491,55.0362,,,1,,,3528,rental,3950,closed,19,2015-10-07,2015-09-18,Noe Valley,53,SF
505,"29th St San Francisco, CA 94131",2,2,0,zillow_sf,http://www.zillow.com/homedetails/29th-St-San-Francisco-CA-94131/2101453679_zpid/,-122.43,37.7435,56.5286,,,1,,,3529,rental,4995,open,,,2015-09-19,Noe Valley,53,SF
1103,"Greenwich St San Francisco, CA 94133",1,1,900,zillow_sf,http://www.zillow.com/homedetails/Greenwich-St-San-Francisco-CA-94133/2101096173_zpid/,-122.41,37.8023,28.3398,,,1,,,3530,rental,7000,closed,15,2015-10-04,2015-09-19,North Beach,54,SF
1104,"1234 Howard St APT 5D, San Francisco, CA 94103",1,1,900,zillow_sf,http://www.zillow.com/homedetails/1234-Howard-St-APT-5D-San-Francisco-CA-94103/2101096322_zpid/,-122.413,37.776,11.0493,,,5,,,3531,rental,4499,open,,,2015-09-19,South of Market,75,SF
1106,"Sea Cliff Ave San Francisco, CA 94121",4,3,3840,zillow_sf,http://www.zillow.com/homedetails/Sea-Cliff-Ave-San-Francisco-CA-94121/2101092200_zpid/,-122.488,37.7887,28.0938,1914,0,1,,,3533,rental,14000,closed,15,2015-10-04,2015-09-19,Sea Cliff,72,SF
1107,"166 Middlefield Dr, San Francisco, CA 94132",4,3,1747,zillow_sf,http://www.zillow.com/homedetails/166-Middlefield-Dr-San-Francisco-CA-94132/15197962_zpid/,-122.486,37.7313,38.5509,,,1,,,3534,rental,6250,closed,12,2015-10-01,2015-09-19,Lake Shore,39,SF
1108,"2260 Greenwich St, San Francisco, CA 94123",3,3,2000,zillow_sf,http://www.zillow.com/homedetails/2260-Greenwich-St-San-Francisco-CA-94123/2101095858_zpid/,-122.437,37.799,19.5425,,,1,,,3535,rental,7000,open,,,2015-09-19,Cow Hollow,11,SF
1558,"362 Jersey St, San Francisco, CA 94114",2,1,1352,zillow_sf,http://www.zillow.com/homedetails/362-Jersey-St-San-Francisco-CA-94114/15180192_zpid/,-122.433,37.7508,61.9098,,,1,,,3905,rental,4995,open,,,2014-08-20,Noe Valley,53,SF
418,"Van Ness Ave San Francisco, CA 94102",1,1,946,zillow_sf,http://www.zillow.com/homedetails/Van-Ness-Ave-San-Francisco-CA-94102/2104512512_zpid/,-122.419,37.7767,17.2451,2009,0,1,,0.0140357,3908,rental,4450,closed,16,2015-10-04,2015-09-18,Van Ness/Civic Center,80,SF
1656,333 Fremont Street #806,1,1,712,climbsf_renting,http://www.climbsf.com/for-rent/333-fremont-st-806/,-122.393,37.7877,11.0817,,,8,,,4260,rental,3750,closed,10,2015-10-07,2015-09-27,South Beach,74,SF
1657,1055 Mississippi Street,2,2,1498,climbsf_renting,http://www.climbsf.com/for-rent/1055-mississippi-st/,-122.393,37.7531,28.7601,,,1,,,4261,rental,5500,closed,13,2015-10-10,2015-09-27,Potrero Hill,67,SF
1658,318 Main Street #3D,2,2,1100,climbsf_renting,http://www.climbsf.com/for-rent/318-main-st-3d/,-122.392,37.7891,4.97249,,,3,,,4262,rental,6895,open,,,2015-11-14,South Beach,74,SF
1660,2125 Bryant Street #202,1,1,728,climbsf_renting,http://www.climbsf.com/for-rent/2125-bryant-st-202/,-122.41,37.7593,6.89281,,,2,1,,4264,rental,3700,closed,4,2015-10-01,2015-09-27,Inner Mission,33,SF
1661,55 Page Street #614,1,1,865,climbsf_renting,http://www.climbsf.com/for-rent/55-page-st-614/,-122.422,37.774,13.962,,,6,1,,4265,rental,4475,closed,13,2015-10-10,2015-09-27,Hayes Valley,27,SF
1662,318 Main Street #4E,1,2,1098,climbsf_renting,http://www.climbsf.com/for-rent/318-main-st-4e/,-122.392,37.7891,4.97249,,,4,,,4266,rental,5450,closed,6,2015-10-15,2015-10-09,South Beach,74,SF
1664,333 First Street #1605,1,1,709,climbsf_renting,http://www.climbsf.com/for-rent/333-1st-st-1605/,-122.394,37.7872,16.2582,,,16,,,4268,rental,3950,closed,2,2015-10-30,2015-10-28,South Beach,74,SF
,250 King Street #500,2,2,1219,climbsf_renting,http://www.climbsf.com/for-rent/250-king-st-500/,-122.393,37.7782,5.82981,,,5,1,0.0195898,4269,rental,5300,closed,19,2015-11-05,2015-10-17,South Beach,74,SF
1666,121 Steiner Street,3,1,1600,climbsf_renting,http://www.climbsf.com/for-rent/121-steiner-st/,-122.432,37.7703,48.3507,,,1,,,4270,rental,6500,closed,11,2015-10-10,2015-09-29,Hayes Valley,27,SF
,301 Mission Street #8E,2,2,0,climbsf_renting,http://www.climbsf.com/for-rent/301-mission-st-8e/,-122.396,37.7905,0.0,,,8,1,,4272,rental,6000,closed,4,2015-10-01,2015-09-27,Yerba Buena,19,SF
,177 Townsend Street #1131,2,2,0,climbsf_renting,http://www.climbsf.com/for-rent/177-townsend-st-1131/,-122.392,37.7792,6.34012,,,11,,,4273,rental,7500,closed,4,2015-10-01,2015-09-27,South Beach,74,SF
,1688 Wallace Avenue #201,2,2,843,climbsf_renting,http://www.climbsf.com/for-rent/1688-wallace-ave-201/,-122.393,37.7285,11.1084,,,2,,,4275,rental,2950,closed,5,2015-10-02,2015-09-27,Bayview,4,SF
,338 Spear Street #6C,1,1,842,climbsf_renting,http://www.climbsf.com/for-rent/338-spear-st-6c/,-122.391,37.7894,0.0,,,6,,,4276,rental,3975,closed,27,2015-11-03,2015-10-07,South Beach,74,SF
1673,235 Berry Street #602,2,2,0,climbsf_renting,http://www.climbsf.com/for-rent/235-berry-st-602/,-122.394,37.7749,2.44738,,,6,,,4277,rental,5000,closed,7,2015-10-04,2015-09-27,South Beach,74,SF
1674,601 4th Street #116,1,2,1502,climbsf_renting,http://www.climbsf.com/for-rent/601-4th-st-116/,-122.396,37.7783,2.92085,,,1,,,4278,rental,5600,closed,17,2015-10-14,2015-09-27,South Beach,74,SF
1675,95 Bluxome Street,2,3,1552,climbsf_renting,http://www.climbsf.com/for-rent/95-bluxome-st/,-122.398,37.7761,2.65782,,,1,,,4279,rental,6950,closed,32,2015-10-29,2015-09-27,South of Market,75,SF
,"2611 Divisadero St, San Francisco, CA 94123",5,6,3426,zillow_sf,http://www.zillow.com/homedetails/2611-Divisadero-St-San-Francisco-CA-94123/15080810_zpid/,-122.442,37.7938,99.2501,1906,0,1,,0.00360555,4300,rental,2995000,closed,,2007-11-30,,Pacific Heights,62,SF
,"2443 Clement St # 7, San Francisco, CA 94121",2,2,0,zillow_sf,http://www.zillow.com/homedetails/2443-Clement-St-7-San-Francisco-CA-94121/2140944175_zpid/,-122.486,37.7818,44.4868,,,1,,,4304,rental,745000,closed,,2009-01-18,,Central Richmond,7,SF
,"3040 25th Ave, San Francisco, CA 94132",3,2,1407,zillow_sf,http://www.zillow.com/homedetails/3040-25th-Ave-San-Francisco-CA-94132/15196600_zpid/,-122.481,37.7319,52.5078,1937,0,1,,,4314,rental,829000,closed,,2009-12-17,,Merced Manor,45,SF
,"2750 Market St, San Francisco, CA 94114",2,2,1200,zillow_sf,http://www.zillow.com/homedetails/2750-Market-St-San-Francisco-CA-94114/2132904225_zpid/,-122.439,37.7617,50.8858,,,1,,,4322,rental,675000,closed,,2010-04-11,,Corona Heights,10,SF
,"266 5th Ave # 3, San Francisco, CA 94118",3,2,2200,zillow_sf,http://www.zillow.com/homedetails/266-5th-Ave-3-San-Francisco-CA-94118/2132318123_zpid/,-122.463,37.7836,57.8585,2009,1,1,,,4329,rental,918000,closed,,2010-06-15,,Inner Richmond,35,SF
,"2196 Pacific Ave, San Francisco, CA 94115",2,2,1456,zillow_sf,http://www.zillow.com/homedetails/2196-Pacific-Ave-San-Francisco-CA-94115/2129723257_zpid/,-122.431,37.7939,80.0589,,0,1,,0.00269072,4340,rental,1195000,closed,,2011-01-07,,Pacific Heights,62,SF
,"855 Folsom St, San Francisco, CA 94107",1,1,800,zillow_sf,http://www.zillow.com/homedetails/855-Folsom-St-San-Francisco-CA-94107/96013734_zpid/,-122.402,37.781,4.13087,,,1,1,,4342,rental,2500,closed,34,2011-03-02,2011-01-27,Yerba Buena,19,SF
,"1235 Howard St STE D, San Francisco, CA 94103",2,1,2500,zillow_sf,http://www.zillow.com/homedetails/1235-Howard-St-STE-D-San-Francisco-CA-94103/80754113_zpid/,-122.412,37.7756,10.6104,2000,0,1,,,4346,rental,4950,closed,7,2011-05-19,2011-05-12,South of Market,75,SF
,"855 Folsom St, San Francisco, CA 94107",1,1,800,zillow_sf,http://www.zillow.com/homedetails/855-Folsom-St-San-Francisco-CA-94107/96013734_zpid/,-122.402,37.781,4.13087,,,1,1,,4352,rental,2900,closed,60,2011-08-16,2011-06-17,Yerba Buena,19,SF
,"1562 Dolores St, San Francisco, CA 94110",3,2,1400,zillow_sf,http://www.zillow.com/homedetails/1562-Dolores-St-San-Francisco-CA-94110/15183140_zpid/,-122.425,37.7443,46.2503,1900,1,1,,,4357,rental,4800,closed,26,2011-10-11,2011-09-15,Noe Valley,53,SF
,"300 3rd St, San Francisco, CA 94107",1,1,950,zillow_sf,http://www.zillow.com/homedetails/300-3rd-St-San-Francisco-CA-94107/2124263019_zpid/,-122.399,37.7835,7.1333,1990,0,1,,,4361,rental,1500,closed,42,2011-11-02,2011-09-21,Yerba Buena,19,SF
,"260 King St UNIT 507, San Francisco, CA 94107",1,1,896,zillow_sf,http://www.zillow.com/homedetails/260-King-St-UNIT-507-San-Francisco-CA-94107/69819609_zpid/,-122.394,37.7774,4.2732,2004,0,1,,,4362,rental,3200,closed,10,2011-11-06,2011-10-27,South Beach,74,SF
,"855 Folsom St, San Francisco, CA 94107",1,1,800,zillow_sf,http://www.zillow.com/homedetails/855-Folsom-St-San-Francisco-CA-94107/96013734_zpid/,-122.402,37.781,4.13087,,,1,1,,4365,rental,675000,closed,,2011-12-14,,Yerba Buena,19,SF
,"8400 Oceanview Ter APT 216, San Francisco, CA 94132",1,1,514,zillow_sf,http://www.zillow.com/homedetails/8400-Oceanview-Ter-APT-216-San-Francisco-CA-94132/67394905_zpid/,-122.468,37.7098,78.519,,,2,,,4367,rental,209000,closed,,2012-01-11,,Ingleside Heights,31,SF
,"276 Edgewood Ave, San Francisco, CA 94117",4,4,2800,zillow_sf,http://www.zillow.com/homedetails/276-Edgewood-Ave-San-Francisco-CA-94117/15128055_zpid/,-122.455,37.7612,167.792,,,1,,0.000353553,4373,rental,6975,closed,30,2012-05-25,2012-04-25,Cole Valley/Parnassus Heights,64,SF
,"1011 23rd St APT 11, San Francisco, CA 94107",2,2,1884,zillow_sf,http://www.zillow.com/homedetails/1011-23rd-St-APT-11-San-Francisco-CA-94107/80742827_zpid/,-122.39,37.755,5.38075,,,1,,0.0233238,4376,rental,3850,closed,322,2012-06-19,2011-08-02,Central Waterfront/Dogpatch,89,SF
,"855 Folsom St, San Francisco, CA 94107",1,1,800,zillow_sf,http://www.zillow.com/homedetails/855-Folsom-St-San-Francisco-CA-94107/96013734_zpid/,-122.402,37.781,4.13087,,,1,1,,4379,rental,5999,closed,2,2012-06-27,2012-06-25,Yerba Buena,19,SF
,"1235 Howard St STE D, San Francisco, CA 94103",2,1,2500,zillow_sf,http://www.zillow.com/homedetails/1235-Howard-St-STE-D-San-Francisco-CA-94103/80754113_zpid/,-122.412,37.7756,10.6104,2000,0,1,,,4381,rental,8000,closed,14,2012-07-10,2012-06-26,South of Market,75,SF
,"400 Avila St APT 306, San Francisco, CA 94123",2,1,758,zillow_sf,http://www.zillow.com/homedetails/400-Avila-St-APT-306-San-Francisco-CA-94123/15069915_zpid/,-122.441,37.805,6.82622,1991,1,3,,0.00241661,4383,rental,4500,closed,30,2012-07-18,2012-06-18,Marina,43,SF
,"2103 Ellis St, San Francisco, CA 94115",2,1,0,zillow_sf,http://www.zillow.com/homedetails/2103-Ellis-St-San-Francisco-CA-94115/2118311375_zpid/,-122.441,37.7813,67.5664,1924,0,1,,,4385,rental,639000,closed,,2012-07-25,,Anza Vista,2,SF
,"(Undisclosed Address) San Francisco, CA 94102",3,3,3200,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94102/2120427893_zpid/,-122.421,37.7787,20.0839,,0,1,,,4388,rental,6500,closed,147,2012-08-23,2012-03-29,Van Ness/Civic Center,80,SF
,"855 Folsom St, San Francisco, CA 94107",1,1,800,zillow_sf,http://www.zillow.com/homedetails/855-Folsom-St-San-Francisco-CA-94107/96013734_zpid/,-122.402,37.781,4.13087,,,1,1,,4389,rental,3600,closed,23,2012-08-27,2012-08-04,Yerba Buena,19,SF
,"301 Main St, San Francisco, CA 94105",1,2,1000,zillow_sf,http://www.zillow.com/homedetails/301-Main-St-San-Francisco-CA-94105/2117405691_zpid/,-122.391,37.7895,0.0,2008,0,1,1,,4398,rental,5950,closed,63,2012-10-28,2012-08-26,South Beach,74,SF
,"601 Van Ness Ave APT 1006, San Francisco, CA 94102",1,1,718,zillow_sf,http://www.zillow.com/homedetails/601-Van-Ness-Ave-APT-1006-San-Francisco-CA-94102/15077916_zpid/,-122.421,37.7812,24.455,,,10,1,,4401,rental,2800,closed,,2012-11-02,,Van Ness/Civic Center,80,SF
,"840 Sloat Blvd, San Francisco, CA 94132",3,2,1923,zillow_sf,http://www.zillow.com/homedetails/840-Sloat-Blvd-San-Francisco-CA-94132/15126499_zpid/,-122.484,37.7361,22.8127,1941,0,1,,0.0007,4405,rental,3250,closed,30,2012-11-18,2012-10-19,Pine Lake Park,65,SF
,"(Undisclosed Address) San Francisco, CA 94102",1,1,1500,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94102/2119606555_zpid/,-122.421,37.7787,20.0839,,0,1,,,4406,rental,5400,closed,203,2012-11-20,2012-05-01,Van Ness/Civic Center,80,SF
,"601 Van Ness Ave APT 1006, San Francisco, CA 94102",1,1,718,zillow_sf,http://www.zillow.com/homedetails/601-Van-Ness-Ave-APT-1006-San-Francisco-CA-94102/15077916_zpid/,-122.421,37.7812,24.455,,,10,1,,4409,rental,2800,closed,29,2012-12-02,2012-11-03,Van Ness/Civic Center,80,SF
,"480 Mission Bay Blvd N, San Francisco, CA 94158",2,2,1350,zillow_sf,http://www.zillow.com/homedetails/480-Mission-Bay-Blvd-N-San-Francisco-CA-94158/2115695534_zpid/,-122.389,37.7707,2.09847,,,1,,,4417,rental,3199,closed,,2013-02-28,,Mission Bay,48,SF
,"(Undisclosed Address) San Francisco, CA 94102",1,1,1500,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94102/2119606555_zpid/,-122.421,37.7787,20.0839,,0,1,,,4426,rental,5880,closed,331,2013-04-02,2012-05-06,Van Ness/Civic Center,80,SF
,"136 Meadowbrook Dr, San Francisco, CA 94132",3,1,1500,zillow_sf,http://www.zillow.com/homedetails/136-Meadowbrook-Dr-San-Francisco-CA-94132/15197425_zpid/,-122.484,37.7318,43.1875,1941,1,1,,,4429,rental,3500,closed,15,2013-04-06,2013-03-22,Lake Shore,39,SF
,"(Undisclosed Address) San Francisco, CA 94118",3,3,2200,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94118/2113290978_zpid/,-122.464,37.7823,57.6666,,0,1,,,4430,rental,8250,closed,10,2013-04-26,2013-04-16,Inner Richmond,35,SF
