apartment name,configuration,num bedroom,num bathroom,size,rent,units page,address,address_origin_pattern,address_origin_url,apartment page,origin_url,origin_pattern,createdAt,updatedAt,pingedAt
Carmel Rincon,1 bed 1 bath 620 sqft,1 bed,1 bath,620 sqft,"3,750",http://www.zillow.com/homedetails/88-Howard-St-422528-San-Francisco-CA-94105/2107968731_zpid/,"88 Howard St San Francisco, CA 94105",@@apartment page@@,http://www.zillow.com/b/carmel-rincon-san-francisco-ca-5XjKtL/,http://www.zillow.com/b/carmel-rincon-san-francisco-ca-5XjKtL/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
MB360,"2 beds 2 baths 1,057 sqft",2 beds,2 baths,"1,057 sqft","4,513",http://www.zillow.com/homedetails/701-China-Basin-St-587989-San-Francisco-CA-94158/2104936865_zpid/,"701 China Basin St San Francisco, CA 94158",@@apartment page@@,http://www.zillow.com/b/mb360-san-francisco-ca-62Z57T/,http://www.zillow.com/b/mb360-san-francisco-ca-62Z57T/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
MB360,1 bed 1 bath 807 sqft,1 bed,1 bath,807 sqft,"4,194",http://www.zillow.com/homedetails/701-China-Basin-St-587984-San-Francisco-CA-94158/2104936872_zpid/,"701 China Basin St San Francisco, CA 94158",@@apartment page@@,http://www.zillow.com/b/mb360-san-francisco-ca-62Z57T/,http://www.zillow.com/b/mb360-san-francisco-ca-62Z57T/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
388 Beale,"2 beds 2 baths 1,224 sqft",2 beds,2 baths,"1,224 sqft","6,546",http://www.zillow.com/homedetails/388-Beale-St-67902-San-Francisco-CA-94105/2103616402_zpid/,"388 Beale St San Francisco, CA 94105",@@apartment page@@,http://www.zillow.com/b/388-beale-san-francisco-ca-5XjQ4f/,http://www.zillow.com/b/388-beale-san-francisco-ca-5XjQ4f/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
388 Beale,1 bed 1 bath 808 sqft,1 bed,1 bath,808 sqft,"4,275",http://www.zillow.com/homedetails/388-Beale-St-67892-San-Francisco-CA-94105/2103168404_zpid/,"388 Beale St San Francisco, CA 94105",@@apartment page@@,http://www.zillow.com/b/388-beale-san-francisco-ca-5XjQ4f/,http://www.zillow.com/b/388-beale-san-francisco-ca-5XjQ4f/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Avalon at Mission Bay North,"2 beds 2 baths 1,317 sqft",2 beds,2 baths,"1,317 sqft","5,615",http://www.zillow.com/homedetails/255-King-St-606091-San-Francisco-CA-94107/2103464876_zpid/,"255 King St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Avalon at Mission Bay North,"2 beds 2 baths 1,123 sqft",2 beds,2 baths,"1,123 sqft","5,105",http://www.zillow.com/homedetails/255-King-St-606084-San-Francisco-CA-94107/2102447760_zpid/,"255 King St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
AVA 55 Ninth,Studio 1 bath 587 sqft,Studio,1 bath,587 sqft,"3,445",http://www.zillow.com/homedetails/55-9th-St-607868-San-Francisco-CA-94103/2103188274_zpid/,"55 9th St San Francisco, CA 94103",@@apartment page@@,http://www.zillow.com/b/ava-55-ninth-san-francisco-ca-5XkH8X/,http://www.zillow.com/b/ava-55-ninth-san-francisco-ca-5XkH8X/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Carmel Rincon,1 bed 1 bath 539 sqft,1 bed,1 bath,539 sqft,"3,600",http://www.zillow.com/homedetails/88-Howard-St-427738-San-Francisco-CA-94105/2106326256_zpid/,"88 Howard St San Francisco, CA 94105",@@apartment page@@,http://www.zillow.com/b/carmel-rincon-san-francisco-ca-5XjKtL/,http://www.zillow.com/b/carmel-rincon-san-francisco-ca-5XjKtL/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
MB360,"2 beds 1 bath 3,155 sqft",2 beds,1 bath,"3,155 sqft","4,380",http://www.zillow.com/homedetails/701-China-Basin-St-587987-San-Francisco-CA-94158/2104936869_zpid/,"701 China Basin St San Francisco, CA 94158",@@apartment page@@,http://www.zillow.com/b/mb360-san-francisco-ca-62Z57T/,http://www.zillow.com/b/mb360-san-francisco-ca-62Z57T/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
MB360,1 bed 1 bath 976 sqft,1 bed,1 bath,976 sqft,"3,842",http://www.zillow.com/homedetails/701-China-Basin-St-587986-San-Francisco-CA-94158/2104936871_zpid/,"701 China Basin St San Francisco, CA 94158",@@apartment page@@,http://www.zillow.com/b/mb360-san-francisco-ca-62Z57T/,http://www.zillow.com/b/mb360-san-francisco-ca-62Z57T/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
388 Beale,"2 beds 2 baths 1,164 sqft",2 beds,2 baths,"1,164 sqft","5,456",http://www.zillow.com/homedetails/388-Beale-St-67899-San-Francisco-CA-94105/2105500799_zpid/,"388 Beale St San Francisco, CA 94105",@@apartment page@@,http://www.zillow.com/b/388-beale-san-francisco-ca-5XjQ4f/,http://www.zillow.com/b/388-beale-san-francisco-ca-5XjQ4f/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
388 Beale,1 bed 1 bath 854 sqft,1 bed,1 bath,854 sqft,"4,199",http://www.zillow.com/homedetails/388-Beale-St-67894-San-Francisco-CA-94105/2103616403_zpid/,"388 Beale St San Francisco, CA 94105",@@apartment page@@,http://www.zillow.com/b/388-beale-san-francisco-ca-5XjQ4f/,http://www.zillow.com/b/388-beale-san-francisco-ca-5XjQ4f/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Avalon at Mission Bay North,"2 beds 2 baths 1,199 sqft",2 beds,2 baths,"1,199 sqft","5,505",http://www.zillow.com/homedetails/255-King-St-606089-San-Francisco-CA-94107/2102642336_zpid/,"255 King St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Avalon at Mission Bay North,"2 beds 2 baths 1,336 sqft",2 beds,2 baths,"1,336 sqft","5,075",http://www.zillow.com/homedetails/255-King-St-606094-San-Francisco-CA-94107/2102136510_zpid/,"255 King St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Carmel Rincon,2 beds 2 baths 960 sqft,2 beds,2 baths,960 sqft,"5,735",http://www.zillow.com/homedetails/88-Howard-St-422540-San-Francisco-CA-94105/2107968732_zpid/,"88 Howard St San Francisco, CA 94105",@@apartment page@@,http://www.zillow.com/b/carmel-rincon-san-francisco-ca-5XjKtL/,http://www.zillow.com/b/carmel-rincon-san-francisco-ca-5XjKtL/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Carmel Rincon,1 bed 1 bath 522 sqft,1 bed,1 bath,522 sqft,"3,575",http://www.zillow.com/homedetails/88-Howard-St-487489-San-Francisco-CA-94105/2107968727_zpid/,"88 Howard St San Francisco, CA 94105",@@apartment page@@,http://www.zillow.com/b/carmel-rincon-san-francisco-ca-5XjKtL/,http://www.zillow.com/b/carmel-rincon-san-francisco-ca-5XjKtL/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
MB360,2 beds 1 bath 980 sqft,2 beds,1 bath,980 sqft,"4,284",http://www.zillow.com/homedetails/701-China-Basin-St-587988-San-Francisco-CA-94158/2104936867_zpid/,"701 China Basin St San Francisco, CA 94158",@@apartment page@@,http://www.zillow.com/b/mb360-san-francisco-ca-62Z57T/,http://www.zillow.com/b/mb360-san-francisco-ca-62Z57T/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
MB360,1 bed 1 bath 863 sqft,1 bed,1 bath,863 sqft,"3,722",http://www.zillow.com/homedetails/701-China-Basin-St-587985-San-Francisco-CA-94158/2104936870_zpid/,"701 China Basin St San Francisco, CA 94158",@@apartment page@@,http://www.zillow.com/b/mb360-san-francisco-ca-62Z57T/,http://www.zillow.com/b/mb360-san-francisco-ca-62Z57T/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
388 Beale,"2 beds 2 baths 1,211 sqft",2 beds,2 baths,"1,211 sqft","5,434",http://www.zillow.com/homedetails/388-Beale-St-67900-San-Francisco-CA-94105/2103300742_zpid/,"388 Beale St San Francisco, CA 94105",@@apartment page@@,http://www.zillow.com/b/388-beale-san-francisco-ca-5XjQ4f/,http://www.zillow.com/b/388-beale-san-francisco-ca-5XjQ4f/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Avalon at Mission Bay North,"2 beds 2 baths 1,250 sqft",2 beds,2 baths,"1,250 sqft","8,640",http://www.zillow.com/homedetails/255-King-St-606075-San-Francisco-CA-94107/2103464885_zpid/,"255 King St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Avalon at Mission Bay North,"2 beds 2 baths 1,229 sqft",2 beds,2 baths,"1,229 sqft","5,410",http://www.zillow.com/homedetails/255-King-St-606080-San-Francisco-CA-94107/2103464884_zpid/,"255 King St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Avalon at Mission Bay North,"2 beds 2 baths 1,139 sqft",2 beds,2 baths,"1,139 sqft","5,040",http://www.zillow.com/homedetails/255-King-St-606108-San-Francisco-CA-94107/2103339725_zpid/,"255 King St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Carmel Rincon,2 beds 2 baths 799 sqft,2 beds,2 baths,799 sqft,"5,555",http://www.zillow.com/homedetails/88-Howard-St-427740-San-Francisco-CA-94105/2107968728_zpid/,"88 Howard St San Francisco, CA 94105",@@apartment page@@,http://www.zillow.com/b/carmel-rincon-san-francisco-ca-5XjKtL/,http://www.zillow.com/b/carmel-rincon-san-francisco-ca-5XjKtL/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
MB360,2 beds 1 bath 980 sqft,2 beds,1 bath,980 sqft,"",http://www.zillow.com/homedetails/701-China-Basin-St-San-Francisco-CA-94158/2105561331_zpid/,"701 China Basin St San Francisco, CA 94158",@@apartment page@@,http://www.zillow.com/b/mb360-san-francisco-ca-62Z57T/,http://www.zillow.com/b/mb360-san-francisco-ca-62Z57T/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
MB360,"2 beds 2 baths 1,095 sqft",2 beds,2 baths,"1,095 sqft","4,256",http://www.zillow.com/homedetails/701-China-Basin-St-587990-San-Francisco-CA-94158/2104936864_zpid/,"701 China Basin St San Francisco, CA 94158",@@apartment page@@,http://www.zillow.com/b/mb360-san-francisco-ca-62Z57T/,http://www.zillow.com/b/mb360-san-francisco-ca-62Z57T/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
MB360,Studio 1.5 baths 911 sqft,Studio,1.5 baths,911 sqft,"4,258",http://www.zillow.com/homedetails/701-China-Basin-St-587981-San-Francisco-CA-94158/2104936873_zpid/,"701 China Basin St San Francisco, CA 94158",@@apartment page@@,http://www.zillow.com/b/mb360-san-francisco-ca-62Z57T/,http://www.zillow.com/b/mb360-san-francisco-ca-62Z57T/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
388 Beale,"2 beds 2 baths 1,286 sqft",2 beds,2 baths,"1,286 sqft","5,211",http://www.zillow.com/homedetails/388-Beale-St-67905-San-Francisco-CA-94105/2103451757_zpid/,"388 Beale St San Francisco, CA 94105",@@apartment page@@,http://www.zillow.com/b/388-beale-san-francisco-ca-5XjQ4f/,http://www.zillow.com/b/388-beale-san-francisco-ca-5XjQ4f/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Avalon at Mission Bay North,"2 beds 2 baths 1,343 sqft",2 beds,2 baths,"1,343 sqft","5,960",http://www.zillow.com/homedetails/255-King-St-606078-San-Francisco-CA-94107/2103464883_zpid/,"255 King St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Avalon at Mission Bay North,"2 beds 2 baths 1,175 sqft",2 beds,2 baths,"1,175 sqft","5,230",http://www.zillow.com/homedetails/255-King-St-606109-San-Francisco-CA-94107/2102795342_zpid/,"255 King St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Avalon at Mission Bay North,"2 beds 2 baths 1,069 sqft",2 beds,2 baths,"1,069 sqft","5,040",http://www.zillow.com/homedetails/255-King-St-606079-San-Francisco-CA-94107/2103464882_zpid/,"255 King St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Avalon at Mission Bay North,"2 beds 2 baths 1,112 sqft",2 beds,2 baths,"1,112 sqft","5,010",http://www.zillow.com/homedetails/255-King-St-606102-San-Francisco-CA-94107/2101850904_zpid/,"255 King St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Avalon at Mission Bay North,1 bed 1 bath 826 sqft,1 bed,1 bath,826 sqft,"4,065",http://www.zillow.com/homedetails/255-King-St-606045-San-Francisco-CA-94107/2103464900_zpid/,"255 King St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Avalon at Mission Bay North,1 bed 1 bath 710 sqft,1 bed,1 bath,710 sqft,"3,840",http://www.zillow.com/homedetails/255-King-St-606053-San-Francisco-CA-94107/2103464891_zpid/,"255 King St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,http://www.zillow.com/b/avalon-at-mission-bay-north-san-francisco-ca-5XjxVP/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
