apartment name,configuration,num bedroom,num bathroom,size,rent,units page,address,address_origin_pattern,address_origin_url,apartment page,origin_url,origin_pattern,createdAt,updatedAt,pingedAt
Mosso,Studio 1 bath 410 sqft,Studio,1 bath,410 sqft,"2,845",http://www.zillow.com/homedetails/900-Folsom-St-569063-San-Francisco-CA-94107/2103332451_zpid/,"900 Folsom St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/mosso-san-francisco-ca-5XjPfY/,http://www.zillow.com/b/mosso-san-francisco-ca-5XjPfY/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Jasper,1 bed 1 bath 535 sqft,1 bed,1 bath,535 sqft,"4,025",http://www.zillow.com/homedetails/45-Lansing-St-310356-San-Francisco-CA-94105/2102037206_zpid/,"45 Lansing St San Francisco, CA 94105",@@apartment page@@,http://www.zillow.com/b/jasper-san-francisco-ca-5Yy5Rt/,http://www.zillow.com/b/jasper-san-francisco-ca-5Yy5Rt/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/3_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Bennett Lofts Soma & Potrero,Studio 1 bath 850 sqft,Studio,1 bath,850 sqft,"4,328",http://www.zillow.com/homedetails/530-Brannan-St-567967-San-Francisco-CA-94107/2104579582_zpid/,"530 Brannan St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/bennett-lofts-soma-%26-potrero-san-francisco-ca-5Xrcx6/,http://www.zillow.com/b/bennett-lofts-soma-%26-potrero-san-francisco-ca-5Xrcx6/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,"2 beds 2 baths 1,133 sqft",2 beds,2 baths,"1,133 sqft","",http://www.zillow.com/homedetails/1285-Sutter-St-UNIT-1108-San-Francisco-CA-94109/2110225660_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,1 bed 1 bath 706 sqft,1 bed,1 bath,706 sqft,"",http://www.zillow.com/homedetails/1285-Sutter-St-UNIT-1102-San-Francisco-CA-94109/2110028670_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,Studio 1 bath 553 sqft,Studio,1 bath,553 sqft,"",http://www.zillow.com/homedetails/1285-Sutter-St-UNIT-707-San-Francisco-CA-94109/2110027863_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,"3 beds 2 baths 1,453 sqft",3 beds,2 baths,"1,453 sqft","5,710",http://www.zillow.com/homedetails/1285-Sutter-St-1595036-San-Francisco-CA-94109/2102047080_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Mosso,1 bed 1 bath 476 sqft,1 bed,1 bath,476 sqft,"3,673",http://www.zillow.com/homedetails/900-Folsom-St-569065-San-Francisco-CA-94107/2103332447_zpid/,"900 Folsom St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/mosso-san-francisco-ca-5XjPfY/,http://www.zillow.com/b/mosso-san-francisco-ca-5XjPfY/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
NorthPoint Apartments,Studio 1 bath 500 sqft,Studio,1 bath,500 sqft,"2,450",http://www.zillow.com/homedetails/2211-Stockton-St-1409546-San-Francisco-CA-94133/2105539839_zpid/,"2211 Stockton St San Francisco, CA 94133",@@apartment page@@,http://www.zillow.com/b/northpoint-apartments-san-francisco-ca-5XjLPJ/,http://www.zillow.com/b/northpoint-apartments-san-francisco-ca-5XjLPJ/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/3_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Jasper,Studio 1 bath 543 sqft,Studio,1 bath,543 sqft,"3,575",http://www.zillow.com/homedetails/45-Lansing-St-319894-San-Francisco-CA-94105/2102037202_zpid/,"45 Lansing St San Francisco, CA 94105",@@apartment page@@,http://www.zillow.com/b/jasper-san-francisco-ca-5Yy5Rt/,http://www.zillow.com/b/jasper-san-francisco-ca-5Yy5Rt/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/3_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
2140 Taylor Street,2 beds 1 bath -- sqft,2 beds,1 bath,-- sqft,"5,800",http://www.zillow.com/homedetails/2140-Taylor-St-1571908-San-Francisco-CA-94133/2102612168_zpid/,"2140 Taylor St San Francisco, CA 94133",@@apartment page@@,http://www.zillow.com/b/2140-taylor-street-san-francisco-ca-5XjVtt/,http://www.zillow.com/b/2140-taylor-street-san-francisco-ca-5XjVtt/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,2 beds 2 baths 990 sqft,2 beds,2 baths,990 sqft,"",http://www.zillow.com/homedetails/1285-Sutter-St-UNIT-1004-San-Francisco-CA-94109/2110028379_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,1 bed 1 bath 706 sqft,1 bed,1 bath,706 sqft,"",http://www.zillow.com/homedetails/1285-Sutter-St-UNIT-1002-San-Francisco-CA-94109/2110028572_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,"3 beds 2 baths 1,910 sqft",3 beds,2 baths,"1,910 sqft","7,470",http://www.zillow.com/homedetails/1285-Sutter-St-1595040-San-Francisco-CA-94109/2102047076_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,"2 beds 2 baths 1,241 sqft",2 beds,2 baths,"1,241 sqft","5,900",http://www.zillow.com/homedetails/1285-Sutter-St-1595031-San-Francisco-CA-94109/2102047086_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Mosso,1 bed 1.5 baths 703 sqft,1 bed,1.5 baths,703 sqft,"3,657",http://www.zillow.com/homedetails/900-Folsom-St-569075-San-Francisco-CA-94107/2103332448_zpid/,"900 Folsom St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/mosso-san-francisco-ca-5XjPfY/,http://www.zillow.com/b/mosso-san-francisco-ca-5XjPfY/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Jasper,"3 beds 2 baths 1,451 sqft",3 beds,2 baths,"1,451 sqft","6,519",http://www.zillow.com/homedetails/45-Lansing-St-310359-San-Francisco-CA-94105/2102037203_zpid/,"45 Lansing St San Francisco, CA 94105",@@apartment page@@,http://www.zillow.com/b/jasper-san-francisco-ca-5Yy5Rt/,http://www.zillow.com/b/jasper-san-francisco-ca-5Yy5Rt/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/3_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Jasper,Studio 1 bath 539 sqft,Studio,1 bath,539 sqft,"3,375",http://www.zillow.com/homedetails/45-Lansing-St-310355-San-Francisco-CA-94105/2102037207_zpid/,"45 Lansing St San Francisco, CA 94105",@@apartment page@@,http://www.zillow.com/b/jasper-san-francisco-ca-5Yy5Rt/,http://www.zillow.com/b/jasper-san-francisco-ca-5Yy5Rt/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/3_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
2140 Taylor Street,1 bed 1 bath -- sqft,1 bed,1 bath,-- sqft,"3,700",http://www.zillow.com/homedetails/2140-Taylor-St-1598334-San-Francisco-CA-94133/2101987847_zpid/,"2140 Taylor St San Francisco, CA 94133",@@apartment page@@,http://www.zillow.com/b/2140-taylor-street-san-francisco-ca-5XjVtt/,http://www.zillow.com/b/2140-taylor-street-san-francisco-ca-5XjVtt/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,2 beds 2 baths 990 sqft,2 beds,2 baths,990 sqft,"",http://www.zillow.com/homedetails/1285-Sutter-St-UNIT-904-San-Francisco-CA-94109/2110028316_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,1 bed 1 bath 990 sqft,1 bed,1 bath,990 sqft,"",http://www.zillow.com/homedetails/1285-Sutter-St-UNIT-206-San-Francisco-CA-94109/2110027704_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,"3 beds 2 baths 1,783 sqft",3 beds,2 baths,"1,783 sqft","7,460",http://www.zillow.com/homedetails/1285-Sutter-St-1595039-San-Francisco-CA-94109/2102047078_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,"2 beds 2 baths 1,112 sqft",2 beds,2 baths,"1,112 sqft","5,359",http://www.zillow.com/homedetails/1285-Sutter-St-1595030-San-Francisco-CA-94109/2102047085_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,-- beds -- baths -- sqft     Edit,-- beds,-- baths,-- sqft,"",http://www.zillow.com/homedetails/1285-Sutter-St-UNIT-409-San-Francisco-CA-94109/2107042814_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,"2 beds 2 baths 1,100 sqft",2 beds,2 baths,"1,100 sqft","",http://www.zillow.com/homedetails/1285-Sutter-St-UNIT-803-San-Francisco-CA-94109/2110028028_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,1 bed 1 bath 698 sqft,1 bed,1 bath,698 sqft,"",http://www.zillow.com/homedetails/1285-Sutter-St-UNIT-210-San-Francisco-CA-94109/2107043306_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,"3 beds 2 baths 1,521 sqft",3 beds,2 baths,"1,521 sqft","7,370",http://www.zillow.com/homedetails/1285-Sutter-St-1595038-San-Francisco-CA-94109/2102047077_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,"2 beds 2 baths 1,496 sqft",2 beds,2 baths,"1,496 sqft","5,260",http://www.zillow.com/homedetails/1285-Sutter-St-1595029-San-Francisco-CA-94109/2102047087_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,1 bed 1 bath 926 sqft,1 bed,1 bath,926 sqft,"3,810",http://www.zillow.com/homedetails/1285-Sutter-St-1595023-San-Francisco-CA-94109/2102047092_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,1 bed 1 bath 764 sqft,1 bed,1 bath,764 sqft,"3,475",http://www.zillow.com/homedetails/1285-Sutter-St-1595027-San-Francisco-CA-94109/2102047089_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Geary Courtyard,Studio 1 bath 475 sqft,Studio,1 bath,475 sqft,"2,701",http://www.zillow.com/homedetails/639-Geary-St-71116-San-Francisco-CA-94102/2103779957_zpid/,"639 Geary St San Francisco, CA 94102",@@apartment page@@,http://www.zillow.com/b/geary-courtyard-san-francisco-ca-5XjRSd/,http://www.zillow.com/b/geary-courtyard-san-francisco-ca-5XjRSd/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Mosso,2 beds 2 baths 803 sqft,2 beds,2 baths,803 sqft,"4,583",http://www.zillow.com/homedetails/900-Folsom-St-569070-San-Francisco-CA-94107/2103332455_zpid/,"900 Folsom St San Francisco, CA 94107",@@apartment page@@,http://www.zillow.com/b/mosso-san-francisco-ca-5XjPfY/,http://www.zillow.com/b/mosso-san-francisco-ca-5XjPfY/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,2 beds 2 baths 990 sqft,2 beds,2 baths,990 sqft,"",http://www.zillow.com/homedetails/1285-Sutter-St-UNIT-804-San-Francisco-CA-94109/2107043305_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,1 bed 1 bath 706 sqft,1 bed,1 bath,706 sqft,"",http://www.zillow.com/homedetails/1285-Sutter-St-San-Francisco-CA-94109/2111273615_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
Etta,"3 beds 2 baths 1,474 sqft",3 beds,2 baths,"1,474 sqft","7,360",http://www.zillow.com/homedetails/1285-Sutter-St-1595037-San-Francisco-CA-94109/2102047079_zpid/,"1285 Sutter St San Francisco, CA 94109",@@apartment page@@,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,http://www.zillow.com/b/etta-san-francisco-ca-5XjNcz/,"http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/days_sort/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/4_p/","http://www.zillow.com/homes/for_rent/San-Francisco-CA/condo,apartment_duplex_type/20330_rid/37.844901,-122.274227,37.696454,-122.600727_rect/11_zm/",2015-07-05 09:27:52,2015-07-05 09:27:52,2015-07-05 09:27:52
