property_id,transaction_id,address,list,predicted_price,pnl_percent,good_sell_prob,rank,url
1852296,21601269,"24431 W Horned Owl Trl, Wittmann, AZ 85361 ",158650,173363.31,0.09,0.88,82.0,https://www.zillow.com/homedetails/24431-W-Horned-Owl-Trl-Wittmann-AZ-85361/71625276_zpid/
7445065,13582489,"24412 W Morning Vista Ln, Wittmann, AZ 85361 ",160550,169412.95,0.06,0.88,94.0,https://www.zillow.com/homedetails/24412-W-Morning-Vista-Ln-Wittmann-AZ-85361/71625296_zpid/
7445069,17909752,"29510 N 244th Dr, Wittmann, AZ 85361 ",122550,149593.52,0.22,0.87,97.5,https://www.zillow.com/homedetails/29510-N-244th-Dr-Wittmann-AZ-85361/71625287_zpid/
7445062,17908258,"24340 W Morning Vista Ln, Wittmann, AZ 85361 ",122550,149593.52,0.22,0.87,97.5,https://www.zillow.com/homedetails/24340-W-Morning-Vista-Ln-Wittmann-AZ-85361/71625294_zpid/
7445069,17909752,"29510 N 244th Dr, Wittmann, AZ 85361 ",122550,149593.52,0.22,0.87,97.5,https://www.zillow.com/homedetails/29510-N-244th-Dr-Wittmann-AZ-85361/71625287_zpid/
7445062,17908258,"24340 W Morning Vista Ln, Wittmann, AZ 85361 ",122550,149593.52,0.22,0.87,97.5,https://www.zillow.com/homedetails/24340-W-Morning-Vista-Ln-Wittmann-AZ-85361/71625294_zpid/
7445061,17908230,"24325 W Bobwhite Way, Wittmann, AZ 85361 ",122550,148649.23,0.21,0.87,101.5,https://www.zillow.com/homedetails/24325-W-Bobwhite-Way-Wittmann-AZ-85361/71625280_zpid/
7445067,17908263,"24337 W Bobwhite Way, Wittmann, AZ 85361 ",147250,171349.39,0.16,0.87,104.0,https://www.zillow.com/homedetails/24337-W-Bobwhite-Way-Wittmann-AZ-85361/71625279_zpid/
7445064,13582487,"24328 W Morning Vista Ln, Wittmann, AZ 85361 ",122550,148649.23,0.21,0.87,159.5,https://www.zillow.com/homedetails/24328-W-Morning-Vista-Ln-Wittmann-AZ-85361/71625293_zpid/
1046641,17762053,"6292 S Topaz Pl, Chandler, AZ 85249 ",229900,209930.34,-0.09,0.88,180.0,https://www.zillow.com/homedetails/6292-S-Topaz-Pl-Chandler-AZ-85249/59257759_zpid/
870308,21346233,"515 E Doris St, Avondale, AZ 85323 ",169000,138099.88,-0.18,0.88,262.0,http://www.zillow.com/homedetails/515-E-Doris-St-Avondale-AZ-85323/60992722_zpid
8267850,13602397,"2001 E Catclaw St, Gilbert, AZ 85296 ",130000,133449.27,0.03,0.87,289.0,https://www.zillow.com/homedetails/2001-E-Catclaw-St-Gilbert-AZ-85296/8275392_zpid/
1214511,17884368,"1443 E Redfield Rd, Gilbert, AZ 85234 ",190000,153913.78,-0.19,0.89,289.0,https://www.zillow.com/homedetails/1443-E-Redfield-Rd-Gilbert-AZ-85234/8269194_zpid/
8267850,13602397,"2001 E Catclaw St, Gilbert, AZ 85296 ",130000,133449.27,0.03,0.87,289.0,https://www.zillow.com/homedetails/2001-E-Catclaw-St-Gilbert-AZ-85296/8275392_zpid/
1214511,17884368,"1443 E Redfield Rd, Gilbert, AZ 85234 ",190000,153913.78,-0.19,0.89,289.0,https://www.zillow.com/homedetails/1443-E-Redfield-Rd-Gilbert-AZ-85234/8269194_zpid/
440701,17864967,"2510 N 90th Ave, Phoenix, AZ 85037 ",170000,162000.42,-0.05,0.87,290.0,https://www.zillow.com/homedetails/2510-N-90th-Ave-Phoenix-AZ-85037/7473866_zpid/
7445063,17101167,"24326 W Fernwood Ct, Wittmann, AZ 85361 ",119700,148758.75,0.24,0.87,293.0,https://www.zillow.com/homedetails/24326-W-Fernwood-Ct-Wittmann-AZ-85361/71625270_zpid/
7420096,17880623,"951 S 224th Ln, Buckeye, AZ 85326 ",204900,183653.73,-0.1,0.87,342.0,https://www.zillow.com/homedetails/951-S-224th-Ln-Buckeye-AZ-85326/81988646_zpid/
8791942,15936694,"1853 Leisure World, Mesa, AZ 85206 ",198500,159245.67,-0.2,0.88,401.0,https://www.zillow.com/homedetails/1853-Leisure-World-Mesa-AZ-85206/2094443748_zpid/
5734,17749569,"16405 W Remuda Dr, Surprise, AZ 85387 ",204900,166299.8,-0.19,0.87,402.0,https://www.zillow.com/homedetails/16405-W-Remuda-Dr-Surprise-AZ-85387/71610104_zpid/
1531886,17762408,"18654 E Mazatzal Cir, Rio Verde, AZ 85263 ",202000,171831.95,-0.15,0.87,451.0,https://www.zillow.com/homedetails/18654-E-Mazatzal-Cir-Rio-Verde-AZ-85263/8081793_zpid/
908305,17768467,"1034 S 226th Dr, Buckeye, AZ 85326 ",199000,167521.64,-0.16,0.87,604.0,https://www.zillow.com/homedetails/1034-S-226th-Dr-Buckeye-AZ-85326/81988258_zpid/
8945727,17747530,"8610 N 67th Dr, Peoria, AZ 85345 ",132900,114008.7,-0.14,0.86,752.0,https://www.zillow.com/homedetails/8610-N-67th-Dr-Peoria-AZ-85345/7704727_zpid/
419544,17865587,"5476 W Laurie Ln, Glendale, AZ 85302 ",134900,108130.46,-0.2,0.86,838.0,https://www.zillow.com/homedetails/5476-W-Laurie-Ln-Glendale-AZ-85302/7732696_zpid/
