property_id,transaction_id,address,list,predicted_price,pnl_percent,good_sell_prob,rank,url
8267850,13602397,"2001 E Catclaw St, Gilbert, AZ 85296 ",130000,126947.02,-0.02,0.93,78.0,https://www.zillow.com/homedetails/2001-E-Catclaw-St-Gilbert-AZ-85296/8275392_zpid/
7445062,17908258,"24340 W Morning Vista Ln, Wittmann, AZ 85361 ",122550,105049.68,-0.14,0.9,299.0,https://www.zillow.com/homedetails/24340-W-Morning-Vista-Ln-Wittmann-AZ-85361/71625294_zpid/
7445061,17908230,"24325 W Bobwhite Way, Wittmann, AZ 85361 ",122550,104551.12,-0.15,0.9,304.0,https://www.zillow.com/homedetails/24325-W-Bobwhite-Way-Wittmann-AZ-85361/71625280_zpid/
7445069,17909752,"29510 N 244th Dr, Wittmann, AZ 85361 ",122550,103338.0,-0.16,0.9,308.0,https://www.zillow.com/homedetails/29510-N-244th-Dr-Wittmann-AZ-85361/71625287_zpid/
1531886,17762408,"18654 E Mazatzal Cir, Rio Verde, AZ 85263 ",202000,181335.48,-0.1,0.89,423.0,https://www.zillow.com/homedetails/18654-E-Mazatzal-Cir-Rio-Verde-AZ-85263/8081793_zpid/
7445063,17101167,"24326 W Fernwood Ct, Wittmann, AZ 85361 ",119700,101902.95,-0.15,0.88,443.0,https://www.zillow.com/homedetails/24326-W-Fernwood-Ct-Wittmann-AZ-85361/71625270_zpid/
7551091,17885207,"643 S 87th Way, Mesa, AZ 85208 ",104700,118724.7,0.13,0.87,451.0,https://www.zillow.com/homedetails/643-S-87th-Way-Mesa-AZ-85208/8072475_zpid/
7687156,13557102,"9142 E Aspen Ave, Mesa, AZ 85208 ",112000,116377.02,0.04,0.87,466.0,https://www.zillow.com/homedetails/9142-E-Aspen-Ave-Mesa-AZ-85208/8071675_zpid/
7420096,17880623,"951 S 224th Ln, Buckeye, AZ 85326 ",204900,191597.66,-0.06,0.88,478.0,https://www.zillow.com/homedetails/951-S-224th-Ln-Buckeye-AZ-85326/81988646_zpid/
7445067,17908263,"24337 W Bobwhite Way, Wittmann, AZ 85361 ",147250,123067.97,-0.16,0.88,504.0,https://www.zillow.com/homedetails/24337-W-Bobwhite-Way-Wittmann-AZ-85361/71625279_zpid/
7445064,13582487,"24328 W Morning Vista Ln, Wittmann, AZ 85361 ",122550,107865.48,-0.12,0.87,518.0,https://www.zillow.com/homedetails/24328-W-Morning-Vista-Ln-Wittmann-AZ-85361/71625293_zpid/
1858536,21536905,"9028 E Cactus Ln S, Sun Lakes, AZ 85248 ",125000,116041.09,-0.07,0.87,561.0,http://www.zillow.com/homedetails/9028-E-Cactus-Ln-S-Sun-Lakes-AZ-85248/8219056_zpid/
7562645,13535945,"229 Leisure World, Mesa, AZ 85206 ",189500,152029.22,-0.2,0.87,782.0,https://www.zillow.com/homedetails/229-Leisure-World-Mesa-AZ-85206/2094518894_zpid/
1458583,17931137,"14287 W Indianola Ave, Goodyear, AZ 85395 ",179900,153028.0,-0.15,0.86,799.0,https://www.zillow.com/homedetails/14287-W-Indianola-Ave-Goodyear-AZ-85395/50204762_zpid/
7389598,19922878,"8425 N 104th Dr, Peoria, AZ 85345 ",135000,109394.59,-0.19,0.85,918.0,http://www.zillow.com/homedetails/8425-N-104th-Dr-Peoria-AZ-85345/7688080_zpid/
419544,17865587,"5476 W Laurie Ln, Glendale, AZ 85302 ",134900,112703.38,-0.16,0.84,1063.0,https://www.zillow.com/homedetails/5476-W-Laurie-Ln-Glendale-AZ-85302/7732696_zpid/
1345627,21622108,"4749 W Northern Ave, Glendale, AZ 85301 ",102900,83021.65,-0.19,0.84,1090.0,https://www.zillow.com/homedetails/4749-W-Northern-Ave-Glendale-AZ-85301/7724684_zpid/
7500616,20687530,"8920 E Sun Lakes Blvd S, Sun Lakes, AZ 85248 ",155900,141525.77,-0.09,0.83,1122.0,https://www.zillow.com/homedetails/8920-E-Sun-Lakes-Blvd-S-Sun-Lakes-AZ-85248/8219924_zpid/
7415052,17790125,"24 E Kinderman Dr, Avondale, AZ 85323 ",113000,95151.08,-0.16,0.83,1160.0,https://www.zillow.com/homedetails/24-E-Kinderman-Dr-Avondale-AZ-85323/8291868_zpid/
942253,17735478,"702 N Elm St, Buckeye, AZ 85326 ",102500,109976.69,0.07,0.83,1167.0,https://www.zillow.com/homedetails/702-N-Elm-St-Buckeye-AZ-85326/8288012_zpid/
