property_id,transaction_id,address,list,predicted_price,pnl_percent,good_sell_prob,rank,url
303079,22135487,"2508 W Shackleton Dr, Anthem, AZ 85086 ",180000,173886.84,-0.03,0.71,16.0,https://www.zillow.com/homedetails/2508-W-Shackleton-Dr-Anthem-AZ-85086/61797076_zpid/
775575,21809303,"6316 E Covina St, Mesa, AZ 85205 ",175000,146940.69,-0.16,0.64,280.0,https://www.zillow.com/homedetails/6316-E-Covina-St-Mesa-AZ-85205/89573096_zpid/
7500616,20687530,"8920 E Sun Lakes Blvd S, Sun Lakes, AZ 85248 ",155900,139724.53,-0.1,0.63,281.0,https://www.zillow.com/homedetails/8920-E-Sun-Lakes-Blvd-S-Sun-Lakes-AZ-85248/8219924_zpid/
139434,21960367,"7438 E Hum Road STE 106, Carefree, AZ 85377 ",230000,233828.14,0.02,0.62,323.0,https://www.zillow.com/homedetails/7438-E-Hum-Road-STE-106-Carefree-AZ-85377/8039469_zpid/
308928,22135625,"41216 N Shadow Creek Ct, Anthem, AZ 85086 ",245000,210407.02,-0.14,0.61,576.0,https://www.zillow.com/homedetails/41216-N-Shadow-Creek-Ct-Anthem-AZ-85086/55263949_zpid/
1212902,20724398,"1308 E Mineral Rd, Gilbert, AZ 85234 ",245000,211125.38,-0.14,0.6,685.0,https://www.zillow.com/homedetails/1308-E-Mineral-Rd-Gilbert-AZ-85234/8236057_zpid/
7417877,22158861,"1120 N Val Vista Dr, Gilbert, AZ 85234 ",155000,128764.38,-0.17,0.6,754.0,https://www.zillow.com/homedetails/1120-N-Val-Vista-Dr-Gilbert-AZ-85234/2113587966_zpid/
8967278,22245545,"56 S 73rd St, Mesa, AZ 85208 ",164900,156929.0,-0.05,0.59,783.0,https://www.zillow.com/homedetails/56-S-73rd-St-Mesa-AZ-85208/8069403_zpid/
1550415,21603792,"26441 S New Town Dr, Sun Lakes, AZ 85248 ",200000,162560.39,-0.19,0.6,783.0,https://www.zillow.com/homedetails/26441-S-New-Town-Dr-Sun-Lakes-AZ-85248/8221262_zpid/
8967278,22245545,"56 S 73rd St, Mesa, AZ 85208 ",164900,156929.0,-0.05,0.59,783.0,https://www.zillow.com/homedetails/56-S-73rd-St-Mesa-AZ-85208/8069403_zpid/
1550415,21603792,"26441 S New Town Dr, Sun Lakes, AZ 85248 ",200000,162560.39,-0.19,0.6,783.0,https://www.zillow.com/homedetails/26441-S-New-Town-Dr-Sun-Lakes-AZ-85248/8221262_zpid/
8953874,21950467,"27601 N 195TH Ave, Wittmann, AZ 85361 ",199900,211232.47,0.06,0.58,967.0,https://www.zillow.com/homedetails/27601-N-195TH-Ave-Wittmann-AZ-85361/8310326_zpid/
7526840,22235776,"15773 W Caribbean Ln, Surprise, AZ 85379 ",238000,195740.72,-0.18,0.59,1008.0,https://www.zillow.com/homedetails/15773-W-Caribbean-Ln-Surprise-AZ-85379/64694580_zpid/
1858536,21536905,"9028 E Cactus Ln S, Sun Lakes, AZ 85248 ",125000,100893.58,-0.19,0.58,1021.0,http://www.zillow.com/homedetails/9028-E-Cactus-Ln-S-Sun-Lakes-AZ-85248/8219056_zpid/
1197896,21698469,"897 N Kingston St, Gilbert, AZ 85233 ",245000,198953.56,-0.19,0.59,1046.0,https://www.zillow.com/homedetails/897-N-Kingston-St-Gilbert-AZ-85233/8172842_zpid/
7458519,21968077,"14249 N Boxwood Ln, Fountain Hills, AZ 85268 ",127250,135304.09,0.06,0.56,1236.0,https://www.zillow.com/homedetails/14249-N-Boxwood-Ln-Fountain-Hills-AZ-85268/2094881184_zpid/
13381,22240229,"702 E Joan D Arc Ave, Phoenix, AZ 85022 ",135000,108835.71,-0.19,0.56,1303.0,https://www.zillow.com/homedetails/702-E-Joan-D-Arc-Ave-Phoenix-AZ-85022/7782985_zpid/
7399174,21950606,"35301 W Steinway Dr, Tonopah, AZ 85354 ",139900,113036.98,-0.19,0.56,1316.0,https://www.zillow.com/homedetails/35301-W-Steinway-Dr-Tonopah-AZ-85354/2095437345_zpid/
7440567,21836264,"15410 W Amelia Dr, Goodyear, AZ 85395 ",234000,206915.83,-0.12,0.56,1381.0,https://www.zillow.com/homedetails/15410-W-Amelia-Dr-Goodyear-AZ-85395/8303396_zpid/
7445064,21950324,"24328 W Morning Vista Ln, Wittmann, AZ 85361 ",122550,124701.94,0.02,0.55,1397.0,https://www.zillow.com/homedetails/24328-W-Morning-Vista-Ln-Wittmann-AZ-85361/71625293_zpid/
7445061,21950305,"24325 W Bobwhite Way, Wittmann, AZ 85361 ",122550,123436.23,0.01,0.55,1398.0,https://www.zillow.com/homedetails/24325-W-Bobwhite-Way-Wittmann-AZ-85361/71625280_zpid/
7445069,21950521,"29510 N 244th Dr, Wittmann, AZ 85361 ",122550,112827.02,-0.08,0.55,1410.0,https://www.zillow.com/homedetails/29510-N-244th-Dr-Wittmann-AZ-85361/71625287_zpid/
