property_id,transaction_id,address,list,predicted_price,pnl_percent,good_sell_prob,rank,url
7500616,20687530,"8920 E Sun Lakes Blvd S, Sun Lakes, AZ 85248 ",155900,135516.56,-0.13,0.72,50.0,https://www.zillow.com/homedetails/8920-E-Sun-Lakes-Blvd-S-Sun-Lakes-AZ-85248/8219924_zpid/
1591806,22242568,"267 Gompers Cir, Morristown, AZ 85342 ",125000,110279.5,-0.12,0.66,186.0,https://www.zillow.com/homedetails/267-Gompers-Cir-Morristown-AZ-85342/50204209_zpid/
8967278,22245545,"56 S 73rd St, Mesa, AZ 85208 ",164900,139745.81,-0.15,0.64,323.0,https://www.zillow.com/homedetails/56-S-73rd-St-Mesa-AZ-85208/8069403_zpid/
942560,21990278,"719 S 223rd Ln, Buckeye, AZ 85326 ",215000,185286.33,-0.14,0.64,341.0,https://www.zillow.com/homedetails/719-S-223rd-Ln-Buckeye-AZ-85326/67787102_zpid/
919404,21973018,"22338 W Antelope Trl, Buckeye, AZ 85326 ",203000,171961.66,-0.15,0.64,394.5,https://www.zillow.com/homedetails/22338-W-Antelope-Trl-Buckeye-AZ-85326/67796800_zpid/
7440567,21836264,"15410 W Amelia Dr, Goodyear, AZ 85395 ",234000,190899.03,-0.18,0.64,419.0,https://www.zillow.com/homedetails/15410-W-Amelia-Dr-Goodyear-AZ-85395/8303396_zpid/
8965082,22133190,"6169 S Sawgrass Dr, Chandler, AZ 85249 ",133000,108093.62,-0.19,0.63,489.0,https://www.zillow.com/homedetails/6169-S-Sawgrass-Dr-Chandler-AZ-85249/8216408_zpid/
7487144,22096130,"5833 S 42nd Pl, Phoenix, AZ 85040 ",106000,110558.82,0.04,0.62,518.0,https://www.zillow.com/homedetails/5833-S-42nd-Pl-Phoenix-AZ-85040/7550688_zpid/
139434,21960367,"7438 E Hum Road STE 106, Carefree, AZ 85377 ",230000,219718.42,-0.04,0.62,544.0,https://www.zillow.com/homedetails/7438-E-Hum-Road-STE-106-Carefree-AZ-85377/8039469_zpid/
7526840,22235776,"15773 W Caribbean Ln, Surprise, AZ 85379 ",238000,210014.05,-0.12,0.62,588.0,https://www.zillow.com/homedetails/15773-W-Caribbean-Ln-Surprise-AZ-85379/64694580_zpid/
8958862,22214569,"214 E Bluefield Ave, Phoenix, AZ 85022 ",149900,121629.37,-0.19,0.62,659.0,https://www.zillow.com/homedetails/214-E-Bluefield-Ave-Phoenix-AZ-85022/7955753_zpid/
395593,22098740,"8023 N 31st Dr, Phoenix, AZ 85051 ",115000,94493.2,-0.18,0.61,711.0,https://www.zillow.com/homedetails/8023-N-31st-Dr-Phoenix-AZ-85051/7754756_zpid/
7420096,21992237,"951 S 224th Ln, Buckeye, AZ 85326 ",204900,194971.97,-0.05,0.61,746.0,https://www.zillow.com/homedetails/951-S-224th-Ln-Buckeye-AZ-85326/81988646_zpid/
8953874,21950467,"27601 N 195TH Ave, Wittmann, AZ 85361 ",199900,209299.36,0.05,0.6,861.0,https://www.zillow.com/homedetails/27601-N-195TH-Ave-Wittmann-AZ-85361/8310326_zpid/
8962306,22100946,"13390 W Cambridge Ave, Goodyear, AZ 85395 ",170000,142372.59,-0.16,0.6,939.0,https://www.zillow.com/homedetails/13390-W-Cambridge-Ave-Goodyear-AZ-85395/8301278_zpid/
407552,22061806,"5816 W Crocus Dr, Glendale, AZ 85306 ",149900,121148.94,-0.19,0.59,987.0,https://www.zillow.com/homedetails/5816-W-Crocus-Dr-Glendale-AZ-85306/8098559_zpid/
7458519,21968077,"14249 N Boxwood Ln, Fountain Hills, AZ 85268 ",127250,118846.62,-0.07,0.59,1001.0,https://www.zillow.com/homedetails/14249-N-Boxwood-Ln-Fountain-Hills-AZ-85268/2094881184_zpid/
729318,21809239,"446 N Hobson Plz, Mesa, AZ 85203 ",134900,108434.93,-0.2,0.59,1040.0,https://www.zillow.com/homedetails/446-N-Hobson-Plz-Mesa-AZ-85203/7620468_zpid/
1077240,22179178,"1970 N Hartford St, Chandler, AZ 85225 ",109500,106893.2,-0.02,0.57,1156.0,https://www.zillow.com/homedetails/1970-N-Hartford-St-Chandler-AZ-85225/8183069_zpid/
809535,22134218,"832 E 10th Dr, Mesa, AZ 85204 ",112900,93193.66,-0.17,0.57,1225.0,https://www.zillow.com/homedetails/832-E-10th-Dr-Mesa-AZ-85204/7629557_zpid/
