property_id,transaction_id,address,list,predicted_price,pnl_percent,good_sell_prob,rank,url
7500616,20687530,"8920 E Sun Lakes Blvd S, Sun Lakes, AZ 85248 ",155900,140579.88,-0.1,0.64,59.0,https://www.zillow.com/homedetails/8920-E-Sun-Lakes-Blvd-S-Sun-Lakes-AZ-85248/8219924_zpid/
303079,22135487,"2508 W Shackleton Dr, Anthem, AZ 85086 ",180000,157298.05,-0.13,0.69,72.0,https://www.zillow.com/homedetails/2508-W-Shackleton-Dr-Anthem-AZ-85086/61797076_zpid/
5062208,21958814,"6319 W Branham Ln, Laveen, AZ 85339 ",175000,146093.97,-0.17,0.69,104.0,https://www.zillow.com/homedetails/6319-W-Branham-Ln-Laveen-AZ-85339/67792568_zpid/
8953874,21950467,"27601 N 195TH Ave, Wittmann, AZ 85361 ",199900,216580.59,0.08,0.59,126.0,https://www.zillow.com/homedetails/27601-N-195TH-Ave-Wittmann-AZ-85361/8310326_zpid/
1858536,21536905,"9028 E Cactus Ln S, Sun Lakes, AZ 85248 ",125000,106614.88,-0.15,0.59,165.0,http://www.zillow.com/homedetails/9028-E-Cactus-Ln-S-Sun-Lakes-AZ-85248/8219056_zpid/
7420096,21992237,"951 S 224th Ln, Buckeye, AZ 85326 ",204900,181998.72,-0.11,0.58,258.5,https://www.zillow.com/homedetails/951-S-224th-Ln-Buckeye-AZ-85326/81988646_zpid/
7445063,21950316,"24326 W Fernwood Ct, Wittmann, AZ 85361 ",119700,109244.55,-0.09,0.57,268.0,https://www.zillow.com/homedetails/24326-W-Fernwood-Ct-Wittmann-AZ-85361/71625270_zpid/
7445061,21950305,"24325 W Bobwhite Way, Wittmann, AZ 85361 ",122550,109671.6,-0.11,0.56,339.0,https://www.zillow.com/homedetails/24325-W-Bobwhite-Way-Wittmann-AZ-85361/71625280_zpid/
7445064,21950324,"24328 W Morning Vista Ln, Wittmann, AZ 85361 ",122550,109374.3,-0.11,0.56,342.0,https://www.zillow.com/homedetails/24328-W-Morning-Vista-Ln-Wittmann-AZ-85361/71625293_zpid/
7445069,21950521,"29510 N 244th Dr, Wittmann, AZ 85361 ",122550,108280.58,-0.12,0.56,345.0,https://www.zillow.com/homedetails/29510-N-244th-Dr-Wittmann-AZ-85361/71625287_zpid/
942560,21990278,"719 S 223rd Ln, Buckeye, AZ 85326 ",215000,194234.44,-0.1,0.55,432.5,https://www.zillow.com/homedetails/719-S-223rd-Ln-Buckeye-AZ-85326/67787102_zpid/
7458519,21968077,"14249 N Boxwood Ln, Fountain Hills, AZ 85268 ",127250,107642.7,-0.15,0.55,455.0,https://www.zillow.com/homedetails/14249-N-Boxwood-Ln-Fountain-Hills-AZ-85268/2094881184_zpid/
442111,21746664,"4124 N 105th Ln, Phoenix, AZ 85037 ",135000,122494.84,-0.09,0.55,487.0,http://www.zillow.com/homedetails/4124-N-105th-Ln-Phoenix-AZ-85037/7465575_zpid/
139434,21960367,"7438 E Hum Road STE 106, Carefree, AZ 85377 ",230000,201126.31,-0.13,0.55,552.0,https://www.zillow.com/homedetails/7438-E-Hum-Road-STE-106-Carefree-AZ-85377/8039469_zpid/
7687156,13557102,"9142 E Aspen Ave, Mesa, AZ 85208 ",112000,123041.14,0.1,0.54,558.0,https://www.zillow.com/homedetails/9142-E-Aspen-Ave-Mesa-AZ-85208/8071675_zpid/
8962306,22100946,"13390 W Cambridge Ave, Goodyear, AZ 85395 ",170000,153305.19,-0.1,0.54,638.0,https://www.zillow.com/homedetails/13390-W-Cambridge-Ave-Goodyear-AZ-85395/8301278_zpid/
63907,22229515,"41330 N Belfair Way, Anthem, AZ 85086 ",225000,185574.11,-0.18,0.54,706.0,https://www.zillow.com/homedetails/41330-N-Belfair-Way-Anthem-AZ-85086/55263958_zpid/
1550415,21603792,"26441 S New Town Dr, Sun Lakes, AZ 85248 ",200000,165124.83,-0.17,0.54,729.0,https://www.zillow.com/homedetails/26441-S-New-Town-Dr-Sun-Lakes-AZ-85248/8221262_zpid/
604556,22185520,"9540 E Evergreen St, Mesa, AZ 85207 ",129900,118710.11,-0.09,0.53,758.0,https://www.zillow.com/homedetails/9540-E-Evergreen-St-Mesa-AZ-85207/8084788_zpid/
1531886,17762408,"18654 E Mazatzal Cir, Rio Verde, AZ 85263 ",202000,206511.72,0.02,0.52,772.0,https://www.zillow.com/homedetails/18654-E-Mazatzal-Cir-Rio-Verde-AZ-85263/8081793_zpid/
