property_id,transaction_id,address,zipcode,list,predicted_price,pnl_percent,good_sell_prob,rank,url
8847810,22183198,"849 E Devon Rd, Gilbert, AZ 85296 ",85296,249900,85625.6094,-0.6574,0.5967,6100.0,https://www.zillow.com/homedetails/849-E-Devon-Rd-Gilbert-AZ-85296/67766936_zpid/
8847803,21991757,"885 S Porter Ct, Gilbert, AZ 85296 ",85296,205000,68031.8594,-0.6681,0.594,5707.0,https://www.zillow.com/homedetails/885-S-Porter-Ct-Gilbert-AZ-85296/60990033_zpid/
8962363,22252724,"327 N 169th Ave, Goodyear, AZ 85338 ",85338,140000,92309.125,-0.3406,0.5914,224.0,https://www.zillow.com/homedetails/327-N-169th-Ave-Goodyear-AZ-85338/88788226_zpid/
8708656,21948735,"17992 N Painted Spurge Ct, Surprise, AZ 85374 ",85374,244000,122418.0703,-0.4983,0.5864,5113.0,https://www.zillow.com/homedetails/17992-N-Painted-Spurge-Ct-Surprise-AZ-85374/8126581_zpid/
7554883,21967348,"1318 S Owl Dr, Gilbert, AZ 85296 ",85296,184900,97091.5547,-0.4749,0.5857,2239.0,https://www.zillow.com/homedetails/1318-S-Owl-Dr-Gilbert-AZ-85296/2131442074_zpid/
921192,21973306,"22639 W Tonto St, Buckeye, AZ 85326 ",85326,155000,46891.5859,-0.6975,0.584,4151.0,https://www.zillow.com/homedetails/22639-W-Tonto-St-Buckeye-AZ-85326/81990995_zpid/
8944927,21974537,"24640 W Sheraton Ln, Buckeye, AZ 85326 ",85326,178900,71784.4141,-0.5987,0.5785,4061.0,https://www.zillow.com/homedetails/24640-W-Sheraton-Ln-Buckeye-AZ-85326/95186732_zpid/
1145331,22260940,"12229 W Larkspur Rd, El Mirage, AZ 85335 ",85335,150000,81791.0547,-0.4547,0.5768,853.0,https://www.zillow.com/homedetails/12229-W-Larkspur-Rd-El-Mirage-AZ-85335/29618318_zpid/
8958121,21982102,"4242 E Gail Dr, Gilbert, AZ 85296 ",85296,242000,103002.9375,-0.5744,0.5758,5762.0,https://www.zillow.com/homedetails/4242-E-Gail-Dr-Gilbert-AZ-85296/59209408_zpid/
2043003,22101262,"1163 W Argon St, Mesa, AZ 85201 ",85201,238900,97415.4844,-0.5922,0.5747,5807.0,http://www.zillow.com/homedetails/1163-W-Argon-St-Mesa-AZ-85201/95176902_zpid/
8959480,21975350,"25811 W Watkins St, Buckeye, AZ 85326 ",85326,234900,73712.8203,-0.6862,0.5729,6079.0,https://www.zillow.com/homedetails/25811-W-Watkins-St-Buckeye-AZ-85326/2093856636_zpid/
926566,21973917,"23712 W La Salle St, Buckeye, AZ 85326 ",85326,163000,80412.25,-0.5067,0.5726,1809.0,https://www.zillow.com/homedetails/23712-W-La-Salle-St-Buckeye-AZ-85326/82828752_zpid/
8962076,21975250,"25741 W Watkins St, Buckeye, AZ 85326 ",85326,232950,71124.0,-0.6947,0.5722,6089.0,https://www.zillow.com/homedetails/25741-W-Watkins-St-Buckeye-AZ-85326/2093889774_zpid/
1140418,21895366,"11601 W Poinsettia Dr, El Mirage, AZ 85335 ",85335,158000,62637.3594,-0.6036,0.572,2950.0,https://www.zillow.com/homedetails/11601-W-Poinsettia-Dr-El-Mirage-AZ-85335/59277980_zpid/
8958678,22240727,"11035 E Wier Ave, Mesa, AZ 85208 ",85208,209900,116758.6875,-0.4437,0.5711,2742.0,https://www.zillow.com/homedetails/11035-E-Wier-Ave-Mesa-AZ-85208/50192777_zpid/
967937,22071382,"5076 W Boston Way, Chandler, AZ 85226 ",85226,225000,102517.3281,-0.5444,0.5707,5171.0,https://www.zillow.com/homedetails/5076-W-Boston-Way-Chandler-AZ-85226/8165956_zpid/
8945436,22185595,"17631 Cavedale Dr, Surprise, AZ 85387 ",85387,224900,82530.7969,-0.633,0.5698,5840.0,https://www.zillow.com/homedetails/17631-Cavedale-Dr-Surprise-AZ-85387/71631259_zpid/
940741,21987084,"5764 S 236th Dr, Buckeye, AZ 85326 ",85326,183900,80975.5078,-0.5597,0.5688,3719.0,https://www.zillow.com/homedetails/5764-S-236th-Dr-Buckeye-AZ-85326/82826956_zpid/
8957471,21975281,"25756 W Watkins St, Buckeye, AZ 85326 ",85326,229456,74678.0078,-0.6745,0.5677,6023.0,https://www.zillow.com/homedetails/25756-W-Watkins-St-Buckeye-AZ-85326/2093960925_zpid/
928709,21974127,"24005 W Chambers St, Buckeye, AZ 85326 ",85326,166000,81522.125,-0.5089,0.567,1972.0,https://www.zillow.com/homedetails/24005-W-Chambers-St-Buckeye-AZ-85326/82827236_zpid/
