property_id,transaction_id,address,zipcode,list,predicted_price,pnl_percent,good_sell_prob,rank,url
236690,22713641,"1615 W Michelle Dr, Phoenix, AZ 85023 ",85023,149900,168314.5156,0.1228,0.7259,158.0,https://www.zillow.com/homedetails/1615-W-Michelle-Dr-Phoenix-AZ-85023/7957325_zpid/
15510,22609594,"6024 W Mescal St, Glendale, AZ 85304 ",85304,195000,179080.0938,-0.0816,0.7234,1107.0,https://www.zillow.com/homedetails/6024-W-Mescal-St-Glendale-AZ-85304/7698510_zpid/
8975954,22622797,"2231 W Vista Ave, Phoenix, AZ 85021 ",85021,244900,202428.2969,-0.1734,0.7197,2392.0,https://www.zillow.com/homedetails/2231-W-Vista-Ave-Phoenix-AZ-85021/2093423643_zpid/
987356,22579579,"1267 S Bogle Ct, Chandler, AZ 85286 ",85286,225000,189575.0312,-0.1574,0.7172,2023.0,https://www.zillow.com/homedetails/1267-S-Bogle-Ct-Chandler-AZ-85286/60985443_zpid/
9012419,22683312,"8760 W Meadow Dr, Peoria, AZ 85382 ",85382,164900,170475.4219,0.0338,0.7077,362.0,https://www.zillow.com/homedetails/8760-W-Meadow-Dr-Peoria-AZ-85382/7898231_zpid/
8958977,22539508,"2545 E Piute Ave, Phoenix, AZ 85050 ",85050,159000,170663.1875,0.0734,0.7024,237.0,https://www.zillow.com/homedetails/2545-E-Piute-Ave-Phoenix-AZ-85050/7994601_zpid/
8975955,22708019,"2233 W Vista Ave, Phoenix, AZ 85021 ",85021,231900,193211.625,-0.1668,0.7015,2211.0,https://www.zillow.com/homedetails/2233-W-Vista-Ave-Phoenix-AZ-85021/2093423506_zpid/
186413,22622837,"2022 E Windsong Dr, Phoenix, AZ 85048 ",85048,249999,201544.2969,-0.1938,0.7015,2544.0,https://www.zillow.com/homedetails/2022-E-Windsong-Dr-Phoenix-AZ-85048/8162851_zpid/
1115236,22604543,"1704 W Temple St, Chandler, AZ 85224 ",85224,235000,196673.4688,-0.1631,0.7005,2188.0,https://www.zillow.com/homedetails/1704-W-Temple-St-Chandler-AZ-85224/8193766_zpid/
1088494,22627533,"507 W Caroline Ln, Chandler, AZ 85225 ",85225,236000,195097.4375,-0.1733,0.6982,2322.0,https://www.zillow.com/homedetails/507-W-Caroline-Ln-Chandler-AZ-85225/8182852_zpid/
409680,23404906,"4507 W Aster Dr, Glendale, AZ 85304 ",85304,124900,158318.3281,0.2676,0.6977,72.0,http://www.zillow.com/homedetails/4507-W-Aster-Dr-Glendale-AZ-85304/7955211_zpid
1110100,22681363,"1240 W Straford Dr, Chandler, AZ 85224 ",85224,205777,185367.3906,-0.0992,0.6972,1360.0,https://www.zillow.com/homedetails/1240-W-Straford-Dr-Chandler-AZ-85224/8172385_zpid/
1129148,22633248,"3408 N Apache Cir, Chandler, AZ 85224 ",85224,220000,194883.75,-0.1142,0.6953,1609.0,https://www.zillow.com/homedetails/3408-N-Apache-Cir-Chandler-AZ-85224/8172495_zpid/
154003,22735716,"1249 N Granite Reef Rd, Scottsdale, AZ 85257 ",85257,159900,165689.1406,0.0362,0.6935,362.0,https://www.zillow.com/homedetails/1249-N-Granite-Reef-Rd-Scottsdale-AZ-85257/7577991_zpid/
1088725,22710184,"519 W Palomino Dr, Chandler, AZ 85225 ",85225,239900,206353.0781,-0.1398,0.6912,1973.0,https://www.zillow.com/homedetails/519-W-Palomino-Dr-Chandler-AZ-85225/8177645_zpid/
9016379,22710160,"1411 E Gary Dr, Chandler, AZ 85225 ",85225,249900,205775.9219,-0.1766,0.6906,2465.0,https://www.zillow.com/homedetails/1411-E-Gary-Dr-Chandler-AZ-85225/8204321_zpid/
1113315,22681387,"1527 W Kesler Ln, Chandler, AZ 85224 ",85224,239900,202126.0469,-0.1575,0.6899,2166.0,https://www.zillow.com/homedetails/1527-W-Kesler-Ln-Chandler-AZ-85224/8226108_zpid/
1085968,22710222,"361 S Williams Pl, Chandler, AZ 85225 ",85225,242900,200966.1719,-0.1726,0.6897,2385.0,https://www.zillow.com/homedetails/361-S-Williams-Pl-Chandler-AZ-85225/8205921_zpid/
9013147,22688242,"514 E Milada Dr, Phoenix, AZ 85042 ",85042,239000,197820.1562,-0.1723,0.6854,2339.0,https://www.zillow.com/homedetails/514-E-Milada-Dr-Phoenix-AZ-85042/59265902_zpid/
8973916,22716662,"3944 E White Aster St, Phoenix, AZ 85044 ",85044,241000,204876.5781,-0.1499,0.6841,2071.0,https://www.zillow.com/homedetails/3944-E-White-Aster-St-Phoenix-AZ-85044/8161306_zpid/
