property_id,transaction_id,address,list,predicted_price,pnl_percent,good_sell_prob,rank,url
7500616,20687530,"8920 E Sun Lakes Blvd S, Sun Lakes, AZ 85248 ",155900,162692.41,0.04,0.73,35.0,https://www.zillow.com/homedetails/8920-E-Sun-Lakes-Blvd-S-Sun-Lakes-AZ-85248/8219924_zpid/
866038,21966815,"12355 W Jackson St, Avondale, AZ 85323 ",178000,143870.75,-0.19,0.71,187.0,https://www.zillow.com/homedetails/12355-W-Jackson-St-Avondale-AZ-85323/55205752_zpid/
864834,21821287,"12038 W Yuma St, Avondale, AZ 85323 ",170000,140769.5,-0.17,0.68,236.0,https://www.zillow.com/homedetails/12038-W-Yuma-St-Avondale-AZ-85323/55282905_zpid/
8953874,21950467,"27601 N 195TH Ave, Wittmann, AZ 85361 ",199900,207151.03,0.04,0.66,244.0,https://www.zillow.com/homedetails/27601-N-195TH-Ave-Wittmann-AZ-85361/8310326_zpid/
139434,21960367,"7438 E Hum Road STE 106, Carefree, AZ 85377 ",230000,219248.81,-0.05,0.65,290.0,https://www.zillow.com/homedetails/7438-E-Hum-Road-STE-106-Carefree-AZ-85377/8039469_zpid/
7399174,21950606,"35301 W Steinway Dr, Tonopah, AZ 85354 ",139900,128395.34,-0.08,0.64,358.0,https://www.zillow.com/homedetails/35301-W-Steinway-Dr-Tonopah-AZ-85354/2095437345_zpid/
1858536,21536905,"9028 E Cactus Ln S, Sun Lakes, AZ 85248 ",125000,136666.02,0.09,0.62,398.0,http://www.zillow.com/homedetails/9028-E-Cactus-Ln-S-Sun-Lakes-AZ-85248/8219056_zpid/
401623,22061637,"14412 N 57th Dr, Glendale, AZ 85306 ",145000,122458.55,-0.16,0.63,416.0,https://www.zillow.com/homedetails/14412-N-57th-Dr-Glendale-AZ-85306/8098573_zpid/
1025798,22133093,"1866 E Lindrick Dr, Chandler, AZ 85249 ",163000,131759.92,-0.19,0.63,438.0,https://www.zillow.com/homedetails/1866-E-Lindrick-Dr-Chandler-AZ-85249/8224975_zpid/
942560,21990278,"719 S 223rd Ln, Buckeye, AZ 85326 ",215000,172732.0,-0.2,0.64,528.0,https://www.zillow.com/homedetails/719-S-223rd-Ln-Buckeye-AZ-85326/67787102_zpid/
43572,22124718,"8011 W Gibson Ln, Phoenix, AZ 85043 ",225000,182079.61,-0.19,0.64,532.0,https://www.zillow.com/homedetails/8011-W-Gibson-Ln-Phoenix-AZ-85043/50123894_zpid/
1550415,21603792,"26441 S New Town Dr, Sun Lakes, AZ 85248 ",200000,174785.84,-0.13,0.61,564.0,https://www.zillow.com/homedetails/26441-S-New-Town-Dr-Sun-Lakes-AZ-85248/8221262_zpid/
560989,17927911,"1038 W Obispo Ave, Mesa, AZ 85210 ",175000,141211.16,-0.19,0.62,567.0,https://www.zillow.com/homedetails/1038-W-Obispo-Ave-Mesa-AZ-85210/8190375_zpid/
8967278,22245545,"56 S 73rd St, Mesa, AZ 85208 ",164900,160449.27,-0.03,0.59,661.0,https://www.zillow.com/homedetails/56-S-73rd-St-Mesa-AZ-85208/8069403_zpid/
7487144,22096130,"5833 S 42nd Pl, Phoenix, AZ 85040 ",106000,114741.03,0.08,0.58,712.0,https://www.zillow.com/homedetails/5833-S-42nd-Pl-Phoenix-AZ-85040/7550688_zpid/
448713,22043577,"8432 W Campbell Ave, Phoenix, AZ 85037 ",145000,122608.22,-0.15,0.59,723.0,https://www.zillow.com/homedetails/8432-W-Campbell-Ave-Phoenix-AZ-85037/7480747_zpid/
7526840,22235776,"15773 W Caribbean Ln, Surprise, AZ 85379 ",238000,206838.2,-0.13,0.58,808.0,https://www.zillow.com/homedetails/15773-W-Caribbean-Ln-Surprise-AZ-85379/64694580_zpid/
302352,22135474,"1916 W Spirit Ct, Anthem, AZ 85086 ",247500,201612.97,-0.19,0.6,835.0,https://www.zillow.com/homedetails/1916-W-Spirit-Ct-Anthem-AZ-85086/60980617_zpid/
8965082,22133190,"6169 S Sawgrass Dr, Chandler, AZ 85249 ",133000,124380.02,-0.06,0.57,839.0,https://www.zillow.com/homedetails/6169-S-Sawgrass-Dr-Chandler-AZ-85249/8216408_zpid/
1350197,21987016,"5752 W Vista Ave, Glendale, AZ 85301 ",188000,175875.84,-0.06,0.56,884.0,https://www.zillow.com/homedetails/5752-W-Vista-Ave-Glendale-AZ-85301/67083476_zpid/
