property_id,transaction_id,address,zipcode,list,predicted_price,pnl_percent,good_sell_prob,rank,url
8959480,21975350,"25811 W Watkins St, Buckeye, AZ 85326 ",85326,234900,77329.7109,-0.6708,0.5246,5284.0,https://www.zillow.com/homedetails/25811-W-Watkins-St-Buckeye-AZ-85326/2093856636_zpid/
8962076,21975250,"25741 W Watkins St, Buckeye, AZ 85326 ",85326,232950,82117.8359,-0.6475,0.5245,5173.0,https://www.zillow.com/homedetails/25741-W-Watkins-St-Buckeye-AZ-85326/2093889774_zpid/
7478654,21975344,"25780 W Watkins St, Buckeye, AZ 85326 ",85326,204898,62881.6367,-0.6931,0.5214,4997.0,https://www.zillow.com/homedetails/25780-W-Watkins-St-Buckeye-AZ-85326/2094788129_zpid/
7433027,22243221,"10352 W Devonshire Ave, Phoenix, AZ 85037 ",85037,192500,71460.1328,-0.6288,0.5213,4091.5,https://www.zillow.com/homedetails/10352-W-Devonshire-Ave-Phoenix-AZ-85037/95131190_zpid/
8962077,21975249,"25748 W Watkins St, Buckeye, AZ 85326 ",85326,212900,67302.1406,-0.6839,0.5213,5077.5,https://www.zillow.com/homedetails/25748-W-Watkins-St-Buckeye-AZ-85326/2093772852_zpid/
7433027,22243221,"10352 W Devonshire Ave, Phoenix, AZ 85037 ",85037,192500,71460.1328,-0.6288,0.5213,4091.5,https://www.zillow.com/homedetails/10352-W-Devonshire-Ave-Phoenix-AZ-85037/95131190_zpid/
8962077,21975249,"25748 W Watkins St, Buckeye, AZ 85326 ",85326,212900,67302.1406,-0.6839,0.5213,5077.5,https://www.zillow.com/homedetails/25748-W-Watkins-St-Buckeye-AZ-85326/2093772852_zpid/
920747,22270980,"22593 W Solano Dr, Buckeye, AZ 85326 ",85326,180000,92788.9297,-0.4845,0.5196,1648.0,https://www.zillow.com/homedetails/22593-W-Solano-Dr-Buckeye-AZ-85326/71492592_zpid/
7420504,22320081,"4321 W St Kateri Dr, Laveen, AZ 85339 ",85339,190400,99161.9922,-0.4792,0.5184,1921.5,https://www.zillow.com/homedetails/4321-W-St-Kateri-Dr-Laveen-AZ-85339/67773750_zpid/
8966425,22234832,"5117 W T Ryan Ln, Laveen, AZ 85339 ",85339,199900,91100.1797,-0.5443,0.5184,3296.5,https://www.zillow.com/homedetails/5117-W-T-Ryan-Ln-Laveen-AZ-85339/71612340_zpid/
