property_id,transaction_id,address,zipcode,list,predicted_price,pnl_percent,good_sell_prob,rank,url
9015638,22704145,"8444 W Lewis Ave, Phoenix, AZ 85037 ",85037,176900,71446.1562,-0.5961,0.7853,10.0,https://www.zillow.com/homedetails/8444-W-Lewis-Ave-Phoenix-AZ-85037/82823102_zpid/
520341,22734448,"8921 W Edgemont Ave, Phoenix, AZ 85037 ",85037,199000,91147.4766,-0.542,0.7757,15.0,https://www.zillow.com/homedetails/8921-W-Edgemont-Ave-Phoenix-AZ-85037/7487901_zpid/
526828,22737450,"9418 W Sheridan St, Phoenix, AZ 85037 ",85037,214500,94058.7969,-0.5615,0.7681,45.0,https://www.zillow.com/homedetails/9418-W-Sheridan-St-Phoenix-AZ-85037/67773035_zpid/
527635,22717844,"9459 W Virginia Ave, Phoenix, AZ 85037 ",85037,200000,104679.7422,-0.4766,0.7615,9.0,https://www.zillow.com/homedetails/9459-W-Virginia-Ave-Phoenix-AZ-85037/62727169_zpid/
450214,22642480,"8705 W Roanoke Ave, Phoenix, AZ 85037 ",85037,210000,89728.2031,-0.5727,0.7384,46.0,https://www.zillow.com/homedetails/8705-W-Roanoke-Ave-Phoenix-AZ-85037/7473636_zpid/
435581,22732846,"2207 N 87th Dr, Phoenix, AZ 85037 ",85037,184900,57685.1484,-0.688,0.7326,57.0,https://www.zillow.com/homedetails/2207-N-87th-Dr-Phoenix-AZ-85037/7487726_zpid/
448988,22734457,"8504 W College Dr, Phoenix, AZ 85037 ",85037,190000,79013.2344,-0.5841,0.7166,26.0,https://www.zillow.com/homedetails/8504-W-College-Dr-Phoenix-AZ-85037/7483600_zpid/
444887,22730839,"4607 N 92nd Ln, Phoenix, AZ 85037 ",85037,214900,100815.8359,-0.5309,0.7123,36.0,https://www.zillow.com/homedetails/4607-N-92nd-Ln-Phoenix-AZ-85037/7466411_zpid/
448906,22738625,"8455 W Devonshire Ave, Phoenix, AZ 85037 ",85037,169900,61728.5,-0.6367,0.6905,23.0,https://www.zillow.com/homedetails/8455-W-Devonshire-Ave-Phoenix-AZ-85037/7466636_zpid/
22933,22734467,"8739 W Fairmount Ave, Phoenix, AZ 85037 ",85037,170000,59959.1523,-0.6473,0.6633,27.0,https://www.zillow.com/homedetails/8739-W-Fairmount-Ave-Phoenix-AZ-85037/7471067_zpid/
448390,23757850,"8403 W Lewis Ave, Phoenix, AZ 85037 ",85037,160000,62480.1641,-0.6095,0.6618,17.0,https://www.zillow.com/homedetails/8403-W-Lewis-Ave-Phoenix-AZ-85037/81985441_zpid/
450204,23818560,"8702 W Lewis Ave, Phoenix, AZ 85037 ",85037,196000,76320.4141,-0.6106,0.643,49.0,https://www.zillow.com/homedetails/8702-W-Lewis-Ave-Phoenix-AZ-85037/7474003_zpid/
1090459,23810641,"631 W Caroline Ln, Chandler, AZ 85225 ",85225,230000,115394.6406,-0.4983,0.6276,43.0,https://www.zillow.com/homedetails/631-W-Caroline-Ln-Chandler-AZ-85225/8183658_zpid/
1859,23650472,"9128 W Alvarado St, Phoenix, AZ 85037 ",85037,214000,93856.5625,-0.5614,0.627,54.0,https://www.zillow.com/homedetails/9128-W-Alvarado-St-Phoenix-AZ-85037/60047210_zpid/
450692,23753402,"8742 W Edgemont Ave, Phoenix, AZ 85037 ",85037,190000,76720.8281,-0.5962,0.6196,40.0,https://www.zillow.com/homedetails/8742-W-Edgemont-Ave-Phoenix-AZ-85037/7473770_zpid/
1880517,23820223,"844 W Harrison St, Chandler, AZ 85225 ",85225,229000,94061.8906,-0.5892,0.6183,75.0,https://www.zillow.com/homedetails/844-W-Harrison-St-Chandler-AZ-85225/8186376_zpid/
449589,23796595,"8551 W Sheridan St, Phoenix, AZ 85037 ",85037,220000,96095.6016,-0.5632,0.613,64.0,https://www.zillow.com/homedetails/8551-W-Sheridan-St-Phoenix-AZ-85037/7487376_zpid/
1705,22706438,"8721 W Campbell Ave, Phoenix, AZ 85037 ",85037,199000,86233.5,-0.5667,0.6087,42.0,https://www.zillow.com/homedetails/8721-W-Campbell-Ave-Phoenix-AZ-85037/7466961_zpid/
527019,22747540,"9424 W Pierson St, Phoenix, AZ 85037 ",85037,212000,99748.8438,-0.5295,0.6078,41.0,https://www.zillow.com/homedetails/9424-W-Pierson-St-Phoenix-AZ-85037/52423672_zpid/
8982670,23753363,"1934 N Iowa St, Chandler, AZ 85225 ",85225,215500,87866.3516,-0.5923,0.607,72.0,https://www.zillow.com/homedetails/1934-N-Iowa-St-Chandler-AZ-85225/8182675_zpid/
