property_id,transaction_id,address,list,predicted_price,pnl_percent,good_sell_prob,rank,url
7500616,20687530,"8920 E Sun Lakes Blvd S, Sun Lakes, AZ 85248 ",155900,134401.98,-0.14,0.62,88.0,https://www.zillow.com/homedetails/8920-E-Sun-Lakes-Blvd-S-Sun-Lakes-AZ-85248/8219924_zpid/
8953874,21950467,"27601 N 195TH Ave, Wittmann, AZ 85361 ",199900,190715.91,-0.05,0.59,135.0,https://www.zillow.com/homedetails/27601-N-195TH-Ave-Wittmann-AZ-85361/8310326_zpid/
1858536,21536905,"9028 E Cactus Ln S, Sun Lakes, AZ 85248 ",125000,106781.64,-0.15,0.57,231.0,http://www.zillow.com/homedetails/9028-E-Cactus-Ln-S-Sun-Lakes-AZ-85248/8219056_zpid/
139434,21960367,"7438 E Hum Road STE 106, Carefree, AZ 85377 ",230000,199855.53,-0.13,0.55,366.0,https://www.zillow.com/homedetails/7438-E-Hum-Road-STE-106-Carefree-AZ-85377/8039469_zpid/
1550415,21603792,"26441 S New Town Dr, Sun Lakes, AZ 85248 ",200000,162140.12,-0.19,0.53,592.0,https://www.zillow.com/homedetails/26441-S-New-Town-Dr-Sun-Lakes-AZ-85248/8221262_zpid/
8958862,22214569,"214 E Bluefield Ave, Phoenix, AZ 85022 ",149900,137015.58,-0.09,0.51,632.0,https://www.zillow.com/homedetails/214-E-Bluefield-Ave-Phoenix-AZ-85022/7955753_zpid/
7526840,22235776,"15773 W Caribbean Ln, Surprise, AZ 85379 ",238000,193260.89,-0.19,0.5,834.0,https://www.zillow.com/homedetails/15773-W-Caribbean-Ln-Surprise-AZ-85379/64694580_zpid/
8967278,22245545,"56 S 73rd St, Mesa, AZ 85208 ",164900,139837.47,-0.15,0.49,905.0,https://www.zillow.com/homedetails/56-S-73rd-St-Mesa-AZ-85208/8069403_zpid/
1070129,22243190,"13421 E Boston St, Chandler, AZ 85225 ",159999,136477.83,-0.15,0.48,969.0,https://www.zillow.com/homedetails/13421-E-Boston-St-Chandler-AZ-85225/8222052_zpid/
1591806,22242568,"267 Gompers Cir, Morristown, AZ 85342 ",125000,154427.91,0.24,0.46,1128.0,https://www.zillow.com/homedetails/267-Gompers-Cir-Morristown-AZ-85342/50204209_zpid/
7487144,22096130,"5833 S 42nd Pl, Phoenix, AZ 85040 ",106000,104274.83,-0.02,0.46,1208.0,https://www.zillow.com/homedetails/5833-S-42nd-Pl-Phoenix-AZ-85040/7550688_zpid/
1350197,21987016,"5752 W Vista Ave, Glendale, AZ 85301 ",188000,160764.89,-0.14,0.45,1337.0,https://www.zillow.com/homedetails/5752-W-Vista-Ave-Glendale-AZ-85301/67083476_zpid/
396637,22043221,"8224 N 32nd Dr, Phoenix, AZ 85051 ",110000,91078.09,-0.17,0.42,1609.0,https://www.zillow.com/homedetails/8224-N-32nd-Dr-Phoenix-AZ-85051/7751554_zpid/
2051201,22101115,"1060 E Clinton St, Phoenix, AZ 85020 ",235900,192702.91,-0.18,0.43,1653.0,http://www.zillow.com/homedetails/1060-E-Clinton-St-Phoenix-AZ-85020/7785998_zpid/
7458519,21968077,"14249 N Boxwood Ln, Fountain Hills, AZ 85268 ",127250,109044.69,-0.14,0.42,1654.0,https://www.zillow.com/homedetails/14249-N-Boxwood-Ln-Fountain-Hills-AZ-85268/2094881184_zpid/
7490506,22098042,"7318 E Inverness Ave, Mesa, AZ 85209 ",109000,90990.64,-0.17,0.41,1689.0,https://www.zillow.com/homedetails/7318-E-Inverness-Ave-Mesa-AZ-85209/8074728_zpid/
528357,21907281,"9920 W Madrugada Ave, Phoenix, AZ 85037 ",187000,159667.62,-0.15,0.42,1692.0,https://www.zillow.com/homedetails/9920-W-Madrugada-Ave-Phoenix-AZ-85037/7484438_zpid/
7687156,13557102,"9142 E Aspen Ave, Mesa, AZ 85208 ",112000,124728.68,0.11,0.41,1750.0,https://www.zillow.com/homedetails/9142-E-Aspen-Ave-Mesa-AZ-85208/8071675_zpid/
731255,22284147,"560 N Hobson Plz, Mesa, AZ 85203 ",145900,128894.57,-0.12,0.4,1792.0,https://www.zillow.com/homedetails/560-N-Hobson-Plz-Mesa-AZ-85203/7620448_zpid/
