property_id,transaction_id,address,ypred,predicted_price,list,url
732049,13436194,"620 N Hall, Mesa, AZ 85203 ",-118458.0625,181541.9375,300000,https://www.zillow.com/homedetails/620-N-Hall-Mesa-AZ-85203/82779279_zpid/
7462246,13450472,"1012 E Washington Ave, Gilbert, AZ 85234 ",-118879.0,221021.0,339900,https://www.zillow.com/homedetails/1012-E-Washington-Ave-Gilbert-AZ-85234/8276541_zpid/
916408,13437543,"21836 W Casey Ln, Buckeye, AZ 85326 ",-119528.640625,108371.359375,227900,https://www.zillow.com/homedetails/21836-W-Casey-Ln-Buckeye-AZ-85326/95187503_zpid/
7458299,13437552,"80 S 196th Ln, Buckeye, AZ 85326 ",-126475.8984375,103514.1015625,229990,https://www.zillow.com/homedetails/80-S-196th-Ln-Buckeye-AZ-85326/2094882813_zpid/
7461267,13447771,"1209 E Muirwood Dr, Phoenix, AZ 85048 ",-144902.375,179798.625,324701,https://www.zillow.com/homedetails/1209-E-Muirwood-Dr-Phoenix-AZ-85048/125132789_zpid/
255059,13445851,"316 W Kelton Ln, Phoenix, AZ 85023 ",-145430.28125,164569.71875,310000,https://www.zillow.com/homedetails/316-W-Kelton-Ln-Phoenix-AZ-85023/7965798_zpid/
139088,13450154,"23318 N Las Positas Ct, Sun City West, AZ 85375 ",-148664.03125,150835.96875,299500,https://www.zillow.com/homedetails/23318-N-Las-Positas-Ct-Sun-City-West-AZ-85375/81966882_zpid/
7461269,13447778,"15849 S 12th Way, Phoenix, AZ 85048 ",-155417.203125,179232.796875,334650,https://www.zillow.com/homedetails/15849-S-12th-Way-Phoenix-AZ-85048/125144732_zpid/
352097,13429400,"2017 E Heartwood Ln, Phoenix, AZ 85022 ",-156319.609375,123580.390625,279900,https://www.zillow.com/homedetails/2017-E-Heartwood-Ln-Phoenix-AZ-85022/95134885_zpid/
7473112,13464156,"2978 W Comstock Dr, Chandler, AZ 85224 ",-156773.4375,188226.5625,345000,https://www.zillow.com/homedetails/2978-W-Comstock-Dr-Chandler-AZ-85224/8192689_zpid/
7433637,13435321,"1551 W Marlin Dr, Chandler, AZ 85286 ",-161142.0,141568.0,302710,https://www.zillow.com/homedetails/1551-W-Marlin-Dr-Chandler-AZ-85286/2095120768_zpid/
1312719,13459734,"3438 E Appleby Dr, Gilbert, AZ 85298 ",-165184.65625,157715.34375,322900,https://www.zillow.com/homedetails/3438-E-Appleby-Dr-Gilbert-AZ-85298/121422123_zpid/
7447416,13454210,"10423 S 47th St, Phoenix, AZ 85044 ",-169613.046875,159386.953125,329000,https://www.zillow.com/homedetails/10423-S-47th-St-Phoenix-AZ-85044/8142062_zpid/
7460564,13445212,"10229 E Starion Ave, Mesa, AZ 85212 ",-175714.515625,124185.484375,299900,https://www.zillow.com/homedetails/10229-E-Starion-Ave-Mesa-AZ-85212/121423476_zpid/
42786,13447657,"7114 W Globe Ave, Phoenix, AZ 85043 ",-184671.75,90328.25,275000,https://www.zillow.com/homedetails/7114-W-Globe-Ave-Phoenix-AZ-85043/67788720_zpid/
5218084,13431972,"10417 E Sebring Ave, Mesa, AZ 85212 ",-187272.3125,138054.6875,325327,https://www.zillow.com/homedetails/10417-E-Sebring-Ave-Mesa-AZ-85212/125119313_zpid/
2032111,13431979,"2620 S Canfield, Mesa, AZ 85209 ",-191487.3359375,123512.6640625,315000,https://www.zillow.com/homedetails/2620-S-Canfield-Mesa-AZ-85209/126055498_zpid/
7462935,13452818,"623 W Kerry Ln, Phoenix, AZ 85027 ",-200727.8984375,103905.1015625,304633,https://www.zillow.com/homedetails/623-W-Kerry-Ln-Phoenix-AZ-85027/2094843634_zpid/
7459225,13440719,"10141 E Stealth Ave, Mesa, AZ 85212 ",-217081.1875,109818.8125,326900,https://www.zillow.com/homedetails/10141-E-Stealth-Ave-Mesa-AZ-85212/125143544_zpid/
7450378,13455990,"1535 W Marlin Dr, Chandler, AZ 85286 ",-227543.90625,152446.09375,379990,https://www.zillow.com/homedetails/1535-W-Marlin-Dr-Chandler-AZ-85286/2094998806_zpid/
7461608,13448830,"149 E Horseshoe Dr, Chandler, AZ 85249 ",-249831.171875,140167.828125,389999,https://www.zillow.com/homedetails/149-E-Horseshoe-Dr-Chandler-AZ-85249/119217414_zpid/
7462597,13452060,"3655 N Nevada St, Chandler, AZ 85225 ",-255018.4296875,94981.5703125,350000,https://www.zillow.com/homedetails/3655-N-Nevada-St-Chandler-AZ-85225/94639314_zpid/
