property_id,transaction_id,address,zipcode,ypred,predicted_price,list,url
9021371,23824898,"1845 E Harvard St, Phoenix, AZ 85006 ",85006,-17376.97265625,52623.02734375,70000,https://www.zillow.com/homedetails/1845-E-Harvard-St-Phoenix-AZ-85006/2092345277_zpid/
9021965,23809593,"1 S 95th Ave, Tolleson, AZ 85353 ",85353,-18252.6796875,56747.3203125,75000,https://www.zillow.com/homedetails/1-S-95th-Ave-Tolleson-AZ-85353/7460084_zpid/
9022396,23816564,"15435 N 66th Ave, Glendale, AZ 85306 ",85306,-27790.203125,52109.796875,79900,https://www.zillow.com/homedetails/15435-N-66th-Ave-Glendale-AZ-85306/7901799_zpid/
345521,23753202,"2846 W Melvin St, Phoenix, AZ 85009 ",85009,-29500.109375,50499.890625,80000,https://www.zillow.com/homedetails/2846-W-Melvin-St-Phoenix-AZ-85009/7514191_zpid/
8977242,23802183,"16434 N 32nd Pl, Phoenix, AZ 85032 ",85032,-32602.9765625,51397.0234375,84000,https://www.zillow.com/homedetails/16434-N-32nd-Pl-Phoenix-AZ-85032/8006065_zpid/
9022177,23811570,"5730 E Calle Sonora, Guadalupe, AZ 85283 ",85283,-34977.30859375,54022.69140625,89000,https://www.zillow.com/homedetails/5730-E-Calle-Sonora-Guadalupe-AZ-85283/8138847_zpid/
9003553,22620794,"1140 S 10th St, Phoenix, AZ 85034 ",85034,-38560.015625,51439.984375,90000,https://www.zillow.com/homedetails/1140-S-10th-St-Phoenix-AZ-85034/7528177_zpid/
32834,22488477,"804 S 4th Ave, Phoenix, AZ 85003 ",85003,-42964.67578125,52035.32421875,95000,https://www.zillow.com/homedetails/804-S-4th-Ave-Phoenix-AZ-85003/71595758_zpid/
343877,23753340,"2123 W Tonto St, Phoenix, AZ 85009 ",85009,-43228.69921875,51770.30078125,94999,https://www.zillow.com/homedetails/2123-W-Tonto-St-Phoenix-AZ-85009/7515873_zpid/
328718,23810569,"2235 W Highland Ave, Phoenix, AZ 85015 ",85015,-43545.9609375,55454.0390625,99000,https://www.zillow.com/homedetails/2235-W-Highland-Ave-Phoenix-AZ-85015/7767290_zpid/
364303,22743539,"9353 W Taylor St, Tolleson, AZ 85353 ",85353,-43964.46484375,55035.53515625,99000,https://www.zillow.com/homedetails/9353-W-Taylor-St-Tolleson-AZ-85353/7477007_zpid/
8990467,22512781,"1711 E Harvard Street Phoenix Az, Phoenix, AZ 85006 ",85006,-46636.08984375,53363.91015625,100000,https://www.zillow.com/homedetails/1711-E-Harvard-Street-Phoenix-Az-Phoenix-AZ-85006/2093095994_zpid/
348999,23823120,"3533 W Melvin St, Phoenix, AZ 85009 ",85009,-47099.390625,52800.609375,99900,https://www.zillow.com/homedetails/3533-W-Melvin-St-Phoenix-AZ-85009/7505975_zpid/
310725,23757967,"1109 W Sherman St, Phoenix, AZ 85007 ",85007,-47150.0703125,51849.9296875,99000,https://www.zillow.com/homedetails/1109-W-Sherman-St-Phoenix-AZ-85007/7522651_zpid/
461835,23816547,"2561 W Flower St, Phoenix, AZ 85017 ",85017,-53413.32421875,56486.67578125,109900,https://www.zillow.com/homedetails/2561-W-Flower-St-Phoenix-AZ-85017/7517460_zpid/
466583,23359711,"3023 W Rose Ln, Phoenix, AZ 85017 ",85017,-56460.9765625,53039.0234375,109500,http://www.zillow.com/homedetails/3023-W-Rose-Ln-Phoenix-AZ-85017/7759999_zpid
