property_id,transaction_id,address,ypred,predicted_price,list,url
406691.0,20706387,"3216 E Medlock Dr For Rent, Phoenix, AZ 85018 ",136194.296875,196194.296875,60000,http://www.zillow.com/homedetails/3216-E-Medlock-Dr-For-Rent-Phoenix-AZ-85018/2104503515_zpid
405246.0,8399514,"2422 W Hunter Court For R Ent Only # 0, Phoenix, AZ 85085 ",107840.125,187840.125,80000,http://www.zillow.com/homedetails/2422-W-Hunter-Court-For-R-Ent-Only-0-Phoenix-AZ-85085/2096086862_zpid/
405246.0,8399320,"16246 W Mercer Lane For Rent Only # 0000000, Surprise, AZ 85379 ",106859.796875,186859.796875,80000,http://www.zillow.com/homedetails/16246-W-Mercer-Lane-For-Rent-Only-0000000-Surprise-AZ-85379/2096086194_zpid/
405238.0,3262657,"3561 E Tyson St For Rent Only, Gilbert, AZ 85295 ",103340.21875,183340.21875,80000,http://www.zillow.com/homedetails/3561-E-Tyson-St-For-Rent-Only-Gilbert-AZ-85295/2096783659_zpid/
408979.0,21972325,"209 E Clanton Ave, Buckeye, AZ 85326 ",97915.453125,167915.453125,70000,https://www.zillow.com/homedetails/209-E-Clanton-Ave-Buckeye-AZ-85326/2093836839_zpid/
406793.0,20717621,"7724 E Pepper Tree Ln For Rent, Scottsdale, AZ 85250 ",92197.984375,152197.984375,60000,http://www.zillow.com/homedetails/7724-E-Pepper-Tree-Ln-For-Rent-Scottsdale-AZ-85250/2104505824_zpid
405551.0,13951476,"17200 W Bell Rd LOT 1412, Surprise, AZ 85374 ",91135.265625,234035.265625,142900,http://www.zillow.com/homedetails/17200-W-Bell-Rd-LOT-1412-Surprise-AZ-85374/8318170_zpid/
,20703245,"24813 W Durango St, Buckeye, AZ 85326 ",89465.859375,141465.859375,52000,http://www.zillow.com/homedetails/24813-W-Durango-St-Buckeye-AZ-85326/8314520_zpid
,21686100,"4415 N 112th Ave, Phoenix, AZ 85037 ",84645.9375,149645.9375,65000,http://www.zillow.com/homedetails/4415-N-112th-Ave-Phoenix-AZ-85037/7488948_zpid
407152.0,21687633,"48914 N 7th Ave, New River, AZ 85087 ",82026.984375,177026.984375,95000,http://www.zillow.com/homedetails/48914-N-7th-Ave-New-River-AZ-85087/50184341_zpid
405423.0,13710284,"1942 E Diamond St, Phoenix, AZ 85006",81217.65625,132217.65625,51000,http://www.zillow.com/homedetails/1942-E-Diamond-St-Phoenix-AZ-85006/7528759_zpid
406869.0,20724155,"12609 W Larkspur Rd, El Mirage, AZ 85335 ",76500.4375,141500.4375,65000,http://www.zillow.com/homedetails/12609-W-Larkspur-Rd-El-Mirage-AZ-85335/55284434_zpid
408700.0,21958692,"617 S St Louis Ave, Gila Bend, AZ 85337 ",75670.40625,135670.40625,60000,https://www.zillow.com/homedetails/617-S-St-Louis-Ave-Gila-Bend-AZ-85337/8289148_zpid/
,20716658,"7113 W Sherri Jean Ln, Peoria, AZ 85382 ",73885.2890625,125885.2890625,52000,http://www.zillow.com/homedetails/7113-W-Sherri-Jean-Ln-Peoria-AZ-85382/2134118876_zpid
,21535117,"8932 W Maryland Ave, Glendale, AZ 85305 ",72418.5625,182418.5625,110000,http://www.zillow.com/homedetails/8932-W-Maryland-Ave-Glendale-AZ-85305/7461840_zpid
,20692971,"1169 W Walker Rd, Ajo, AZ 85321 ",70813.921875,165713.921875,94900,http://www.zillow.com/homedetails/1169-W-Walker-Rd-Ajo-AZ-85321/8661875_zpid
,20712768,"5029 W Belmont Ave, Glendale, AZ 85301 ",69539.59375,135839.59375,66300,http://www.zillow.com/homedetails/5029-W-Belmont-Ave-Glendale-AZ-85301/7724893_zpid
407179.0,21696670,"8906 W Vernon Ave, Phoenix, AZ 85037 ",67873.578125,142873.578125,75000,http://www.zillow.com/homedetails/8906-W-Vernon-Ave-Phoenix-AZ-85037/7474114_zpid
,21696503,"8737 W Windsor Ave, Phoenix, AZ 85037 ",66181.296875,136181.296875,70000,http://www.zillow.com/homedetails/8737-W-Windsor-Ave-Phoenix-AZ-85037/7473654_zpid
