property_id,transaction_id,address,ypred,predicted_price,list,url
405062.0,8399320,"16246 W Mercer Lane For Rent Only # 0000000, Surprise, AZ 85379 ",172347.65625,252347.65625,80000,http://www.zillow.com/homedetails/16246-W-Mercer-Lane-For-Rent-Only-0000000-Surprise-AZ-85379/2096086194_zpid/
406505.0,20706387,"3216 E Medlock Dr For Rent, Phoenix, AZ 85018 ",141216.625,201216.625,60000,http://www.zillow.com/homedetails/3216-E-Medlock-Dr-For-Rent-Phoenix-AZ-85018/2104503515_zpid
405062.0,8399514,"2422 W Hunter Court For R Ent Only # 0, Phoenix, AZ 85085 ",137902.46875,217902.46875,80000,http://www.zillow.com/homedetails/2422-W-Hunter-Court-For-R-Ent-Only-0-Phoenix-AZ-85085/2096086862_zpid/
405052.0,3262657,"3561 E Tyson St For Rent Only, Gilbert, AZ 85295 ",109918.9375,189918.9375,80000,http://www.zillow.com/homedetails/3561-E-Tyson-St-For-Rent-Only-Gilbert-AZ-85295/2096783659_zpid/
408703.0,21958692,"617 S St Louis Ave, Gila Bend, AZ 85337 ",102204.328125,162204.328125,60000,https://www.zillow.com/homedetails/617-S-St-Louis-Ave-Gila-Bend-AZ-85337/8289148_zpid/
,20717621,"7724 E Pepper Tree Ln For Rent, Scottsdale, AZ 85250 ",93320.9375,153320.9375,60000,http://www.zillow.com/homedetails/7724-E-Pepper-Tree-Ln-For-Rent-Scottsdale-AZ-85250/2104505824_zpid
405371.0,13951476,"17200 W Bell Rd LOT 1412, Surprise, AZ 85374 ",81496.953125,224396.953125,142900,http://www.zillow.com/homedetails/17200-W-Bell-Rd-LOT-1412-Surprise-AZ-85374/8318170_zpid/
,20703245,"24813 W Durango St, Buckeye, AZ 85326 ",78438.9609375,130438.9609375,52000,http://www.zillow.com/homedetails/24813-W-Durango-St-Buckeye-AZ-85326/8314520_zpid
402696.0,22124009,"7441 E Irwin Ave, Mesa, AZ 85209 ",72940.671875,144640.671875,71700,https://www.zillow.com/homedetails/7441-E-Irwin-Ave-Mesa-AZ-85209/8074681_zpid/
,21687633,"48914 N 7th Ave, New River, AZ 85087 ",71043.796875,166043.796875,95000,http://www.zillow.com/homedetails/48914-N-7th-Ave-New-River-AZ-85087/50184341_zpid
406696.0,20724155,"12609 W Larkspur Rd, El Mirage, AZ 85335 ",65723.8203125,130723.8203125,65000,http://www.zillow.com/homedetails/12609-W-Larkspur-Rd-El-Mirage-AZ-85335/55284434_zpid
406985.0,21686100,"4415 N 112th Ave, Phoenix, AZ 85037 ",62757.59375,127757.59375,65000,http://www.zillow.com/homedetails/4415-N-112th-Ave-Phoenix-AZ-85037/7488948_zpid
