property_id,transaction_id,address,zipcode,ypred,predicted_price,list,url
448939,23818561,"8473 W Sells Dr, Phoenix, AZ 85037 ",85037,-76765.4296875,53234.5703125,130000,https://www.zillow.com/homedetails/8473-W-Sells-Dr-Phoenix-AZ-85037/7480704_zpid/
450658,23811362,"8740 W Earll Dr, Phoenix, AZ 85037 ",85037,-77967.23828125,52031.76171875,129999,https://www.zillow.com/homedetails/8740-W-Earll-Dr-Phoenix-AZ-85037/7479995_zpid/
448532,23797431,"8415 W Granada Rd, Phoenix, AZ 85037 ",85037,-90250.171875,59649.828125,149900,https://www.zillow.com/homedetails/8415-W-Granada-Rd-Phoenix-AZ-85037/7487944_zpid/
446458,23816288,"4811 N 84th Ln, Phoenix, AZ 85037 ",85037,-96905.125,58094.875,155000,https://www.zillow.com/homedetails/4811-N-84th-Ln-Phoenix-AZ-85037/7481137_zpid/
448390,23757850,"8403 W Lewis Ave, Phoenix, AZ 85037 ",85037,-100449.21484375,59550.78515625,160000,https://www.zillow.com/homedetails/8403-W-Lewis-Ave-Phoenix-AZ-85037/81985441_zpid/
22933,22734467,"8739 W Fairmount Ave, Phoenix, AZ 85037 ",85037,-103330.5,66669.5,170000,https://www.zillow.com/homedetails/8739-W-Fairmount-Ave-Phoenix-AZ-85037/7471067_zpid/
436097,23817135,"2311 N 91st Gln, Phoenix, AZ 85037 ",85037,-104416.8046875,121983.1953125,226400,https://www.zillow.com/homedetails/2311-N-91st-Gln-Phoenix-AZ-85037/60974969_zpid/
441965,23819922,"4022 N 88th Ln, Phoenix, AZ 85037 ",85037,-105152.25390625,59847.74609375,165000,https://www.zillow.com/homedetails/4022-N-88th-Ln-Phoenix-AZ-85037/7470881_zpid/
450587,23805027,"8735 W Catalina Dr, Phoenix, AZ 85037 ",85037,-105261.859375,59738.140625,165000,https://www.zillow.com/homedetails/8735-W-Catalina-Dr-Phoenix-AZ-85037/7479803_zpid/
527635,22717844,"9459 W Virginia Ave, Phoenix, AZ 85037 ",85037,-106021.515625,93978.484375,200000,https://www.zillow.com/homedetails/9459-W-Virginia-Ave-Phoenix-AZ-85037/62727169_zpid/
