property_id,transaction_id,address,zipcode,ypred,predicted_price,list,url
8928226,21958692,"617 S St Louis Ave, Gila Bend, AZ 85337 ",85337,78075.828125,138075.828125,60000,https://www.zillow.com/homedetails/617-S-St-Louis-Ave-Gila-Bend-AZ-85337/8289148_zpid/
671334,22124009,"7441 E Irwin Ave, Mesa, AZ 85209 ",85209,67921.40625,139621.40625,71700,https://www.zillow.com/homedetails/7441-E-Irwin-Ave-Mesa-AZ-85209/8074681_zpid/
1558033,13912395,"493 W Mohave St, Wickenburg, AZ 85390 ",85390,60465.1796875,115365.1796875,54900,https://www.zillow.com/homedetails/493-W-Mohave-St-Wickenburg-AZ-85390/52436328_zpid/
1592793,20692971,"1169 W Walker Rd, Ajo, AZ 85321 ",85321,57634.015625,152534.015625,94900,http://www.zillow.com/homedetails/1169-W-Walker-Rd-Ajo-AZ-85321/8661875_zpid
212349,22066577,"6221 N 29th Pl, Phoenix, AZ 85016 ",85016,54911.3125,323911.3125,269000,https://www.zillow.com/homedetails/6221-N-29th-Pl-Phoenix-AZ-85016/7810344_zpid/
1593440,20694854,"1410 W Clymer St, Ajo, AZ 85321 ",85321,50903.09375,140803.09375,89900,http://www.zillow.com/homedetails/1410-W-Clymer-St-Ajo-AZ-85321/8662457_zpid
8962070,21972325,"209 E Clanton Ave, Buckeye, AZ 85326 ",85326,45122.390625,115122.390625,70000,https://www.zillow.com/homedetails/209-E-Clanton-Ave-Buckeye-AZ-85326/2093836839_zpid/
215539,17872684,"1429 E Cortez St, Phoenix, AZ 85020 ",85020,44803.8046875,106803.8046875,62000,https://www.zillow.com/homedetails/1429-E-Cortez-St-Phoenix-AZ-85020/7785266_zpid/
8971831,22307630,"2813 E Beardsley Rd, Phoenix, AZ 85050 ",85050,42868.5859375,102868.5859375,60000,https://www.zillow.com/homedetails/2813-E-Beardsley-Rd-Phoenix-AZ-85050/7994448_zpid/
5063087,21962226,"8601 N 103rd Ave LOT 78, Peoria, AZ 85345 ",85345,39075.5,117275.5,78200,https://www.zillow.com/homedetails/8601-N-103rd-Ave-LOT-78-Peoria-AZ-85345/7696049_zpid/
1935400,22210313,"5401 E Van Buren St, Phoenix, AZ 85008 ",85008,33957.484375,125957.484375,92000,https://www.zillow.com/homedetails/5401-E-Van-Buren-St-Phoenix-AZ-85008/2129757672_zpid/
348885,22127287,"9828 N 11th Ave, Phoenix, AZ 85021 ",85021,32459.1796875,92459.1796875,60000,https://www.zillow.com/homedetails/9828-N-11th-Ave-Phoenix-AZ-85021/7781677_zpid/
8971189,22300694,"10602 W Mountain View Rd, Sun City, AZ 85351 ",85351,27347.0625,109347.0625,82000,https://www.zillow.com/homedetails/10602-W-Mountain-View-Rd-Sun-City-AZ-85351/7694835_zpid/
138617,21956746,"22006 N Golf Club Dr, Sun City West, AZ 85375 ",85375,27298.84375,327298.84375,300000,http://www.zillow.com/homedetails/22006-N-Golf-Club-Dr-Sun-City-West-AZ-85375/8120620_zpid
7459565,13441628,"1050 S Wanda Drive Rent To Own, Gilbert Az, AZ 85296 ",85296,26771.171875,146771.171875,120000,https://www.zillow.com/homedetails/1050-S-Wanda-Drive-Rent-To-Own-Gilbert-Az-AZ-85296/2094865542_zpid/
7551091,22122550,"643 S 87th Way, Mesa, AZ 85208 ",85208,26052.578125,124952.578125,98900,https://www.zillow.com/homedetails/643-S-87th-Way-Mesa-AZ-85208/8072475_zpid/
211079,22064474,"414 N 32nd Pl, Phoenix, AZ 85008 ",85008,24538.65625,79538.65625,55000,https://www.zillow.com/homedetails/414-N-32nd-Pl-Phoenix-AZ-85008/7544573_zpid/
8951799,21942254,"10261 N 108th Ave, Sun City, AZ 85351 ",85351,23928.90625,96728.90625,72800,https://www.zillow.com/homedetails/10261-N-108th-Ave-Sun-City-AZ-85351/7695802_zpid/
938103,22259059,"307 E Narramore Ave, Buckeye, AZ 85326 ",85326,22879.921875,107879.921875,85000,https://www.zillow.com/homedetails/307-E-Narramore-Ave-Buckeye-AZ-85326/8286372_zpid/
7399050,13303764,"6901 W Villa Rd, Phoenix, AZ 85033 ",85033,22546.7578125,92446.7578125,69900,https://www.zillow.com/homedetails/6901-W-Villa-Rd-Phoenix-AZ-85033/2120298628_zpid/
4672666,21546161,"926 S Evangeline Ave, Mesa, AZ 85208 ",85208,20874.515625,85874.515625,65000,http://www.zillow.com/homedetails/926-S-Evangeline-Ave-Mesa-AZ-85208/8090250_zpid/
7515667,21816669,"5317 N Black Canyon Hwy, Phoenix, AZ 85015 ",85015,20238.1015625,85238.1015625,65000,https://www.zillow.com/homedetails/5317-N-Black-Canyon-Hwy-Phoenix-AZ-85015/2094660675_zpid/
1846026,20718974,"8840 E Sunland Ave LOT 8, Mesa, AZ 85208 ",85208,19629.7734375,94529.7734375,74900,http://www.zillow.com/homedetails/8840-E-Sunland-Ave-LOT-08-Mesa-AZ-85208/2098267072_zpid/
345471,22114111,"2841 W Pima St, Phoenix, AZ 85009 ",85009,19402.5078125,75902.5078125,56500,https://www.zillow.com/homedetails/2841-W-Pima-St-Phoenix-AZ-85009/7501053_zpid/
39197,17879099,"5811 S 9th St, Phoenix, AZ 85040 ",85040,18599.734375,97599.734375,79000,https://www.zillow.com/homedetails/5811-S-9th-St-Phoenix-AZ-85040/7525240_zpid/
1168617,21961207,"805 W Robert E Lee Ln, Gila Bend, AZ 85337 ",85337,18121.1015625,91121.1015625,73000,https://www.zillow.com/homedetails/805-W-Robert-E-Lee-Ln-Gila-Bend-AZ-85337/88787878_zpid/
8953874,21950467,"27601 N 195TH Ave, Wittmann, AZ 85361 ",85361,17044.1875,216944.1875,199900,https://www.zillow.com/homedetails/27601-N-195TH-Ave-Wittmann-AZ-85361/8310326_zpid/
27623,13635148,"3522 E Polk St, Phoenix, AZ 85008 ",85008,17039.3828125,120039.3828125,103000,https://www.zillow.com/homedetails/3522-E-Polk-St-Phoenix-AZ-85008/7544519_zpid/
