,address,ypred,list,gain-loss,url,rent,cap rate
1952704,"2110 Harland Dr, Houston, TX 77055 ",220544.5,170000,50544.5,https://www.zillow.com/homedetails/2110-Harland-Dr-Houston-TX-77055/27908156_zpid/,2664.060546875,0.18805133272058824
1913070,"9607 Cedarhurst Dr, Houston, TX 77096 ",375482.75,325000,50482.75,https://www.zillow.com/homedetails/9607-Cedarhurst-Dr-Houston-TX-77096/28075533_zpid/,3123.797607421875,0.11534021634615385
1917470,"14235 Chevy Chase Dr, Houston, TX 77077 ",300042.5,250000,50042.5,https://www.zillow.com/homedetails/14235-Chevy-Chase-Dr-Houston-TX-77077/28159401_zpid/,2761.880615234375,0.132570265625
7380689,"12731 Sandri Ln, Houston, TX 77077 ",329742.65625,280000,49742.65625,https://www.zillow.com/homedetails/12731-Sandri-Ln-Houston-TX-77077/28329205_zpid/,6117.35693359375,0.2621724330357143
1910316,"7827 Antoine Dr, Houston, TX 77088 ",169639.328125,120000,49639.328125,https://www.zillow.com/homedetails/7827-Antoine-Dr-Houston-TX-77088/28149501_zpid/,5929.28955078125,0.5929289713541667
1900862,"5534 Bunte St, Houston, TX 77026 ",143735.015625,95000,48735.015625,https://www.zillow.com/homedetails/5534-Bunte-St-Houston-TX-77026/27870570_zpid/,6609.0986328125,0.834833552631579
1936173,"1802 Gardenia Dr, Houston, TX 77018 ",340947.96875,294000,46947.96875,https://www.zillow.com/homedetails/1802-Gardenia-Dr-Houston-TX-77018/27912335_zpid/,1315.9849853515625,0.053713674532312926
7414226,"8523 Sands Point Dr, Houston, TX 77036 ",121708.484375,75000,46708.484375,https://www.zillow.com/homedetails/8523-Sands-Point-Dr-Houston-TX-77036/28421834_zpid/,2567.490966796875,0.4107985416666667
5063506,"7627 Alperton Dr, Houston, TX 77088 ",185637.0,139500,46137.0,https://www.zillow.com/homedetails/7627-Alperton-Dr-Houston-TX-77088/28261539_zpid/,1757.0916748046875,0.15114766745071684
7398411,"1706 Rainy River Dr, Houston, TX 77088 ",180305.546875,135000,45305.546875,https://www.zillow.com/homedetails/1706-Rainy-River-Dr-Houston-TX-77088/2096007700_zpid/,1045.106201171875,0.09289832899305556
