property_id,transaction_id,address,zipcode,good_sell_prob,list,url,lat,long,date_listed,transaction_date,price,discount,good_sell,outcome,probability_bin
9020269,22745518,"18028 N 19th St, Phoenix, AZ 85022 ",85022,0.6902552247047424,144990,https://www.zillow.com/homedetails/18028-N-19th-St-Phoenix-AZ-85022/8001127_zpid/,33.6505,-112.042,2017-10-06,2017-10-06,,,,no_sell,"(0.651, 0.69]"
8958977,22539508,"2545 E Piute Ave, Phoenix, AZ 85050 ",85050,0.6896803379058838,159000,https://www.zillow.com/homedetails/2545-E-Piute-Ave-Phoenix-AZ-85050/7994601_zpid/,33.6629,-112.027,2017-08-14,2017-08-14,,,,no_sell,"(0.651, 0.69]"
8989903,22735013,"7234 S 48th Gln, Laveen, AZ 85339 ",85339,0.6855847239494324,159000,https://www.zillow.com/homedetails/7234-S-48th-Gln-Laveen-AZ-85339/82823373_zpid/,33.3806,-112.164,2017-10-03,2017-10-03,,,,no_sell,"(0.651, 0.69]"
33678,22740567,"1514 E Sonrisas St, Phoenix, AZ 85040 ",85040,0.6818326115608215,149000,https://www.zillow.com/homedetails/1514-E-Sonrisas-St-Phoenix-AZ-85040/61627431_zpid/,33.4011,-112.049,2017-10-03,2017-10-03,,,,no_sell,"(0.651, 0.69]"
33111,22509955,"1025 E Grenadine Rd, Phoenix, AZ 85040 ",85040,0.6818326115608215,150000,https://www.zillow.com/homedetails/1025-E-Grenadine-Rd-Phoenix-AZ-85040/62728029_zpid/,33.3992,-112.057,2017-08-15,2017-08-15,,,,no_sell,"(0.651, 0.69]"
33242,23754219,"1220 E Graham Trl, Phoenix, AZ 85040 ",85040,0.6818326115608215,159900,https://www.zillow.com/homedetails/1220-E-Graham-Trl-Phoenix-AZ-85040/62728115_zpid/,33.3968,-112.055,2017-10-16,2017-10-16,,,,no_sell,"(0.651, 0.69]"
9019180,22732331,"2756 E Chipman Rd, Phoenix, AZ 85040 ",85040,0.6818326115608215,159000,https://www.zillow.com/homedetails/2756-E-Chipman-Rd-Phoenix-AZ-85040/89220844_zpid/,33.4024,-112.022,2017-09-28,2017-09-28,,,,no_sell,"(0.651, 0.69]"
555448,22733555,"2310 W Washington St, Phoenix, AZ 85009 ",85009,0.6814975142478943,169900,https://www.zillow.com/homedetails/2310-W-Washington-St-Phoenix-AZ-85009/7515224_zpid/,33.4483,-112.109,2017-10-02,2017-10-02,,,,no_sell,"(0.651, 0.69]"
346030,23649636,"5325 W Raymond St, Phoenix, AZ 85043 ",85043,0.6807172298431396,157880,https://www.zillow.com/homedetails/5325-W-Raymond-St-Phoenix-AZ-85043/67788823_zpid/,33.4147,-112.175,2017-10-12,2017-10-12,,,,no_sell,"(0.651, 0.69]"
345649,23753551,"5217 W Odeum Ln, Phoenix, AZ 85043 ",85043,0.6807172298431396,158000,https://www.zillow.com/homedetails/5217-W-Odeum-Ln-Phoenix-AZ-85043/82819860_zpid/,33.4123,-112.173,2017-10-16,2017-10-16,,,,no_sell,"(0.651, 0.69]"
194904,22747305,"3011 W Chanute Pass, Phoenix, AZ 85041 ",85041,0.6799072027206421,172500,https://www.zillow.com/homedetails/3011-W-Chanute-Pass-Phoenix-AZ-85041/67789390_zpid/,33.3978,-112.123,2017-10-10,2017-10-10,,,,no_sell,"(0.651, 0.69]"
8995965,22560400,"3036 E Utopia Rd LOT 30, Phoenix, AZ 85050 ",85050,0.6767047643661499,54000,https://www.zillow.com/homedetails/3036-E-Utopia-Rd-LOT-30-Phoenix-AZ-85050/2126700431_zpid/,33.6633,-112.017,2017-08-22,2017-08-22,,,,no_sell,"(0.651, 0.69]"
9020592,23527244,"608 W Utopia Rd, Phoenix, AZ 85027 ",85027,0.6764876246452332,172500,https://www.zillow.com/homedetails/608-W-Utopia-Rd-Phoenix-AZ-85027/7968045_zpid/,33.6622,-112.082,2017-10-11,2017-10-11,,,,no_sell,"(0.651, 0.69]"
501566,23753420,"7828 W Bonitos Dr, Phoenix, AZ 85035 ",85035,0.6763980984687805,164999,https://www.zillow.com/homedetails/7828-W-Bonitos-Dr-Phoenix-AZ-85035/82823203_zpid/,33.4717,-112.228,2017-10-15,2017-10-15,,,,no_sell,"(0.651, 0.69]"
9015637,22739690,"7843 W Palm Ln, Phoenix, AZ 85035 ",85035,0.6738054156303406,169980,https://www.zillow.com/homedetails/7843-W-Palm-Ln-Phoenix-AZ-85035/95123133_zpid/,33.4687,-112.228,2017-10-05,2017-10-05,169980.0,0.0,True,good_sell,"(0.651, 0.69]"
